date,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,MIB SECURITIES (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,MASON SECURITIES LTD,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG BANK LTD
2024-03-01,0.0,0.0,0.0,0.0,47.63625414031918,26.705811502559467,0.0,25.65793435712135,0.0,0.0
2024-03-05,0.0,0.0,44.70746041054332,0.0,26.34016647631189,14.765876776335892,0.0,14.1864963368089,0.0,0.0
2024-03-07,72.67204285818781,0.0,12.217635620185927,0.0,7.198229405728494,4.035212477049871,0.0,3.8768796388478917,0.0,0.0
2024-03-11,72.64687183339535,0.0,12.213947114058017,0.0,7.219336052069212,4.043847111265535,0.0,3.8759978892118805,0.0,0.0
2024-03-14,52.53099644389951,17.01874130717132,8.831254616345467,7.853332163295324,5.2203062142619245,2.9241082631710986,2.8185246014750445,2.8027363903803075,0.0,0.0
2024-03-15,52.52097679565452,17.03391125569287,8.829570162007878,7.8518342357638815,5.219310504385111,2.9235505251076574,2.818644718863637,2.802201802524449,0.0,0.0
2024-03-19,52.476877739661575,17.063360999045116,8.832058664834632,7.854339711829036,5.220975956959973,2.9248123768717234,2.824478581466721,2.8030959693312285,0.0,0.0
2024-03-20,52.477050369879116,17.063417131418994,8.832087719158638,7.854365549806285,5.220993132109373,2.9248219984616246,2.8241589086484136,2.803105190517546,0.0,0.0
2024-03-21,52.47722300123245,17.06347326416219,8.832116773673802,7.854391387953531,5.221010307371776,2.9248316201148294,2.8238392337268805,2.803114411764533,0.0,0.0
2024-03-22,52.473597981312835,17.20900299996075,8.831506668995887,7.85384882255831,5.220649650589988,2.9246295786904155,2.8236441686512794,2.6631201292405358,0.0,0.0
2024-03-26,51.138301658603794,16.77108527929063,8.603244912165826,7.653991830559978,5.081388269897122,2.8617470875888973,2.751470287081383,2.5950311049660715,2.5437395698462977,0.0
2024-03-27,51.10766415653928,16.820948609981716,8.598090616359961,7.649406242401888,5.078343955976631,2.8600325843797476,2.7498218518798447,2.5934763941474244,2.5422155883335162,0.0
2024-04-02,51.10782789581686,16.82100250111564,8.598118163014055,7.649430749650903,5.078360226028968,2.860041747382537,2.7495102807255445,2.593484703154659,2.542223733110836,0.0
2024-04-03,51.11372320864387,16.822942811942585,8.595264943903087,7.650313115211609,5.07894601735318,2.8603716545903626,2.7421374056216337,2.5937838628776726,2.5425169798560017,0.0
2024-04-05,51.11355943158935,16.822888908375226,8.595878237198106,7.650288602308429,5.078929743547115,2.8603624894735407,2.7418082023552244,2.593775551953435,2.542508833199568,0.0
2024-04-08,51.091786431797544,16.89419153403763,8.59189634405923,7.647029785391789,5.0767662562557065,2.823913196732482,2.7406402658999482,2.5923503929173988,2.541425792908273,0.0
2024-04-10,51.07542796802669,16.88878238631647,8.5891454082458,7.644581375022227,5.0751407876104295,2.8553470155769234,2.7397627733002614,2.59120020150976,2.540612084391443,0.0
2024-04-12,51.06414673426388,17.246773271830577,8.267141051934674,7.642892885802629,5.0740198209953284,2.8355099094301064,2.739157630954326,2.5906278727723926,2.5397308220160832,0.0
2024-04-15,51.01874524877501,17.339858917475688,8.259790679736014,7.63609753695927,5.069508474933443,2.814119302942361,2.736082581733367,2.588324527640928,2.5374727298039197,0.0
2024-04-16,51.02086654036495,17.340579885753392,8.260134110849778,7.636415035741456,5.065561391320947,2.81423631028116,2.736196344409061,2.5884321467332003,2.5375782345460536,0.0
2024-04-17,51.02086654036495,17.56446503374712,8.100216147997115,7.636415035741456,5.001594206179882,2.81423631028116,2.736196344409061,2.5884321467332003,2.5375782345460536,0.0
2024-04-18,49.94953897939473,17.446458527681084,7.773569141423938,7.4760668792019205,4.802635554130191,2.755143450305878,2.678742154491054,2.533767564481778,2.4842945942410313,2.0997831546483936
2024-04-22,49.946258791067045,17.444000597712083,7.762768614039469,7.475013619664835,4.801958938767826,2.7747921550592802,2.6783647621044957,2.533410596721166,2.483944596439166,2.099487328424634
2024-04-24,50.025036820065814,17.471514249749358,7.614778342982727,7.486803628645476,4.809219286856403,2.782931549250217,2.682275658849167,2.536779293908085,2.487862412591687,2.1027987571010653
2024-04-25,50.025036820065814,17.471514249749358,7.615405482486783,7.486803628645476,4.808905717104374,2.782931549250217,2.682275658849167,2.536465724156057,2.487862412591687,2.1027987571010653
2024-04-26,50.0251936839416,17.471569035305055,7.61542936216975,7.486827105070665,4.8086072256901,2.7829402757091386,2.682284069680673,2.5364736777702785,2.487870213800147,2.1028053508625897
2024-04-29,50.02535054880115,17.47162382120434,7.615139670283916,7.486850581643083,4.808622304122417,2.7829490022227876,2.682292480564927,2.5364816314343805,2.487878015057532,2.1028119446654663
2024-04-30,15.699244923926553,5.483046067217811,2.3898271876589887,2.349566763663059,1.504542954115819,0.8780846870021227,0.8417725442806407,0.7958165262564345,0.7807602719572836,0.6599166100006987
2024-05-02,50.025507414644466,17.47167860744721,7.614849976581294,7.471195423270953,4.794213038364858,2.8136878535710554,2.6823008915019293,2.5358624397446925,2.487885816363842,2.102818538509696
2024-05-03,49.98914088111747,18.12671505526347,7.5942737388045485,6.902370309186442,4.790727838149893,2.8103890365861988,2.6803509665468104,2.518665077052053,2.4860772233554354,2.1012898739376795
2024-05-06,49.98929751995535,18.126771854550892,7.593670843679082,6.902391937469002,4.790742849690958,2.810711188549146,2.6803593653120847,2.518672969181498,2.4860850133722323,2.101296458239752
2024-05-07,49.92522042725547,18.12626067377816,7.593456699728858,6.9021972878053655,4.790607749208009,2.876119336122723,2.6802837783194002,2.5186019417969767,2.4860149049785036,2.1012372010065348
2024-05-08,49.9250635240056,18.12631747021804,7.593480492904665,6.902218915003627,4.790622759996496,2.876128348093913,2.6802921766636163,2.5186098335307627,2.4860226946047614,2.101243784978514
2024-05-09,49.92037094113129,18.12461373183633,7.592766762485469,6.901570158006858,4.790172477258046,2.875858013522899,2.6800402492292057,2.5277723557144296,2.4857890270498615,2.101046283765613
2024-05-10,49.91724304259295,18.12347808416924,7.5922910167405835,6.901137721091777,4.7898723357885915,2.875677818706487,2.686138099748275,2.5276139711650436,2.485633273081737,2.1009146369153178
2024-05-13,49.92099112189881,18.12609028659406,7.59338532109606,6.9021324070237675,4.790562717406955,2.866692282134622,2.684958592809222,2.5279782853057307,2.485991536392621,2.1012174493381544
2024-05-14,49.914740471779254,18.12268321547555,7.591958030190511,6.900835047493485,4.7896622591383595,2.881817196795982,2.6844539144847013,2.5275031137895403,2.485524256916982,2.1008224939356293
2024-05-16,49.913333177598254,18.122172265275424,7.591743982831808,6.9006404856282995,4.789527219593677,2.8817359469580897,2.6843782290992357,2.527745119687447,2.487960309896853,2.1007632634309106
2024-05-17,49.90348433981574,18.118596420435082,7.590245989205391,6.899278859697679,4.7885821559476,2.8811673263497917,2.6838485508741563,2.5272463481157157,2.487469388615072,2.12008062094377
2024-05-20,49.90317174195096,18.118482924661617,7.590198443533566,6.899235642277721,4.788552160034948,2.88177568346403,2.6838317391156696,2.52723051732108,2.4874538069852545,2.1200673406551482
2024-05-22,49.90270102405727,18.11896637424152,7.590269762264677,6.899300468610696,4.788597154044848,2.8818027610940313,2.683543751445893,2.527254263587408,2.4874771795031845,2.1200872611504726
2024-05-24,49.90301362191064,18.119079874109815,7.590317308830004,6.8993436868428155,4.788313943172742,2.8818208131300627,2.6835605615583504,2.526956887331089,2.487492761425819,2.120100541688664
2024-05-27,49.90066923346613,18.118228659756234,7.589960724109012,6.873024574650656,4.788088993474071,2.9123783065355435,2.683434490848106,2.5268381736884353,2.4873759017641985,2.120000941707613
2024-05-29,49.902545947520736,18.118682630791717,7.577309678708266,6.87319678541925,4.7882089640164,2.9221604941308876,2.683501727086114,2.5269014862430867,2.487438225550644,2.1200540605329024
2024-05-31,15.679268325085197,5.756026782419412,2.380773753701329,2.120475521777937,1.5044445472249748,0.9102637403081513,0.8431502407524584,0.7906009610416961,0.7815475270840364,0.6661162441238785
2024-06-07,49.87988969771461,18.312014642095324,7.570976508680779,6.746003844457607,4.786185266049866,2.901828311814247,2.682367566687288,2.5151891959343686,2.486386929812143,2.119158036753764
2024-06-11,49.88883267258791,18.308632851135865,7.569578330467635,6.744758018956723,4.785301372148546,2.9012924135560487,2.6821852078715915,2.514724700669899,2.485927753637085,2.1187666789687016
2024-06-12,49.88414839700367,18.30691377539785,7.568867590427092,6.7441247248181915,4.784852059763791,2.9010199988193737,2.681933366046306,2.5144885824268903,2.48569433926243,2.127957166034407
2024-06-17,49.88414839700367,18.30691377539785,7.56855460952313,6.7441247248181915,4.784852059763791,2.9010199988193737,2.681933366046306,2.5144885824268903,2.48569433926243,2.1282701469383687
2024-06-18,49.87744884182114,18.308448162687927,7.566731062930486,6.77879685152363,4.7836992107562795,2.90032103509288,2.6831646214177844,2.5135698430144684,2.459750097838508,2.1280702729168923
2024-06-19,49.879170200127874,18.309955397307366,7.5635783411261315,6.778775640362143,4.783684242345411,2.9003119598573797,2.6831562256745096,2.5135619779409137,2.4597424011693665,2.1280636140889024
2024-06-20,49.87917095628694,18.309840812669773,7.563531007865929,6.778733218437391,4.783654305804695,2.900293809556758,2.683139434345582,2.5138591504994063,2.459727007975583,2.1280502965579364
2024-06-21,49.879797513636134,18.309726229466325,7.563170774598357,6.778690797043593,4.783624369638665,2.900275659483307,2.6831226432268154,2.5138434187386864,2.4597116149744602,2.1280369791936526
2024-06-24,49.893409690292295,18.309554357350112,7.534313194683852,6.778627165948414,4.783579466092142,2.915893317929924,2.6830974569427077,2.513819821466789,2.459688525834009,2.12801700345975
2024-06-25,49.893409690292295,18.309554357350112,7.534626092346469,6.778627165948414,4.783579466092142,2.915893317929924,2.6830974569427077,2.513506923804172,2.459688525834009,2.12801700345975
2024-06-27,49.89497089226915,18.31012727695283,7.5317327818785875,6.77883927424483,4.784042055312457,2.915984558405179,2.682868505608542,2.5135855733092396,2.459765491321291,2.1280835906978885
2024-07-02,49.89575674893662,18.30949706736175,7.5314735499155985,6.778605955848819,4.7838773951142075,2.917135780930719,2.6824632682526066,2.513499059124366,2.4596808295501855,2.12801034496512
2024-07-03,49.89591287159323,18.309554357350112,7.531497115720296,6.778627165948414,4.7838923637547595,2.9171449085803927,2.6821587639548565,2.513506923804172,2.459688525834009,2.12801700345975
2024-07-04,49.8962251198375,18.309668938402396,7.531231348151389,6.778669586545799,4.783609401696156,2.9171631640511024,2.682175548884056,2.513522653311435,2.459703918546146,2.1280303205740156
2024-07-05,49.896381245425175,18.309726229466325,7.531254913419449,6.778690797043593,4.783624369638665,2.91717229187214,2.6818710408276427,2.5135305181388934,2.4597116149744602,2.1280369791936526
