date,STANDARD CHARTERED BANK (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,86.03542234332426,13.96457765667575,0.0
2024-03-19,0.0,0.0,83.70170138336779,16.298298616632216,0.0
2024-03-20,97.30853026405339,0.0,2.2531642318738845,0.43830550407273133,0.0
2024-04-03,97.31009271704607,0.0,2.253289614492282,0.43661766846165045,0.0
2024-04-22,79.37998896578695,18.425739047845184,1.8381043501337375,0.35616763623412084,0.0
2024-04-29,79.38026614894144,18.42545420261819,1.8381107685216547,0.3561688799187097,0.0
2024-04-30,73.50986738927278,17.062838923722154,1.7021771958700214,0.33015252982205395,0.0
2024-05-09,79.38165209375087,18.42577590300863,1.8363969047685562,0.356175098471939,0.0
2024-05-20,79.3819292885203,18.425840244434745,1.836054124836316,0.3561763422086425,0.0
2024-06-14,79.38858254380114,18.427384573478005,1.836208010448715,0.34782487227214154,0.0
2024-06-24,79.38719635698222,18.42706281691321,1.8361759488189526,0.34956487728561647,0.0
2024-06-26,79.3870630921326,18.42686976836768,1.8361567123785179,0.349910427121201,0.0
2024-06-27,79.38678586394747,18.426805419751364,1.836150300321274,0.3502584159798855,0.0
2024-06-28,79.38650863769857,18.42674107158447,1.836143888308813,0.35060640240814916,0.0
2024-07-03,79.38678586394747,18.426805419751364,1.836150300321274,0.3502584159798855,0.0
2024-07-26,79.38678586394747,18.426805419751364,1.8291660846486941,0.35724263165246545,0.0
2024-08-19,79.37985578853642,18.425196850393704,1.8290064074584913,0.3659409536113972,0.0
2024-08-23,79.37902426079305,18.419766191320868,1.8289872480690532,0.3722222998170315,0.0
2024-08-28,79.37736125756825,18.419380294279907,1.8289489304943538,0.3743095176574928,0.0
2024-08-29,79.35657959499981,18.414557945187788,1.82847009624078,0.4003923635716255,0.0
2024-08-30,79.34937782509294,18.41288678685492,1.8283041588858444,0.4094312291663031,0.0
2024-09-02,79.33553194088189,18.40967387321363,1.827985133225148,0.42680905267933483,0.0
2024-09-11,79.335255072484,18.409609626377616,1.8279787538475498,0.4271565472908364,0.0
2024-09-16,79.33387075948086,18.40928839892375,1.8279468576274378,0.4288939839679499,0.0
2024-09-23,78.98436169954034,18.328185422088186,1.8198937526709493,0.44507138166695037,0.42248774403357664
2024-10-03,78.9810687521497,18.327421299304106,1.8198178792416384,0.45061164363810713,0.4210804256664501
2024-10-04,78.98134315394503,18.32748497376924,1.8198242017857764,0.4506132091859778,0.4207344613139701
2024-10-08,78.89840125206914,18.306305806088915,1.8177212202815767,0.566346130488647,0.41122559107171985
2024-10-09,78.89446015580269,18.304908305428803,1.8175824557142113,0.5718548848829744,0.41119419817131353
2024-10-14,78.89793666709458,18.302494943151657,1.8173428213570744,0.5710855830381336,0.41113998535855917
2024-10-18,78.89821040725552,18.30255844453234,1.8170021719369096,0.57108756444685,0.41114141182838226
2024-11-18,82.92291591456899,14.119744888470754,1.9250053786378736,0.6002195213559273,0.43211429696644826
2024-11-19,82.92412545719088,14.119950844002641,1.9235748225023612,0.6002282763675615,0.4321205999365494
2024-11-20,84.1382015155103,12.86259767937485,1.9517375088799434,0.6090161022969452,0.4384471939379588
2025-02-03,84.94594735937721,12.026058826605704,1.970474632240327,0.6148627951976451,0.4426563865791066
2025-02-27,84.9456300452367,12.026013903467648,1.970467271565877,0.6152340466860663,0.44265473304370884
2025-03-24,84.91010585665478,12.020984634915893,1.9696432238672217,0.6567966693426432,0.44246961521946115
2025-03-31,73.53314944818287,10.410313952097164,1.7057341770923944,0.576230958024388,0.3815670765818057
2025-04-22,84.90471638937842,12.020221631470474,1.9695182054422173,0.6649690850981212,0.4405746886107709
