date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,HANG SENG SECURITIES LTD,CATHAY SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,EDDID SECURITIES AND FUTURES LTD,CINDA INTERNATIONAL SECURITIES LTD,WEBULL SECURITIES LTD
2024-08-22,0.0,97.5632997549687,0.0,1.871766947998911,0.0,0.4934658317451674,0.07146746528723115,0.0,0.0
2024-09-16,0.0,97.53808066568098,0.0,1.891139153457346,0.0,0.49857304954784587,0.07220713131382595,0.0,0.0
2024-09-17,0.0,97.34746045270997,0.0,2.037565294706035,0.0,0.5371763049679547,0.07779794761604861,0.0,0.0
2024-09-19,0.0,97.34243931408211,0.0,2.041422314601737,0.0,0.5381931556677307,0.07794521564842996,0.0,0.0
2024-09-20,0.0,97.33819101081824,0.0,2.0446856760474366,0.0,0.5390534964125061,0.07806981672181122,0.0,0.0
2024-09-23,0.0,97.3075621404129,0.0,2.0682134396269696,0.0,0.5452562704471101,0.07896814951302975,0.0,0.0
2024-09-24,0.0,97.20705258230613,0.0,2.145420502418474,0.0,0.5656108597285068,0.08191605554688719,0.0,0.0
2024-09-26,0.0,96.92624710225809,0.0,2.3611230359749293,0.0,0.6224778913024813,0.0901519704644973,0.0,0.0
2024-09-27,0.0,96.63003348501759,0.0,2.3611230359749293,0.0,0.66540740104748,0.3434360779599897,0.0,0.0
2024-09-30,0.0,96.06081894821357,0.0,2.7599357687675634,0.0,0.7778000802890406,0.40144520272982737,0.0,0.0
2024-10-02,0.0,92.81675780887942,0.0,5.097784780795254,0.0,1.343961442209658,0.7414959681156734,0.0,0.0
2024-10-03,0.0,98.91655433759759,0.0,0.6994074111752587,0.0,0.1843892265825682,0.1996490246445739,0.0,0.0
2024-10-04,0.0,98.91991937426316,0.0,0.6972351457221454,0.0,0.18381653841765652,0.1990289415970488,0.0,0.0
2024-10-09,0.0,98.82910740053597,0.0,0.7558578987150416,0.0,0.1992716278430564,0.21576307290593005,0.0,0.0
2024-10-10,0.0,98.80205843480218,0.0,0.7733190855150305,0.0,0.20387503163578077,0.2207474480470178,0.0,0.0
2024-10-14,0.0,98.77707445205185,0.0,0.7894472433937619,0.0,0.20812700053108268,0.22535130402331024,0.0,0.0
2024-10-15,0.0,98.66545997816468,0.0,0.7900936620122968,0.0,0.20829741998506004,0.22122622536344308,0.11492271447451588,0.0
2024-10-16,0.0,98.64742880437947,0.0,0.8007687379884689,0.0,0.21111175819695996,0.2242152466367713,0.11647545279832275,0.0
2024-10-17,0.0,98.54247073959019,0.0,0.8629075276914869,0.0,0.2274938027550284,0.2416141077536164,0.12551382220967083,0.0
2024-10-22,0.0,98.58466132423291,0.0,0.8379292483012888,0.0,0.22090862000670344,0.2346201895243609,0.12188061793473293,0.0
2024-10-23,0.0,98.5857386432834,0.0,0.8372914383144562,0.0,0.22074047010108394,0.23444160272804776,0.12178784557301181,0.0
2024-10-24,0.0,98.58269394714408,0.0,0.8372914383144562,0.0,0.22074047010108394,0.23748629886737302,0.12178784557301181,0.0
2024-11-05,0.0,83.63220815752462,0.0,9.669479606188466,0.0,2.5492264416315047,2.7426160337552745,1.4064697609001406,0.0
2024-11-11,0.0,83.96210163652023,0.0,9.474590869939707,0.0,2.4978466838931954,2.6873385012919897,1.3781223083548666,0.0
2024-11-29,0.0,83.9965546942291,0.0,9.474590869939707,0.0,2.4978466838931954,2.652885443583118,1.3781223083548666,0.0
2024-12-05,0.0,82.27390180878554,1.7226528854435832,9.474590869939707,0.0,2.4978466838931954,2.652885443583118,1.3781223083548666,0.0
2024-12-13,0.0,82.17054263565892,1.7226528854435832,9.474590869939707,0.0,2.4978466838931954,2.652885443583118,1.3781223083548666,0.10335917312661498
2024-12-23,0.0,82.23175965665236,1.7167381974248928,9.44206008583691,0.0,2.4892703862660945,2.6437768240343344,1.3733905579399142,0.10300429184549358
2025-01-06,0.0,82.11158798283262,1.7167381974248928,9.44206008583691,0.0,2.4892703862660945,2.6437768240343344,1.3733905579399142,0.22317596566523604
2025-01-08,0.0,85.09808853118712,3.055835010060362,6.916498993963782,0.0,1.8234406438631792,1.936619718309859,1.0060362173038229,0.16348088531187124
2025-01-10,0.0,24.5136186770428,56.194962113454835,11.263567479008806,0.0,2.9694859717386852,3.1537988941224655,1.638337087855826,0.2662297767765718
2025-01-13,0.0,78.08724144992833,2.621339340569322,11.263567479008806,0.0,2.9694859717386852,3.1537988941224655,1.638337087855826,0.2662297767765718
2025-01-14,0.0,48.27728491850629,32.288013204043736,11.347225087683103,0.0,2.991541159480091,3.1772230245512687,1.6505054672993604,0.2682071384361461
2025-01-15,0.0,78.78387309980171,5.65102445472571,9.08790482485129,0.0,2.3959021810971577,2.5446133509583606,1.3218770654329148,0.21480502313284866
2025-01-20,0.0,82.0092940916132,7.568046027882275,6.085417127683116,0.0,1.6043372427528215,1.7039167957512722,0.8851515822084531,0.14383713210887364
2025-01-22,0.0,89.30784581451529,0.7982354794664427,5.776704127717677,0.0,1.5229492700346603,1.6174771557609495,0.8402478731225712,0.1365402793824178
2025-01-24,0.0,73.452663359931,16.389907267629933,5.930558550787147,0.0,1.5635108906620658,1.660556394220401,0.8626266982963123,0.14017683847315074
2025-01-27,0.0,89.01229243045073,0.8302781971102005,5.930558550787147,0.0,1.5635108906620658,1.660556394220401,0.8626266982963123,0.14017683847315074
2025-02-03,0.0,98.17223009452746,0.1381141145450306,0.9865293896073614,0.0,0.26008502089648616,0.2762282290900612,0.1434951839428889,0.02331796739071945
2025-02-04,0.0,95.75205661529618,2.555950713079714,0.9878938103962353,0.0,0.2604447318317348,0.27661026691094587,0.1436936451485433,0.023350217336638286
2025-02-06,0.0,95.89231437255754,2.4715588363004777,0.9552757273122015,0.0,0.2518454190186713,0.2674772036474164,0.1389491966999566,0.022579244463742945
2025-02-07,0.0,97.32932104570247,0.8990031972917059,1.0344179048335527,0.0,0.2727101749106639,0.2896370133533948,0.1504607861576077,0.024449877750611245
2025-02-11,0.0,96.29504005009524,1.2471625746862525,1.4350196989067758,0.0,0.37832337516633185,0.4018055156938973,0.20873013802280377,0.033918647428705616
2025-02-13,0.0,94.26001754899093,1.7475870137467093,2.0108218777420297,0.5484059666569172,0.5301257677683534,0.5630301257677683,0.2924831822170225,0.04752851711026616
2025-02-14,0.0,94.05100223561062,1.8112235231707778,2.0840438028115646,0.5683755825849721,0.5494297298321398,0.5835322647872381,0.30313364404531845,0.04925921715736425
2025-02-17,0.0,87.61320147019818,8.249024288583229,2.0840438028115646,0.5683755825849721,0.5494297298321398,0.5835322647872381,0.30313364404531845,0.04925921715736425
2025-02-18,0.0,79.95930824008138,15.926302701480727,2.072265551411024,0.5651633322030066,0.5463245544629064,0.5802343543950869,0.30142044384160355,0.04898082212426058
2025-02-20,0.0,86.13523824985795,9.432583813621235,2.2323240522769705,0.608815650620992,0.5885217956002923,0.6250507346375518,0.32470168033119573,0.0527640230538193
2025-02-24,0.0,26.268076840060434,50.16188214979495,11.871357651629614,3.2376429958989856,3.1297215627023527,3.323980142456292,1.7267429311461258,0.2805957263112454
2025-02-26,0.0,26.283987915407852,50.1294777729823,11.868795856711264,3.2369443245576175,3.1290461804056973,3.3448424687095386,1.7263703064307294,0.2805351747949935
2025-02-27,0.0,27.163247100802856,48.46119536128457,12.265834076717216,3.3452274754683318,3.233719892952721,3.456735057983943,1.784121320249777,0.28991971454058874
2025-02-28,0.0,23.81801962533452,48.46119536128457,12.265834076717216,6.6904549509366635,3.233719892952721,3.456735057983943,1.784121320249777,0.28991971454058874
2025-03-04,0.0,28.38628762541806,45.42224080267558,11.49665551839465,6.270903010033445,3.0309364548494986,3.4489966555183944,1.6722408026755853,0.2717391304347826
2025-03-05,0.0,57.49318801089919,28.195147268716752,7.136369534189697,1.946282600233554,1.8814065135591023,2.140910860256909,1.0380173867912288,0.16867782535357467
2025-03-06,0.0,55.54690541066562,28.195147268716752,7.136369534189697,3.892565200467108,1.8814065135591023,2.140910860256909,1.0380173867912288,0.16867782535357467
2025-03-11,0.0,60.89663760896637,21.765601217656013,7.610350076103501,4.151100041511,2.0063650200636505,2.28310502283105,1.1069600110696,0.17988100179881003
2025-03-12,0.0,52.00475705062861,26.724430852871215,9.344206591913014,5.09683995922528,2.4634726469588855,2.7862725110431534,1.3591573224600746,0.22086306489976212
2025-03-13,0.0,42.0869208692087,32.246822468224686,11.27511275112751,6.150061500615006,2.972529725297253,3.3620336203362036,1.6400164001640016,0.26650266502665027
2025-03-14,0.0,62.77997364953887,20.724637681159418,7.246376811594203,3.9525691699604746,1.9104084321475625,2.160737812911726,1.0540184453227932,0.1712779973649539
2025-03-17,0.0,65.26104417670683,9.598393574297189,11.04417670682731,6.024096385542169,2.9116465863453818,3.2931726907630523,1.6064257028112447,0.26104417670682734
2025-03-18,0.0,80.5267897343539,5.380459252588924,6.190904997748762,3.376857271499325,1.6321476812246736,1.846015308419631,0.9004952723998199,0.14633048176497074
2025-03-19,94.05284864116929,3.6231007939386615,0.6421365144615054,0.7388600061795564,0.4030145488252126,0.1947903652655194,0.22031462002444954,0.10747054635339003,0.01746396378242588
2025-03-20,92.42752283888683,5.288588477583566,0.631039763426097,0.7260917780007393,0.39605006072767596,0.19142419601837674,0.2165073665311295,0.10561334952738026,0.017162169298199293
2025-03-21,94.56991571212448,3.0932569699589365,0.645666738707586,0.7429219796844607,0.40523017073697865,0.19586124918953965,0.2215258266695483,0.1080613788631943,0.017559974065269074
2025-03-24,97.25915121205807,0.3375703271514899,0.6640272278947003,0.7640480655692159,0.41675349031048137,0.20143085365006597,0.2278252413697298,0.11113426408279503,0.018059317913454193
2025-03-25,97.6661784194741,0.12973425402803934,0.6668061658645463,0.767245588337867,0.2092487968194183,0.20227383692543766,0.228778684522564,0.11159935830368976,0.018134895724349585
2025-03-27,97.6661784194741,0.09625444653693241,0.6668061658645463,0.767245588337867,0.2092487968194183,0.20227383692543766,0.2622584920136709,0.11159935830368976,0.018134895724349585
2025-03-31,97.6661784194741,0.2036688289042338,0.6668061658645463,0.767245588337867,0.2092487968194183,0.20227383692543766,0.15484410964636952,0.11159935830368976,0.018134895724349585
2025-04-09,96.14259622910973,1.7604811798794302,0.6564040592686176,0.755276637233765,0.20598453742739048,0.19911838617981079,0.15242855769626895,0.10985841996127489,0.017851993243707173
2025-04-11,94.87106521945337,3.0597449760830386,0.6477228071601827,0.745287748824478,0.20326029513394853,0.19648495196281693,0.1504126183991219,0.10840549073810589,0.017615892244942206
2025-04-14,92.42874305253014,4.897883744570742,1.2884998745824918,0.7261013637503796,0.19802764465919445,0.19142672317055462,0.14654045704780388,0.10561474381823703,0.017162395870463518
2025-04-16,93.27471356248334,4.0274447108979485,1.3002930988542498,0.7327471356248335,0.19984012789768185,0.19317879030109247,0.14788169464428458,0.10658140154543032,0.017319477751132427
2025-04-17,94.10721006505726,3.17086940158073,1.3118984891660843,0.7392870584440023,0.20162374321200066,0.19490295177160064,0.14920156997688047,0.10753266304640034,0.017474057745040055
2025-04-22,94.10721006505726,3.0431743642131295,1.4395935265336846,0.7392870584440023,0.20162374321200066,0.19490295177160064,0.14920156997688047,0.10753266304640034,0.017474057745040055
2025-04-23,92.10650949850023,5.143924643477345,1.369520602010209,0.7235699626374783,0.1973372625374941,0.19075935378624426,0.14602957427774563,0.10524654001999685,0.01710256275324949
2025-04-24,92.61459091209736,4.620675970632979,1.3770752033864675,0.7275613466499107,0.19842582181361204,0.1918116277531583,0.14683510814207287,0.10582710496725974,0.017196904557179708
2025-04-25,93.02313221636129,4.2863026985371295,1.2967859373131552,0.7307707638547494,0.19930111741493164,0.19265774683443393,0.14748282688704942,0.10629392928796354,0.017272763509294076
2025-04-29,90.29495595651107,7.0933876729819305,1.2587538852418845,0.7093387672981931,0.19345602744496176,0.18700749319679638,0.1431574603092717,0.10317654797064628,0.01676618904523002
2025-04-30,92.99347828974459,4.350020587883698,1.2963725477174015,0.7305378086522241,0.19923758417787932,0.19259633137195,0.11422954826198414,0.10626004489486898,0.017267257295416207
2025-05-02,82.62172815029857,15.018055653897896,1.1517855035521254,0.6490594538459723,0.17701621468526516,0.17111567419575632,0.10148929641955204,0.09440864783214142,0.015341405272722982
