date,CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,LONG BRIDGE HK LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB WING LUNG BANK LTD
2024-10-02,13.354045791862198,0.0,1.1823019399163173,0.21931827030430617,0.49297593325105865,7.234141720497211,0.04052112784677263,0.04920422667108104,0.057793958841364644,0.01148409844505307
2024-10-03,58.939300284336746,0.0,5.218197552231425,0.9679812090493262,2.2545019985989203,31.918242881279102,0.17884369720196153,0.21716734660238182,0.25507891375118474,0.05068611694894301
2024-10-04,59.87022272586238,2.5404036316052183,11.859713734536674,7.015830938794232,1.0880819404535458,14.618492587046555,0.584891470044653,1.4468412319397792,0.7756957653756391,0.19982597434133315
2024-10-07,60.28384916842757,2.4445140354537394,11.573093434144928,8.963076492936064,0.9348046024679691,13.448438940050556,0.5059842366449353,1.2968289303328373,0.3607495943160481,0.18866056522535377
2024-10-08,60.670193695518535,2.7107876919811686,12.254032507502329,8.129366784479135,0.9588132685990556,12.296352128145118,0.534624005571527,1.448920943842769,0.7743273227212908,0.22258165163906643
2024-10-09,60.14881757284777,2.507377000839368,14.034438373985777,7.385256106532332,1.1411944452813774,11.43162021911173,0.5355230305443345,1.72291275322091,0.8464856848620111,0.2463748127743903
2024-10-10,60.21660398207725,2.621372791732552,15.117760217739736,7.064866809013585,1.2288223540468834,10.158034999652637,0.5424569928979756,1.9466407417895581,0.8251033688638786,0.278337742185935
2024-10-14,60.46104664852019,3.1804784590015727,14.221222041996548,7.194833890756986,1.2825554681920803,9.993136730448798,0.6693471298645537,1.9398111660332742,0.7777381812168136,0.2798302839691812
2024-10-15,60.376553525784374,3.7847859909231105,13.565106426524306,7.347673955231132,1.147480456698258,10.0005209854835,0.6605135811694262,1.975928536609453,0.892340896913205,0.24909564466324108
2024-10-16,60.10011408073082,4.33679749372127,13.55176297946335,7.3310785719167475,1.093136561631203,9.895943908604618,0.6551066628215365,1.905882303080407,0.8902731571677291,0.2399042808623247
2024-10-17,59.91423157975962,4.747483523973514,13.347562619157106,7.358922127554776,1.0918996994875196,9.80945825374899,0.7460023951581398,1.8370416535901137,0.8970098004064139,0.25038834716380476
2024-10-18,59.58048418503322,5.2781786242433615,13.212744713979193,7.689874571788133,0.9057229591896893,9.631381793707268,0.7033578388794753,1.8200025830859419,0.8945992950711575,0.28365343502256213
2024-10-21,58.964462402531694,5.8591384850829025,13.007715989077372,7.860883759655531,1.1615797097847935,9.403586961531579,0.7347213986425871,1.7904334717353654,0.9058034995368841,0.31167432242129345
2024-10-22,59.21348593391881,6.299053732135768,12.666102892287729,7.868715339792709,1.1972283551359557,9.094854038731663,0.6113687410104774,1.8128486172939329,0.917903415745216,0.3184389339477382
