date,HANG SENG BANK LTD,BNP PARIBAS,CHINA MERCHANTS SECURITIES (HK) CO LTD,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,SOFI SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-18,0.0,0.0,0.0,0.0,96.42857142857143,0.0,0.0,3.571428571428571,0.0
2024-04-10,0.0,0.0,0.0,0.0,92.3076923076923,0.0,0.0,7.6923076923076925,0.0
2024-04-16,0.0,75.11737089201877,0.0,0.0,24.413145539906104,0.0,0.0,0.4694835680751174,0.0
2024-05-20,0.0,49.68944099378882,33.85093167701863,0.0,16.149068322981368,0.0,0.0,0.3105590062111801,0.0
2024-06-06,0.0,49.382716049382715,33.641975308641975,0.0,16.666666666666664,0.0,0.0,0.30864197530864196,0.0
2024-06-19,21.604938271604937,49.382716049382715,24.382716049382715,0.0,4.320987654320987,0.0,0.0,0.30864197530864196,0.0
2024-06-20,21.604938271604937,49.382716049382715,25.154320987654323,0.0,3.5493827160493825,0.0,0.0,0.30864197530864196,0.0
2024-08-07,21.604938271604937,49.382716049382715,25.154320987654323,0.0,2.9320987654320985,0.6172839506172839,0.0,0.30864197530864196,0.0
2024-08-08,21.604938271604937,34.876543209876544,39.660493827160494,0.0,2.9320987654320985,0.6172839506172839,0.0,0.30864197530864196,0.0
2024-08-21,47.091412742382275,31.301939058171747,20.3601108033241,0.0,0.41551246537396125,0.554016620498615,0.0,0.2770083102493075,0.0
2024-08-28,43.47826086956522,28.9002557544757,18.797953964194374,0.0,8.05626598465473,0.5115089514066496,0.0,0.2557544757033248,0.0
2024-08-30,55.68445475638051,26.218097447795824,17.053364269141532,0.0,0.34802784222737815,0.46403712296983757,0.0,0.23201856148491878,0.0
2024-10-04,55.42725173210161,26.096997690531175,17.4364896073903,0.0,0.3464203233256351,0.4618937644341801,0.0,0.23094688221709006,0.0
2025-02-20,55.42725173210161,26.096997690531175,17.090069284064665,0.0,0.3464203233256351,0.4618937644341801,0.3464203233256351,0.23094688221709006,0.0
2025-02-28,60.30150753768844,28.391959798994975,9.798994974874372,0.0,0.37688442211055273,0.5025125628140703,0.37688442211055273,0.25125628140703515,0.0
2025-03-03,60.30150753768844,28.391959798994975,8.542713567839195,0.0,1.6331658291457287,0.5025125628140703,0.37688442211055273,0.25125628140703515,0.0
2025-03-06,60.30150753768844,28.391959798994975,8.542713567839195,0.0,1.6331658291457287,0.5025125628140703,0.37688442211055273,0.25125628140703515,0.0
2025-03-07,60.30150753768844,28.391959798994975,0.628140703517588,7.914572864321608,1.6331658291457287,0.5025125628140703,0.37688442211055273,0.25125628140703515,0.0
2025-03-24,54.794520547945204,25.799086757990867,10.844748858447488,7.191780821917808,0.3424657534246575,0.45662100456621,0.3424657534246575,0.228310502283105,0.0
2025-03-31,54.93247882810712,25.86404211490044,10.872053101396201,7.2098878461890585,0.09155413138017852,0.4577706569008927,0.3433279926756695,0.22888532845044635,0.0
2025-04-03,60.45340050377834,28.463476070528966,1.8891687657430731,7.934508816120907,0.12594458438287154,0.5037783375314862,0.3778337531486146,0.2518891687657431,0.0
2025-04-07,54.29864253393665,25.565610859728505,11.877828054298641,7.126696832579185,0.11312217194570137,0.4524886877828055,0.3393665158371041,0.22624434389140274,0.0
2025-04-30,53.93258426966292,25.39325842696629,11.797752808988763,7.078651685393258,0.7865168539325843,0.44943820224719105,0.33707865168539325,0.22471910112359553,0.0
