date,SOUTH CHINA SECURITIES LTD,SOLID KING SECURITIES LTD,CITIBANK N.A.,KARL-THOMSON SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,BANK OF CHINA (HONG KONG) LTD,CHIEF SECURITIES LTD,HANG SENG BANK LTD
2024-04-23,98.07019962842666,0.0,0.0,0.0,0.0,0.0,0.0,0.7968752326401969,0.6621680477486716,0.4707570911844785
2024-04-25,96.74590238033053,0.0,0.0,0.0,1.3503564315293288,0.0,0.0,0.7861145766849758,0.6532264189283652,0.4644001925267885
2024-04-26,96.7471276179124,0.0,0.0,0.0,1.3503564315293288,0.0,0.0,0.7815199357530134,0.6565958222784709,0.4644001925267885
2024-04-29,96.75118148523936,0.0,0.0,0.0,1.332129120604011,0.0,0.0,0.7814289793184772,0.6709142710742694,0.4643461437638872
2024-04-30,96.75124118581125,0.0,0.0,0.0,1.3321046412833024,0.0,0.0,0.7814146197115143,0.6709019422952077,0.46433761089871883
2024-05-02,96.751252853342,0.0,0.0,0.0,1.332092742617318,0.0,0.0,0.7814147139447145,0.6709020232013433,0.46433766689462425
2024-05-03,96.75155132225672,0.0,0.0,0.0,1.3319703605859565,0.0,0.0,0.7813429238080606,0.6708403860871867,0.464295007262082
2024-05-06,96.77007448420223,0.0,0.0,0.0,1.313717135696673,0.0,0.0,0.7812328712147839,0.6707458978389232,0.4642296110473885
2024-05-08,96.77158569801037,0.0,0.0,0.0,1.3137251808677886,0.0,0.0,0.781237655465487,0.669219011678356,0.46423245397799845
2024-05-14,96.77164500910776,0.0,0.0,0.0,1.3137010456500466,0.0,0.0,0.7812233028891663,0.669206717062405,0.464223925290627
2024-05-17,96.77167466383922,0.0,0.0,0.0,1.3136889783737244,0.0,0.0,0.7812161267987638,0.6692005699238317,0.46421966106445434
2024-05-20,96.7717043180259,0.0,0.0,0.0,1.3136769113190931,0.0,0.0,0.7812089508401951,0.669194422898189,0.46421539691662084
2024-05-21,96.77794645448833,0.0,0.0,0.0,1.3136286453173551,0.0,0.0,0.7811802483241853,0.6630463107614979,0.4641983411086354
2024-05-22,96.77795631962111,0.0,0.0,0.0,1.3136246233106372,0.0,0.0,0.7811778565430545,0.6630442806773293,0.4641969198478757
2024-05-23,94.54626478696588,0.0,2.3060115057514152,0.0,1.2833244299093316,0.0,0.0,0.7631591320809487,0.6477504367727288,0.4534897085197009
2024-05-24,94.54646053394528,0.0,2.3059287377458024,0.0,1.2832783684723643,0.0,0.0,0.7631317405613617,0.6477271875340963,0.4534734317410957
2024-05-29,94.54649315707573,0.0,2.3059149436558393,0.0,1.2832706918876664,0.0,0.0,0.7631271754992629,0.6477233128232476,0.45347071905825737
2024-06-04,94.55431271988854,0.0,2.305770115674454,0.0,1.283190093293001,0.0,0.0,0.7630792456444901,0.6402055876517369,0.45344223784777765
2024-06-17,94.55434529380626,0.0,2.3057563234821776,0.0,1.2831824177643896,0.0,0.0,0.7630746812104182,0.6402017581986177,0.4534395255381297
2024-06-21,94.55524253366005,0.0,2.3057563234821776,0.0,1.2831824177643896,0.0,0.0,0.7630746812104182,0.6393045183448307,0.4534395255381297
2024-07-04,93.59975590632303,0.0,2.2824565119228057,0.0,1.2702157793448288,1.0105062413613823,0.0,0.7553637639305385,0.6328443062856509,0.4488574908317675
2024-07-08,93.59981275107022,0.0,2.282436239936065,0.0,1.2702044977290334,1.010497266395586,0.0,0.7553570550516938,0.6328386855821155,0.4488535042352847
2024-07-12,93.57074435296737,0.0,2.281727405555773,0.0,1.2698100224739364,1.0101834459299452,0.0,0.7551224710398173,0.6326421509277534,0.4797701511053994
2024-07-18,93.57095365666127,0.0,2.281653124176922,0.0,1.2697686839515876,1.0101505595215716,0.0,0.755097888112771,0.6326215553337418,0.4797545322421343
2024-08-09,93.57101073712177,0.0,2.281632866458429,0.0,1.2697574102762519,1.010141590872721,0.0,0.7550911839559077,0.6326159385862857,0.4797502727286452
2024-08-19,93.57189858980534,0.0,2.281632866458429,0.0,1.2697574102762519,1.010141590872721,0.0,0.7550911839559077,0.6317280859027007,0.4797502727286452
2024-08-28,93.571929867526,0.0,2.281621764537213,0.0,1.2697512319173496,1.0101366757470125,0.0,0.7550875098491053,0.6317250120534664,0.47974793836985785
2024-09-03,93.57212010028098,0.0,2.2815542420638786,0.0,1.2697136548109988,1.01010678169191,0.0,0.7550651637367736,0.6317063167394822,0.4797337406759722
2024-09-10,92.82879531163267,0.0,2.2632509213283143,0.0,1.2595276264282993,1.0020033984535823,0.7931297930790491,0.7490078017800297,0.6283999763213608,0.4758851709766951
2024-09-12,92.82885846785535,0.0,2.263230989059554,0.0,1.2595165338698362,1.0019945738902745,0.7931228080487774,0.7490012053285854,0.6283944420533311,0.4758809798942845
2024-09-17,92.82887951968239,0.0,2.2632243450479854,0.0,1.2595128363937669,1.0019916324037128,0.7931204797326943,0.748999006537257,0.6283925973189833,0.4758795828832189
2024-09-20,92.81653901884617,0.0,2.2629234761581842,0.0,1.2717586432068755,1.0018584294754698,0.7930150437520598,0.7488994359842748,0.6291896322519142,0.4758163203250486
2024-09-25,92.81653898479131,0.0,2.2629234753279057,0.0,1.271758679430773,1.0018584291078827,0.7930150434610985,0.7488994357094997,0.6291896320210613,0.47581632015046915
2024-09-26,92.81653895073644,0.0,2.2629234744976277,0.0,1.2717587156546701,1.0018584287402958,0.7930150431701373,0.7488994354347247,0.6291896317902083,0.4758163199758897
2024-09-27,92.81653891668158,0.0,2.2629234736673496,0.0,1.2717587518785676,1.0018584283727088,0.7930150428791759,0.7488994351599496,0.6291896315593554,0.4758163198013103
2024-10-02,92.81653888262672,0.0,2.262923472837071,0.0,1.2717587881024648,1.0018584280051217,0.7930150425882148,0.7488994348851746,0.6291896313285026,0.4758163196267308
2024-10-03,92.8209417440766,0.0,2.262923472837071,0.0,1.2717587881024648,1.0018584280051217,0.7930150425882148,0.7488994348851746,0.6247867698786133,0.4758163196267308
2024-10-04,92.82035466182703,0.0,2.263510520199896,0.0,1.2717588243263622,1.0018584276375346,0.7930150422972534,0.7488994346103995,0.6247867696493759,0.47581631945215136
2024-10-08,92.81794322585283,0.0,2.262943398859294,0.0,1.2717700231807743,1.0018672498029157,0.7930220254294603,0.7489060292693689,0.6277275382096477,0.47582050939570564
2024-10-09,92.85991876199812,0.0,2.2642604408229685,0.0,1.2723451989908499,1.0023203293853251,0.7933806578612458,0.7272202540710799,0.6045186647169717,0.47603569215344244
2024-10-10,92.87246428422188,0.0,2.2648600450959693,0.0,1.2725170948441205,1.0024557444506759,0.7934878448457682,0.7273185026801746,0.5907964785313654,0.4761000053300512
2024-10-14,90.86912225145541,0.0,2.2153255637890212,2.192014911567525,1.2057474581253154,0.9804040202307659,0.7760329345185516,0.711319165921493,0.5844067958067357,0.46562689858518524
2024-10-15,90.87382069248753,0.0,2.215440108491012,2.192128250978629,1.205809802001775,0.9804547125931722,0.7760730597546217,0.7113559450943661,0.5792664545030002,0.4656509740958953
2024-10-17,90.86818313855699,0.0,2.2155618906266676,2.1919645422577974,1.2057197518050475,0.9803814919744605,0.7760151024121041,0.7113028208431844,0.5852550623664488,0.46561619915729885
2024-10-21,90.88849613028925,0.0,2.215791011051041,2.192191222382717,1.2058444402745405,0.9804828772819254,0.7760953533454394,0.7113763796116662,0.564058235307975,0.46566435045544013
2024-10-22,90.90157876567875,0.0,2.216032911804254,2.1924305467166616,1.205976083862273,0.9805899178581098,0.7761800806728828,0.7114540414855468,0.5500424642903041,0.4657151876312197
2024-10-24,90.90160490471794,0.0,2.216026545318286,2.1924242480384075,1.2059726191890838,0.9805871007014154,0.776177850769362,0.7114519975347786,0.550040884062135,0.46571384966859675
2024-10-25,90.94324918363164,0.0,2.2168736091811807,2.168258329351183,1.1877524754724025,0.9809619246849909,0.7764745404502483,0.7117239461170596,0.5488141249052437,0.46589186620605083
2024-10-28,90.94392589406242,0.0,2.216707966830468,2.1680963194805534,1.1876637279176085,0.9808886282920475,0.7764165231290912,0.7116707668888866,0.5487731181192109,0.4658570552797191
2024-10-29,90.94392671079677,0.0,2.216707986737917,2.168096338951439,1.187663738583585,0.9808877390373789,0.7764165301018059,0.7116707732801433,0.5487731230475429,0.46585705946341205
2024-10-30,90.93799223814436,0.0,2.216402250492751,2.167797307397533,1.1874999317790231,0.980752451513692,0.7763094439740802,0.7115726171173473,0.5558809527794067,0.465792806801809
2024-11-04,90.93838280391142,0.0,2.216306725210954,2.1677038769524857,1.1874487514187828,0.9807101818154531,0.7762759856167893,0.7115419488689488,0.5558569947254715,0.46577273147968784
2024-11-08,90.9476069733836,0.0,2.216510522433859,2.157845787827677,1.1875579415210051,0.98080036157679,0.7763473669325057,0.7116073776615931,0.555908107737298,0.46581556092567594
2024-11-11,90.96575598146974,0.0,2.216763728997269,2.149470664673613,1.1876936040690413,0.9809124048477028,0.7730592498709902,0.7116886692488748,0.5487869227243308,0.4658687740984406
2024-11-14,90.96669602606268,0.0,2.2167446170496783,2.1451413560330526,1.1876833643048221,0.9809039478587025,0.7765012063901242,0.7116825333867755,0.5487821913283916,0.4658647575857747
2024-11-18,90.95624023790188,0.0,2.216489822568456,2.144894791690568,1.199040934663598,0.9807912019381299,0.7764119546916971,0.7116007320008628,0.5487191138441077,0.46581121070070913
2024-11-19,90.95657806190948,0.0,2.2164070269729965,2.1448146704828517,1.1989961452370212,0.9807545650942521,0.7763829523071809,0.7115741505991637,0.5486986167837069,0.46579381061334174
2024-11-21,90.95696782748136,0.0,2.2163115012794825,2.144722230373087,1.1989444692872069,0.9807122952138296,0.7763494907096272,0.7115434822185841,0.5486749682321275,0.4657737352046953
2024-11-22,91.13587433915411,0.0,2.0992786969889763,2.0805510696093044,1.1993855806192586,0.981073115350194,0.7766351224188158,0.7118052707344783,0.5494517041246455,0.4659451010002213
2024-11-25,91.13704619851562,0.0,2.0990011671470463,2.080276015606087,1.1992270188756082,0.9809434150550328,0.7765324493325452,0.7117111683151305,0.5493790652488199,0.46588350190410593
2024-11-26,91.16114168759881,0.0,2.0994899101677342,2.0546012103789533,1.1995062535158123,0.9811718233357436,0.7767132614354108,0.7118768870730351,0.5495069857035844,0.46599198079090853
2024-12-03,91.15245386903561,0.0,2.099164056201951,2.0542823234201437,1.1993200826426889,0.9810195393318053,0.7765927106791105,0.7117663993275695,0.5594813634402853,0.46591965592083956
2024-12-05,91.15428783217105,0.0,2.099206290824618,2.0543236550342807,1.199344212643866,0.9810392771840947,0.7766083355179622,0.7117807198782734,0.5574806466454232,0.46592903010043396
2024-12-17,91.22987651215591,0.0,2.100377469828607,1.9809852442366032,1.2000133449566568,0.981586613864891,0.7770416170781677,0.7121778331292241,0.5517523857822568,0.46618897896767386
2024-12-18,91.23706614044733,0.0,2.100377469828607,1.9737956159451995,1.2000133449566568,0.981586613864891,0.7770416170781677,0.7121778331292241,0.5517523857822568,0.46618897896767386
2025-01-02,91.23966106397037,0.0,2.0997554956141355,1.973211125778365,1.1996579910413219,0.9812959415586677,0.7768115156529065,0.7119669394900153,0.551588998123772,0.46605092877043364
2025-01-03,91.3071091755393,0.0,2.0983257490534903,1.950319729020445,1.1988411307496238,0.9806277663828679,0.7762825761668121,0.7114821533874642,0.5471911562007006,0.42982056349929004
2025-01-06,85.67862492143122,6.164343943128491,1.968977732834606,1.8300953129329334,1.1249404401185263,0.9201784980612094,0.7284298482013113,0.6676239463586838,0.513460411306108,0.40332494562690085
2025-01-07,85.87809357536989,6.0380643477051,1.9295374317872913,1.794089620637099,1.1255230334354793,0.920655047595972,0.7288070933836309,0.6679697008853372,0.5137263263656779,0.40353382283453143
2025-01-08,85.88037886922633,6.037087317434488,1.9292252097951805,1.7937993157038274,1.1253407082210323,0.920506074713523,0.7286891637706512,0.6678616154824607,0.5136431993662349,0.4034685262862635
2025-01-09,85.90512672858861,6.009058230869922,1.9297508481834325,1.7942880558345116,1.1256473195347867,0.9207568766038527,0.7288877030576335,0.6691226346117374,0.5137831470416441,0.40357845567386985
2025-01-24,85.90535846966894,6.009074441143969,1.9294862899858811,1.794292896177205,1.1256503561256848,0.9207593604741576,0.7288896693340385,0.669124439663521,0.513784533043459,0.40357954438313415
2025-02-04,85.91114125035129,6.009139283114753,1.9235722390641041,1.794312257809132,1.125662502653111,0.9207692960893901,0.7288975345457458,0.6691316599680442,0.5137900771254982,0.4035838992789309
2025-02-07,85.91030942394386,6.009033838624868,1.9235384854624733,1.7942807723780567,1.1256427502555073,0.920753139025266,0.728884744323205,0.6701989670675871,0.5137810614695051,0.4035768174496738
2025-02-11,85.9112327288691,6.0089852087222795,1.9235229186522862,1.7942662516245513,1.1256336406550682,0.9207456875552524,0.7288788456055298,0.670193543282107,0.5129676236501993,0.4035735513836394
2025-02-17,85.9063245251931,6.008547575016085,1.923382828697893,1.7941355754184496,1.1255516608856286,0.9206786297520275,0.7288257614424825,0.6701447331629228,0.5188645512634048,0.4035441591680024
2025-02-19,85.90520393969116,6.008450331738048,1.923351700367985,1.7941065388463966,1.1255334447806986,0.9206637293444236,0.7288139660118438,0.6701338874352659,0.5202048336382527,0.4035376281459243
2025-02-28,85.90404536921801,6.008369298077403,1.9233257608627243,1.7940823424209618,1.1255182651436584,0.9206513127065065,0.7288041367779591,0.6714735111681965,0.5201978178355702,0.4035321857890084
2025-03-20,85.9180373130414,6.008498952983613,1.9233672644069917,1.7857591748362496,1.12554255275946,0.9206711794879375,0.728819863679438,0.6714880009291939,0.5142748042451772,0.40354089363053836
2025-03-21,85.92160306830237,6.008408777403829,1.9233383985022852,1.7857323741543811,1.1252559265251119,0.9206573620506623,0.7288089255475885,0.6683932442202424,0.5142670860065616,0.40353483728696
2025-03-24,85.93218157474342,6.008959702653054,1.9235147539610757,1.7745662417872985,1.1250893450903394,0.9207417793074485,0.7288757517662797,0.6681847719627187,0.5143142403752177,0.40357183835313903
2025-03-25,85.93811626876415,6.008959702653054,1.9235147539610757,1.7745662417872985,1.1250893450903394,0.9207417793074485,0.7288757517662797,0.6681847719627187,0.5083795463545046,0.40357183835313903
2025-03-26,85.92806206566918,6.008256693279996,1.9232897151909445,1.7743586290285478,1.124957716922692,0.9206340584817067,0.7287904780232954,0.6681065986713557,0.5083200692396886,0.41522397549260015
2025-03-28,85.93153877743272,6.0084997917070035,1.9233675328888744,1.7744304208666275,1.12473349535604,0.9206713080039711,0.7288199654150413,0.664357296335008,0.5083406362386631,0.41524077575604607
2025-04-10,85.93392018526602,6.008289105267039,1.923300090520181,1.7743682009379769,1.1246940568765091,0.9206390249105226,0.7287944095376659,0.6643340008239019,0.5064347104109971,0.41522621544918
2025-04-23,85.93410988398874,6.008208075955105,1.9232741524069765,1.774344271358038,1.1246788889669814,0.9206266089389504,0.7287845808312718,0.6643250414469415,0.5064278805039462,0.4152206156030432
2025-04-25,85.92977253933132,6.005454379163755,1.92239267263873,1.773531049501368,1.1241634233558218,0.9202046650736552,0.7284505624789694,0.6640205663502206,0.51697983144302,0.41503031066312873
2025-04-30,85.9101649352309,6.0040840441980015,1.9219540177542027,1.7731263621194415,1.1239069098018113,0.9199946911818253,0.7282843433698789,0.6638690489890686,0.5396800390257711,0.41493560832911003
