date,HAITONG INTERNATIONAL SECURITIES CO LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,SUN SECURITIES LTD,KINGSTON SECURITIES LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GET NICE SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-07-05,0.0,0.0,32.801213499736356,26.28018369942668,14.859079796634173,13.459023276329482,12.600499727873316,0.0
2024-07-08,0.0,0.0,32.79997678608459,26.27919285004996,14.858519560445435,13.462286155837019,12.600024647582991,0.0
2024-07-11,0.0,0.0,32.799358464229186,26.278697453379785,14.858239458192829,13.463917503326558,12.599787120871644,0.0
2024-07-12,0.0,0.0,32.79132240101101,26.272258995924673,14.854599089686015,13.485119425015215,12.596700088363086,0.0
2024-07-15,0.0,0.0,32.77173108026441,26.277706716070515,14.857679285368153,13.493570823982875,12.599312094314044,0.0
2024-07-16,0.0,0.0,32.76987788677755,26.276220750168477,14.856839105323525,13.498462636097663,12.59859962163279,0.0
2024-07-19,0.0,0.0,32.799690439498285,26.262359834957273,14.849002004657358,13.496993960651023,12.591953760236063,0.0
2024-07-24,0.0,0.0,32.79598326626867,26.259391541170896,14.847323701539844,13.506770931834994,12.590530559185595,0.0
2024-07-25,0.0,0.0,32.79851507416654,26.258402259009973,14.846764351470654,13.506262085028181,12.590056230324652,0.0
2024-07-26,0.0,0.0,32.79789726901608,26.25790764588124,14.846484692240253,13.507891313566287,12.589819079296136,0.0
2024-08-08,0.0,0.0,32.79916308922364,26.257413051385605,14.846205043545183,13.507636878643996,12.589581937201583,0.0
2024-08-09,0.0,0.0,32.80858109964379,26.257413051385605,14.846205043545183,13.498218868223844,12.589581937201583,0.0
2024-08-12,0.0,0.0,32.81490859855277,26.254940358366845,14.84480695807902,13.496947724280767,12.5883963607206,0.0
2024-08-13,0.0,0.0,32.818675447958555,26.254940358366845,14.84480695807902,13.493180874874977,12.5883963607206,0.0
2024-08-14,0.0,0.0,32.8199407337902,26.254445875647615,14.844527372583457,13.492926745759505,12.588159272219226,0.0
2024-08-15,0.0,0.0,32.821824123020875,26.254445875647615,14.844527372583457,13.491043356528825,12.588159272219226,0.0
2024-08-16,0.0,0.0,32.83194441042431,26.250490684331222,14.842291067691018,13.489010951892084,12.586262885661359,0.0
2024-08-19,0.0,0.0,32.833209231956126,26.249996369205576,14.842011576954551,13.488756944368044,12.5860258775157,0.0
2024-08-20,0.0,0.0,32.8357387321203,26.249007794801976,14.84145262705846,13.48824895801772,12.585551888001548,0.0
2024-08-21,0.0,0.0,32.84459048253293,26.245548370679796,14.839496633916639,13.486471307061304,12.583893205809337,0.0
2024-08-22,0.0,0.0,32.84523644548366,26.244560131264592,14.838937873426355,13.487846172914084,12.583419376911312,0.0
2024-08-23,0.0,0.0,32.84711912555046,26.244560131264592,14.838937873426355,13.485963492847278,12.583419376911312,0.0
2024-08-26,0.0,0.0,32.84838337565119,26.244066039464553,14.838658508960426,13.485709600080769,12.583182475843069,0.0
2024-08-27,0.0,0.0,32.84964757815013,26.243571966268142,14.838379155013179,13.48545571687388,12.582945583694668,0.0
2024-08-28,0.0,0.0,32.85091173304999,26.243077911674316,14.83809981158402,13.485201843226063,12.58270870046561,0.0
2024-08-29,0.0,0.0,32.852175840353446,26.24258387568203,14.837820478672354,13.484947979136788,12.58247182615538,0.0
2024-08-30,0.0,0.0,32.853439900063194,26.242089858290218,14.83754115627759,13.48469412460551,12.582234960763486,0.0
2024-09-02,0.0,0.0,32.95342710397367,26.168953330811856,14.82916637184889,13.473320049831642,12.575133143533948,0.0
2024-09-12,0.0,0.0,32.9528071165759,26.168460986837232,14.828887375183658,13.474947967042509,12.5748965543607,0.0
2024-09-13,0.0,0.0,32.95470989181277,26.1669840660629,14.828050448173096,13.476068753698897,12.574186840252343,0.0
2024-09-23,0.0,0.0,32.97042151852455,26.155117292951758,14.826655779737042,13.474801247373735,12.573004161412909,0.0
2024-09-24,0.0,0.0,32.971682402808725,26.1546252925977,14.826376877531732,13.474547774720172,12.572767652341673,0.0
2024-09-25,0.0,0.0,32.971682402808725,26.152744206198637,14.826376877531732,13.476428861119235,12.572767652341673,0.0
2024-09-26,0.0,0.0,32.97788582805883,26.155783248612153,14.82916637184889,13.46203140794618,12.575133143533948,0.0
2024-09-30,0.0,0.0,5.919572555745107,4.6936575412062105,2.6610951738454727,2.417113186136115,2.256608718224949,0.0
2024-10-07,0.0,0.0,32.977993866324496,26.148409897316093,14.824986009439241,13.477022030726573,12.571588196193595,0.0
2024-10-09,0.0,0.0,33.02593268111328,26.123841600730408,14.811056877435083,13.479392548523702,12.559776292197517,0.0
2024-10-10,0.0,0.0,33.031519065480346,26.111345341491806,14.813562189166888,13.48167260730471,12.561900796556259,0.0
2024-10-15,0.0,0.0,33.07150596303141,26.061978745441944,14.81968985408587,13.479728381008343,12.567097056432432,0.0
2024-10-16,0.0,0.0,33.06964059919673,26.060508746686335,14.818853964921166,13.4846084667784,12.566388222417372,0.0
2024-10-17,0.0,0.0,33.075931903078136,26.05805911723122,14.817461025837883,13.483340943783666,12.565207010069091,0.0
2024-10-18,0.0,0.0,33.07468832442776,26.05707939438975,14.81690392352438,13.486593770353128,12.56473458730498,0.0
2024-10-21,0.0,0.0,33.07406657016868,26.056589560594983,14.816625388076654,13.488220091915506,12.564498389244175,0.0
2024-10-25,0.0,0.0,33.144318670240466,25.986664184757647,14.811056877435083,13.498183975369288,12.559776292197517,0.0
2024-10-28,0.0,0.0,33.20448755408686,25.941769088225485,14.806883240486712,13.49062306915259,12.556237048048354,0.0
2024-11-07,0.0,25.448418283250817,24.736347361742773,19.325839927485486,11.030683927430946,10.104690484844198,9.354020015245776,0.0
2024-11-12,0.0,25.447349868282032,24.73530884203989,19.32502856009781,11.03022082014888,10.108464609162686,9.353627300268705,0.0
2024-11-13,0.0,25.435603221864987,24.77005146629336,19.31610801321691,11.025129205322706,10.103798482426596,9.349309610875437,0.0
2024-11-14,0.0,25.435496483912033,24.769947521261468,19.31602695511066,11.025502579427116,10.103756082851572,9.349270377437147,0.0
2024-11-19,0.0,25.43229476183198,24.766829575914862,19.313595528225,11.024114731736603,10.115071874907985,9.348093527383568,0.0
2024-11-21,0.0,25.42399779042382,24.783129525373948,19.3099495353997,11.022033615190566,10.114560725898606,9.34632880771336,0.0
2024-11-22,0.0,25.423286772414404,24.78243643015079,19.309409505385783,11.021725368451978,10.117074499170405,9.346067424426636,0.0
2024-11-26,0.0,25.422220319964495,24.782795121968764,19.308599516997667,11.021263030669823,10.119446633491526,9.345675376907717,0.0
2024-11-28,0.0,25.410850391747232,24.816435543985516,19.29996386725028,11.016333840066284,10.114920774602213,9.341495582348475,0.0
2024-11-29,45.023092123569775,13.963659490349775,13.661595981274266,10.605631825130219,6.053647642766899,5.5590750963580575,5.133297840551007,0.0
2024-12-02,45.02258995908136,13.961836577994116,13.667491731347003,10.604247292851488,6.052857357878297,5.558349376378549,5.132627704469181,0.0
2024-12-05,45.0250102606254,13.962587131319863,13.659010891281428,10.604817350596269,6.053182744312584,5.562488000199717,5.1329036216647355,0.0
2024-12-06,45.01809580362679,13.960442907304142,13.67227021211121,10.603188776763096,6.052253161586272,5.5616337730966015,5.132115365511887,0.0
2024-12-09,45.01533061542568,13.959585402087175,13.67603720206898,10.602537487276585,6.051881408433816,5.562827753872108,5.13180013083565,0.0
2024-12-10,45.013602545295974,13.959049514818844,13.679351047808867,10.602130471975789,6.0516490859039695,5.562614205368814,5.131603128827746,0.0
2024-12-12,45.01222018471597,13.9586208346268,13.68123419519229,10.601804882234028,6.0514632407223505,5.563211124397319,5.131445538111242,0.0
2024-12-13,45.01775013652345,13.960335713390782,13.682914995771686,10.603107361201527,6.052206689944553,5.5516091441085775,5.132075959059421,0.0
2024-12-16,44.999264060880584,13.966394751582904,13.698839885210512,10.607709301568551,6.054833457110746,5.538655170800165,5.134303372846539,0.0
2024-12-19,44.99964833677961,13.958888756661292,13.718349309676645,10.602008373479112,6.051579392623194,5.537981799605393,5.131544031174757,0.0
2024-12-20,44.99757549440647,13.95824576105652,13.71771739416642,10.601520007613841,6.051300635551681,5.542333053031033,5.131307654174034,0.0
2024-12-23,45.01328809187508,13.951337297658469,13.722438158658976,10.596272914663189,6.04830561815,5.5395899429230635,5.128767976071223,0.0
2024-12-30,45.01259728766701,13.95112319104858,13.722227564889296,10.59611029712891,6.0482127967821375,5.541039595937296,5.128689266546764,0.0
2025-01-07,44.98743876832878,13.939998695844588,13.772623331305041,10.587661057840634,6.043390008442508,5.544288440564897,5.124599697673552,0.0
2025-01-08,44.98571419198614,13.939464311300249,13.772095363031598,10.587255183883723,6.043158337386692,5.5479093643169985,5.124403248094602,0.0
2025-01-09,44.985369292584124,13.939357439307845,13.771989774234342,10.587174012826479,6.043112005306958,5.548633515754058,5.124363959986193,0.0
2025-01-10,44.98502439847067,13.939250568954176,13.772650867687833,10.587092843013878,6.0430656739376625,5.548590975455569,5.124324672480215,0.0
2025-01-16,44.972956435343576,13.93551113868522,13.795782753994226,10.584252683477208,6.041444523461412,5.547102475844987,5.122949989193374,0.0
2025-01-23,44.969164984075036,13.934336303504871,13.8030502123678,10.583360376601165,6.040935198651175,5.546634826608963,5.122518098190987,0.0
2025-02-03,44.98433702777158,13.936899835696812,13.805589591552836,10.585307421974075,6.0420465635209375,5.522359059748666,5.123460499735092,0.0
2025-02-04,44.98261295366499,13.93636568870876,13.81272569676161,10.58490172844512,6.041814995452599,5.51831479948072,5.123264137486199,0.0
2025-02-05,44.97813097940726,13.9349770981365,13.82514544593545,10.583847070790698,6.041213001537583,5.513932738118974,5.122753666073535,0.0
2025-02-06,44.97778624915073,13.934870294938474,13.82733880366008,10.583765951983928,6.041166699282189,5.512357597729394,5.122714403255206,0.0
2025-02-14,44.976062677129526,13.934336303504871,13.830640984585752,10.583360376601165,6.040935198651175,5.512146361336528,5.122518098190987,0.0
2025-02-17,44.974683914619014,13.933909139823559,13.829450612888852,10.583035938674545,6.040750010920534,5.515809318101806,5.122361064971695,0.0
2025-02-20,44.959523104316204,13.929212067273887,13.858498406875054,10.579468433884548,6.038713694997201,5.513949957869349,5.120634334783754,0.0
2025-02-24,44.959178659235874,13.929105352428216,13.859158356411614,10.579387382182862,6.03866743104509,5.513907714250977,5.120595104445373,0.0
2025-02-25,44.958834219433236,13.928998639217665,13.85905217907672,10.579306331723075,6.0386211678018515,5.51463158803936,5.120555874708093,0.0
2025-02-26,44.95263520533475,13.927078080990537,13.870929465471479,10.577847635779527,6.037788550622057,5.513871219592185,5.119849842209464,0.0
2025-02-27,44.95229086578543,13.926971398840138,13.871589218680516,10.577766608910446,6.037742300844287,5.513828983048719,5.119810623890467,0.0
2025-03-03,43.03396906956178,13.33702190374336,13.302343725930502,10.124121721305903,5.778803809504874,5.277359374504061,4.900239139577809,4.246141255871713
2025-03-04,43.03365356666742,13.33692412356868,13.302979348488217,10.12404749646039,5.778761442292011,5.277320683623503,4.900203213548558,4.246110125351218
2025-03-07,43.03333806839923,13.336826344827738,13.303614961725888,10.123973272703228,5.7787190757003755,5.277281993310264,4.9001672880460845,4.246078995287186
2025-03-10,43.033022574757126,13.336728567520503,13.304250565643716,10.12389905003439,5.778676709729949,5.2772433035643305,4.900131363070378,4.246047865679606
2025-03-14,43.04406760541097,13.34015162653511,13.281998881872317,10.126497491153646,5.7801598884048095,5.278597782301082,4.901389050722205,4.247137673599853
2025-03-17,43.04343630806897,13.339955975828005,13.283270714360626,10.126348972872137,5.780075114827941,5.278520364786083,4.901317165464794,4.24707538379144
2025-03-19,43.04312066634202,13.33985815262654,13.280240067728343,10.12627471536503,5.780032728971986,5.282148205766878,4.9012812236268,4.2470442395724
2025-03-25,43.05290771297444,13.342891339156429,13.260521926448856,10.128577204620402,5.781346979634567,5.283349248581824,4.902395665775781,4.248009922807703
2025-03-28,43.05259193232324,13.342793472899775,13.26115813548388,10.12850291443014,5.781304575123211,5.283310496740081,4.902359708118609,4.247978764881073
2025-04-02,43.05738985419257,13.341325651307967,13.261166075373978,10.127388692337092,5.7806685820906125,5.282729287322497,4.901820406551438,4.247511450823841
2025-04-03,43.05960041916663,13.34201059452659,13.267714328002178,10.127908632138313,5.780965361424832,5.271999080970585,4.902072065849331,4.247729517921542
2025-04-07,43.10716897226234,13.330864551575692,13.256630352861215,10.119447680633527,5.776135887803927,5.267594802636575,4.8979768280733404,4.244180924153375
2025-04-08,43.111591969576494,13.332232360678276,13.258723435764935,10.120485983333039,5.776728546383161,5.257141923859056,4.898479383422528,4.244616396982508
2025-04-11,43.11096005724832,13.332036942193227,13.259994854414034,10.12033764133109,5.7766438734258845,5.257064866792943,4.898407583487285,4.244554181107216
2025-04-14,43.11064410803092,13.331939235098957,13.260630549761729,10.120263471960858,5.776601537878066,5.257026339106983,4.898371684308967,4.244523073853517
2025-04-16,43.110328163444514,13.331841529436822,13.261266235791796,10.120189303677751,5.776559202950775,5.25698781198574,4.898335785656839,4.244491967055768
2025-04-17,43.11009120804373,13.331768251130036,13.263391940595307,10.120133678178837,5.776527452162521,5.255309970619861,4.898308862013046,4.244468637256668
2025-04-22,43.117608251250346,13.330693595171411,13.259391572401725,10.119317907775805,5.776061814031878,5.254886347131366,4.897914015905118,4.244126496332351
2025-04-24,43.117608251250346,13.330693595171411,13.260124378391136,10.119317907775805,5.776061814031878,5.254153541141955,4.897914015905118,4.244126496332351
2025-04-25,43.116344414633204,13.330302854140525,13.26266684388083,10.11902129659928,5.775892509686866,5.253999534648861,4.89777045128426,4.244002095126175
2025-04-30,19.865512210466786,6.141830846593621,6.112693841428459,4.662258451051399,2.661196461233069,2.4207384305504944,2.256608718224949,1.9553901562527187
2025-05-02,43.11413287882214,13.32961911245197,13.267115799863419,10.11850226887849,5.7755962509641146,5.253730045009145,4.89751923344809,4.24378441056263
