date,SEAZEN RESOURCES SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,KAM FAI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-07,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,64.47058823529412,0.0,35.529411764705884,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,65.34923339011925,0.0,34.65076660988075,0.0,0.0,0.0
2024-03-20,0.0,0.0,29.761904761904763,38.70056497175141,0.0,20.520581113801452,11.016949152542372,0.0,0.0
2024-03-21,0.0,0.0,25.590534104808416,33.27636909357461,13.946407349254406,17.713854454921623,9.472834997440946,0.0,0.0
2024-04-03,0.0,0.0,25.594308519868125,33.28127711261496,13.933715078951936,17.71646711782058,9.474232170744404,0.0,0.0
2024-04-09,35.25446579036063,0.0,16.57117177845186,21.54814065835299,9.021458263116504,11.470621278508032,6.134142231209976,0.0,0.0
2024-04-16,35.13604299630501,0.0,16.851416414735194,21.475758593662526,8.991154406001566,11.432090471391781,6.11353711790393,0.0,0.0
2024-04-24,35.13604299630501,0.0,16.918598141305566,21.475758593662526,8.991154406001566,11.364908744821408,6.11353711790393,0.0,0.0
2024-05-06,35.15572484875644,0.0,16.928075285682276,21.48778848308313,8.996190902980059,11.315258794532825,6.11696168496527,0.0,0.0
2024-05-31,0.6506311723656332,0.0,0.42131374832599316,0.3976770518155782,0.16649357278827387,0.2094128375045537,0.11320733591830329,0.0,0.0
2024-06-13,33.2204107558755,0.0,21.511751005716707,20.30489095913614,8.500952784247302,10.702943044674996,5.759051450349354,0.0,0.0
2024-06-14,33.24152542372881,0.0,21.46186440677966,19.258474576271187,8.50635593220339,11.76906779661017,5.762711864406779,0.0,0.0
2024-06-20,33.24152542372881,0.0,21.46186440677966,19.258474576271187,8.50635593220339,11.758474576271187,5.773305084745763,0.0,0.0
2024-07-02,33.24504714482466,0.0,21.46413815022778,19.260514885051382,8.507257124695412,11.749125966733764,5.7739167284669985,0.0,0.0
2024-07-30,33.28383538396266,0.0,21.489181162494695,19.282986847687738,8.559609673313535,11.603733559609672,5.780653372931693,0.0,0.0
2024-08-02,33.248569612205976,0.0,21.466412375503285,19.26255562619199,8.550540368722187,11.697393515575333,5.774528501801229,0.0,0.0
2024-09-10,33.248569612205976,0.0,21.466412375503285,19.26255562619199,8.656495020131384,11.591438864166136,5.774528501801229,0.0,0.0
2024-09-11,33.26619315170147,0.0,21.477790734654935,19.272765822113854,8.661083430509912,11.544577546909785,5.777589314110039,0.0,0.0
2024-09-12,33.28383538396266,0.0,21.436147645311838,19.282986847687738,8.665676707679253,11.550700042426813,5.780653372931693,0.0,0.0
2024-09-16,27.00314385249384,15.838219050046733,17.172232135270626,15.447361712974764,6.941966182343445,9.25312261024726,4.63080975443963,0.0,3.713144702183703
2024-09-17,27.00314385249384,15.838219050046733,17.172232135270626,15.447361712974764,6.941966182343445,9.677967541847226,4.63080975443963,0.0,3.288299770583737
2024-09-19,26.934485973387574,16.136960759386387,17.12857021781507,15.408085430968727,6.924315619967794,9.653360454275786,4.619035511484024,0.0,3.1951860327146373
2024-09-20,26.416204404101528,16.002689527651707,17.30542948394688,15.271474197344093,7.3709867204572195,9.951252311312826,4.555387460077323,0.0,3.1265758951084215
2024-09-23,25.29984705787652,15.487402398776462,16.896079851887627,14.545600901553572,6.987040167431377,9.522659583031475,4.403123239153183,3.863801014247766,2.994445786042019
2024-09-24,25.23281952472704,15.446371226718048,16.85131663455363,14.587347463070005,6.976557482337829,9.674052665382145,4.3914579319203595,3.8535645472061653,2.9865125240847785
2024-09-25,25.21662387676508,15.436456996148909,16.840500641848525,14.569961489088575,7.0362644415917845,9.67586649550706,4.388639281129653,3.8510911424903727,2.9845956354300385
2024-09-27,25.21864719569927,15.437695578913585,16.86592313247212,14.547059295514725,7.036829013881088,9.668619112573216,4.388991414587178,3.8514001444275054,2.9848351119313166
2024-10-04,25.273399807011902,15.471212608555806,16.661305886137022,14.578642650369893,7.052106786748151,9.71373431971695,4.398520424573818,3.8597619813444837,2.991315535541975
2024-10-08,25.287633759755412,15.479925979563925,16.70287231474777,14.586853326896772,7.0560785260278385,9.687022286587819,4.400997666747124,3.8056158983023574,2.993000241370987
2024-10-09,25.303920779325335,15.489896143627726,16.713630142500605,14.596248289187667,7.060623138233637,9.62885435955237,4.403832219628049,3.808066983334675,2.994927944609935
2024-10-24,25.251064513537397,15.457539969470554,16.67871776331646,14.565758817385715,7.045874507913553,9.608741062103318,4.394633244958625,3.800112476902065,3.1975576444123086
2024-10-25,25.251064513537397,15.457539969470554,16.67871776331646,14.565758817385715,7.045874507913553,9.640877319836106,4.362496987225837,3.800112476902065,3.1975576444123086
2024-10-28,25.251064513537397,15.457539969470554,16.67871776331646,14.565758817385715,7.045874507913553,9.689081706435285,4.314292600626657,3.800112476902065,3.1975576444123086
2024-10-30,25.27543224768798,15.472456775231203,16.69481302774427,14.579815038198632,7.052673904302373,9.601930036188179,4.318455971049457,3.8037796542018496,3.200643345396059
2024-11-11,25.277465015280683,15.473701142029919,16.696155702107127,14.580987614605116,7.053241113077046,9.594659803763873,4.318803281325398,3.8040855718192055,3.2009007559916354
2024-11-15,25.279498109868896,15.47494570900024,16.697498592455563,14.582160379634843,7.053808413094184,9.58738840183383,4.319150647470441,3.8043915386471485,3.2011582079948524
2024-11-18,25.08980601899896,15.35882493813363,16.572204039275164,14.680290572363694,7.719326255288577,9.371757004869483,4.254809611239723,3.77584417657859,3.177137383252175
2024-11-19,25.083798882681563,15.355147645650439,16.568236233040704,14.716679968076615,7.7174780526735836,9.353551476456506,4.253790901835595,3.7749401436552277,3.176376695929769
2024-11-20,25.165141265419816,15.312375646637486,16.52208515718265,14.803024273776364,7.775567051333068,9.239952248308795,4.241941902109033,3.7723836052526862,3.1675288499801035
2024-11-26,25.163138628043928,15.311157090561833,16.520770332643643,14.801846251790545,7.774948273117937,9.24717491644119,4.24160432914213,3.772083399649849,3.1672767786089446
2024-11-27,25.159134309357096,15.30872056015277,16.51814131126671,14.807447485677914,7.773711012094207,9.253660089115213,4.240929344366645,3.7714831317632083,3.1667727562062384
2024-11-28,25.159134309357096,15.30872056015277,16.51814131126671,14.831317632081475,7.773711012094207,9.253660089115213,4.2170591979630805,3.7714831317632083,3.1667727562062384
2024-12-03,25.151129494113906,15.303849825007953,16.512885777919188,14.850461342666243,7.771237671014954,9.26662424435253,4.2157174673878455,3.7623289850461346,3.1657651924912504
2024-12-05,25.149129086136963,15.302632625467272,16.511572417084228,14.85723375487155,7.762666030382566,9.273840769903762,4.215382168138074,3.762029746281715,3.1655134017338744
2024-12-10,25.147128996341657,15.301415619532369,16.51025926515031,14.864005089867982,7.762048671862573,9.273103228885,4.215046922220455,3.7617305551137266,3.1652616510259266
2024-12-17,25.227381522259456,15.350247327269825,16.562948779320248,14.592308919738311,7.786819850007978,9.302696665071007,4.228498484123185,3.7737354396042764,3.175363012605713
2024-12-18,25.229394398787203,15.351472113620042,16.564270326338466,14.601452166281017,7.787441155349876,9.287481050027926,4.228835873294503,3.7740365435250935,3.1756163727758717
2024-12-19,25.189197801322393,15.486337927188721,16.537879391380546,14.490560025491913,7.775033856448657,9.360312275949973,4.222098303194455,3.7680235800207122,3.1705568390026286
2024-12-20,25.189197801322393,15.486337927188721,16.537879391380546,14.490560025491913,7.775033856448657,9.376244722377121,4.206165856767306,3.7680235800207122,3.1705568390026286
2024-12-23,25.18719133343954,15.485104349211406,16.53656205193564,14.489405767086188,7.77441452923371,9.383463437948064,4.205830810896925,3.7677234347618294,3.1703042854866976
2024-12-27,25.189197801322393,15.486337927188721,16.537879391380546,14.490560025491913,7.7591014100215085,9.384210945590695,4.222098303194455,3.760057356807138,3.1705568390026286
2024-12-30,25.183179356482952,15.482637782733356,16.53392800254858,14.423383243071042,7.757247531060847,9.44568333864288,4.244982478496336,3.7591589678241477,3.1697992991398536
2025-01-03,25.195219123505975,15.49003984063745,16.56573705179283,14.382470119521912,7.760956175298805,9.426294820717132,4.247011952191235,3.7609561752988045,3.1713147410358564
2025-01-07,25.223356732610082,15.507338864071475,16.584237396298658,14.398532227185706,7.769623484365029,9.404913848117422,4.1719846841097645,3.765156349712827,3.174856413529036
2025-01-13,25.221344819334767,15.506101938262743,16.582914572864322,14.397383744117413,7.769003748903247,9.412140065406398,4.1716519103453775,3.7648560261625588,3.1746031746031744
2025-01-14,25.201243325097632,15.685024308599665,16.56969793576154,14.449669243643898,7.707021598788555,9.285088068861082,4.168327090141069,3.761855423607237,3.172073005499323
2025-01-16,25.1992349378387,15.683774306662416,16.568377430666242,14.44851769206248,7.706407395600892,9.284348103283392,4.167994899585591,3.7695250239081926,3.1718202103920943
2025-01-17,25.079314720812185,15.609137055837563,16.48953045685279,14.855647208121828,7.6697335025380715,9.240164974619288,4.148159898477157,3.751586294416244,3.156725888324873
2025-01-24,25.079314720812185,15.609137055837563,16.48953045685279,14.823921319796954,7.6697335025380715,9.271890862944163,4.148159898477157,3.751586294416244,3.156725888324873
