date,RUIBANG SECURITIES LTD,CMBC SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,CHINA DEMETER SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,VICTORY SECURITIES CO LTD,HANG SENG SECURITIES LTD,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-28,5.9768,0.0,0.1704,0.0072,0.7332,0.015200000000000002,1.8512,0.0028,0.0468,0.0072
2024-04-02,70.41506597628194,0.0,1.7788541840654752,0.07516285284783698,7.6540838483380655,0.15867713378987805,19.325204609988308,0.029229998329714384,0.48855854351094036,0.07516285284783698
2024-04-03,56.27710941975612,0.0,6.956379409116948,0.6506260741468205,7.500613798183157,3.576397413863655,18.937719944348967,1.9846141255421883,1.9559702103281773,2.1605696047139697
2024-04-05,53.35989484925655,0.0,7.47966811796599,0.36556313152057834,7.5289575289575295,5.17949560502752,19.00517538815411,2.218023494619239,2.1728415345436622,2.6903803499548182
2024-04-08,51.70180972937074,0.0,7.869832309480325,0.5603519840610991,7.6083347169184785,6.483479993358792,19.205545409264484,2.145940561182135,1.826332392495434,2.5983729038685044
2024-04-09,37.06025287420386,27.256061630328706,5.5766274031922105,0.330376170896741,5.607217789386353,4.80880870971923,14.154171692029818,1.6763531634390187,1.4408071897441204,2.0893233770599453
2024-04-10,34.90317426489088,27.516156151897555,6.482194548045121,0.3705875873108216,5.6607253961728,5.385872935583941,14.28923972072643,1.812790947928769,1.5441149471284232,2.035143500315262
2024-04-11,34.772165247839055,27.412874297268907,6.4640169160953675,0.3815031402169565,5.639477871110333,5.473339406822304,14.235605078902081,1.7844501719825385,1.6244649841496213,2.2121028856128366
2024-04-12,32.1868289260369,27.36236384051609,8.088933058981128,0.4022969744595778,5.629086673163405,5.7826351366975945,14.20937481545394,1.7105298837708764,1.7381686072070306,2.8897820837134556
2024-04-15,32.09471885005088,26.982849009853087,8.555159534949402,0.3936887573605034,5.551011478783098,5.811451733652354,14.012291386977301,1.765542658009027,1.6868049065369262,3.146481683827408
2024-04-16,31.048213528038854,26.103025284841287,9.615044045954285,0.24608887868987203,5.370010888553993,5.806525685277695,13.55539573450045,1.7079740032880402,4.303625747564547,2.244096203290976
