date,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),CITIBANK N.A.,DBS BANK LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-04,0.0,92.8401861202828,0.0,2.971448103147969,0.0,0.0,0.11231828593467152,4.076047490634557,0.0
2024-03-05,0.0,71.14685681453167,23.295363892457523,2.312608039904782,0.0,0.0,0.1111706258546947,3.134000627251325,0.0
2024-03-06,0.9792463314900018,70.38915039435835,23.06420001281928,2.3268865099500156,0.0,0.0,0.13902169691479874,3.101495054467551,0.0
2024-03-07,0.9494073145076382,68.21622173566209,22.361441408351933,2.29207551554485,2.9725899489655383,0.0,0.13478550971474482,3.041957766707008,0.03152080054620334
2024-03-08,0.9494564323684692,68.17844290089963,22.362638388837365,2.3214706550488353,2.9727036318882023,0.0,0.13479248288190612,3.0667796410284076,0.013715867047191875
2024-03-11,0.9494183560645396,68.13480339127173,22.361781677266087,2.3622828878854367,2.9725844167635036,0.0,0.10430859504948682,3.0706268764894675,0.04419379920974027
2024-03-12,0.9492672232619144,68.09669149838517,22.358262122373127,2.385964978124003,2.9721914207997018,0.0,0.07061060963744845,3.0859362515146547,0.0810758959039868
2024-03-13,0.94946442878032,68.05870146967034,22.36294704472893,2.422555341372779,2.9737312985836297,0.0,0.05458319376886602,3.064840314340001,0.11317690875513586
2024-03-14,0.9496990501328675,68.0289858557247,22.368513248795445,2.448025352949997,2.974947516282016,0.0,0.054596681775746767,3.0403652523626916,0.13486704197653243
2024-03-15,0.9496613353098392,68.00221614414001,22.36758482805069,2.4753256766313045,2.977958229292376,0.0,0.03521967887603367,3.0411270098277225,0.1509070978720258
2024-03-18,0.9497104794585456,67.97516710847387,22.368742331124807,2.4533901896621293,2.9776309487787143,0.0,0.0702825405063614,3.036590859685806,0.16848554230977048
2024-03-19,0.9497142892949044,67.95137033632204,22.367267550165337,2.415290053698122,2.9778434726046163,0.0,0.09836385881723018,3.037565819592443,0.20258461950530687
2024-03-20,0.949716956198543,67.92468351249292,22.369135574497033,2.3803960214692,2.9774105600534124,0.0,0.12845104420008052,3.0359295983816033,0.23427673270720495
2024-03-21,0.9497801519368894,67.92059647085986,22.36786984611821,2.380252792570075,2.976910500950631,0.0,0.12844331527536113,3.041884286059084,0.2342626362298904
2024-03-22,0.9517803765640386,67.88873441802212,22.357376913371212,2.339041550841082,2.9722663438202876,0.0,0.12637832918939781,3.130269326292724,0.23415274189913807
2024-03-25,0.9522858863055398,67.49015003644757,22.227460935856765,2.290930690084602,3.0505429712222614,0.0,0.12018506778384008,3.6356481284328805,0.23279628386654264
2024-03-26,0.9732922853289747,67.47540699534116,22.22323096964561,2.2906467140447493,3.012459701591122,0.0,0.12028974235678958,3.7353592028474507,0.16931438884414915
2024-03-27,22.3639575447515,46.1094710100539,22.229784167066992,2.2913221810891353,2.955273758619066,0.0,0.12837878970449473,3.7524482323594217,0.16936431635549487
2024-03-28,22.349932196157187,46.09978495529225,22.225114434318705,2.2908408510795635,2.954652954631629,0.0,0.14011076180238147,3.770235108130371,0.16932873858791367
