date,EDDID SECURITIES AND FUTURES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABCI SECURITIES CO LTD,QUAM SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,WELLFULL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-08,0.0,61.481277533039645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.518722466960355
2024-03-12,0.0,61.225055432372514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77494456762749
2024-03-13,0.0,61.364264015465345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.635735984534655
2024-03-19,0.0,53.14518057880889,0.0,0.0,0.0,0.0,0.0,13.393924898349677,0.0,33.46089452284143
2024-04-02,0.0,53.05635148042025,0.0,0.0,0.0,0.0,0.0,13.371537726838586,0.0,33.572110792741164
2024-04-03,0.0,52.879581151832454,0.0,0.0,0.0,0.0,0.0,13.326987148976677,0.0,33.79343169919086
2024-04-09,0.0,53.00572519083969,0.0,0.0,0.0,0.0,0.0,13.358778625954198,0.0,33.63549618320611
2024-04-15,0.0,53.13247250119561,0.0,0.0,0.0,0.0,0.0,13.390722142515543,0.0,33.47680535628886
2024-04-24,0.0,52.95519542421354,0.0,0.0,0.0,0.0,0.0,13.34604385128694,0.0,33.69876072449952
2024-04-26,0.0,52.94257803192757,0.0,0.0,0.0,0.0,0.0,13.342863950440792,0.0,33.71455801763164
2024-04-29,0.0,52.95238095238095,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,33.714285714285715
2024-04-30,0.0,45.95034595034595,0.0,0.0,0.0,13.838013838013838,0.0,11.396011396011396,0.0,28.815628815628813
2024-05-03,0.0,46.53061224489796,0.0,0.0,0.0,13.877551020408163,0.0,11.428571428571429,0.0,28.163265306122447
2024-05-07,0.0,46.61623389899816,0.0,0.0,0.0,13.903087303209977,0.0,11.449601308525864,0.0,28.031077489266
2024-05-27,0.0,46.60670482420278,0.0,0.0,0.0,13.900245298446443,0.0,11.447260834014719,0.0,28.04578904333606
2024-05-29,0.0,46.68304668304668,0.0,0.0,0.0,13.923013923013924,0.0,11.466011466011466,0.0,27.927927927927925
2024-06-04,0.0,46.63530374309674,0.0,0.0,0.0,13.908774800572715,0.0,11.454285129883411,0.0,28.001636326447127
2024-06-05,0.0,46.759639048400324,0.0,0.0,0.0,13.679245283018867,0.0,11.484823625922887,0.0,28.07629204265792
2024-06-18,0.0,34.075623972500374,27.125990136003587,0.0,0.0,9.968614556867433,0.0,8.369451502017636,0.0,20.46031983261097
2024-06-21,0.0,27.10091525020801,21.57375490312611,20.171163675264474,0.0,7.928206347319625,0.0,6.656365149173897,0.0,16.56959467490788
2024-07-04,0.0,27.123483226266952,21.591720199857246,20.1879609802522,0.0,7.934808470140375,0.0,6.6619081608374975,0.0,16.50011896264573
2024-07-11,0.0,27.197900512942862,21.650960276750567,20.243349636168436,0.0,7.956578790409162,0.0,6.680186090898246,0.0,16.27102469283073
2024-08-01,0.0,27.20114531138153,21.653543307086615,20.233834407062755,0.0,7.957528036268194,0.0,6.680983058935815,0.0,16.27296587926509
2024-08-02,0.0,27.24014336917563,21.68458781362007,20.26284348864994,0.0,7.9689366786140985,0.0,6.690561529271206,0.0,16.152927120669055
2024-08-05,0.0,27.315203066970167,21.744339283574938,20.01916856355577,0.0,7.99089493231101,0.0,6.708997244518988,0.0,16.221396909069128
2024-08-09,0.0,27.34796689456639,21.77042101475351,20.04318100035984,0.0,8.000479788892887,0.0,6.717044500419815,0.0,16.120906801007557
2024-09-11,0.0,27.367662945624776,21.786100108030247,20.057616132517104,0.0,8.006241747689353,0.0,6.721882126995558,0.0,16.06049693914296
2024-09-16,0.0,27.499698468218547,21.891207333252925,19.671933421782654,0.0,8.044867929079725,0.0,6.754311904474732,0.0,16.137980943191412
2024-09-30,0.0,27.516292541636496,21.904417089065895,19.563118513154716,0.0,8.049722423364711,0.0,6.758387641805455,0.0,16.208061790972724
2024-10-02,0.0,27.586206896551722,21.960072595281307,19.588626739261947,0.0,8.070175438596491,0.0,6.77555958862674,0.0,16.019358741681792
2024-10-04,0.0,27.533252720677147,21.95888754534462,19.57678355501814,0.0,8.065296251511487,0.0,6.771463119709795,0.0,16.094316807738814
2024-10-07,0.0,27.055921052631575,21.38157894736842,19.020206766917294,0.0,7.835996240601503,0.0,6.578947368421052,0.0,18.12734962406015
2024-10-08,0.0,23.206368399838777,18.369609028617493,16.313986295848448,14.107214832728737,6.721080209592905,0.0,5.642885933091495,0.0,15.638855300282145
2024-10-09,0.0,23.183007851822026,18.35111737467284,16.297563921884436,14.093013891685121,6.714314475538555,0.0,5.637205556674049,0.0,15.723776927722971
2024-10-10,0.0,23.342068131425115,18.29268292682927,16.317274742995362,14.110058455956459,6.722434992944971,0.0,5.644023382382584,0.0,15.571457367466238
2024-10-15,0.0,23.396112398025984,18.279786484036663,16.305770973914797,14.100110786584752,6.717695639037164,0.0,5.640044314633901,0.0,15.560479403766744
2024-10-16,0.0,23.524069028156223,18.316681804420224,16.33868200625694,14.128569986880613,6.731254415178121,0.0,5.651427994752246,0.0,15.309314764355635
2024-10-24,0.0,23.480466768138,18.41704718417047,16.428209030948757,14.205986808726534,6.768138001014713,0.0,5.682394723490614,0.0,15.017757483510907
2024-10-28,0.0,23.91794871794872,18.615384615384613,16.605128205128207,14.358974358974358,6.841025641025642,0.0,5.743589743589744,0.0,13.917948717948716
2024-10-29,0.0,23.962186600904232,18.649815043156597,16.635840526099464,14.385532264693794,6.853678586107686,0.0,5.754212905877518,0.0,13.758734073160708
2024-10-30,0.0,23.900789177001126,18.60202931228861,16.593215127600697,14.348672747770832,6.836117659116532,0.0,5.739469099108333,0.0,13.979706877113868
2024-11-01,0.0,23.817791849657848,18.53743233581861,16.535593912777042,14.298845878868349,6.812378715146564,0.0,5.71953835154734,0.0,14.27841895618425
2024-11-04,0.0,23.783783783783786,18.51096379398266,16.705762366139727,14.278429372768993,6.802651708312085,0.0,5.711371749107598,0.0,14.20703722590515
2024-11-05,0.0,23.759551706571575,18.492103922567498,16.688741721854306,14.263881813550688,6.795720835455935,0.0,5.705552725420275,0.0,14.294447274579724
2024-11-07,0.0,23.866543854262616,18.575376112987414,16.76389315320847,14.328113806161088,6.826322791935318,0.0,5.731245522464436,0.0,13.908504758980659
2024-11-18,0.0,23.86165967461373,18.571574746751253,16.780927043896448,14.325181622838432,6.824925816023739,0.0,5.730072649135373,0.0,13.90565844674102
2024-12-30,0.0,23.866543854262616,18.575376112987414,16.76389315320847,14.328113806161088,6.826322791935318,0.0,5.731245522464436,0.0,13.908504758980659
2025-01-06,0.0,23.883654240065546,18.58869315854158,16.77591151167554,14.338385907414994,6.831216714461287,0.0,5.735354362965998,0.0,13.84678410487505
2025-01-15,0.0,23.88120839733743,18.586789554531492,16.7741935483871,14.336917562724013,6.830517153097798,0.0,5.734767025089606,0.0,13.855606758832565
2025-01-23,0.0,20.930651997474975,16.36757146721977,14.77139507620164,12.62512399675354,6.014969789881865,12.246370276850934,5.050049598701416,0.0,11.993867796915863
2025-01-24,0.0,20.970365016263102,16.398626671485363,14.79942175641489,12.64907842428623,6.026382363570654,12.269606071557645,5.059631369714492,0.0,11.826888326707625
2025-01-27,0.0,20.95711060948081,16.388261851015802,14.790067720090294,12.641083521444695,6.022573363431151,12.261851015801355,5.056433408577878,0.0,11.882618510158013
2025-02-03,0.0,20.92140921409214,16.395663956639567,14.796747967479677,12.646793134598013,6.025293586269196,12.267389340560072,5.058717253839205,0.0,11.887985546522131
2025-02-04,0.0,20.763939174511222,16.42831281679942,14.826212889210716,12.671976828385228,6.037291817523534,12.291817523533672,5.068790731354091,0.0,11.911658218682113
2025-02-06,0.0,20.765818774327872,16.429799945686614,14.827554992305602,12.673123925047525,6.037838327147642,12.292930207296099,5.06924957001901,0.0,11.903684258169639
2025-02-07,0.0,20.751471253961068,16.43277501131734,14.830239927569036,12.675418741511995,6.0389316432775,12.295156179266636,5.070167496604799,0.0,11.905839746491626
