date,EDDID SECURITIES AND FUTURES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABCI SECURITIES CO LTD,QUAM SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,WELLFULL SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL
2025-02-13,0.0,20.722760619509103,16.438728376052893,14.83561271623947,12.680010868580743,6.041119463816683,12.299610542523322,5.072004347432298,0.0,11.910153065845485
2025-02-14,0.0,20.648727009151038,16.444686055993476,14.840989399293287,12.684606324182296,6.043308870163994,12.304068134456827,5.073842529672919,0.0,11.959771677086165
2025-02-18,0.0,20.641536788691557,16.44617615077927,14.84233417905038,12.685755708590069,6.043856469735411,12.305183037332366,5.074302283436028,0.0,11.960855382384922
2025-02-19,0.0,20.606060606060606,16.417910447761194,14.816824966078698,12.663952962460426,6.033469018543645,12.284034373586612,5.06558118498417,0.0,12.11216644052465
2025-02-20,0.0,19.443496073745305,15.491635370433595,14.006486855582109,11.94947080914988,11.471491976783884,11.590986684875384,4.779788323659952,0.0,11.266643905769886
2025-02-24,0.0,19.44515578318395,15.492957746478872,14.007682458386682,11.95049082373026,11.47247119078105,11.591976099018353,4.780196329492104,0.0,11.259069568928725
2025-02-25,0.0,19.446815775994537,15.494280348301178,14.008878265323544,11.951511012463719,11.47345057196517,11.592965682089806,4.780604404985487,0.0,11.251493938876559
2025-02-27,0.0,18.467189848054765,17.61562865252964,13.700116880948404,11.688094840540991,11.220571046919352,11.337451995324763,4.675237936216397,0.0,11.295708799465686
2025-02-28,0.0,18.344667440703265,18.162215956211643,13.609222093216122,11.610549013103334,11.146127052579201,11.262232542710233,4.644219605241333,0.0,11.220766296234865
2025-03-03,0.0,18.03867177939137,19.49906176062658,13.388267928530636,11.42204454597373,10.96516276413478,11.079383209594518,4.568817818389491,0.0,11.038590193358896
2025-03-05,0.0,18.066677561693087,19.529334858637032,13.409053766955385,11.439777741461024,10.982186631802582,11.096584409217192,4.575911096584409,0.0,10.90047393364929
2025-03-06,0.0,18.957386607219412,15.562033782045786,14.070136328560404,12.003772614250192,11.523621709680185,11.643659435822688,4.801509045700078,0.0,11.437880476721256
2025-03-10,0.0,18.95901217629909,15.563368204424627,14.071342822843421,12.004801920768307,11.524609843937576,11.644657863145259,4.8019207683073235,0.0,11.430286400274396
2025-03-14,0.0,19.027538726333905,15.61962134251291,14.122203098106711,12.048192771084338,11.566265060240964,11.686746987951807,4.819277108433735,0.0,11.110154905335628
2025-03-17,0.0,19.081729524467075,15.66410632605506,14.162423405540691,12.082506257012168,11.599206006731682,11.720031069301804,4.8330025028048675,0.0,10.85699490808665
2025-03-18,0.0,19.64500085748585,15.563368204424627,14.028468530269251,12.004801920768307,11.524609843937576,11.644657863145259,4.8019207683073235,0.0,10.787172011661808
2025-03-19,0.0,18.04079061343413,14.292463973541222,12.481297739979526,11.024490117332073,10.58351051263879,10.693755413812111,4.40979604693283,8.56760374832664,9.906291834002676
2025-03-20,0.0,18.049274910338376,14.150943396226415,12.357710899734913,10.915328239513489,10.47871510993295,10.587868392328085,4.3661312958053955,8.919382504288166,10.174645251832217
2025-03-21,0.0,18.108150225962287,14.142122487143524,11.757830762038337,10.908524232507402,10.472183263207107,10.581268505532181,4.363409693002961,8.913822658563191,10.75268817204301
2025-03-25,0.0,18.108150225962287,14.142122487143524,11.757830762038337,10.908524232507402,10.472183263207107,10.581268505532181,4.363409693002961,9.615084930652953,10.05142589995325
2025-03-26,0.0,18.164764733468814,14.186337345630765,11.442863842426137,10.942629357511334,10.50492418321088,10.614350476785992,4.377051743004533,9.645146162263561,10.121932155697984
2025-03-28,0.0,18.16334505666276,14.1852286049238,11.441969519343493,10.941774130519734,10.504103165298945,10.613520906604142,4.376709652207893,9.644392340758108,10.128956623681125
2025-03-31,0.0,18.16334505666276,14.1852286049238,11.199687377881986,10.941774130519734,10.504103165298945,10.613520906604142,4.376709652207893,9.644392340758108,10.371238765142634
2025-04-02,0.0,18.188933239414574,14.205212491195116,11.07458714878297,10.957188698442515,10.518901150504814,10.62847303748924,4.382875479377005,9.657979181341474,10.385849573452296
2025-04-09,0.0,18.248920298390264,14.252061248527681,11.11111111111111,10.99332548095799,10.55359246171967,10.66352571652925,4.397330192383196,9.689831173930113,10.090302316450726
2025-04-16,0.0,18.181818181818183,14.199655765920827,11.07025504615866,10.952902519167578,10.514786418400876,10.624315443592552,4.381161007667032,10.186199342825848,9.888906274448443
2025-04-25,0.0,18.18039583822264,14.198544942501758,11.069389032308536,10.952045685676289,10.513963858249237,10.623484315106001,4.380818274270515,10.18540248767895,9.895955565986075
2025-04-30,0.0,17.131238447319777,13.419593345656192,10.462107208872458,10.35120147874307,10.2181146025878,10.040665434380776,9.730129390018485,9.626617375231053,9.020332717190389
2025-05-02,21.99792363594417,13.36370977044642,10.468335448148576,8.161264275002884,8.074749106009921,7.9651632252855,7.832506632829622,7.590264159649325,7.509516668589226,7.036567078094359
