date,SDICS INTERNATIONAL SECURITIES (HONG,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,9.834328167166218,0.0,3.8056604934675566,3.5234764265078606,0.5564338595772927,2.0345218881767826,0.0,0.0,19.75442083489571
2024-03-04,0.0,0.0,9.838922989949646,0.0,3.805742543874404,3.528153299698136,0.5684952693837932,2.016293569791666,0.0,0.0,19.757607672697645
2024-03-05,0.0,0.0,9.863538112003727,4.19261168906506,3.7871991519269947,3.528727652546065,0.5715311344371301,2.015719216943737,2.176633192835687,0.0,26.135960149758404
2024-03-06,0.0,0.0,9.8629637591558,4.195893705338937,3.7762043974095043,3.5227379728462385,0.5722695880987526,2.016703821825901,2.176633192835687,0.0,26.12340643751082
2024-03-07,0.0,0.0,9.85008184528083,4.1983552175443455,3.7953221422048418,3.5046048329330644,0.570300378334426,2.0204781405408596,2.176633192835687,0.0,26.115775749674054
2024-03-08,0.0,0.0,9.892091653586464,4.1983552175443455,3.7889222104707807,3.517076494773799,0.5580748677142315,2.0204781405408596,2.1698230090673905,0.0,26.14482159369787
2024-03-11,0.0,17.531123606476402,9.893978812943944,4.1983552175443455,3.8275206910613466,3.511825268735595,0.5593876742237827,2.0167858722327474,2.1698230090673905,1.8277548629224878,45.536555015208044
2024-03-12,0.0,17.5298928503737,9.908911986990088,4.196714209407407,3.86613172536416,3.5236405273215547,0.564055603919712,2.0192473844381555,2.1665409927935126,1.8277548629224878,45.60289014353078
2024-03-13,38.056632093360236,17.5298928503737,9.945998770884906,4.196714209407407,3.8740210360833074,3.586162937338925,0.5637363457866705,2.0123551502630126,2.1696589082536963,1.8277548629224878,83.76292716467435
2024-03-14,38.06861145275989,17.5298928503737,9.770000648198215,4.195729604525244,3.857364803493378,3.6138139244463443,0.5684952693837932,2.007432125852196,2.1696589082536963,1.824554897055457,83.60555448434191
2024-03-15,38.08272412273756,17.5298928503737,8.622934237419416,4.196221906966326,3.765796385351377,3.6027371195220073,0.5769464612890283,1.996191220114165,2.1696589082536963,1.824554897055457,82.36765810908273
2024-03-18,38.08272412273756,17.5298928503737,8.62769316101654,4.193596293947223,3.8637645711266257,3.6138959748531914,0.6499713233828069,1.988327509121954,2.1696589082536963,1.824554897055457,82.54407961186875
