date,GLORY SUN SECURITIES LTD,CCB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-05-23,45.400069529577515,30.261833751120708,0.0,16.105245823651035,2.460066236071213,5.7727846595795285
2024-05-24,45.4670392597004,30.180951944660773,0.0,16.129002702826515,2.479270694947089,5.743735397865225
2024-05-27,45.48495902916537,30.16351670913457,0.0,16.13535957177687,2.480247841469451,5.735916848453741
2024-05-28,45.48537593605925,30.163793182463955,0.0,16.135507465559435,2.480270574971815,5.735052840945546
2024-06-06,45.53002917591794,30.098904526854692,0.0,16.150430298915534,2.482705470025873,5.737930528285961
2024-06-07,45.54131067203832,30.091679132214338,0.0,16.154432075766056,2.483320638358402,5.729257481622876
2024-06-11,45.54423641703377,30.089023494860502,0.0,16.155469897209983,2.483480176211454,5.727790014684288
2024-06-12,45.71373300416375,29.977154648292125,0.0,16.215593794907697,2.492722650060798,5.600795902575629
2024-06-18,45.71415411542536,29.97743079544931,0.0,16.215743171664133,2.492745612822993,5.599926304638202
2024-07-02,45.71415411542536,29.97743079544931,0.0,16.215743171664133,2.415365482934918,5.677306434526277
2024-07-09,45.674603539839296,29.951495181732003,0.0,16.229325626558918,2.4132757779639022,5.73129987390588
2024-07-16,45.67502393049113,29.95177085634342,0.0,16.229475001840807,2.413297989838745,5.730432221485899
2024-07-19,45.67544432888161,29.952046536029524,0.0,16.229624379872433,2.41332020212247,5.729564553093964
2024-07-23,45.616244438724856,29.784535059013862,0.0,16.206750744567415,2.6758466007280215,5.7166231569658414
2024-07-24,45.42833080063714,29.66183928669511,0.0,16.139987916292863,3.076768157600835,5.693073838774053
2024-07-25,45.42833080063714,29.102510115527565,0.0,16.139987916292863,3.636097328768377,5.693073838774053
2024-08-08,45.28406913291844,29.01009253006771,0.0,16.088733962367456,3.9421093935356706,5.674994981110726
2024-08-09,45.15263181838861,28.236203994358767,0.0,16.0420363040808,4.910604613074929,5.658523270096902
2024-08-15,45.118148178454206,28.214639645782757,0.0,16.029784796661485,4.906854321795816,5.7305730573057305
2024-08-21,45.11773797617965,28.214383125738703,0.0,16.02963905809619,4.907718883534867,5.730520956450587
2024-08-28,45.132099495248056,28.223364103496884,0.0,16.034741485153017,4.9092810695284435,5.700513846573598
2024-08-30,45.122250611480375,28.217205102792352,0.0,16.027605270097016,4.933669155020503,5.6992698606097525
2024-09-10,45.122250611480375,28.217205102792352,0.0,16.03669791505651,4.933669155020503,5.690177215650261
2024-09-26,45.10871541286405,28.208740864632947,0.0,16.061884158091843,4.9321892157219205,5.6884703486892345
2024-09-30,45.13661500400204,28.22618787746489,0.0,16.069999272356835,4.93523975842247,5.631958087753765
2024-10-02,45.21681290945703,28.276339647741665,0.0,16.098552150816865,4.761774594757127,5.64652069722731
2024-10-03,45.279110932681256,28.209456376941183,0.0,16.118907279329914,4.768335188598332,5.6241902224493145
2024-10-04,45.352354666837265,28.025698906060082,0.0,16.2372853474196,4.76690945979291,5.617751619890149
2024-10-07,45.23412362018832,27.19243074735432,0.0,17.165723244642546,4.79094314856846,5.616779239246356
2024-10-08,45.828985159258615,25.634679497243333,0.0,17.659281697034622,4.678481386736607,6.198572259726827
2024-10-09,46.012980992118685,25.737598516458043,0.0,17.73018080667594,4.715808993973111,5.803430690774223
2024-10-10,46.07107711161038,25.770094880888276,0.0,17.75349536736172,4.582505523887331,5.822827116252298
2024-10-14,46.09889548439837,25.78565523135375,0.0,17.671320681102472,4.585272506014919,5.858856097130489
2024-10-15,46.05611188966951,25.761724006719323,0.0,17.654920231278247,4.581016993197153,5.94622687913577
2024-10-17,46.00444980068601,25.732826550477427,0.0,17.635116343747104,4.575878372114582,6.051728932974878
2024-10-18,46.023222599373064,25.743327212360654,0.0,17.642312614768237,4.602785969988686,5.988351603509358
2024-10-21,45.999332604141564,25.72996422016648,0.0,17.633154743145287,4.618935503605791,6.01861292894088
2024-10-22,45.99464284059207,25.72734097670841,0.0,17.631356992575977,4.618464589917789,6.028194600205759
2024-10-24,46.006155785882484,25.733780802106317,0.0,17.635770307603877,4.594589583371961,6.0297035210353584
2024-10-25,46.015540966581355,25.739030451392754,0.0,17.639367975965285,4.5955268721486595,6.010533733911947
2024-10-28,46.0040233241557,25.73258799862799,0.0,17.634952860360986,4.59437661651417,6.034059200341148
2024-10-29,45.98015325173497,25.719236150360892,0.0,17.644333669980636,4.5919927358307,6.064284192092804
2024-10-30,45.981005327773914,25.71971276349317,0.0,17.64280750521195,4.592077831827658,6.0643965716933055
2024-10-31,45.95971289650382,25.707802732113915,0.0,17.51516554758046,4.682565408659412,6.134753415142394
2024-11-01,45.87516408748867,25.660509919204245,0.0,17.482944145543293,4.711853125519996,6.269528722243792
2024-11-04,45.87940534743537,25.662882289856142,0.0,17.484560482230687,4.719684922894864,6.25346695758293
2024-11-05,45.83406452327955,25.6375206657369,0.0,17.46728117409094,4.820311994901682,6.24082164199093
2024-11-06,45.78205435725224,25.608428510803183,0.0,17.551709504216102,4.814842149934498,6.242965477793974
2024-11-08,45.760523767808564,25.59638526441975,0.0,17.59970491954447,4.812577804416986,6.230808243810227
2024-11-11,45.75841401567543,25.595205163669892,0.0,17.59889349930844,4.812355924389119,6.235131396957123
2024-11-12,45.34406666605751,25.363437834084117,0.0,18.468398497820743,4.768779525040889,6.055317476996739
2024-11-13,45.342823727202955,25.36274258981762,0.0,18.467892255400024,4.771389934578415,6.055151493000987
2024-11-14,45.33578169393665,25.358803592146973,0.0,18.465024072500707,4.770648906916619,6.069741734499045
2024-11-15,45.17376977552841,25.267163065047605,0.0,18.398295982085966,5.1129640080831615,6.047807169254856
2024-11-18,45.16472515471423,25.26210411357845,0.0,18.414634146341463,5.111940298507463,6.046596286858391
2024-11-22,45.166780432309444,25.26325369738339,0.0,18.41547212741752,5.112172923777019,6.042320819112628
2024-11-25,45.16719151027541,25.263483626699674,0.0,18.41563973278483,5.112219451371571,6.041465678868522
2024-11-27,45.144593328421074,25.250843726405225,0.0,18.406425965850687,5.159693984298957,6.038442995024061
2024-11-29,45.131045270184245,25.243265855477347,0.0,18.43091249704443,5.158145541186956,6.036630836107019
2024-12-09,45.00702852219652,25.173899242733416,0.0,18.655058268716274,5.14397134176756,6.020042624586224
2024-12-10,44.92676214444786,25.12900363926056,0.0,18.800130361572307,5.134797486918578,6.009306367800692
2024-12-16,44.92472865199562,25.12786624059674,0.0,18.799279422814053,5.134565073732427,6.013560610861162
2024-12-17,44.916596522667824,25.123317675382623,0.0,18.795876437951975,5.133635631341243,6.030573732656331
2024-12-19,44.91456395033124,25.12218079136951,0.0,18.795025884226913,5.133403323317525,6.034826050754806
2024-12-20,44.89790379343725,25.112862222141803,0.0,18.788054246243203,5.131499190287063,6.069680547890675
2024-12-23,44.92635543123037,25.128776151290477,0.0,18.799960167657947,5.134751002598155,6.010157247223051
2024-12-27,44.93652547130517,25.134464586464805,0.0,18.803310454734785,5.135913363153987,5.98978612434126
2024-12-30,44.92066221928546,25.1255917521294,0.0,18.79667261058863,5.1341003104718625,6.022973107524643
2025-01-02,44.873545341929415,25.099237745607766,0.0,18.77695695025906,5.12871519897281,6.121544763230946
2025-01-03,44.86462053066944,25.094245807530623,0.0,18.775030511232654,5.127695158884419,6.138407991682864
2025-01-07,44.86137602487729,25.092431049600894,0.0,18.773672744366,5.127324335807201,6.145195845348617
2025-01-08,44.86340378600227,25.093565242546422,0.0,18.774521325643203,5.127556093944928,6.140953551863169
2025-01-10,44.78340506546121,25.045791264019346,0.0,18.738777756724325,5.1177940791670045,6.314231834628122
2025-01-13,44.78472266072508,25.03946525704286,0.0,18.73404476036696,5.116501438790514,6.325265883074592
2025-01-14,44.79010697598903,25.037432576263235,0.0,18.73252394782891,5.115184096116032,6.324752403802789
2025-01-16,44.79253112033195,25.038787660111854,0.0,18.733537795417643,5.1208731733718205,6.314270250766733
2025-01-17,44.67003706235832,24.970314130473895,0.0,18.685005937173905,5.348853945521932,6.325788924471952
2025-01-20,44.56940268366019,24.914060045774804,0.0,18.645604272315218,5.469640533141857,6.40129246510793
2025-01-21,44.55100887305874,24.90377800306834,0.0,18.63790922385408,5.471869084253686,6.435434815765155
2025-01-22,44.52703975036092,24.890379390428706,0.0,18.627881744245478,5.4635449825593385,6.491154132405557
2025-01-24,44.51506485822628,24.883685489148462,0.0,18.62287204955581,5.462075642531219,6.516301960538229
2025-01-27,44.40877139637626,24.82426800693985,0.0,18.57840419252714,5.44903325046057,6.739523153696185
2025-02-03,44.40082977163397,24.8198286807704,0.0,18.57508181476779,5.465941808687566,6.738317924140275
2025-02-04,44.52384581588645,24.888593997973622,0.0,18.627442189923695,5.481085636919546,6.479032359296685
2025-02-05,44.52145066571032,24.887255121710673,0.0,18.626440130900615,5.480790783162235,6.484063298516161
2025-02-06,44.51426676109114,24.883239357076906,0.0,18.623434600593438,5.479906412198686,6.499152869039829
2025-02-07,44.31563635065549,24.772206009656145,0.0,18.89730752411805,5.455454115463218,6.559396000107093
2025-02-10,44.36131793659994,24.751883721967097,0.0,18.88180480627759,5.450978643720184,6.554014891435196
2025-02-11,36.77397966701046,20.449388536908796,17.317666126418153,15.599675850891408,4.5034625018417564,5.355827316929425
2025-02-12,36.82362401056382,20.476994917267273,17.341044726572584,15.62073518888733,4.5095421114365175,5.2280590452724685
2025-02-13,36.794309512401874,20.460693620314746,17.32723989238197,15.60829985626359,4.505952161574466,5.303504957063355
2025-02-14,36.76395854968072,20.443815962939233,17.31294696450798,15.59542485104252,4.686360723833934,5.1974929479956105
2025-02-17,36.77533429108188,20.450141820458985,17.318304048329466,15.600250488083397,4.687810807824069,5.168158544222198
2025-02-18,36.82894076675619,20.48077206858897,17.344243425906797,15.62361656287814,4.510373933831125,5.21205324203878
2025-02-19,36.76627652600487,20.445924147227153,17.314732290830346,15.59703306497352,4.5100653344431105,5.365968636520996
2025-02-20,36.71948564030132,20.419903483992467,17.292696563088512,15.580861581920905,4.533751177024483,5.453301553672317
2025-02-21,36.700047056055524,20.409093582730428,17.28354214457973,15.572613375683783,4.531351096994294,5.5033527439562375
2025-02-24,36.69465110124386,20.40609286323404,17.281000970388448,15.570323756873586,4.530684858999618,5.517246449260446
2025-02-26,36.69357210068219,20.405492825217596,17.280492825217596,15.56986591390261,4.533492119501294,5.517084215478711
2025-02-27,35.97788637575862,20.007496143810634,16.94344736121322,15.276276146405454,4.553186581902579,7.241707390909484
2025-02-28,36.48543420832394,20.2007117334129,17.107072941758666,15.656679596247752,4.52438305521392,6.025718465042828
2025-03-03,36.56237918432551,20.248159954482126,17.14725470314905,15.69272516394459,4.5714827593752965,5.7779982347234276
2025-03-04,36.55391706413454,20.243877536136758,17.143628115929346,15.689406204874635,4.570515906007964,5.7986551729167575
2025-03-05,36.553454349205424,20.24402517557998,17.143753145124236,15.689520628368472,4.570549238971098,5.7986974627507895
2025-03-06,36.504340985899084,20.217631977624986,17.121401934506466,15.66906537699569,4.564590374082274,5.9229693508915044
2025-03-07,36.56773044988253,20.25273971603263,17.151133096937063,15.69627456989012,4.572516744735805,5.759605422521852
2025-03-10,36.553837175372045,20.24948934928509,17.14838050773271,15.693755471257658,4.571782900496061,5.782754595856434
2025-03-11,36.56352623513099,20.256878055900167,17.154637670583085,15.699481865284975,4.571261767496169,5.754214405604612
2025-03-12,36.566461585619514,20.258504295024775,17.156014859253098,15.700742232829024,4.571628752216846,5.746648275056744
2025-03-13,36.607038466035306,20.283818543201214,17.177452355898517,15.720361276745,4.577341283760084,5.633988074359874
2025-03-14,36.52856163684356,20.240334835426054,17.13989879103411,15.686660541628386,4.567528547053419,5.837015648014467
2025-03-17,36.52882799454576,20.24048242319948,17.140023771155235,15.70208763243669,4.567561852400084,5.821016326262751
2025-03-18,36.54801596276328,20.25111440223537,17.149027132320217,15.710335670355807,4.567772435780519,5.773734396544806
2025-03-19,36.56055232006539,20.258060749368713,17.154909430602387,15.715724482199938,4.5693392301966105,5.741413787566961
2025-03-20,36.611945971231435,20.288562741199858,17.18073909484271,15.738656297509063,4.57621915565431,5.603876739562624
2025-03-21,36.59042747533796,20.283522104493972,17.176470588235293,15.734015345268542,4.575082206795762,5.640482279868468
2025-03-24,36.590694853451616,20.283670322764507,17.176596102273308,15.73413031881855,4.575115638404373,5.6397927642876455
2025-04-01,35.95642776616905,19.932070973625443,16.87885511585992,15.422617637132618,6.104277518077307,5.705750989135664
2025-04-02,35.608430993287065,19.739162589600635,16.716918875867563,15.200819205825464,7.013027648196609,5.721640687222665
