date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,UOB KAY HIAN (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,SINO-RICH SECURITIES & FUTURES LTD
2024-07-31,30.010840108401084,24.726287262872628,15.32791327913279,10.926829268292684,0.0,7.688346883468834,4.6558265582655824,0.0,3.3902439024390247,3.2737127371273713
2024-08-01,30.002709292874556,24.719588187483065,15.32376049850989,10.923868870224872,0.0,7.686263885125983,4.654565158493633,0.0,3.416418314819832,3.2728257924681663
2024-08-06,29.99783291797595,24.715570484342834,15.321269910066096,10.922093401235236,0.0,7.685014627803663,4.670061761837686,0.0,3.4158630404160797,3.272293856322462
2024-08-07,29.990521327014218,24.709546377792822,15.341909275558566,10.919431279620854,0.0,7.683141503046715,4.668923493568043,0.0,3.415030467163169,3.271496276235613
2024-08-14,29.979966430234445,24.700850073095456,15.33650982727814,10.915588283068926,0.0,7.680437489847853,4.667280307542368,0.0,3.4490226866641396,3.2703449022686666
2024-08-15,29.979966430234445,24.700850073095456,15.33650982727814,10.915588283068926,0.0,7.680437489847853,4.664573068384861,0.0,3.451729925821647,3.2703449022686666
2024-08-22,27.249686261965106,22.451339845960778,13.71588867836315,9.921503974015108,9.306331356578657,6.980978862668865,4.264376584069489,0.0,3.1373803489259084,2.9725140874529394
2024-08-23,27.319600345380536,22.508942888861476,13.326754656469717,9.946959417787097,9.330208461823116,6.998889848279265,4.443073886764524,0.0,3.145429875416307,2.9801406192179596
2024-08-26,27.367590102868984,22.54976934652293,13.321163381601995,9.946468658262821,9.329748131336803,6.9985445395564545,4.361447566420801,0.0,3.145274687322693,2.97999358610652
2024-08-28,27.387858888587157,22.492408719480583,13.331029204828795,9.9538351396055,9.336657861604166,7.003727750759128,4.354802873577406,0.0,3.15747895425482,2.9822006073024414
2024-08-29,27.381099291655353,22.486857368511984,13.3277389737641,9.95137843374386,9.359034479354344,7.001999160846065,4.353728064762939,0.0,3.1566996569341264,2.981464570427228
2024-09-02,27.380864243231905,22.484637595320944,13.333826904568003,9.95039609091582,9.35811060931369,7.001307963771872,4.2965375977888005,0.0,3.2131487376915673,2.981170257397399
2024-09-03,27.380864243231905,22.484637595320944,13.333826904568003,9.95039609091582,9.35811060931369,7.001307963771872,4.294069741615459,0.0,3.2156165938649095,2.981170257397399
2024-09-04,27.376135017765495,22.480754046585076,13.432688511646267,9.948677457560205,9.356494275562573,7.000098697196999,4.209435452033163,0.0,3.21506119226214,2.980655349388077
2024-09-05,27.376135017765495,22.478286616660085,13.435155941571258,9.948677457560205,9.356494275562573,7.000098697196999,4.209435452033163,0.0,3.21506119226214,2.980655349388077
2024-09-09,27.374108706915695,22.476622831906443,13.441563247884336,9.947941082134662,9.355801732007599,6.999580567960327,4.209123880486541,0.0,3.2148232217315145,2.980434728972885
2024-09-11,27.3707321886718,22.143280047365305,13.782810341424906,9.946714031971581,9.354647720544701,6.998717189658575,4.208604697059403,0.0,3.2144266824551018,2.9800671008486286
2024-09-13,27.34269011617868,22.140549073777162,13.697244764559336,9.945487284477442,9.353493993734737,6.997854024321058,4.296884635307467,0.0,3.2460965442391654,2.979699563404948
2024-09-27,27.34089787863838,22.14109521460286,13.697582634435127,9.94573260976813,9.35372471632955,6.998026640355206,4.296990626541687,0.0,3.2461766156882095,2.979773063640849
2024-10-03,27.330111450833417,22.132360193312948,13.731630338297663,9.941808856889239,9.350034520169642,6.995265805306243,4.295295394023079,0.0,3.244895946345794,2.9785974948219747
2024-10-04,27.33550360067081,22.136726842261023,13.766400315675249,9.94377034625629,9.327217125382264,6.996645950478446,4.269014501331755,0.0,3.2455361546808716,2.979185163263293
2024-10-07,27.36519849891369,22.173118704325496,13.67519257357298,9.954572387912306,9.33734939759036,7.004246494173414,4.25883863322141,0.0,3.2490618210547106,2.982421489235631
2024-10-08,25.94453706530162,21.062765632704817,13.02979782562754,9.467677929884706,8.88064432808134,6.6616573132646115,4.099842674994717,4.926385986333857,3.090144879892925,2.8365463639138704
2024-10-09,25.945146292208708,21.044474709998592,13.046541116798949,9.46790024890809,8.880852862443056,6.661813741605223,4.099938947071808,4.926501667214578,3.0902174423519466,2.836612971399051
2024-10-10,25.94453706530162,21.039284288632683,13.053279169699675,9.467677929884706,8.88064432808134,6.6616573132646115,4.099842674994717,4.926385986333857,3.090144879892925,2.8365463639138704
2024-10-14,25.898403619400362,21.090508450737243,13.02655945990295,9.451698352047634,8.865655547481188,6.650413746220024,4.121053001711245,4.9157270447033445,3.1482219461309455,2.8317588316650646
2024-10-15,25.89779653070792,21.09001406469761,13.026254102203469,9.451476793248945,8.865447726207218,6.650257852789498,4.1209563994374125,4.915611814345992,3.150492264416315,2.8316924519456164
2024-10-16,25.89779653070792,21.09001406469761,13.021565869667134,9.451476793248945,8.865447726207218,6.650257852789498,4.125644631973746,4.915611814345992,3.150492264416315,2.8316924519456164
2024-10-17,25.916021581046213,21.104855735397607,12.967393854093363,9.458128078817735,8.871686605676754,6.654937837203848,4.121510673234812,4.919071076706545,3.152709359605911,2.833685198217218
2024-10-18,25.914805779696003,21.103865640833178,12.966785513229498,9.457684368549446,8.871270407205854,6.654625633327078,4.121317320322762,4.918840307750047,3.157252767873898,2.8335522612122346
2024-10-22,25.916021581046213,21.104855735397607,12.965048088200797,9.458128078817735,8.871686605676754,6.654937837203848,4.119164907342247,4.919071076706545,3.157400891391039,2.833685198217218
2024-10-23,25.911159059993434,21.100895914442518,12.95088887846522,9.456353487499413,8.870022046062198,6.667761152024017,4.132463999249496,4.918148130775365,3.159153806463718,2.833153525024626
2024-10-24,25.896582438704236,21.112465425905956,12.901411091838169,9.451033706811684,8.865032112887347,6.727298298251371,4.141859265857203,4.915381369837326,3.157376588064319,2.831559701842389
2024-10-25,25.85920112451681,21.101089375658898,12.887431181914021,9.445941197141854,8.86025535902542,6.723673421576666,4.2403654679629845,4.889305376595994,3.162703525828745,2.8300339697786105
2024-10-29,25.960007492741404,21.089725578345977,12.665074459117728,9.440854172520371,8.890605975461272,6.720052449189848,4.357497424370141,4.886672286222722,3.161000280977803,2.8285098810527303
2024-10-30,25.93389628312788,21.06851301723936,12.883909148324015,9.431358330799279,8.881663586816682,6.7132932562980985,4.236158218521204,4.8677223924586555,3.157820869687259,2.825664896727562
2024-10-31,25.929650591702135,21.065063847701015,12.893493615229898,9.429814303756022,8.880209551428973,6.6677580803592305,4.23546470835867,4.866925487628046,3.206417512512279,2.8252023013237286
2024-11-01,25.9502855537871,21.08182754423743,12.910776144555753,9.437318603127048,8.887276472240426,6.6730643198202415,4.147551727366351,4.870798614361951,3.2136504072652374,2.8274506132384607
2024-11-04,25.95453800594611,21.085282206147436,12.91055083456235,9.438865088840508,8.88873282299787,6.674157829435588,4.134185453098298,4.871596788163963,3.214177025540183,2.827913945267692
2024-11-05,25.95453800594611,21.108692089800314,12.884799962544186,9.438865088840508,8.88873282299787,6.674157829435588,4.136526441463586,4.871596788163963,3.214177025540183,2.827913945267692
2024-11-06,25.988250988836096,21.103751726074847,12.853699066164252,9.436655978655182,8.886652467994477,6.672595782526271,4.147260514428815,4.870456619935872,3.213424766541063,2.82725208884312
2024-11-07,25.949381879367156,21.182024257437313,12.815779018952583,9.422542123343694,8.873361220817461,6.662615970648034,4.1994811993176135,4.863172162370591,3.2086186347596453,2.8230235329859084
2024-11-08,25.942712957338443,21.176580533619923,12.821830755572169,9.420120555114247,8.871080790617262,6.660903696088968,4.21475631979814,4.861922340077567,3.207794028316434,2.8222980234568475
2024-11-11,25.943925233644862,21.177570093457945,12.761682242990654,9.420560747663552,8.871495327102803,6.661214953271028,4.271028037383178,4.86214953271028,3.207943925233645,2.8224299065420557
2024-11-12,25.94028874456852,21.17460169135168,12.710834929682754,9.419240293416811,8.870251833855066,6.728028781012007,4.265757136849975,4.861468018502079,3.207494276503294,2.8220342942578145
2024-11-14,25.96698002899771,21.196389317618447,12.6607735840232,9.4289322295496,8.879378887797577,6.734951592535429,4.230391469061316,4.866470230578551,3.210794630746925,2.8249380290912494
2024-11-18,26.095482666044123,21.160266137504376,12.636862378895763,9.412863312711568,8.864246527372476,6.723473794793977,4.223181977354966,4.858176724641065,3.2053227500875447,2.8201237305941405
2024-11-21,26.13684161331028,21.2389587325326,12.186287797354769,9.421881572183016,8.872739169042388,6.800018694209468,4.449221853530869,4.862831238024022,3.208393700051409,2.8228256297611813
2024-11-27,26.128904151190223,21.23250870184783,12.287709953979489,9.419020253696825,8.870044618870745,6.797953605718692,4.37311654635924,4.861354451374775,3.207419347303011,2.8219683696591678
2024-11-28,26.128904151190223,21.23250870184783,12.297054220104188,9.419020253696825,8.870044618870745,6.797953605718692,4.363772280234541,4.861354451374775,3.207419347303011,2.8219683696591678
2024-11-29,26.128904151190223,21.139066040600838,12.504964141378746,9.419020253696825,8.870044618870745,6.797953605718692,4.265657485925199,4.861354451374775,3.191066881584788,2.8219683696591678
2024-12-02,26.130735445285485,21.11952154004299,12.538547799271097,9.419680403700589,8.870666292869824,6.786748901971778,4.263620222409121,4.8616951686758245,3.1866180730772826,2.82216615269601
2024-12-03,26.109386306869908,21.06958612479283,12.640351081958029,9.411984406732184,8.863418847312028,6.781204043044889,4.262471112771073,4.857723102780176,3.184014566166344,2.819860407572539
2024-12-04,26.105120664706156,21.066143864071325,12.65462353545255,9.410446716146199,8.861970779069225,6.7800961583345005,4.261774728095972,4.856929468328432,3.1834943752042197,2.81939971059142
2024-12-05,26.09294079223627,21.0563150282275,12.6487192646853,9.406056081743106,8.857836047216908,6.776932767228107,4.306443335044091,4.854663369570289,3.1820090514626975,2.818084262585732
2024-12-06,26.085131195335276,21.05189504373178,12.64606413994169,9.40408163265306,8.85597667638484,6.775510204081632,4.3055393586005835,4.853644314868805,3.20466472303207,2.8174927113702624
2024-12-12,26.091216610288114,21.056806252187098,12.64901434736965,9.406275516155372,8.858042692173102,6.756094715968739,4.3042108946693105,4.854776624285548,3.2054123410708035,2.818150005832264
2024-12-13,26.097304865243267,21.061719752654298,12.651965931629917,9.408470423521177,8.860109672150273,6.7576712168941775,4.281880760704702,4.855909462139774,3.206160308015401,2.8188076070470194
2024-12-18,26.131451669431527,21.08927778686418,12.504965069277318,9.420780859365873,8.871702609874063,6.766513236290568,4.320194397065352,4.862263136989182,3.2103553821350967,2.822495852706839
2024-12-19,26.106442577030815,20.92903828197946,12.392623716153128,9.411764705882353,8.863211951447246,6.760037348272642,4.652194211017741,4.8576097105508875,3.207282913165266,2.819794584500467
2024-12-20,26.12778880971849,20.94615115056652,12.461161079313165,9.419460343417825,8.8704590585212,6.765564770470739,4.515827590234785,4.861581590935638,3.209905384884943,2.8221002219366893
2024-12-23,26.066891970632796,20.89733131336674,12.665190537233423,9.397506118168046,8.849784407411724,6.749796061065144,4.505302412306258,4.850250553548538,3.2024239599114326,2.8155226663559025
2024-12-27,26.081481308738137,20.909027308131805,12.366782491079965,9.40276579370817,8.854737529441945,6.753573843893566,4.7573517408642525,4.852965182714955,3.204216319582099,2.817098481845106
2024-12-30,26.01656276170094,20.856983344189075,12.584907416023075,9.379361682329952,8.8326974969759,6.736763748022705,4.745510374988369,4.840885828603332,3.1962408113892247,2.8100865357774265
2025-01-03,26.020194500023266,20.859894839700342,12.575031408496578,9.38067097854916,8.83393048252757,6.737704155227769,4.743846261225629,4.84156158391885,3.1966869852496393,2.8104788050811966
2025-01-06,26.074184598885598,20.90317767467885,12.363322686685473,9.4001352201991,8.85226027556944,6.751684424031894,4.783997388851327,4.8516074884013705,3.2033198890261816,2.816310353670762
2025-01-07,26.06032374519623,20.843134971468498,12.5585186910446,9.39093979270991,8.843600791894724,6.745079771747991,4.697798998486084,4.846861534878304,3.2001863281704903,2.8135553744031676
2025-01-08,25.803521520402462,20.842649524874233,12.558226197130612,9.390721073225265,8.843394820197503,6.74492267561021,4.956213899757779,4.846748649152226,3.2001117942984907,2.8134898453512207
2025-01-09,25.784904694300277,20.827611888193264,12.549165638746015,9.383945818884259,8.837014452952266,6.740056322293854,5.0247864640305355,4.843251797891405,3.1978029650662134,2.8114599576419113
2025-01-10,25.81855468294843,20.756915476218218,12.549229801216471,9.396192118570996,8.848546992612617,6.746521870848967,5.017361515695276,4.849572370720794,3.2019761832630325,2.815128987905199
2025-01-13,25.817953020134226,20.75643176733781,12.551267710663684,9.395973154362416,8.848340790454884,6.746364653243848,5.0172445935868755,4.849459358687547,3.2019015659955254,2.8150633855331844
2025-01-16,25.806301267710662,20.75643176733781,12.551267710663684,9.395973154362416,8.848340790454884,6.746364653243848,5.0288963460104394,4.849459358687547,3.2019015659955254,2.8150633855331844
2025-01-17,25.84243442546439,20.671147204331184,12.540838233921402,9.409129095491458,8.860729954261178,6.755810697283674,5.0382712592177725,4.8562494165966585,3.206384766171941,2.819004947260338
2025-01-20,25.84122835674616,20.67018248004854,12.544919960797124,9.408689970597845,8.860316423204369,6.75549540299622,5.038036122648994,4.856022775003501,3.206235123909087,2.8188733840481635
2025-01-22,25.821946555985637,20.617450916382968,12.507578230658023,9.401669542508044,8.853705171850953,6.750454693839482,5.174182716970574,4.852399384414494,3.203842745884438,2.8167700415053862
2025-01-23,25.821946555985637,20.617450916382968,12.509909993937415,9.401669542508044,8.853705171850953,6.750454693839482,5.171850953691181,4.852399384414494,3.203842745884438,2.8167700415053862
2025-01-24,25.821946555985637,20.617450916382968,12.37933125029147,9.401669542508044,8.853705171850953,6.750454693839482,5.302429697337127,4.852399384414494,3.203842745884438,2.8167700415053862
2025-01-27,25.78776482679685,20.445679848637035,12.510803298217748,9.418140197612763,8.86921585573801,6.762280722244284,5.314054799000257,4.860900235920675,3.209455513769825,2.8217047020625543
2025-02-03,25.771413888953777,20.445679848637035,12.555184415220388,9.418140197612763,8.86921585573801,6.762280722244284,5.286024619840695,4.860900235920675,3.209455513769825,2.8217047020625543
2025-02-06,25.744953914362384,20.42468790106172,12.542293781355735,9.408470423521177,8.860109672150273,6.755337766888345,5.383269163458173,4.855909462139774,3.206160308015401,2.8188076070470194
2025-02-12,25.744953914362384,20.42468790106172,12.43028818107572,9.408470423521177,8.860109672150273,6.755337766888345,5.495274763738187,4.855909462139774,3.206160308015401,2.8188076070470194
2025-02-13,25.73894785955908,20.41992301411408,12.450717368482444,9.406275516155372,8.858042692173102,6.753761810334772,5.493992767992535,4.854776624285548,3.2054123410708035,2.818150005832264
2025-02-14,25.736546222211853,20.278056404394786,12.542863141197602,9.405397839930952,8.857216170192913,6.753131633581376,5.5494646481140215,4.854323637127061,3.20511325200028,2.8178870512491545
2025-02-17,25.759981321503616,20.29652113004903,12.460891898202195,9.413962176044828,8.86528134485174,6.7592808778893305,5.556852673359795,4.858743871118374,3.208031753443848,2.8204529535372402
2025-02-19,25.67605306027461,20.383988829415873,12.420293227833373,9.383290667907843,8.836397486618571,6.7372585524784725,5.710961135676053,4.842913660693507,3.1975797067721667,2.8112636723295323
2025-02-20,25.67724818469559,20.296499720722398,12.420871346118041,9.38372742506051,8.836808787935208,6.737572146713834,5.7577732265872275,4.843139080245764,3.234965555762428,2.811394526159002
2025-02-21,25.5712857707418,20.03161540786201,12.815863495827232,9.373038566148267,8.826742915591511,6.729897482390683,5.751214636074111,4.837622335355789,3.2545272799125926,2.8081921100960088
2025-02-24,25.590322205420495,20.04652785855531,12.811445853204606,9.380016284750495,8.833313946725601,6.7349075258811215,5.6950098871699435,4.841223682680005,3.256950098871699,2.8102826567407235
2025-02-25,25.61057949756699,20.062396684594074,12.82158739028195,9.387441503108192,8.840306395660171,6.740238876859678,5.620358082466066,4.845055994039719,3.2595282996903445,2.812507275732812
2025-02-28,25.60998323710188,20.061929595827902,12.781709815608119,9.38722294654498,8.840100577388712,6.740081951946358,5.662134475693797,4.8449431924008195,3.259452411994785,2.812441795492643
2025-03-04,25.60998323710188,20.043304153473645,12.800335257962375,9.38722294654498,8.840100577388712,6.740081951946358,5.662134475693797,4.8449431924008195,3.259452411994785,2.812441795492643
2025-03-05,25.62728607040514,20.056845980010717,12.739090930270484,9.39356522144305,8.84607320084803,6.7446357430748085,5.668289728117792,4.8482165738648275,3.261654590778836,2.8143419611863103
2025-03-13,25.624956317126017,20.056845980010717,12.746080190107866,9.39356522144305,8.84607320084803,6.7446357430748085,5.668289728117792,4.843557067306572,3.261654590778836,2.8143419611863103
2025-03-14,25.624956317126017,20.056845980010717,12.746080190107866,9.39356522144305,8.84607320084803,6.698040677492253,5.714884793700347,4.843557067306572,3.261654590778836,2.8143419611863103
2025-03-20,25.3447633246366,20.054509877003355,12.74459560193813,9.392471114424152,8.845042862467386,6.697260529258293,6.003074916138651,4.842992918374954,3.261274692508386,2.8140141632500932
2025-03-21,25.345944183012627,19.971578996412433,12.745189395704234,9.392908726645857,8.845454969016448,6.697572566742767,6.082560685831431,4.843218562176769,3.261426641196478,2.8141452732609604
2025-03-25,25.454460923334416,19.928866985912876,12.499418847924124,9.372820679715469,8.826537728392765,6.683248872564973,6.339206843646846,4.832860662978288,3.254451624901204,2.808126830629039
2025-03-26,25.454460923334416,19.819610395648333,12.499418847924124,9.372820679715469,8.896275977497792,6.683248872564973,6.37872518480636,4.832860662978288,3.254451624901204,2.808126830629039
2025-03-28,25.523334421185133,19.408830248496432,12.534383887360717,9.399039582264908,8.921161825726141,6.70194414658026,6.585388596204951,4.846379784605343,3.2635554105086486,2.815982097067462
2025-03-31,25.360757881083085,18.499988418687604,14.231116670141061,9.339170314780072,8.86433650661293,6.659254626734301,6.189053343524888,4.815509693558474,3.2427674704097473,2.7980450744678387
2025-04-01,25.351362615480795,18.49313482599736,14.246683183217948,9.335710481835653,8.861052582833592,6.656787607955729,6.202968348422052,4.813725717196508,3.241566139526268,2.7970084975340943
2025-04-02,25.354297888106707,18.495276028158578,14.248332715820675,9.336791404223787,8.862078547610226,6.657558354946276,6.192108188217858,4.81428306780289,3.2419414597999263,2.797332345313079
2025-04-03,25.3413877702171,18.485858445586263,14.701661806230614,9.332037217053186,8.857566078785354,6.654168402536685,5.779289913437948,4.811831690043049,3.2402907003656902,2.7959079757441097
2025-04-07,25.350808132265083,18.49441948779697,14.745519381280973,9.336359005233177,8.861668133191312,6.657250034733478,5.70092159496133,4.814060112073357,3.24179132126152,2.797202797202797
2025-04-08,25.334878331402084,18.509849362688296,14.841251448435688,9.3441483198146,8.984936268829664,6.662804171494785,5.460023174971031,4.818076477404403,3.2444959443800694,2.799536500579374
2025-04-09,25.334878331402084,18.509849362688296,14.866743916570105,9.3441483198146,8.984936268829664,6.662804171494785,5.434530706836616,4.818076477404403,3.2444959443800694,2.799536500579374
2025-04-10,25.329038835851332,18.507275929187138,14.892483084623228,9.342849198257484,8.983687088701457,6.661877838539253,5.422189266845861,4.817406617851516,3.2440448605060705,2.799147279636667
2025-04-11,25.32672166095097,17.879321531189174,15.53897488182408,9.342849198257484,8.983687088701457,6.661877838539253,5.405969042543331,4.817406617851516,3.2440448605060705,2.799147279636667
2025-04-15,25.32672166095097,17.879321531189174,15.541292056724442,9.342849198257484,8.981369913801093,6.661877838539253,5.405969042543331,4.817406617851516,3.2440448605060705,2.799147279636667
2025-04-16,25.306481889179857,17.881393246969942,15.543092859956895,9.343931774466409,8.98241060462098,6.662649764779495,5.415865217492063,4.817964821209242,3.2467381984195036,2.7994716229056107
2025-04-17,25.307654870333028,17.882222067718835,15.599434517601798,9.344364875199888,8.931840830610211,6.662958585366985,5.406846045099538,4.818188138774943,3.2468886880344856,2.7996013812602842
2025-04-22,25.30530901675434,17.880564503047296,15.616527240284569,9.343498713878526,8.924060899589833,6.662340972817649,5.404027529951567,4.817741524343615,3.246587722753922,2.7993418765786853
2025-04-23,25.30530901675434,17.873612495075662,15.628113920237297,9.343498713878526,8.924060899589833,6.662340972817649,5.404027529951567,4.817741524343615,3.2419530507728314,2.7993418765786853
2025-04-28,25.29592994973245,17.86698788482476,15.800690310176286,9.340035673747366,8.865157867914476,6.659871667168569,5.3163149482267364,4.815955894275985,3.2407514651717664,2.798304338761611
2025-04-29,25.295343988881168,17.86657400972898,15.802640722724115,9.339819318971507,8.864952513319436,6.659717396340051,5.316191799861015,4.815844336344684,3.2406763956451243,2.7982395181839244
2025-04-30,25.295343988881168,17.86657400972898,15.814222839935141,9.339819318971507,8.864952513319436,6.659717396340051,5.304609682649988,4.815844336344684,3.2406763956451243,2.7982395181839244
2025-05-02,25.29300041691759,17.371566220410433,16.231991476351507,9.338954000092649,8.864131190068097,6.6591003844906655,5.387501737156622,4.815398156297772,3.2403761523138925,2.7979802659007733
