date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,44.478235294117646,13.256499999999999,0.0,0.0,0.0,0.0,1.8814705882352942,0.0,0.0,59.61620588235294
2024-03-04,44.47352941176471,13.295323529411766,0.0,4.642735294117647,3.3085320588235296,2.6617647058823533,1.8814705882352942,0.0,0.0,70.2633555882353
2024-03-05,44.46764705882353,13.324735294117648,0.0,4.642735294117647,3.309120294117647,2.6617647058823533,1.8814705882352942,1.6511764705882355,0.0,71.93864970588236
2024-03-06,44.46764705882353,13.355911764705883,0.0,4.642735294117647,3.309120294117647,2.6617647058823533,1.8814705882352942,1.657058823529412,0.0,71.97570852941176
2024-03-07,44.43764705882353,13.381205882352942,0.0,4.642735294117647,3.313237941176471,2.6617647058823533,1.8814705882352942,1.657058823529412,0.0,71.97512029411764
2024-03-08,44.41705882352941,13.47355882352941,0.0,4.6403823529411765,3.3138261764705885,2.6617647058823533,1.8814705882352942,1.657058823529412,0.0,72.04512029411765
2024-03-11,44.42176470588235,13.467676470588236,0.0,4.6403823529411765,3.3138261764705885,2.6617647058823533,1.8814705882352942,1.657058823529412,0.0,72.04394382352942
2024-03-12,44.45,13.431794117647058,0.0,4.637441176470588,3.3167673529411767,2.6617647058823533,1.8773529411764707,1.657058823529412,0.0,72.03217911764706
2024-03-13,44.44764705882353,13.457088235294117,0.0,4.637441176470588,3.328532058823529,2.6617647058823533,1.8744117647058824,1.657058823529412,0.0,72.06394382352941
2024-03-14,44.45470588235294,13.430617647058824,0.0,4.635088235294118,3.339120294117647,2.6676470588235293,1.8726470588235296,1.6717647058823528,0.0,72.07159088235294
2024-03-15,44.44235294117647,13.450029411764705,5.806471764705883,4.635088235294118,3.359120294117647,2.672941176470588,1.8726470588235296,1.6717647058823528,0.0,77.9104155882353
2024-03-18,44.42294117647059,13.4765,5.805295294117647,4.635088235294118,3.366179117647059,2.672941176470588,1.8726470588235296,1.6688235294117646,1.7488549999999998,79.66927058823529
2024-03-19,44.371764705882356,13.550029411764704,5.805295294117647,4.633323529411765,3.3744144117647057,2.672941176470588,1.8726470588235296,1.6688235294117646,1.7441491176470587,79.69338823529412
2024-03-20,44.39294117647059,13.502970588235295,5.805295294117647,4.633323529411765,3.384414411764706,2.672941176470588,1.8726470588235296,1.683529411764706,1.7441491176470587,79.69221176470587
2024-03-21,44.415882352941175,13.444735294117645,5.812354117647059,4.633323529411765,3.384414411764706,2.676470588235294,1.8726470588235296,1.6923529411764706,1.7441491176470587,79.6763294117647
2024-03-22,44.436470588235295,13.437088235294118,5.812354117647059,4.633323529411765,3.386179117647059,2.6747058823529413,1.869705882352941,1.693529411764706,1.7441491176470587,79.68750588235294
2024-03-25,44.41705882352941,13.47355882352941,5.812354117647059,4.629794117647059,3.3891202941176473,2.6747058823529413,1.869705882352941,1.6923529411764706,1.7441491176470587,79.7028
2024-03-26,44.421176470588236,13.438264705882352,5.812354117647059,4.629794117647059,3.391473235294118,2.6747058823529413,1.8726470588235296,1.6923529411764706,1.7376785294117645,79.67044705882354
2024-03-27,44.436470588235295,13.445911764705881,5.812354117647059,4.629794117647059,3.391473235294118,2.6747058823529413,1.8726470588235296,1.6923529411764706,1.7376785294117645,79.69338823529412
2024-03-28,44.38529411764706,13.538264705882352,5.797648235294118,4.6268529411764705,3.3950026470588237,2.6747058823529413,1.869705882352941,1.6923529411764706,1.7376785294117645,79.71750588235295
2024-04-02,44.36352941176471,13.587676470588237,5.797648235294118,4.6268529411764705,3.404414411764706,2.6747058823529413,1.869705882352941,1.6923529411764706,1.7376785294117645,79.75456470588236
2024-04-03,44.336470588235294,13.641794117647057,5.750295294117647,4.6268529411764705,3.406179117647059,2.6747058823529413,1.9023529411764706,1.6894117647058824,1.7376785294117645,79.76574117647058
