date,CMB WING LUNG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UOB KAY HIAN (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,HANG SENG SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-04-12,62.15915741141964,11.306351399146312,6.379202189732422,4.6000536723712155,4.447823134654232,2.7371438063498896,3.555367073733166,2.4447545489978544,1.3096396307867266,1.0605071328085358
2024-04-15,62.10331563918844,11.385793201035783,6.4866535036227235,4.5565745313009725,4.435625541583146,2.6702519151558826,3.5535452727882824,2.4426498204547697,1.3038937824295045,1.0616967924405012
2024-04-16,62.08953756755107,11.364422451509135,6.511904834742175,4.570429184953275,4.437043981041461,2.6663560419726453,3.552756892959747,2.4421079008508833,1.3039798971237324,1.0614612472958844
2024-04-17,62.09166960866699,11.389048347870915,6.466276498323942,4.579514923449122,4.436925539780037,2.6760709408506673,3.552932590657936,2.44222867262048,1.3038191370814398,1.061513740698469
2024-04-18,62.12035360221153,11.56189567858565,6.3626726521573405,4.56777139928799,4.43612078496608,2.583148778005012,3.5545739105988705,2.4433568895281788,1.3081021849216647,1.0620041197376788
2024-04-19,62.09582387178016,11.4928065149435,6.4221901019859,4.5966231056400195,4.433360756782256,2.5946780142706167,3.5531745973146553,2.44239502410082,1.3075496864454257,1.0613983267366427
2024-04-22,62.06994939849137,11.51661048383029,6.443606445808582,4.606212439324937,4.431341815015414,2.5720553238743706,3.5517971160526165,2.4414481656540836,1.3078684220314958,1.0591103899168528
2024-04-23,62.03853016928444,11.426451130443581,6.4785261800436365,4.642080535279739,4.43029635764142,2.646883522927816,3.549997083070914,2.440210851956904,1.2884880414126867,1.058536127938855
2024-04-24,62.070085509470296,11.389967662883302,6.535525735603806,4.644816979961254,4.415136230692136,2.602995118913266,3.5518027571465147,2.441452043251227,1.2891434192619238,1.0590745428162704
2024-04-25,61.9686908381662,11.543901302924176,6.5643407985401305,4.620005546000405,4.40691224535308,2.5683776663665236,3.546000704996241,2.4374638059965448,1.2869626014780942,1.057344490178611
2024-04-26,61.94127521829302,11.590032410263476,6.634052144212744,4.565150782917914,4.405647517331034,2.489320853951166,3.5444104854404634,2.4363707146710594,1.2803183776671179,1.1134214952520047
2024-04-29,61.90741089929745,11.649835879468164,6.686795734092849,4.5599973644640945,4.39912150719607,2.428056381220043,3.542472697642147,2.435038710530326,1.2784580567721606,1.1128127693166918
2024-04-30,61.90231340496257,11.71280288469658,6.8224814307801225,4.5495913073688605,4.400181527822132,2.240531552659729,3.5421810082588343,2.434838207943449,1.2795878969852366,1.1154907785224828
2024-05-02,61.82263817810673,11.907655604298203,6.656058056355198,4.560311081173376,4.405822555880377,2.2644446314931974,3.5380458319067096,2.4317131194368997,1.2790669452015664,1.134243996147754
2024-05-03,61.91035704111211,11.973054005510173,6.51475933177529,4.537081111992363,4.402627408251812,2.2720895181109158,3.542673411813129,2.43517667822064,1.2759476332355941,1.136233859977977
2024-05-06,61.912344609392115,11.973452867061022,6.514976359695591,4.538499959483495,4.401463884069138,2.2710101078219176,3.542791429840154,2.435257801912725,1.275428629183034,1.1347743515408164
2024-05-07,61.87810377869314,11.966845379632716,6.511381104018691,4.512952532963905,4.394545357845224,2.358759262767595,3.5408363588933107,2.432043250377236,1.270384842566431,1.1341481322417537
2024-05-08,61.96665247950612,11.939029220752284,6.412104750317968,4.516927850399397,4.39192497111371,2.3918743683451824,3.546454443674058,2.4359020633203268,1.2645687089744226,1.1345611435965326
2024-05-09,61.98991725058016,11.895341105428898,6.430256557803109,4.522522311255836,4.394750867244697,2.3799547270974575,3.5477859251637813,2.4366291649482594,1.2678549870428863,1.134987103434915
2024-05-10,61.90391503404958,11.950787631111831,6.3285721339708045,4.545679448435769,4.392659294011901,2.502840276919773,3.5428638754680755,2.433248687632868,1.2660211485655248,1.1334124698338661
2024-05-13,61.8525182309729,11.947739056708766,6.302760944599899,4.559159446825098,4.389322058971991,2.579738165533842,3.5399309137827677,2.431234321452708,1.2637761514226704,1.133820709729367
2024-05-14,61.86120099373096,11.871096114525976,6.418237332740182,4.534348618780588,4.239484241118506,2.7070324121881253,3.5404321258960736,2.431578555315424,1.2609623612136442,1.135627244490518
2024-05-16,61.807664973791866,11.77325968771245,6.494173804698806,4.523810774647628,4.22768014199801,2.8212988868980755,3.5361603892703495,2.4294918448170972,1.2531150081366365,1.1333444880290835
2024-05-17,61.75989714770927,11.720344547647562,6.600204610489392,4.488234597268339,4.215434034509954,2.8700889598454697,3.5350687824980063,2.4281002434852073,1.2491846516151788,1.1334424249316253
2024-05-20,61.823752084545916,11.703643654568184,6.631725887188831,4.506887740476008,4.226730135417026,2.7573727231784466,3.5376729203787094,2.4292471689951194,1.2498120835500284,1.133155601701731
2024-05-21,61.85694048504001,11.661502154573029,6.440392232727822,4.47834551418748,4.342973823423747,2.8650642792251246,3.5399459565932245,2.430551244293453,1.2505204044568865,1.1337639054792177
2024-05-22,61.840711801307194,11.657850034003491,6.451685637931795,4.482834206019964,4.335499495661843,2.884363153271036,3.5381296903492245,2.4299458854198672,1.246993926706908,1.1319861693286828
2024-05-23,61.78811002682297,11.702169185834526,6.448737773990397,4.47804994645997,4.332035828171392,2.9100824816465636,3.535120153514241,2.427878970894621,1.2467923319625567,1.131023300702759
2024-05-24,61.73942266278708,11.673618081563967,6.515577231855535,4.462988642154819,4.483213023889969,2.7909379377188666,3.5323345741891887,2.4259658677548788,1.2458098932358006,1.1301320848498952
2024-05-27,61.79317481798521,11.601053550489095,6.404572689481669,4.509237772428984,4.711506517781204,2.641268085489825,3.5353800075275505,2.4280574355767306,1.2471454635139183,1.1286036597258104
2024-05-28,61.82407246993515,11.498601250087088,6.408329307735458,4.4911082137040585,4.708727570101115,2.7327908025506242,3.537164864591271,2.429283254429522,1.2419074116403492,1.1280148552253602
2024-05-29,61.86223512126681,11.471784888913525,6.473514062364462,4.4564957003781585,4.712627827283038,2.6836178860663558,3.538915687120079,2.430870968297956,1.2411857630665772,1.128752095243038
2024-05-30,61.85035273368328,11.446581578311681,6.377407767928291,4.4728586074163355,4.723862223101795,2.7914325113202967,3.538338613722953,2.430474578247536,1.2401233510204825,1.1285680352473493
2024-05-31,61.89757202426941,11.455109730896519,6.186536696278636,4.475357444231749,4.842730042238521,2.798439969147225,3.5410442192026244,2.432333050840183,1.2414458233603936,1.1294309995347425
2024-06-03,61.855757131830416,11.476165693073614,6.157152881933853,4.511047146031438,4.968622254228681,2.6915158971031965,3.5382781134698895,2.4306898887326804,1.2411680959067333,1.1296028976894983
2024-06-04,61.82668730655586,11.52870796910959,6.065262650356171,4.494974825572664,4.9658012812370504,2.781438103781319,3.537923482884363,2.4295475580323784,1.2405847946691866,1.1290720278014217
2024-06-05,61.81505446566461,11.56013515907214,6.012325535295954,4.500716715409057,4.964829582909892,2.812687306859933,3.5372578140161974,2.42909043277771,1.2390433978284559,1.1288595901660516
2024-06-06,61.84028376132375,11.6425415370844,5.916827972100466,4.504647263798976,4.964238913136796,2.772871576700379,3.5387015161043673,2.4300818456502067,1.2389509262382514,1.1508546878624104
2024-06-07,61.85166776978426,11.64958325441836,5.916645825156575,4.514291035043159,4.96440490769365,2.7438404162388252,3.539352945974159,2.430529192761313,1.2386181073799276,1.1510665455497717
2024-06-11,61.84930043975092,11.634827908447589,5.917471525955552,4.500969347910108,4.960074845825675,2.7909050112349987,3.5391982228150924,2.428553377202766,1.2282813550099168,1.1504179658473788
2024-06-12,61.78581265622986,11.673263242550776,5.966455004721121,4.456062960217989,4.931860011267066,2.856231989829253,3.5347639344048574,2.4261514256923444,1.2199318542017377,1.1494669208850052
2024-06-13,61.81748983965558,11.704736751217325,5.976727045932588,4.486520045817087,4.938611745220659,2.7494022075134534,3.5347075116165825,2.427395297714517,1.2230239539591328,1.1413856013530677
2024-06-14,61.78709296322321,11.654927685049616,6.0188876446217305,4.496318706393968,4.934735054705727,2.797907528762687,3.532954474749942,2.4261914319256737,1.2201760999473232,1.1308084106201257
2024-06-17,61.78565329133925,11.610989224568847,6.132565217941352,4.5219433219786405,4.930025523565057,2.709073404082548,3.532872155045605,2.4261349003845027,1.2194005880278893,1.1313423730663181
2024-06-18,61.844525039016716,11.597144115467719,6.053327222074061,4.519375902647641,4.929757534454281,2.7387251296312076,3.535522680870424,2.428468637933647,1.22128395855925,1.1318697793450525
2024-06-19,62.11165875464088,11.67184736189832,6.074149486410422,4.54020642727125,4.969331426137572,2.274697929435021,3.5510839926302182,2.4391573425425124,1.231766759299368,1.1361005197344418
2024-06-20,62.11549540261571,11.59508849301818,6.044929867202831,4.557312358306277,4.970915316483448,2.355530481131083,3.551303343706682,2.4393080097162154,1.2318428457465387,1.1382738820730358
2024-06-21,62.08933010125779,11.646344519136797,6.049655515256759,4.550053569322676,4.969112701562781,2.337974644476488,3.5498009668854005,2.4382760618764854,1.2316595842578808,1.1377923359669484
2024-06-24,62.08424916610237,11.710707445580287,6.023034064716015,4.542924401036126,4.96919405878103,2.3123326131905184,3.5495104772232002,2.4380765312559878,1.2317089459487345,1.1382622961657298
2024-06-25,62.047780248293364,11.759727100736475,6.016419772215553,4.545611775310517,4.967850770239611,2.3119872539943067,3.5474254587588594,2.436644380367079,1.2306853006730645,1.135867939411176
2024-06-26,61.798796620062014,11.718815365528396,6.108259218523644,4.533872835873514,4.946832320688268,2.643679392880091,3.4664186106760524,2.426866680728098,1.2257468405033956,1.1307121145365255
2024-06-27,61.79754505102804,11.707721070913902,6.118437034928143,4.540631904218328,4.94601323754398,2.66239610223689,3.446053196075437,2.426813129083801,1.224449399936296,1.1299398740351876
2024-06-28,61.781838422261856,11.737648067216647,6.092971069922823,4.571259146948379,4.9457243854271224,2.6483503870196405,3.4451752549619408,2.426194856846094,1.2245483552648893,1.1262900541306053
2024-07-02,61.782047734283395,11.756178612048702,6.045625435124909,4.581397868361078,4.948057157867023,2.6524284700460603,3.4451869269454165,2.4262030766039238,1.224552503938646,1.1383222147808438
2024-07-03,62.433889943663615,11.845786915741561,6.075738541749396,4.655432508199544,4.995392842396012,1.6746559463846904,3.481535969111297,2.451801152936072,1.2375101067334258,1.1482560730843934
2024-07-04,62.42837479677256,11.915961846145349,5.965830592889802,4.70922933647186,4.991448725766815,1.6774296615584618,3.4812599978553793,2.451606805771648,1.2312971224124087,1.1475611143557192
2024-07-05,62.04785572067541,11.818157252257047,5.831137258749766,4.688966352654667,4.958285716146301,2.3980615566505175,3.4600407070705357,2.4366635502452527,1.2202654894846954,1.1405663960658199
2024-07-08,62.02989032730315,11.851078048597383,5.818947421661209,4.692859447126567,4.9563250153155805,2.398192336313627,3.459038883693007,2.4359580364335742,1.2174743281363514,1.1402361554195557
2024-07-09,62.052601205259975,11.830911297372056,5.840344140854712,4.698171050442222,4.956582192461012,2.3640921838793667,3.460160977855389,2.4367482485081986,1.2178692704548355,1.142519432912241
2024-07-10,62.0043429354155,11.902973117078355,5.833777840072117,4.730787757265404,4.951610759483461,2.328866837990369,3.45729233687716,2.4348405253229077,1.2162973024119672,1.1392105880827612
2024-07-11,62.058090606353254,11.919481668540865,5.940435843495679,4.660287958534206,4.955152622720941,2.403670145126421,3.272694955892941,2.436951135663175,1.2130369654748456,1.1401980981976714
2024-07-12,61.908348814340265,11.359391329795281,6.482152645225582,4.66379167909967,4.941440753607675,2.5999318935832223,3.264274172144901,2.430262840813316,1.2107553892956866,1.1396504820943976
2024-07-15,61.90096048662559,11.361701985281258,6.694998259733865,4.666826584654018,4.942118507510767,2.3855954344744896,3.2657551749421545,2.429972805969153,1.2132296935935352,1.1388410672151734
2024-07-16,61.92718249544241,11.290129196040011,6.726670440600244,4.671680499413176,4.946367884027185,2.3840911706144365,3.2673158519505696,2.4309948261929226,1.21695870025614,1.1386089354628999
2024-07-17,61.79337090154853,11.269542926505235,6.83295075065877,4.6636400277345755,4.969104749057327,2.4323755175036244,3.260255870787428,2.425741958561417,1.2168686561954674,1.1361486414476292
2024-07-18,61.78023650663462,11.509881573730949,6.835738273070789,4.659265045138268,4.966345992386043,2.211761991666349,3.259572742114072,2.425233687446593,1.2160536061197864,1.135910581692528
2024-07-19,61.73959634286843,11.46397025959535,6.874910347858785,4.664896713211316,4.984852530481012,2.0638682943511637,3.42885486655881,2.423484531667005,1.2199151136752735,1.1356509997328614
2024-07-22,61.65131138551819,11.487612620359627,6.866160009935355,4.775812912122731,4.978842114555581,2.0440923964047326,3.423951752130054,2.4200190534133257,1.2181706877288578,1.1340270678315356
2024-07-23,61.81269233993446,11.456337363107883,6.860269094990263,4.779748507429891,4.990910321680119,1.8876778387772304,3.429611985456492,2.424415380513913,1.2222499702457374,1.1360871978640144
2024-07-24,61.742367638252894,11.41226180039652,6.792885258609452,4.7690163145460405,4.968902003995497,2.1112474434546025,3.4257100936179294,2.4216571073837083,1.2211576756656823,1.134794664077674
2024-07-25,61.763129109490556,11.325249498525833,6.856127578867937,4.734689665833205,4.975792306229376,2.138511080861003,3.427038154429976,2.422464099047143,1.2211916553849738,1.135806851329994
2024-07-26,61.7807459484993,11.198131067113897,7.0292451893650565,4.638366813266721,4.976092369195049,2.168987464348535,3.4276425918218583,2.42315506403957,1.2215026722261169,1.136130820123891
2024-07-29,61.83020882573065,11.154750655204822,7.036402273147679,4.586194296937618,4.977199416649786,2.204450322995659,3.4293307167074896,2.424348475620786,1.220424648836738,1.1366903681687661
2024-07-30,61.83240023065203,11.107069920534016,7.03164995497544,4.565986075707162,4.97726384159544,2.274544757755766,3.4294522600817134,2.4244344001111204,1.2204679034954626,1.1367306550918448
2024-07-31,61.85925366644649,11.099085222932596,7.048595116962017,4.526220293612307,4.978193139058324,2.2740013177791374,3.4309416503646837,2.4254873172428892,1.220997945291729,1.1372243303098246
2024-08-01,61.89692448938906,11.054077633693568,7.036681315638822,4.460482842099502,4.981284881683225,2.350422170547449,3.4330724613331762,2.426993683572078,1.2221299103902754,1.1379306116528498
2024-08-02,61.8822699642799,11.072567044602021,7.085446889042291,4.4023830981449485,4.980142884732707,2.3572912155213728,3.435061410808803,2.4264190760262414,1.220757218133995,1.1376611987077236
2024-08-05,61.86235687706508,11.060419797895186,7.081623691734099,4.39544750298215,4.977954338360619,2.4059111601306995,3.4335518574962727,2.4253527751612034,1.2202207508392235,1.13716124833547
2024-08-06,61.84794166948879,10.93550026775722,7.14022240476293,4.389156869268939,4.998779661831866,2.4743680019673557,3.432749696939669,2.4247861542354596,1.2195996937166573,1.1368955800311102
2024-08-07,61.911326281889465,10.92518678475272,6.955826008810659,4.376719659888682,4.979171576801842,2.6016252754434364,3.4369295426363924,2.4277122637840534,1.223089782450635,1.1624128235421167
2024-08-08,61.87773607027531,10.898437342342353,6.857879867925779,4.394072983264544,4.976284901386123,2.749422736722746,3.4352722157621773,2.426541593065402,1.2224999945190271,1.161852294736539
2024-08-09,61.81021741829898,10.89951148676101,6.793430624350575,4.392432606819116,4.968916622275279,2.9036976830128856,3.4318345710587095,2.424113375640049,1.2151559717467892,1.160689640036604
2024-08-12,61.805564034736726,10.90305716966755,6.719737797275373,4.415229516044173,4.967684214066398,2.957553440484658,3.4315762053184105,2.423930876211857,1.2150644887030353,1.1606022574918173
2024-08-13,61.92678308609574,10.918757778029748,6.710183108566032,4.425758670958752,4.977614274894241,2.7936602625078844,3.4383065445487278,2.4286849239414288,1.2173728075396197,1.1628785429178223
2024-08-14,61.902227284823816,10.909779402832136,6.791955393252365,4.413603397069314,4.97594095253064,2.764415479951118,3.4371506905760874,2.4278684740172416,1.214571306388907,1.1624876185583697
2024-08-15,61.88871713756233,10.8815750781046,6.779971837401982,4.477665434460861,4.974967459520046,2.7588791926921785,3.436400533206532,2.4273385922657407,1.2122508288901332,1.1622339058955906
2024-08-16,61.9008954644208,10.876950873109049,6.80758287336753,4.479331482301886,4.972470248415131,2.7232978805823627,3.4370767406130773,2.4278162386630164,1.2121155907768917,1.1624626077502525
2024-08-19,61.875142629884635,10.980030183962148,6.775458360161582,4.47064924422378,4.968794940412916,2.696758283492527,3.435646802194174,2.4268061862330894,1.2093695502146473,1.1613438192204961
2024-08-20,61.82567621457967,10.966772203999254,6.7778442384553355,4.46841915907274,4.964113287422453,2.770030595721706,3.4329001558943,2.424866062985359,1.2089627052062604,1.1604153766629242
2024-08-21,60.654020274664866,10.696202189129416,6.657748150685376,6.3013168243525515,4.870038573230375,2.7494419728068205,3.367843401078903,2.378912522318308,1.1860517008886666,1.1384243908447218
2024-08-22,60.919213001620584,10.805613943791936,6.700946114547064,6.176357635458157,4.904353499572548,2.3875095831428195,3.3825683537110214,2.3893136514788464,1.1899131041405224,1.1442111125365
2024-08-23,60.9113759075471,10.813198323090885,6.663744716521683,6.17524546213081,4.903428321929899,2.410683368935115,3.3821331953251543,2.389006272658026,1.1890611915510356,1.1621232403103028
2024-08-26,60.92559877540767,10.839971423183869,6.575441394189986,6.178508198848152,4.904742415489712,2.4482308241081068,3.3829127131606698,2.389556893491431,1.189335247702229,1.1657021144181763
2024-08-27,60.93039252762031,10.889573840044346,6.60789428862308,6.193637584342879,4.904613241660142,2.344785465796831,3.3831788877347377,2.3897449087736056,1.1896495795387623,1.1665296758652979
2024-08-28,60.894670141029515,10.895898547943824,6.618902665147715,6.190629632781895,4.868151634670107,2.4022258161148464,3.3811341414651093,2.3883005801851014,1.1899233576379176,1.1701634830239647
2024-08-29,60.88867136404541,10.893940802746524,6.619884378208647,6.2078539327012265,4.869510332846333,2.391173047611376,3.3809031375733025,2.388137408093802,1.1898420603823028,1.170083535791078
2024-08-30,60.858520772916705,10.936173253247778,6.61462191953128,6.204155200725445,4.865555606375511,2.400846507263615,3.376472812119373,2.3869548604550115,1.187562419766096,1.1691366475991873
2024-09-02,60.558632830666426,10.887074310285218,6.560964355786125,6.702832639716719,4.834924591991629,2.375457467648898,3.35983482173067,2.3751928430373175,1.1817105580081297,1.1633755811288709
2024-09-03,60.51544811654518,10.959377784716203,6.553628976055744,6.70947647206776,4.833664724996294,2.3486981610766167,3.3594675021955602,2.374933171125693,1.182056698064195,1.1632483931567557
2024-09-04,60.482628488755,10.972990247393117,6.565197449756279,6.730282640371496,4.836925351724332,2.3293631130111243,3.360691391547942,2.3757983842640433,1.182450756393005,1.1636721767836637
2024-09-05,60.47636119628466,10.987320760372436,6.6542503561233755,6.719104894118062,4.837411650427943,2.2435448915636513,3.3602415454514754,2.375480371240937,1.1827679212328046,1.1635164131846585
2024-09-09,60.45597555433909,11.02573438345167,6.676795084820621,6.71292311791419,4.835232632042494,2.2138744944001263,3.3591088602230466,2.374679633707479,1.1823692285391636,1.163307010562121
2024-09-10,60.42068330866898,11.052206463453174,6.6113299649325485,6.755695714036,4.831721673861481,2.2549576286195174,3.356999722837708,2.3731886056396,1.180676868742244,1.162540049208744
2024-09-11,60.359126713284326,11.14403921879651,6.621378463523356,6.743918751494508,4.827193282577311,2.2081131890038344,3.3536505912221473,2.3708209792931436,1.181360496374715,1.1903983144301515
2024-09-12,60.43123072781361,11.148581063731337,6.5714385729861435,6.675414583411719,4.832630868838271,2.2335596716488286,3.357656806754461,2.3736531228254605,1.182917907419417,1.1929166745707491
2024-09-13,60.487029988077204,11.056002300265593,6.413091390161507,6.68335075136738,4.844625661792924,2.391984172094564,3.360452280894761,2.375629348004148,1.182805523022978,1.2050285843189377
2024-09-16,60.51442422808011,11.028881621653458,6.393322081981225,6.70193356442808,4.846690817083131,2.387368907414645,3.3618847663518117,2.376642025527262,1.183309726495791,1.2055422609844813
2024-09-17,60.50695269875545,11.025816644315368,6.3757897856990695,6.672823198434793,4.843531357882266,2.448833837428146,3.3614188723389,2.376312667632069,1.1831457420182407,1.2053751954957033
2024-09-19,60.46981313080486,11.019048925099513,6.371876283738996,6.684851580327987,4.840558366284383,2.49167311322861,3.3593556111920173,2.3748540711922392,1.1833335899068498,1.2046353282245494
2024-09-20,60.470100555290415,11.019101300728025,6.37190657047494,6.685541488636439,4.840398559392187,2.4907343187076556,3.359371578846097,2.37486535932386,1.1833392145157366,1.204641054084637
2024-09-23,60.49778962931727,10.992834657052605,6.320869132209822,6.6848301262634715,4.8475532278259035,2.529638186070178,3.3609098248135454,2.3759528029056347,1.1844297580040473,1.205192655537521
2024-09-24,60.50704509725797,10.986331433013142,6.348156603511512,6.6928165111866225,4.845543585503444,2.4924521845531076,3.3613935186783745,2.376294744181596,1.1846002182178375,1.20536610389639
2024-09-25,60.48717393576488,11.019938122633857,6.327101896794921,6.694726836987918,4.845753123351675,2.503231814555068,3.360295696365994,2.375518652546844,1.1823846781546679,1.2038752428441692
2024-09-26,60.52435281787457,11.003922568266695,6.331237266177596,6.696948878813067,4.848861910175735,2.4676121944739235,3.3623753578170072,2.37698884297479,1.1830798513502707,1.2046203120763443
2024-09-27,60.61233844969419,11.007028750767791,6.280546778274797,6.706163036655911,4.85475859464419,2.401680391680434,3.3672775715767633,2.3804544011510145,1.1832654763292136,1.2064865492256889
2024-09-30,60.68549255445254,10.880405103263717,6.1618804427656215,6.725304803347648,4.870006166212275,2.5289157726196816,3.371490413411361,2.3834326165411475,1.1850761281968412,1.2079959991891727
2024-10-02,60.6395860121202,10.902406786754192,6.000472297368146,6.759416512477902,4.968643153784873,2.5853136213887287,3.369801758179014,2.3818499864895863,1.1847659392369407,1.2077439322004246
2024-10-03,60.65161927119075,10.94135090053034,5.855317303509992,6.7738615724069335,5.079583233705643,2.5567320524791675,3.369940670186196,2.3823370451180677,1.1825507811265563,1.2067071697463603
2024-10-04,60.63276044930676,10.93738001098625,5.853192262601494,6.724318961152055,5.113011184882624,2.5903434516119312,3.381183638694616,2.3814724354963706,1.1819016156007198,1.204435989667185
2024-10-07,60.65942693816623,10.942190306939354,5.8557665159441825,6.719243234204549,5.093764929922838,2.5889883958921365,3.3716664414472053,2.3825198149608666,1.1815777604482434,1.2048556620743955
2024-10-08,60.66974025393404,10.944176439362973,5.856829404398526,6.718665165971517,5.073814318119536,2.603115249214806,3.368976562264783,2.382952269498914,1.180764980259036,1.2009653569758754
2024-10-09,60.7111361528466,10.950067879314448,5.859982237225484,6.712554518450975,5.105434246787968,2.5304591220392516,3.3707901407669647,2.384235054026445,1.1742426926016272,1.201097955940235
2024-10-10,60.7051420929491,11.080644155263421,5.889357942163379,6.65119208970615,5.117666871540697,2.430122581202791,3.370679679244831,2.3838973203332543,1.1728284880358275,1.198468779560543
