date,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CHONG HING SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,84.74805347470304,0.0,15.251946525296962,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,82.39425642481042,0.0,14.785785566062007,0.0,0.0,0.0,2.8199580091275704,0.0,0.0
2024-03-18,76.44276525612797,7.23253720846172,13.708430364887402,0.0,0.0,0.0,2.6162671705228977,0.0,0.0
2024-03-20,76.44832490833576,7.233063228044137,13.702154413016387,0.0,0.0,0.0,2.616457450603714,0.0,0.0
2024-03-26,74.78863942659743,7.079769262082071,13.340141053930147,0.0,0.0,0.0,2.581524865187031,2.209925392203323,0.0
2024-03-27,70.09297150139844,6.640974598976963,12.525427555599556,0.0,6.250011339974158,0.0,2.4194416450549183,2.0711733589959707,0.0
2024-03-28,70.07828754017183,6.639583363715716,12.47709608700088,0.0,6.2677467935474045,0.0,2.4665467521307103,2.0707394634334677,0.0
2024-04-02,64.39008398779418,6.101528165246699,11.464339286333466,8.114302316773937,5.760748245300996,0.0,2.266338948971526,1.9026590495791948,0.0
2024-04-05,64.37348793830247,6.100001382746277,11.480817710144352,8.111108762317976,5.732242911805128,0.0,2.3004310766182337,1.90191021806556,0.0
2024-04-11,62.449114742570366,5.9128385424455505,11.125368119033306,7.859986380113818,5.554770936324672,3.0256857432000976,2.2292090342335182,1.8430265020786762,0.0
2024-04-12,61.15339002866005,7.865004892037026,10.89453355103975,7.696903546262702,5.439517837670253,2.962907338571762,2.1829563171207886,1.8047864886376674,0.0
2024-04-15,61.13355214827321,7.847687733797633,10.892248566429952,7.692945045190898,5.4367203052520425,2.9613835216491657,2.2316043886098718,1.803858290797236,0.0
2024-04-22,60.5061692101802,8.793400626145361,10.780466890608597,7.613996214386269,5.380925975643546,2.930992330080152,2.2087025537125378,1.7853461992433386,0.0
2024-05-03,60.48347891741689,8.799640003076703,10.784644534542986,7.618687420112169,5.38424132149306,2.9327982001665407,2.210063399945585,1.7864462032460695,0.0
2024-05-06,60.48216054738839,8.79956771413008,10.786198936623881,7.61862483267813,5.384197090009343,2.932774107261322,2.210045244298865,1.7864315276099991,0.0
2024-05-09,60.49458460620267,8.80959197076881,10.788414604330827,7.620189827085547,5.385303095163732,2.9046181806113758,2.210499224974306,1.7867984908627312,0.0
2024-05-14,60.49259641379982,8.80930243801241,10.836536834926978,7.619939384775362,5.385126103805407,2.859332482535391,2.2104265755331336,1.786739766611493,0.0
2024-05-16,60.47925827073634,8.848232284698348,10.835913609026722,7.619501150341676,5.38481639692071,2.835341829315664,2.2102994505010805,1.7866370084594625,0.0
2024-05-17,60.4648517890128,8.846124588599885,10.833332436640852,7.61768614454955,5.38353370494953,2.858486968858275,2.209772945389284,1.7862114219998246,0.0
2024-05-20,59.587063179207576,8.732055739373823,10.693638975175984,7.50729565219175,5.314114210758287,2.821627402185931,2.1812784047114055,1.7631786148828474,1.3997478215123893
2024-05-21,59.618483542907796,8.736660167794074,10.699277749902443,7.511254262453973,5.316916352571257,2.770385074608292,2.182428596668363,1.7641083420818782,1.400485911011921
2024-05-22,59.62380411382872,8.737439859213115,10.698609980702846,7.511924594180537,5.318202159464232,2.7625192550268087,2.1826233645564135,1.764265777544648,1.4006108954826837
2024-05-23,59.628641820631145,8.738148790366889,10.699478035652534,7.512534090492433,5.318633663343361,2.762743398024568,2.174686739321271,1.7644089250790962,1.4007245370887056
2024-05-27,59.628641820631145,11.200661936515633,10.699478035652534,7.512534090492433,2.856120517194618,2.762743398024568,2.174686739321271,1.7644089250790962,1.4007245370887056
2024-06-03,59.625255343445374,11.200025819626912,10.705360987454043,7.512107432689606,2.8559583101297585,2.7625864941072242,2.1737519071527385,1.7643087193660578,1.400644986028283
2024-06-04,59.62670664370895,11.208411886102718,10.705621559809384,7.501742790159806,2.8560278251871676,2.762653736460887,2.1738048170597506,1.764351663277907,1.4006790782334346
2024-06-12,59.62719042616368,11.208502825772559,10.704897068117209,7.50180365569718,2.8560509976249864,2.762676151306204,2.173822454267802,1.764365978379758,1.4006904426706288
