date,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,IFAST SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,CHIEF SECURITIES LTD
2024-03-01,0.0,0.0,0.0,66.90577111183566,0.0,0.0,33.09422888816433,0.0,0.0,0.0
2024-03-04,0.0,0.0,45.22270114942529,36.6558908045977,0.0,0.0,18.12140804597701,0.0,0.0,0.0
2024-03-05,0.0,0.0,31.322303769125515,25.388729941535015,0.0,30.737653937056848,12.551312352282624,0.0,0.0,0.0
2024-03-06,29.191826776456235,20.463555962183595,15.358340957609027,13.25404086611772,0.0,15.071668191521805,6.660567246111619,0.0,0.0,0.0
2024-03-07,28.68788587184559,20.110291913924357,15.045255649463526,13.031229395192712,0.0,14.80549061919319,6.629503086974766,0.0,1.6903434634058623,0.0
2024-03-13,28.72576676069864,20.136846527819458,15.06512214152812,12.994418102154734,0.0,14.825040513774685,6.560230478362643,0.0,1.6925754756617248,0.0
2024-03-15,28.727490996398558,20.138055222088834,15.066026410564227,12.98919567827131,0.0,14.82593037214886,6.56062424969988,0.0,1.6926770708283314,0.0
2024-03-25,28.684684684684687,20.15015015015015,15.075075075075075,12.996996996996996,0.0,14.834834834834835,6.564564564564565,0.0,1.6936936936936937,0.0
2024-03-26,28.68296198426521,20.14894000360339,15.074169719536364,13.002222088763437,0.0,14.833943907272836,6.564170320100896,0.0,1.6935919764578704,0.0
2024-04-02,28.617652345856552,20.10306189705794,15.968602073221883,13.188327640961111,0.0,13.883396249026307,6.549224039786686,0.0,1.6897357540895201,0.0
2024-04-08,28.579977260487105,20.076596253964453,15.750104721440966,13.500089761235115,0.0,13.865118784034468,6.540601998683501,0.0,1.6875112201543894,0.0
2024-04-09,28.639961621491967,20.11873350923483,15.783161429599424,13.31854161669465,0.0,13.894219237227153,6.554329575437754,0.0,1.691053010314224,0.0
2024-04-18,28.693301291679184,20.156203063983178,15.812556323220187,13.157104235506159,0.0,13.92009612496245,6.56653649744668,0.0,1.694202463202163,0.0
2024-04-23,28.741650117349703,20.190166696756336,15.89938015285551,13.010772100860565,0.0,13.883372449900705,6.577601251730155,0.0,1.6970572305470302,0.0
2024-05-02,28.783221840535166,20.21936961369252,15.922376905924185,13.30681612728259,0.0,13.48158862170795,6.587115048514434,0.0,1.6995118423431568,0.0
2024-05-07,27.969079409697823,19.64745842117592,15.553993909580699,12.9304286718201,0.0,13.100257671585853,6.400796439447178,0.0,1.651440618411806,2.746544858280628
2024-05-08,28.01994719859196,19.683191551774716,15.582282194191846,13.024347315928425,0.0,13.05368143150484,6.412437665004401,0.0,1.654444118509827,2.5696685244939865
2024-05-13,27.951073915842457,19.63481008954176,15.54398080412009,13.238134254111314,0.0,13.02159536489729,6.396675835430445,0.0,1.6503774799555215,2.5633522561011297
2024-05-14,28.11230796397669,19.748072282064864,15.633645299899934,13.090823474012597,0.0,12.743539937606688,6.433574665960327,0.0,1.6598975807875684,2.5781387956913298
2024-05-16,28.036395656002348,19.694746110948046,15.591429410038158,13.325506310537131,0.0,12.709128265336073,6.416201937188141,0.0,1.6554153213971234,2.571176988552979
2024-05-20,28.036395656002348,19.694746110948046,15.591429410038158,13.478133255063105,0.0,12.556501320810096,6.416201937188141,0.0,1.6554153213971234,2.571176988552979
2024-05-21,28.041333959605446,19.69821512447158,15.418036636918742,13.639032409581963,0.0,12.558713010803194,6.4173320807891026,0.0,1.6557069046500703,2.5716298731798966
2024-05-22,27.995310668229777,19.66588511137163,15.392731535756155,13.534583821805393,0.0,12.53810082063306,6.406799531066823,0.0,1.6529894490035169,2.813599062133646
2024-05-23,24.445923120233402,17.172544402927777,13.441162921635872,11.849311562675949,12.647796488713722,10.948456774325638,5.594512975380049,0.0,1.4434150586067462,2.4568766955008448
2024-05-24,24.498589381892792,17.20954090792511,13.470120543729161,11.874839702487817,12.67504488330341,10.972044113875352,5.606565786099,0.0,1.446524749935881,2.2467299307514748
2024-05-28,24.56726077353742,17.23252349889568,13.48810930196723,11.839334326364991,12.686835482048384,10.873696645949972,5.6140531100724225,0.0,1.4484565206225282,2.2497303405413733
2024-05-29,24.820965230928905,17.410482615464453,13.627400103788274,11.971977166580176,11.774779449922159,10.985988583290087,5.672029060716139,0.0,1.4634146341463417,2.2729631551634664
2024-05-30,24.78463933575506,17.410482615464453,13.627400103788274,12.008303061754022,11.774779449922159,10.985988583290087,5.672029060716139,0.0,1.4634146341463417,2.2729631551634664
2024-05-31,23.72931882545834,16.669150891836836,13.047150593729814,11.501962537884435,11.273413822228846,10.513240920157003,5.430516221990361,4.257961941670393,1.4011029959755552,2.1761812490684154
2024-06-05,23.584020542195447,16.56708310700706,13.066021431040442,11.945089131400918,11.204384968643524,10.448866722630981,5.397264332625549,4.2318897832205815,1.392523825983902,2.1628561552515926
2024-06-13,23.57703509897813,16.56217603791282,13.136199832156786,11.872439156834675,11.225749123759687,10.445771831959323,5.395665695808856,4.230636323246285,1.3921113689095126,2.162215530433924
2024-06-14,23.5758712607365,16.566294797117187,13.135551387106329,11.87185309507355,11.225194984697403,10.445256195083424,5.395399348405569,4.230427485437851,1.3920426498173561,2.16210879652483
2024-06-18,23.558427465101367,16.554037389631528,13.185024416711883,11.863069106693631,11.216889458886204,10.437527746263504,5.3914072904848815,4.227297390618063,1.3910126769595028,2.175307058649435
2024-06-26,23.570053792626954,16.562206978236194,13.191531362582046,11.81957262004639,11.22242510980605,10.442678774120317,5.39406800572472,4.229383605586537,1.3916991560973202,2.1763805951734687
2024-06-28,23.570053792626954,16.562206978236194,13.191531362582046,11.849183240388886,11.19774959285397,10.437743670729901,5.39406800572472,4.229383605586537,1.3916991560973202,2.1763805951734687
2024-07-02,23.57703509897813,16.567112603050795,13.19543861381251,11.823073505454905,11.201066298069803,10.440835266821345,5.395665695808856,4.230636323246285,1.3921113689095126,2.177025225847855
2024-07-03,23.5758712607365,16.566294797117187,13.194787244545363,11.832362523447527,11.200513377431138,10.44031987363017,5.395399348405569,4.230427485437851,1.387106328364103,2.1769177608845887
2024-07-09,23.5758712607365,16.566294797117187,13.194787244545363,11.852107809260538,11.200513377431138,10.44031987363017,5.395399348405569,4.230427485437851,1.362424721097838,2.181854082337842
2024-07-12,23.514351829058146,16.52306631874354,13.160356457092215,12.082122987543697,11.171286495002708,10.413076657968588,5.381320466742159,4.219388508689873,1.3588695780611493,2.176160701097927
2024-07-15,23.52709359605911,16.482758620689655,13.167487684729066,12.088669950738916,11.177339901477833,10.41871921182266,5.384236453201971,4.221674876847291,1.3596059113300494,2.1724137931034484
2024-07-23,23.534049472750567,16.487631812358334,13.171380703656252,12.062678624223908,11.18064452547551,10.421799546664039,5.385828323642456,4.222923031437864,1.360007884103676,2.1730560756873953
2024-07-25,23.531730390224677,16.486007094994086,13.170082774931021,12.071344107213244,11.179542767047694,10.420772566022862,5.385297595585337,4.222506897910919,1.3598738667717778,2.172841939298384
2024-07-29,23.732582270975396,16.53325427413776,12.787824883881807,12.105939322067398,11.211582172151397,10.450637414764305,5.400731297559047,4.234608162861943,1.3637711236288173,2.1790690779721316
2024-08-14,23.732582270975396,16.53325427413776,12.787824883881807,12.100998122344105,11.211582172151397,10.450637414764305,5.400731297559047,4.234608162861943,1.3489475244589386,2.198833876865303
2024-08-16,23.73375500321194,16.53407125562089,12.788456787073182,12.10159608637644,11.212136186193606,10.451153827148293,5.40099817166576,4.234817413648268,1.3440727380540594,2.1989425310075603
2024-09-05,23.73375500321194,16.53407125562089,12.788456787073182,12.136186193605772,11.212136186193606,10.451153827148293,5.40099817166576,4.234817413648268,1.309482630824727,2.1989425310075603
2024-09-09,23.740793831249075,16.538974840591173,12.792249518066335,12.110128021353368,11.21546142059216,10.454253373535662,5.402599970342544,4.236073352775444,1.3098709900647523,2.1995946814294896
2024-09-10,23.759584466979966,16.552065298046006,12.802374474400196,12.040563937670047,11.224338362602028,10.462527825871877,5.40687608211724,4.239426168686619,1.310907741775909,2.2013356418501115
2024-09-16,23.750185432428424,16.955941255006675,12.836868911635266,11.64515650496959,11.219898135785986,10.45838896306186,5.404737180438115,4.237749097562181,1.3103891608564506,2.1806853582554515
2024-09-17,23.65077801851487,16.884971439826668,12.783139649399253,11.473311010439236,11.714595233405554,10.414614930076818,5.382115422493598,4.2200118180027575,1.3049044711443767,2.171558006696868
2024-09-20,23.633321852088766,16.87250897997343,12.773704669586184,11.538650789745608,11.705948924863455,10.406928111007232,5.378142990700192,4.216897111646903,1.303941347242041,2.1699552231461894
2024-09-24,23.62867122546367,16.86918876371329,12.82038667781768,11.50686279332907,11.70364539774684,10.40488020858956,5.377084665715551,4.216067299650711,1.3036847542677226,2.169528213705908
2024-09-26,23.62867122546367,16.86918876371329,12.825306242928125,11.50686279332907,11.70364539774684,10.399960643479117,5.377084665715551,4.216067299650711,1.3036847542677226,2.169528213705908
2024-10-03,22.774031599153417,16.82827189053502,12.890682679529458,12.004725107053206,11.70940591622779,10.405079490082198,5.3797312595363485,4.218142442289708,1.3043264261455922,2.4856031894472608
2024-10-04,21.722530741769138,16.828639428798095,12.985918286394288,12.931376437921461,11.795914319714399,9.986116620388735,5.419476398254661,4.249305831019437,1.289170963903213,2.791550971836573
2024-10-08,21.834039372040866,16.915026164963866,13.052579117866934,12.479441814104161,11.856466483927235,10.037378519810614,5.377523050087216,4.2711188636929975,1.2957886867680042,2.8806379267381015
2024-10-09,21.69348848724932,16.548650656102996,13.958900717999507,12.384253528101015,11.720722951225552,9.957910373854913,5.342906660064372,4.2436246595692,1.2874473879673185,2.8620945778658085
2024-10-14,21.68275179411037,16.540460282108388,13.951992081168028,12.42761692650334,11.714922048997773,9.952981935164564,5.340262311309082,4.241524375154665,1.2868101954961642,2.8606780499876265
2024-10-16,21.683824985151457,16.541278954662445,13.94773312215403,12.477727182736093,11.71550188081568,9.903979410017818,5.340526628390418,4.241734310037616,1.2868738863591367,2.860819639675312
2024-10-18,21.670953700039572,16.531460229521173,13.93945389790265,12.272457459438069,11.708547685001978,9.898100514444005,5.3373565492679065,4.2392164622081525,1.2861100118717848,3.1163434903047094
2024-11-06,21.884210000499525,16.69414056646186,13.092562066037264,12.393226434886857,11.823767420950098,9.995504270942604,5.389879614366352,4.280933113542135,1.2987661721364703,3.147010340176832
2024-11-18,21.687045195782385,16.54373545864066,12.974605217563488,12.281570219296075,11.717241720706896,10.80639572298401,5.3413197366467005,4.242364239394089,1.2870649967823375,3.118657492203356
2024-12-20,21.673097852973186,16.533095874146632,12.956366874443455,12.367665974077372,11.709706144256456,10.779657663005837,5.337884634411793,4.239635895913723,1.2862372613040467,3.1166518254674975
2024-12-23,21.672025723472668,16.53227801137769,12.955725946079644,12.372000989364333,11.709126885975762,10.779124412564927,5.337620578778135,4.239426168686619,1.2861736334405145,3.116497650259708
2024-12-27,21.672025723472668,16.53227801137769,13.039821914419985,12.287905021023992,11.709126885975762,10.779124412564927,5.337620578778135,4.239426168686619,1.2861736334405145,3.116497650259708
2025-01-03,21.634567901234565,16.503703703703703,13.190123456790124,12.266666666666666,11.688888888888888,10.760493827160495,5.328395061728395,4.232098765432099,1.2839506172839505,3.111111111111111
2025-01-06,21.492346938775512,16.39521193092622,13.505690737833595,12.441130298273155,11.612048665620094,10.689756671899529,5.293367346938775,4.204277864992151,1.2755102040816326,3.090659340659341
2025-01-08,21.492346938775512,16.39030612244898,13.505690737833595,12.446036106750393,11.612048665620094,10.689756671899529,5.293367346938775,4.204277864992151,1.2755102040816326,3.090659340659341
2025-01-21,21.492346938775512,16.39030612244898,13.672488226059654,12.279238618524332,11.612048665620094,10.689756671899529,5.293367346938775,4.204277864992151,1.2755102040816326,3.090659340659341
2025-02-10,21.492346938775512,16.39030612244898,13.692111459968604,12.259615384615383,11.612048665620094,10.689756671899529,5.293367346938775,4.204277864992151,1.2755102040816326,3.090659340659341
2025-02-24,21.457608855365624,16.36381446833521,13.69936817358084,12.372042905421953,11.593280109712495,10.67247881667238,5.284811676544057,4.197482490081795,1.2734485967576041,3.0856639075280405
2025-02-25,21.457608855365624,16.34422295146202,13.69936817358084,12.391634422295146,11.593280109712495,10.67247881667238,5.284811676544057,4.197482490081795,1.2734485967576041,3.0856639075280405
2025-03-10,21.457608855365624,16.34422295146202,13.900181221531078,12.391634422295146,11.593280109712495,10.471665768722143,5.284811676544057,4.197482490081795,1.2734485967576041,3.0856639075280405
2025-03-12,21.49973008784414,16.194729351720078,13.92255974873632,11.768169995583255,11.616037689551947,10.492221622417432,5.29518574863817,4.205722137704274,1.9139225597487364,3.091721058055651
2025-03-18,21.27318636496067,16.02408468485967,13.775857045741477,11.644168204331358,11.493638923958434,10.381664562493931,5.239390113625328,4.1614062348256775,2.9474604253666117,3.059143439836846
2025-03-20,21.27318636496067,16.02408468485967,13.775857045741477,11.663591337282703,11.474215791007088,10.381664562493931,5.239390113625328,4.1614062348256775,2.9474604253666117,3.059143439836846
2025-03-24,21.276285755912777,16.02641930940702,13.777864115390221,11.665290660968385,11.475887523675391,10.368607644116363,5.240153465106114,4.162012529746006,2.9478898547909282,3.0595891408867955
2025-03-31,21.25976609889843,16.01397583345465,13.767166496821467,11.733876837967681,11.466977240743436,10.360557092250207,5.236084825544718,4.1587809967486775,2.9456010093657494,3.057213568204979
2025-04-02,21.260797825875958,16.0147529845676,13.767834611278268,11.7295933223333,11.467533728040378,10.361059885470251,5.236338930408619,4.158982820537707,2.945743958070465,3.057361933417451
2025-04-10,21.19804519281947,15.967484395412978,13.74655247496008,11.98529055982968,11.433686553442685,10.315962645763777,5.220883534136546,4.146707311172401,2.9370494024289933,3.048337930033387
2025-04-14,21.19804519281947,15.967484395412978,14.114288479218077,11.617554555571683,11.433686553442685,10.315962645763777,5.220883534136546,4.146707311172401,2.9370494024289933,3.048337930033387
2025-04-16,21.19804519281947,15.967484395412978,14.11912711085305,11.617554555571683,11.433686553442685,10.311124014128804,5.220883534136546,4.146707311172401,2.9370494024289933,3.048337930033387
2025-04-23,21.19804519281947,15.967484395412978,14.085256689408235,11.6514249770165,11.433686553442685,10.311124014128804,5.220883534136546,4.146707311172401,2.9370494024289933,3.048337930033387
2025-04-24,21.19599400067734,15.965939329430547,14.09357008079733,11.650297547051139,11.432580192558904,10.310126276065605,5.220378344380474,4.146306062218782,2.936765203928589,3.0480429628912864
2025-04-29,21.09596956710165,15.89059565657052,14.027062165936341,11.595319497279338,11.37862955650792,10.261472528530842,5.195743246496845,4.126739538691193,3.39480907208552,3.033659170799827
2025-04-30,21.094953775038523,15.889830508474576,14.026386748844377,11.59957627118644,11.378081664098612,10.26097842835131,5.195493066255779,4.126540832049306,3.3946456086286596,3.033513097072419
