date,EMPEROR SECURITIES LTD,GET NICE SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CORNERSTONE SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-03-01,0.0,0.0,53.32934407746773,0.0,31.727060291597308,0.0,0.0,14.943595630934963,0.0
2024-03-06,0.0,0.0,53.31860446748299,0.0,31.74080928397034,0.0,0.0,14.940586248546673,0.0
2024-03-07,0.0,0.0,38.294964051877585,28.45192128646018,22.62070790162112,0.0,0.0,10.632406760041116,0.0
2024-03-08,0.0,0.0,35.11048269008081,26.0859544997751,20.736993127814355,0.0,8.31831837188051,9.748251310449229,0.0
2024-03-11,0.0,0.0,35.106758249845576,26.08583930418898,20.73214145149457,0.0,8.328043756373324,9.747217238097553,0.0
2024-03-14,0.0,0.0,35.13141435155409,26.084455814283608,20.709827480156513,0.0,8.327602069819402,9.746700284186387,0.0
2024-03-18,0.0,0.0,35.03571930734529,26.285795595192745,20.653415636430594,0.0,8.30491837595356,9.720151085077815,0.0
2024-03-22,0.0,0.0,34.80560386173014,26.769952259595005,20.51776350664385,0.0,8.250371472659946,9.65630889937106,0.0
2024-03-26,0.0,0.0,34.72350053904066,26.70680432406476,20.519163160849825,0.0,8.327887033690551,9.72264494235421,0.0
2024-03-27,0.0,0.0,34.70985429604344,26.696308621274778,20.60279856149615,0.0,8.324614196322457,9.666424324863174,0.0
2024-03-28,0.0,0.0,34.7720680696146,26.782399309200066,20.45060801598035,0.0,8.383915643668228,9.611008961536758,0.0
2024-04-02,0.0,0.0,34.774796774609314,26.77665362757117,20.45221285800834,0.0,8.38457356348037,9.611763176330804,0.0
2024-04-03,0.0,0.0,34.774796774609314,26.77665362757117,20.439133849740102,0.0,8.39765257174861,9.611763176330804,0.0
2024-04-08,0.0,0.0,34.80890217091021,26.76265246945405,20.428446496914482,0.0,8.393261550260076,9.606737312461183,0.0
2024-04-09,0.0,0.0,34.80799213896885,26.76195279589172,20.427912422649992,0.0,8.395656485257563,9.606486157231878,0.0
2024-04-12,0.0,0.0,34.80890217091021,26.76265246945405,20.425832063028928,0.0,8.39587598414563,9.606737312461183,0.0
2024-04-15,0.0,0.0,34.83349103292352,26.78155749453788,20.369621205656323,0.0,8.40180679560993,9.613523471272352,0.0
2024-04-19,0.0,0.0,34.810722377553496,26.82941619128925,20.35630675248219,0.0,8.422460722335394,9.581093956339664,0.0
2024-04-23,0.0,0.0,34.78798346786887,26.87721236393836,20.343009693727222,0.0,8.416959038928473,9.574835435537073,0.0
2024-04-26,0.0,0.0,34.773446149297456,26.907769158346333,20.33450868897964,0.0,8.413441732009419,9.570834271367158,0.0
2024-04-29,0.0,0.0,34.74078156351255,26.97903797635219,20.312798063557665,0.0,8.405538529432901,9.561843867144697,0.0
2024-05-02,0.0,0.0,34.73262500344594,27.100530282520847,20.203680761231553,0.0,8.403565048215093,9.559598904586576,0.0
2024-05-06,0.0,0.0,34.58304858995352,27.14662716843493,20.202494652122923,0.0,8.397650160736593,9.670179428752041,0.0
2024-05-07,0.0,34.290198396111,22.72445261703499,17.83799485452602,13.275019154946255,0.0,5.51807926000868,6.354255717373052,0.0
2024-05-09,0.0,34.24854506023956,22.696848540604233,17.970306376272664,13.252050039882285,0.0,5.511376283078443,6.320873699922822,0.0
2024-05-13,0.0,34.24971700846242,22.608656010299004,18.056468600699777,13.252503510722175,0.0,5.511564876422455,6.321089993394166,0.0
2024-05-14,0.0,34.351394958917346,22.380618509839387,18.110073269004605,13.290130508144744,0.0,5.527927190315313,6.339855563778605,0.0
2024-05-16,0.0,34.350805490395736,22.380234459348237,18.111478496771998,13.289902450053011,0.0,5.527832331312575,6.3397467721184455,0.0
2024-05-17,0.0,34.32488888854024,22.36334927666808,18.200696028944467,13.286734441689621,0.0,5.523661755758106,6.300669608399495,0.0
2024-05-20,0.0,34.3313643720761,22.367568183261433,18.204129639694365,13.27037574857666,0.0,5.524703809553917,6.3018582468375275,0.0
2024-05-22,0.0,34.333130837094785,22.368719070430394,18.20678141678388,13.26419810261086,0.0,5.524988074283755,6.302182498796323,0.0
2024-05-23,0.0,34.247373192216806,22.312846255465775,18.44016944511484,13.201982561580763,0.0,5.511187702640467,6.28644084298135,0.0
2024-05-30,0.0,34.23507341798972,22.304832707396972,18.469461253750623,13.19724113502095,0.0,5.509208386910612,6.284183098931123,0.0
2024-05-31,0.0,34.23741555094012,22.306358653697696,18.47072480979008,13.191302675382168,0.0,5.5095852898118,6.284613020378134,0.0
2024-06-04,0.0,34.23507341798972,22.304832707396972,18.469461253750623,13.19724113502095,0.0,5.509208386910612,6.284183098931123,0.0
2024-06-05,0.0,34.22395266111683,22.297587312634683,18.49594524249638,13.192954206575857,0.0,5.50741880211011,6.2821417750661315,0.0
2024-06-06,0.0,34.22570808975125,22.298731009379317,18.496893943899188,13.188501664949134,0.0,5.5077012908326335,6.282464001188479,0.0
2024-06-07,0.0,34.232146202387526,22.302925568086703,18.50037334851281,13.172171770387441,0.0,5.508737330793716,6.283645779831799,0.0
2024-06-11,0.0,34.20348595767537,22.284252847398985,18.4848842458343,13.2448667977507,0.0,5.504125240186774,6.27838491115387,0.0
2024-06-12,0.0,34.18304371871352,22.270934321259382,18.473836470721462,13.236950799585115,0.0,5.5008356151592235,6.334399074561286,0.0
2024-06-13,0.0,34.21050035492881,22.288822867020997,18.51516439431006,13.239038099612003,0.0,5.4411670077014165,6.30530727642671,0.0
2024-06-14,0.0,34.10616663746042,22.2634417438651,18.475735388980954,13.45252471396888,0.0,5.4245727698098305,6.277558745914821,0.0
2024-06-17,0.0,34.06785762261485,22.238434813905926,18.461790363179436,13.542929850987203,0.0,5.418479735638666,6.270507613673915,0.0
2024-06-18,0.0,34.04873536940762,22.225952403472174,18.444624155552816,13.598261738750345,0.0,5.4154383485737405,6.266987984243301,0.0
2024-06-20,0.0,34.03657783565613,22.218016344656107,18.438038268051507,13.62911257763473,0.0,5.413504697476642,6.264750276524879,0.0
