date,ADVENT SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GRANSING SECURITIES CO LTD,QUAM SECURITIES LTD,DBS BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,NANYANG COMMERCIAL BANK LTD,INNOVAX SECURITIES LTD,RIFA SECURITIES LTD
2024-03-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,0.0,87.20471777590565,0.0,0.0,0.0,0.0,12.795282224094356,0.0,0.0,0.0
2024-03-11,0.0,87.2004045171077,0.0,0.0,0.0,0.0,12.799595482892299,0.0,0.0,0.0
2024-03-13,0.0,87.14165403402392,0.0,0.0,0.0,0.0,12.858345965976081,0.0,0.0,0.0
2024-03-14,0.0,87.13732097725358,0.0,0.0,0.0,0.0,12.86267902274642,0.0,0.0,0.0
2024-03-18,0.0,60.334165636011484,0.0,0.0,30.758640001866848,0.0,8.907194362121672,0.0,0.0,0.0
2024-03-19,0.0,60.324907219382396,0.0,0.0,30.765819387064397,0.0,8.909273393553207,0.0,0.0,0.0
2024-03-20,0.0,60.315644479723574,0.0,0.0,30.77300212453015,0.0,8.91135339574627,0.0,0.0,0.0
2024-03-21,0.0,60.364171847973445,0.0,0.0,30.80968631667524,0.0,8.826141835351315,0.0,0.0,0.0
2024-03-22,0.0,60.350065432791176,0.0,0.0,30.802486446064687,0.0,8.847448121144138,0.0,0.0,0.0
2024-03-26,0.0,60.40119564709728,0.0,0.0,30.78090701041521,0.0,8.817897342487505,0.0,0.0,0.0
2024-03-27,0.0,42.140163086422774,0.0,0.0,21.474946438899615,14.286761651066742,6.184576032324022,15.91355279128685,0.0,0.0
2024-03-28,0.0,42.045741981282184,0.0,0.0,21.509991269368538,14.310076127842555,6.194668603180561,15.939522018326166,0.0,0.0
2024-04-08,0.0,41.98463916766863,0.0,0.0,21.562420762479654,14.264798501541808,6.209767788056503,15.978373780253396,0.0,0.0
2024-04-11,0.0,42.03205322044149,0.0,0.0,21.544798502766447,14.253140349300011,6.204692748387941,15.965315179104111,0.0,0.0
2024-04-16,0.0,42.00361409332864,0.0,0.0,21.555368400395754,14.260132952845076,6.2077367762614575,15.97314777716907,0.0,0.0
2024-04-17,0.0,41.997432899760454,0.0,0.0,21.552196342290934,14.258034451466273,6.221539115576739,15.970797190905598,0.0,0.0
2024-04-18,0.0,42.03523529748705,0.0,0.0,21.57159573510519,14.189039907697595,6.218956360928588,15.985172698781575,0.0,0.0
2024-04-22,0.0,42.1495534066583,0.0,0.0,21.62184329453836,13.972753295112488,6.233442418575659,16.022407585115197,0.0,0.0
2024-04-24,0.0,42.148523054459545,0.0,0.0,21.624681109370258,13.974587185313394,6.234260542872846,16.017948107983955,0.0,0.0
2024-04-25,0.0,42.12444291236796,0.0,0.0,21.636750137476508,13.974179039552196,6.237739968318847,16.02688794228449,0.0,0.0
2024-04-26,0.0,42.17804383350167,0.0,0.0,21.64741047307007,13.898948094499053,6.240813276509086,16.034784322420123,0.0,0.0
2024-04-29,0.0,42.171515903469924,0.0,0.0,21.660928654182722,13.878047377632432,6.244710483718561,16.04479758099636,0.0,0.0
2024-05-02,0.0,42.18101755625477,0.0,0.0,21.657369601472194,13.875767110570722,6.243684431044256,16.04216130065805,0.0,0.0
2024-05-03,0.0,42.20001149774562,0.0,0.0,21.650255003572514,13.871208823698497,6.241633336892159,16.036891338091213,0.0,0.0
2024-05-07,0.0,42.209503789527275,0.0,0.0,21.646699457231307,13.868930803149865,6.240608295082237,16.03425765500932,0.0,0.0
2024-05-09,0.0,20.39756488723682,20.688168685407536,27.158134343463608,11.623255186040295,7.294687400286161,2.2718927874887296,5.836885791894273,0.0,4.729410918182578
2024-05-14,0.0,20.411838877307797,20.684458965799287,27.153264455508346,11.621170950440177,7.293379346137126,2.2714854007668914,5.835839144895084,0.0,4.7285628591452875
2024-05-16,0.0,20.44037150562679,20.677043516424337,27.143529917212355,11.617004720856745,7.29076464466473,2.2706710654718196,5.833746976576307,0.0,4.726867653166914
2024-05-24,0.0,20.445124954817825,20.67580812508785,27.141908172707407,11.61631063966585,7.29032904334333,2.270535399685748,5.833398427690756,0.0,4.7265852370012365
2024-05-28,0.0,20.46413307285246,20.67086803560773,27.13542313211198,11.61353514408949,7.288587158450814,2.269992898615203,5.832004648544052,0.0,4.725455909728274
2024-05-29,0.0,20.46616039646748,20.65482903559384,25.622208699411274,11.604523936141353,8.83477759047264,2.268231559126716,5.827479462544225,0.0,4.721789320242471
2024-05-30,0.0,20.513602947435416,20.642508270192096,25.606924853589263,11.597601747786769,8.829507577252912,2.2668785414440875,5.824003325936279,0.0,4.71897273636318
2024-06-03,0.0,20.452186527764027,20.67086803560773,23.252795978372404,14.056603614673316,8.841638019946645,2.168447265363553,5.832004648544052,0.0,4.725455909728274
2024-06-04,0.0,20.4639944945737,20.664696242472743,22.64870437974925,14.052406671925638,9.436147040466118,2.1797428005607804,5.83026336094108,0.0,4.724045009310686
2024-06-06,0.0,19.972908484546544,20.168793879479534,22.105190655237404,13.715183148647967,9.209702501431433,2.1274342840051945,8.090107608047697,0.0,4.6106794386042305
2024-06-12,0.0,19.982235655846875,20.16644320307892,22.102614291459044,13.71358464168963,9.208629109018572,2.1271863311729553,8.089164704612504,0.0,4.610142063121499
2024-06-13,0.0,20.00554407488852,20.160568908631813,22.096176008659672,13.70959000399872,9.205946722328175,2.1265667018844714,8.086808407330553,0.0,4.608799172278078
2024-06-14,0.0,20.024181035487477,20.155871936522214,22.0910280823828,13.706395969039953,9.203801937863352,2.1260712583018417,8.08492435764341,0.0,4.607725422758953
2024-06-25,0.0,20.033496259662765,20.153524271090735,22.08845501865536,13.704799509600837,9.202729920353232,2.125823623071091,8.083982661968308,0.0,4.607188735597672
2024-06-28,0.0,20.92087874410188,20.150003798185114,21.211182830540306,13.70240551762695,9.201122362245451,2.1254522783689693,8.082570529700615,0.0,4.6063839392307155
2024-07-03,0.0,20.971261001845484,20.136879527337065,20.61659504974779,14.275377309001911,9.195129409430274,2.1240679108196976,8.077306121522696,0.0,4.6033836702950826
2024-07-09,0.0,20.343694312642015,19.320133864128902,14.84072193721902,14.316948915643948,9.2219067263836,9.25998604633655,8.079818923350269,0.0,4.616789274295701
2024-07-10,0.0,20.362707905149076,19.338190818132883,14.854592350089387,14.330329800572864,9.23052569076337,9.268640600352176,7.993908624104336,0.0,4.621104210835908
2024-07-26,0.0,20.334321168151924,19.345083922133725,14.859887274052141,14.335437850990331,9.233815914454265,9.27194441011419,7.996758055265575,0.0,4.622751404837849
2024-08-14,0.0,20.34130338945765,19.343388440979194,14.858584893616214,14.334181435416426,9.233006625596673,9.271131779521506,7.996057187146594,0.0,4.622346248265743
2024-08-15,0.0,20.350611114243208,19.341128261693196,14.856848741447306,14.33250655719843,9.231927794429822,9.270048493618946,7.995122887404891,0.0,4.621806149964201
2024-08-16,0.0,20.36456862378017,19.33773898293105,14.854245273788624,14.32999497362247,9.230310020307032,9.268424039344183,7.993721847101742,0.0,4.620996239124727
2024-08-21,0.0,20.364103452274108,19.337851939752042,14.85433204134329,14.33007867889321,9.230363936976275,9.268478178647438,7.993768540534131,0.0,4.621023231579504
2024-08-23,0.0,20.3756074495312,19.33768250501541,14.85420189039141,14.329953121353805,9.225318032084024,9.26255575801845,7.993698500590109,0.0,4.62098274301559
2024-08-27,0.0,20.38490842195607,19.33542365887569,14.852466762276137,14.328279231047555,9.224240417224072,9.26147379339769,7.992764751936647,0.0,4.620442963286139
2024-08-29,0.0,20.408151349337746,19.32977885160248,14.848130714931948,14.324096215653478,9.2215474811749,9.258769987391059,7.990431334402033,0.0,4.6190940655063555
2024-08-30,0.0,20.48707589098875,19.31061113578809,14.833407072612822,14.30989221426953,9.212403248183666,9.249588843971281,7.982507895741506,0.0,4.614513698444359
2024-09-02,0.0,20.50098750578463,19.307232543105147,14.830811813444367,14.30738854948187,9.210791442219175,9.24797053199924,7.981111272787501,0.0,4.613706341178073
2024-09-03,0.0,20.510259211539513,19.304980804706588,14.829082145126158,14.305719926280277,9.209717218208807,9.24689197191513,7.980180462290659,0.0,4.613168259932875
2024-09-20,0.0,20.561214960487444,19.29260562590273,14.819576176438623,14.29654945137556,9.203813462154281,9.240964385522272,7.975064882994988,0.0,4.610211055124103
2024-09-26,0.0,20.56181409019691,19.2931677898228,14.820008001522211,14.296966036073286,9.201167767677289,9.241233656395522,7.975297267040168,0.0,4.610345391271814
2024-09-27,0.0,20.575700076359517,19.28979529764043,14.817417428440994,14.294466891986971,9.199559381397586,9.239618266502003,7.97390316587554,0.0,4.60953949179696
2024-09-30,0.0,20.584954703777942,19.287547624464473,14.815690882815344,14.292801281268872,9.198487436230044,9.238541653618702,7.972974035836727,0.0,4.609002381987895
2024-10-03,0.0,20.603281792859647,19.277439573848493,14.8079264040817,14.308602892815477,9.193666772742585,9.233699998864513,7.9687956287793185,0.0,4.606586936008271
2024-10-04,0.0,20.74547868163666,19.22036014952188,14.764080959183385,14.266235917008796,9.259337207138662,9.206359527723583,7.94520046899035,0.0,4.592947088796687
2024-10-08,0.0,20.746683186985486,19.221476104808417,14.764938177990372,14.267064230384129,9.259874814458492,9.206894059100975,7.939855665907131,0.0,4.593213760364995
2024-10-09,0.0,20.75588518821369,19.219244323807484,14.763223839906974,14.26540769980787,9.258799662239731,9.205825058409943,7.938933779423038,0.0,4.592680448191273
2024-10-14,0.0,20.756547942676455,19.2198580119172,14.763695243193126,14.265863207367799,9.259095304210208,9.206119008852703,7.935994185089597,0.0,4.592827096692915
2024-10-16,0.0,20.765748024068472,19.21762660662803,14.761981193711964,14.2642069556621,9.258020332989195,9.205050188123833,7.9350728245161495,0.0,4.59229387430025
2024-10-21,0.0,20.788738884212428,19.21205035955567,14.757697810748049,14.260068008439106,9.255333996646295,9.202379221765023,7.932770358789637,0.0,4.590961359843799
2024-10-22,0.0,20.79431166723764,19.206477347587427,14.753416912822853,14.273336201247513,9.252649218802803,9.199709804988604,7.930469228856942,0.0,4.589629618456217
2024-10-23,0.0,20.818467666684963,19.22878881735944,14.770555423416296,14.289917019449447,9.263397686604593,9.094230393365505,7.939681768005862,0.0,4.594961225113893
2024-10-24,0.0,20.82766483038629,19.226555337994743,14.76883978073819,14.288257204310318,9.262321716205388,9.093174072236062,7.93875955103424,0.0,4.594427507094764
2024-11-01,0.0,20.82306651562042,19.227672012817052,14.769697552255137,14.289087063679002,9.262859670158909,9.093702202125314,7.939220632738954,0.0,4.594694350605207
2024-11-05,0.0,20.83410157383079,19.2249922111302,14.767639067983696,14.28709556311714,9.261568685636568,9.092434793440335,7.938114126614358,0.0,4.594053978246913
2024-11-08,0.0,20.83387170815855,19.225048032713058,14.7676819472202,14.287137047050136,9.261595577477049,9.092461194184565,7.938137175679376,0.0,4.594067317517067
2024-11-11,0.0,21.222079694008322,19.583277999720202,15.042855575276834,12.690006261448142,9.434171535285198,9.261885586158208,8.086052468983352,0.0,4.679670879119741
2024-11-12,0.0,21.236057294653104,19.57980333019183,15.040186514872959,12.687754668120807,9.432497626128642,9.260242245772499,8.08461775717876,0.0,4.678840563081399
2024-11-15,0.0,21.217059400492104,19.57864538100489,15.039297038535906,12.687004314557276,9.431939788403064,9.259694595226753,8.084139633042335,0.023655992195888174,4.678563856541784
2024-11-18,0.0,21.296364387590348,19.554533300137596,15.020775392154171,12.671379634297574,9.420323882885205,9.248290818277855,8.074183610816021,0.04134700265241022,4.672801971188818
2024-11-19,0.0,21.29510654640912,19.553378337871884,15.019888210214646,12.670631216265424,9.419767484097848,9.247744580392578,8.073706719997212,0.04725092633964498,4.672525978411643
2024-11-20,0.0,21.335738933056756,19.525700115335493,14.998627239288265,12.652695668534466,9.406433603058941,9.234654201429263,8.062278216572983,0.1179601041233839,4.66591191860045
2024-11-21,0.0,21.348859919783756,19.51074043700791,14.987135992494055,12.643001764804513,9.399226833515197,9.227579041229946,8.056101276028214,0.16501762005105527,4.662337115085351
2024-11-22,0.0,21.402896598538128,19.490179582515616,14.97134221350382,12.629678286873405,9.388732990556516,9.21785481212673,8.047611576385783,0.19428009950673458,4.657423839993265
2024-11-25,0.0,21.409629374356413,19.485590900650006,14.967817426765553,12.626704811155646,9.386522548696172,9.215684601070585,8.04571688223247,0.20600613839433518,4.656327316678817
2024-11-26,0.0,21.424345839522005,19.477565904375446,14.961653042031184,12.621504596310421,9.382656778914365,9.229539586457086,8.042403313332493,0.20592129629221056,4.654409642764794
2024-11-28,0.0,21.414254844611357,19.484444067769676,14.966936489397048,12.625961660982703,9.385970100851726,9.215142207967435,8.045243348085448,0.20599401381395857,4.656053266520646
2024-12-09,16.40942095550937,17.911896264520262,16.284284364050087,12.508740254754292,10.552251290409613,7.844401699280144,7.701630882963101,6.723878289908132,0.17216119107998437,3.891334807525018
2024-12-11,16.40942095550937,17.911896264520262,16.284284364050087,12.508740254754292,10.552251290409613,7.844401699280144,7.701630882963101,6.723878289908132,0.17216119107998437,3.891334807525018
2025-01-07,16.407806791189262,17.919971119112265,16.28268250918451,12.507509793163758,10.55121328501162,7.843630060026702,7.700873287810195,6.723216874465276,0.17214425590276505,3.8909520241336413
2025-01-22,16.247978439283287,17.745412783155484,16.12407299219235,12.385674211959651,10.448433976880239,7.7672253045704505,7.625859125253845,6.657726057427545,1.1445668265082651,3.8530502827688875
2025-01-23,15.937484548021107,17.406303380242058,15.81594689607217,12.148987771468128,10.248767603909558,7.618796008080533,7.480131293150584,6.530498951713865,3.033663875297783,3.779419672044214
2025-01-24,15.729331029571,17.17896616897196,15.609380735388662,11.990314390946958,10.114912287526137,7.519289766009699,7.382436099003314,6.445206550021607,4.300104885782,3.7300580867786626
2025-02-06,15.726365019963195,17.194583360930686,15.60643734427139,11.988053430985135,10.113004963751813,7.51787188716616,7.381044026043727,6.4439912062466105,4.299294034234543,3.7293547264067404
2025-02-07,15.725623692330245,17.19848673869373,15.605701669928305,11.98748832421937,10.112528245195282,7.517517501002296,7.380696089830269,6.443687441915717,4.299091369126255,3.7291789277585305
2025-02-11,15.724141246717952,17.206292390312214,15.604230529296936,11.986358270504722,10.111574942902184,7.516808828897917,7.380000315802597,6.443079999161003,4.298686096225051,3.7288273801794283
2025-02-13,15.724511831917413,17.206697906721498,15.60459828845099,11.986640763958627,10.111813251624948,7.51698598439757,7.380174247011058,6.440875057770848,4.298787407286775,3.728915260860272
2025-02-18,15.657498784971525,17.133368237289957,15.538096276251597,11.935557377153053,10.490195641292148,7.489644390323234,7.34872220776365,6.413426023598423,4.280467293733222,3.7130237676231928
2025-02-19,15.654853649877978,17.158629984441347,15.53547131269186,11.933541016678568,10.488423456282908,7.477116625609435,7.3474807346988,6.412342556917196,4.279744163275994,3.7123964995259198
2025-02-20,15.647510739487943,17.19748673584999,15.528184398596883,11.927943588284725,10.48350386039944,7.47360948344218,7.344034398256823,6.409334847114298,4.277736748924761,3.710655199642959
2025-02-24,15.646776827292369,17.20137040625102,15.527456083141795,11.92738413423396,10.483012154628241,7.473258950169753,7.3436899424197675,6.409034231311049,4.277536111058346,3.7104811594937033
2025-02-28,15.643841866831796,17.21690144543753,15.524543504394087,11.925146842731792,10.481045792704558,7.471857145838262,7.34231244212986,6.40783205003966,4.276733747766966,3.7097851621254896
2025-03-05,15.643108298748668,17.220783294885955,15.523815530427276,11.924587650994564,10.480554317481479,7.47150677692182,7.341968147799238,6.4075315751873845,4.276533203974457,3.7096112035791577
2025-03-07,15.641641368953078,17.22854590172351,15.522359787290558,11.923469424834435,10.479571505299333,7.4708061376562895,7.34127965599642,6.406930710013768,4.2761321728073165,3.7092633354252933
2025-03-10,15.637975247841515,17.247946050860453,15.518721623649343,11.920674776756886,10.47711528108159,7.469055114253082,7.33955899128497,6.405429039991918,4.275129923870343,3.7083939504098993
2025-04-08,15.638231820379719,17.248229038218273,15.518976239591211,11.920870359480103,10.477287179298468,7.467536957393553,7.339679411559963,6.405534133980176,4.275200066003089,3.708454794095442
2025-04-10,15.637498778320408,17.252108027179062,15.518248787636812,11.920311568725658,10.476796056500309,7.467186916626021,7.339335364114424,6.405233874591104,4.274999666015651,3.7082809602905495
2025-04-17,27.70219418169562,14.784881174017062,13.298981434187102,10.215585818453011,8.978507700956904,6.399303267320349,6.289735786707566,5.4892203073633965,3.663631249087356,3.1779590802116306
2025-04-24,27.704420032111578,14.778034203468799,13.300049997318345,10.216406633071308,8.979229117281175,6.399817446513014,6.290241162235774,5.489661362076402,3.6639256190959624,3.178214426827649
2025-04-30,27.71778264973722,14.736929262779732,13.30646498389125,10.221334292094223,8.983560050941875,6.402904257690167,6.2932751217024085,5.492309179485706,3.665692833027893,3.1797473686495237
