date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,QUAM SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,EAST ASIA SECURITIES CO LTD
2024-03-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-04-11,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,12.424242424242424,87.57575757575758,0.0,0.0
2024-05-10,0.0,0.0,0.0,0.0,12.962962962962962,87.03703703703704,0.0,0.0
2024-05-20,97.22275795564127,0.0,0.0,0.0,0.3600128576020572,2.4172291867566695,0.0,0.0
2024-05-27,97.21859129577646,0.0,0.0,0.0,0.36428311226348387,2.4171255919600574,0.0,0.0
2024-06-17,97.22275795564127,0.0,0.0,0.0,0.3600128576020572,2.4172291867566695,0.0,0.0
2024-06-18,97.22692497267641,0.0,0.0,0.0,0.35574223689004136,2.417332790433534,0.0,0.0
2024-06-19,97.21859129577646,0.0,0.0,0.0,0.36428311226348387,2.4171255919600574,0.0,0.0
2024-07-03,97.18943467363596,0.0,0.0,0.0,0.39416464942910395,2.4164006769349418,0.0,0.0
2024-07-08,97.20609345874487,0.0,0.0,0.0,0.37709168041480084,2.4168148608403146,0.0,0.0
2024-07-12,97.21025904737417,0.0,0.0,0.0,0.37282252362280643,2.416918429003021,0.0,0.0
2024-07-15,97.21442499303606,0.0,0.0,0.0,0.3685530009213825,2.417022006042555,0.0,0.0
2024-07-17,97.25610409655083,0.0,0.0,0.0,0.3258376385345881,2.4180582649145745,0.0,0.0
2024-07-18,97.26861479750445,0.0,0.0,0.0,0.31301588662821855,2.4183693158673325,0.0,0.0
2024-07-19,97.27695705311005,0.0,0.0,0.0,0.30446621925856043,2.4185767276313817,0.0,0.0
2024-07-24,97.28112871754186,0.0,0.0,0.0,0.3001908356026331,2.418680446855501,0.0,0.0
2024-07-25,97.3270406521506,0.0,0.0,0.0,0.30891343987986697,2.3640459079695377,0.0,0.0
2024-08-02,97.33121661339112,0.0,0.0,0.0,0.3046360457383134,2.3641473408705727,0.0,0.0
2024-08-08,97.32286504923097,0.0,0.0,0.0,0.31319046699701825,2.3639444837720145,0.0,0.0
2024-08-09,97.3156664737034,0.0,0.0,0.0,0.3216054544285071,2.362728071868099,0.0,0.0
2024-08-13,97.32818698402488,0.0,0.0,0.0,0.3087809585075587,2.363032057467567,0.0,0.0
2024-08-15,97.33236120343962,0.0,0.0,0.0,0.3045053931765059,2.36313340338387,0.0,0.0
2024-08-16,97.33653578091828,0.0,0.0,0.0,0.3002294610881173,2.3632347579936095,0.0,0.0
2024-08-19,97.29897747004223,0.0,0.0,0.0,0.3386996505820061,2.3623228793757636,0.0,0.0
2024-08-23,97.3031491842991,0.0,0.0,0.0,0.33442665123159043,2.362424164469312,0.0,0.0
2024-08-27,97.29480611348096,0.0,0.0,0.0,0.3429722835523354,2.3622216029667102,0.0,0.0
2024-08-28,97.24061100756262,0.0,0.0,0.0,0.3984831930072627,2.3609057994301264,0.0,0.0
2024-08-29,97.17815316761941,0.0,0.0,0.0,0.46245744749181067,2.359389384888775,0.0,0.0
2024-08-30,97.13655916279666,0.0,0.0,0.0,0.5050613135874334,2.3583795236158966,0.0,0.0
2024-09-02,97.11993152883278,0.0,0.0,0.0,0.5220926500481439,2.3579758211190756,0.0,0.0
2024-09-03,97.09915498983848,0.0,0.0,0.0,0.5433736228473633,2.3574713873141513,0.0,0.0
2024-09-05,97.0783873382526,0.0,0.0,0.0,0.5646454924606994,2.3569671692867074,0.0,0.0
2024-09-09,96.96225246202815,0.0,0.0,0.0,0.6836000085450001,2.3541475294268444,0.0,0.0
2024-09-12,96.97053859465464,0.0,0.0,0.0,0.6751126968188519,2.3543487085265027,0.0,0.0
2024-09-23,96.95810992672975,0.0,0.0,0.0,0.6878431205007156,2.35404695276953,0.0,0.0
2024-09-24,96.9498259179358,0.0,0.0,0.0,0.7518636392763313,2.298310442787876,0.0,0.0
2024-10-03,92.60982228479321,0.0,4.480626798065741,0.0,0.7141254004203138,2.195425516720736,0.0,0.0
2024-10-04,92.51921156158912,0.0,4.578160989828574,0.0,0.7093499663670275,2.193277482215292,0.0,0.0
2024-10-07,92.40619719456829,0.0,4.694720983733382,0.0,0.7084834788981861,2.1905983428001385,0.0,0.0
2024-10-08,92.383627444994,0.0,4.693574321711344,0.0,0.7327349331379374,2.190063300156724,0.0,0.0
2024-10-09,92.372346704113,0.0,4.693001200724505,0.0,0.7448562183283473,2.1897958768341574,0.0,0.0
2024-10-14,92.12112601733271,0.0,4.680237868117148,0.0,1.0147957216212378,2.183840392928903,0.0,0.0
2024-10-15,92.1136478944698,0.0,4.679857940131913,0.0,1.0228310502283104,2.1836631151699644,0.0,0.0
2024-10-16,92.10990928830894,0.0,4.679667999269435,0.0,1.026848225338393,2.183574487083223,0.0,0.0
2024-10-23,90.13444009770241,0.0,4.579303771074528,0.0,1.0207121154953631,2.1367436503365966,2.0731973707726827,0.05560299461842445
2024-10-24,90.1451808305694,0.0,4.579849456813172,0.0,1.0208337470953903,2.1369982721296497,2.061528072928045,0.05560962046434033
2024-10-25,90.14876164372679,0.0,4.580031380960893,0.0,1.0208742974041194,2.133110886015611,2.061609962462015,0.055611829430574584
2024-10-28,90.10581065253211,0.0,4.577849244635022,0.0,1.0203879062196017,2.124153812558315,2.060627717229468,0.11117066682548189
2024-11-14,90.07362425830009,0.0,4.576214006469409,0.0,1.0557440812843564,2.1233950507034987,2.0598916473179734,0.11113095592466908
2024-11-18,90.05575286204639,0.0,4.599115096922681,0.0,1.0515664371738656,2.1229737505208233,2.059482946766929,0.1111089065693141
2024-11-20,90.0378885560691,0.0,4.618039713554581,0.0,1.0513578385669793,2.122552617484279,2.059074408363254,0.11108686596179404
2024-11-21,89.97720289424124,0.0,4.634750718604421,0.0,1.0982257904648627,2.121122014074735,2.0576865893547427,0.11101199325998612
2024-11-26,89.9914745127585,0.0,4.635485853639194,0.0,1.0904692983325734,2.1214584531197334,2.050082280865238,0.1110296012847711
2024-11-27,85.6967360284251,0.0,4.418740904537809,3.636294910321105,2.0336035984955867,2.0222638014779535,1.9428852223545199,0.24947553438793446
2024-11-28,86.02189296351806,0.0,4.435506820208306,3.5324695035191893,1.6694807535429037,2.029936825330576,1.9502570620933013,0.3604560717876724
2024-11-29,86.05127815838915,0.0,4.437021995331449,3.533676199874746,1.6358909153018428,2.0306302544930066,1.9509232725409447,0.36057920406885163
2024-12-02,85.66435548166481,0.0,4.481305851013584,3.6500349511628345,1.6474277833405753,2.0214996882734124,1.9421511023785685,0.5932251421662164
2024-12-03,85.53830481616329,0.0,4.493576562470524,3.7955818823218697,1.622366013318493,2.018525156105567,1.939293327548152,0.592352242072101
2024-12-04,85.50604386279205,0.0,4.491881800524242,3.794150370551962,1.6217541345301627,2.01776386505497,1.9385619189500085,0.6298440475965981
2024-12-05,85.51249410655352,0.0,4.492220650636492,3.7944365865157947,1.6143328618576143,2.017916077322018,1.9387081565299387,0.6298915605846299
2024-12-30,85.515719593384,0.0,4.492390094864493,3.794579710691587,1.6106218056315185,2.0179921920675934,1.938781283593912,0.6299153197668936
2025-02-06,85.46414098576949,0.0,4.489680520214871,3.7922910187541228,1.6096503628310246,2.0167750447648665,1.9376119121666195,0.6898501554990105
2025-02-12,85.48025261570365,0.0,4.490526911113206,3.7930059383542276,1.5911018946177773,2.0171552455462343,1.937977189178999,0.6899802054859082
2025-02-13,85.49637032148581,0.0,4.480060337512963,3.7937211275572738,1.5838597152823608,2.0175355897049116,1.9383426039407938,0.6901103045158857
2025-02-17,85.49959459204646,0.0,4.480229291196048,3.7938641977636562,1.58014820960534,2.017611675749062,1.9384157034299399,0.6901363302094922
2025-02-18,85.50281910580604,0.0,4.4803982576229,3.794007278761479,1.5764364239784279,2.0176877675321983,1.9384888084328034,0.6901623578661538
2025-02-19,85.50604386279205,0.0,4.480567236794961,3.794150370551962,1.5727243583699486,2.01776386505497,1.9385619189500085,0.6901883874860926
2025-02-25,85.50926886303203,0.0,4.39398796839346,3.7942934731363267,1.572783676240406,2.0178399683180266,1.938635034982179,0.7731910158975617
2025-02-26,85.27448140973803,0.0,4.381923156489196,3.783875275045606,1.7866210294698437,2.0122994752976133,1.933312019257894,0.8274876347018224
2025-02-27,85.27768896578962,0.0,4.378326531379888,3.784017603580899,1.786688232307085,2.0123751669142953,1.9333847398017716,0.8275187602264392
2025-02-28,85.16556788940854,0.0,4.372570011832986,3.7790424672714638,1.7843391371311583,2.009729343926673,1.930842771548243,0.9579083788809376
2025-03-03,85.01228040572211,0.0,4.364699926880027,3.772240658454731,1.8336239383542383,2.006112079794514,1.9273674934848228,1.08367549730956
2025-03-06,84.7548552309389,0.0,4.370175143460626,3.760817959214191,2.1121890128787455,2.000037383876334,1.921531243574646,1.0803940260565617
2025-03-07,84.76119263482569,0.0,4.3555472474062995,3.761099168146556,2.1198242826432376,2.0001869333582576,1.9216749228899896,1.0804748107299749
2025-03-11,84.7675309865211,0.0,4.355872950589819,3.76138041913593,2.1125049073675948,2.000336505206483,1.9218186236937056,1.0805556074853715
2025-03-13,84.80501262508183,0.0,4.3579912092022814,3.7220611615075283,2.109791452352006,2.001309267745254,1.9227532030300194,1.0810810810810811
2025-03-14,80.20625121610387,5.384465710293103,4.121486565368899,3.516530168220332,2.0377478640793876,1.8926998390320697,1.8184069481541756,1.0224116887481647
2025-03-17,80.19153493476837,5.3813881857287,4.124550813403905,3.5120638685808356,2.053424439291214,1.8941070258979307,1.8197588996477314,1.0231718326813122
2025-03-18,80.22277709893925,5.383484743841754,4.094281818342807,3.50989038233367,2.050682675450247,1.8948449591811436,1.8204678673254353,1.0235704545857018
2025-03-19,80.30525961248692,5.389019872010778,3.995674602471149,3.513499140238606,2.0527911222988426,1.8967931786353724,1.8223396146141708,1.0246228572441545
2025-03-20,80.30810686238011,5.389210941516424,3.9958162704532967,3.5136237125281427,2.0493183711819034,1.896860430073215,1.8224042262759488,1.0246591855909517
2025-03-25,80.30810686238011,5.389210941516424,3.9958162704532967,3.5100781790139877,2.0528639046960593,1.896860430073215,1.8224042262759488,1.0246591855909517
2025-03-26,80.28493870092082,5.39360928268545,3.999077408938488,3.509394460905204,2.0651846069229816,1.8984085304188918,1.8238915600660006,1.0254954491421677
2025-03-27,80.26784922394678,5.392461197339246,3.9982261640798225,3.508647450110865,2.086031042128603,1.8980044345898006,1.8235033259423505,1.0252771618625276
2025-03-31,80.27069696485907,5.392652510953826,3.998368013055895,3.508771929824561,2.0825572525854574,1.8980717719475637,1.823568020151491,1.0253135366221418
2025-04-02,80.27639305291916,5.393035178910394,3.9986517412052724,3.5090209157515657,2.0756089339885397,1.8982064609980662,1.8236974223420674,1.0253862938849367
2025-04-03,80.28493870092082,5.39360928268545,3.999077408938488,3.509394460905204,2.0651846069229816,1.8984085304188918,1.8238915600660006,1.0254954491421677
2025-04-09,80.19387881687845,5.387491803569213,3.9945416201463835,3.505414074822337,2.1762631364417744,1.896255338756269,1.8218228862069574,1.02433232317862
2025-04-11,80.04917829786481,5.3813087088043305,3.9873339347945307,3.4990889631870368,2.257248491924499,1.8928337667391957,1.8185356188858817,1.1144722177997133
2025-04-14,80.10869757643351,5.381769256643121,3.990298652787367,3.5016906544868736,2.18811407934569,1.8942411528316252,1.8198877617858977,1.11530086568591
2025-04-15,80.10586131813272,5.381578714439979,3.990157375772274,3.501566676698118,2.191577121209439,1.8941740869903876,1.8198233284356249,1.1152613783214431
2025-04-16,80.11153403558467,5.3819598123395584,3.9904399398070285,3.5018146410551476,2.184650792245729,1.8943082234221476,1.819952199699035,1.115340355846685
2025-04-17,80.09168303863785,5.380626205773553,3.9894511407281543,3.5009469194145026,2.2088886528965115,1.8938388290058232,1.8195012301102673,1.1150639834333351
2025-04-22,80.03502007463874,5.376819540494172,3.986628698774297,3.4984700825978527,2.2639240170501775,1.892498983002883,1.8182139761934242,1.128424627248448
2025-04-23,80.03785131860552,5.377009745830164,3.9867697260201282,3.498593841201337,2.260466597095707,1.8925659302757487,1.8182782956294108,1.1284645453419884
2025-04-25,80.04068276289024,5.377199964623684,3.986910763244008,3.4987176085610687,2.2570089325196783,1.89263288228531,1.818342619616167,1.1285044662598391
2025-04-28,80.04634625249862,5.377580442589022,3.9871928676301494,3.4989651695529886,2.2500928693990905,1.8927668005165308,1.818471281243919,1.1285843165696698
2025-04-29,80.04917829786481,5.377770701763696,3.9873339347945307,3.4990889631870368,2.246634470802597,1.8928337667391957,1.8185356188858817,1.1286242459622495
2025-04-30,79.93887681735474,5.370360556114968,3.981839701803664,3.4942674934195415,2.381330930803611,1.8902255904746763,1.8160298196336144,1.1270690903951808
2025-05-02,79.9417012631393,5.370550304743397,3.981980390424874,3.4943909548626446,2.377881812560728,1.8902923769984985,1.816093984630333,1.1271089126402263
