date,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,HALCYON SECURITIES LTD,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,CORE PACIFIC - YAMAICHI INTERNATIONAL,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,DBS BANK (HONG KONG) LTD
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.787637514271278,68.21236248572872,0.0
2024-03-12,0.0,79.75656666894409,0.0,0.0,0.0,0.0,0.0,6.434909207719226,13.80852412333669,0.0
2024-03-21,0.0,79.75657871196795,0.0,0.0,0.0,0.0,0.0,6.434905379526453,13.808515908505592,0.0
2024-04-03,0.0,79.6195715949256,0.0,0.0,0.0,0.0,0.0,6.478456705260626,13.901971699813764,0.0
2024-04-05,0.0,79.62567305882766,0.0,0.0,0.0,0.0,0.0,6.47651719403238,13.897809747139963,0.0
2024-04-08,0.0,47.672329000097456,0.0,0.0,0.0,0.0,40.12944924826316,3.8775265135981187,8.320695238041262,0.0
2024-04-19,0.0,47.672652034933186,0.0,0.0,0.0,0.0,40.124015636880934,3.8825744509498996,8.32075787723598,0.0
2024-04-24,0.0,47.67231024170803,0.0,0.0,0.0,0.0,40.123727964260986,3.8832635731923073,8.320698220838672,0.0
2024-05-03,0.0,39.390898549881435,0.0,0.0,0.0,4.554059242508488,33.147140194701755,3.2110153832331476,6.87392135370901,12.822965275966164
2024-05-06,0.0,39.39229846433572,0.0,0.0,0.0,4.554221089371442,33.1483182120201,3.2057986446244913,6.875942597892464,12.823420991755787
2024-05-08,0.0,39.392461794170266,0.0,0.0,0.0,4.554239972254798,33.14845565282808,3.2058119366278186,6.8755564834111675,12.823474160707857
2024-05-13,0.0,39.389933038279274,0.0,0.0,0.0,4.5518942986464515,33.13138245113999,3.2367215775947074,6.872015209458962,12.818053424880615
2024-05-16,0.0,39.390282832618055,0.0,0.0,0.0,4.551934720823734,33.13167666768527,3.2367503206464656,6.871188205213223,12.818167253013248
2024-05-17,0.0,39.37629590313962,0.0,0.0,0.0,4.550318393512727,33.119912080286326,3.2717013847033254,6.868156534318713,12.813615704039288
2024-05-20,0.0,39.36895631904802,0.0,0.0,0.0,4.551180291872199,33.12618548698432,3.262258424326737,6.875376683271339,12.81604279449739
2024-05-21,0.31330529204750585,39.272557565425885,0.0,0.0,0.0,4.536625817148768,33.014939141236184,3.2341250011795046,6.853389530547584,12.775057652414567
2024-05-22,0.3133126865878278,39.30298660111362,0.0,0.0,0.0,4.536732889271014,33.01571835022148,3.2023390249459314,6.853551282252747,12.775359165607366
2024-05-23,0.2102825982789112,26.378153265649896,0.0,32.88450595096041,0.0,3.044868658345492,22.15879323093782,2.149278339378125,4.5998219439029295,8.574296012546426
2024-05-28,0.21029205036199564,26.379338948622816,0.0,32.88598409078264,0.0,3.045005523458323,22.159789256079147,2.14541464594925,4.599494062474748,8.574681422271075
2024-05-29,0.21029080113929102,26.37977628613109,0.0,32.88578873428714,0.0,3.044987434852363,22.159657617665708,2.1454019012892305,4.599466739556917,8.574630485078256
2024-06-04,0.21029746383189316,26.380612082748705,0.0,32.88683066241775,0.0,3.0450839099009426,22.160359707277216,2.1423015511868657,4.599612465536625,8.574902157099999
2024-06-17,0.2103070421922018,26.382209691636653,0.0,32.88832854978051,0.0,3.0452226034939494,22.161369039039844,2.1423991260019544,4.594871232062568,8.575292715792315
2024-06-20,0.2103054804434889,26.382013776266444,0.0,32.888084319705065,0.0,3.0451999895461146,22.161204467805273,2.1423832164582572,4.594837110360519,8.575971639414837
2024-06-26,0.21030235701564778,26.381621954255145,0.0,32.88759587043599,0.0,3.045154762658022,22.1608753326687,2.1423513980797226,4.596254054613849,8.575844270272926
2024-06-27,0.2103015241172258,26.381517470351085,0.0,32.88746561974792,0.0,3.045142702381417,22.160787564950088,2.142738961406418,4.596235851238465,8.575810305807376
2024-06-28,0.21030235701564778,26.381621954255145,0.0,32.88759587043599,0.0,3.045154762658022,22.1608753326687,2.1423513980797226,4.596254054613849,8.575844270272926
2024-07-02,0.21029402832829866,26.380577152455793,0.0,32.88629340998069,0.0,3.045034164190617,22.15999768676569,2.1462268932072615,4.596072027348243,8.575504637723414
2024-07-08,0.2102823692742253,26.379114568958045,0.0,32.8844701386487,0.0,3.044865342383085,22.158769099281063,2.1516520707123177,4.595817213396949,8.575029197345613
2024-07-11,0.2102832020209285,26.37921903382957,0.0,32.88460036561061,0.0,3.0448774004628203,22.158856851012118,2.151264577983221,4.5958354134564505,8.575063155624276
2024-07-16,0.21029402832829866,26.380577152455793,0.0,32.88629340998069,0.0,3.045034164190617,22.15999768676569,2.1462268932072615,4.596072027348243,8.575504637723414
2024-07-18,0.21029486116734747,26.380681628911717,0.0,32.886423651383836,0.0,3.045046223607506,22.16008544822778,2.1458393575080112,4.596090229426,8.575538599767805
2024-07-22,0.18502584301857453,35.22677459425028,0.0,28.934792919742904,0.0,2.679153648481957,19.497330884177728,1.8879954265235463,4.043824297790404,7.54510238601461
2024-07-23,0.18502600419838813,35.226805281017434,0.0,28.934382565162004,0.0,2.679155982347749,19.497347868703272,1.8883455194139847,4.043827820448839,7.545108958708329
2024-07-24,0.1850350307161505,35.22852382531049,0.0,28.935794132791635,0.0,2.6792866853220016,19.498299049363627,1.8835591295456988,4.044025099116815,7.545477047833582
2024-08-02,0.1850337411596918,35.22897523429568,0.0,28.93559247184091,0.0,2.6792680126877637,19.49816316073013,1.8835460025403337,4.043996915271488,7.545424461473997
2024-08-12,0.1850336697510281,35.22900023088439,0.0,28.9355813049479,0.0,2.679266978698248,19.498155635952394,1.8835452756377582,4.043995354602532,7.545421549525753
2024-08-14,0.18501755182420024,35.23638446951102,0.0,28.93306078215428,0.0,2.6790335929086613,19.496457189144085,1.8833812036341575,4.0419009284459495,7.544764282377649
2024-08-15,0.18571247517942316,35.23636457718437,0.0,28.93275834892732,0.0,2.6790055893462053,19.49625339541115,1.8833615169145494,4.041858679022356,7.544685418014635
2024-08-16,0.1857098869135497,35.23726718486996,0.0,28.932355114459696,0.0,2.6789682521735947,19.495981677061184,1.8833352685952753,4.041802347831496,7.5445802680952525
2024-08-19,0.14576775892299013,27.658503020359927,0.0,22.709639403109197,21.507809117967494,2.102780874165148,15.302823152284944,1.4782711139744433,3.1724992139343695,5.921906345281485
2024-08-20,0.14576775892299013,27.658503020359927,0.0,22.709639403109197,21.507809117967494,2.102780874165148,15.118821918646658,1.6622723476127303,3.1724992139343695,5.921906345281485
2024-08-22,0.14576696162005126,27.6583517372099,0.0,22.70951518865759,21.507691477142497,2.1027693726274754,15.118739223534675,1.6622632555155634,3.1724818613801045,5.922420922312144
2024-08-23,0.14577334028778832,27.65272465005031,0.0,22.71050894231924,21.508632639777694,2.1028613884519562,15.119400809761332,1.6647974586100118,3.1726206871295783,5.922680083612087
2024-08-26,0.14606161672211856,27.581945353644578,0.0,22.71280733080519,21.510809393884497,2.1030742058932144,15.120930949698923,1.72732932925743,3.17294176821482,5.924100051879226
2024-08-27,0.14610077949690606,27.56143387299514,0.0,22.718897202862273,21.51657698021344,2.10363809271944,15.124985249703608,1.727792469478822,3.173792513309056,5.926782839221318
2024-08-28,0.14603405552460916,27.46133556949576,0.0,22.70852152196036,21.50675039686942,2.287270974366839,15.118077695204118,1.6755906510091543,3.172343047779417,5.924076087790314
2024-08-29,0.14603804925655556,27.432550795465698,0.0,22.7091425534556,21.507338562388863,2.2873335265374792,15.118491143626425,1.7024374652903247,3.1724298048562463,5.924238099122806
2024-08-30,0.14604763510452373,27.68728209262084,0.0,22.7106331676422,21.508750290898718,2.2940476043634113,14.853424993449051,1.7025492122412094,3.172638041202554,5.9246269624774905
2024-09-02,0.13766799970496252,26.07446171041922,0.0,21.4075869012523,20.274663308189645,2.1686115560790213,14.001194241538863,7.359225321438119,2.9906046243585998,5.585984337019266
