date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,35.58708959376739,0.0,63.4112409571508,1.001669449081803,0.0
2024-03-04,0.0,0.0,0.0,93.0689492260234,0.0,3.554456271016869,0.0,2.868021009921352,0.5085734930383792,0.0
2024-03-05,0.0,0.0,0.0,95.88611981260222,0.0,3.5511324259141186,0.0,0.27998780251157374,0.2827599589720844,0.0
2024-03-06,0.0,0.0,0.0,88.02969759755315,5.870455330274777,3.1596862512949535,0.0,2.429579201815401,0.5105816190617137,0.0
2024-03-07,0.0,0.0,0.0,88.02969759755315,5.870455330274777,3.17941887425386,0.0,2.4098465788564947,0.5105816190617137,0.0
2024-03-11,0.0,0.0,0.0,86.11657303370787,5.571161048689138,3.02434456928839,0.0,4.967228464419476,0.32069288389513106,0.0
2024-03-12,69.81052376673964,0.0,0.0,26.065881206891095,1.6373300238169604,0.8888362986434927,0.0,1.4598379456048698,0.13759075830394624,0.0
2024-03-13,70.86205740717982,0.0,0.0,26.458503256946848,1.6619926034345984,0.9022245561502107,0.0,0.06145182735388431,0.05377034893464878,0.0
2024-03-14,70.70180230143889,0.0,0.0,26.398406996285033,1.6582176529113561,0.8862406951694308,0.0,0.2877495338875589,0.06758282030773174,0.0
2024-03-15,70.90533806237754,0.0,0.0,26.47440251097714,1.662991316110892,0.8887919975180902,0.0,0.0006987358471054169,0.06777737716922544,0.0
2024-03-18,70.85286018310087,0.0,0.0,26.454808492573743,1.6617605165701261,0.8811520050048316,0.0,0.11730074234612656,0.03211806040429656,0.0
2024-03-19,50.58745153269187,27.62721785720199,0.0,18.451422632978908,1.1590273131117157,0.6145766677088172,0.0,1.0095225294456245,0.5507814668610717,0.0
2024-03-20,51.08751781546279,27.90031799801903,0.0,18.092838110188822,1.1704845117358285,0.6206518713489981,0.0,0.473603607059497,0.6545860861850369,0.0
2024-03-21,51.08148856256878,27.897025254894555,0.0,18.09070282741915,1.170346373352295,0.6323804353491812,0.0,0.47354771325136974,0.6545088331646657,0.0
2024-03-22,39.44378501404549,43.88730802791327,0.0,13.969165996477805,0.9037107578791806,0.4883075775767338,0.0,0.36566111757884495,0.9420615085286753,0.0
2024-03-25,39.661702650818064,44.129775084417794,0.0,13.626353319211521,0.9087035473037467,0.49100536211454554,0.0,0.19090410657641738,0.9915559295579119,0.0
2024-03-26,39.661702650818064,44.129775084417794,0.0,13.626353319211521,0.9087035473037467,0.49100536211454554,0.0,0.2787199956015694,0.9037400405327599,0.0
2024-03-27,39.66124836110701,44.12926961689039,0.0,13.45056747504721,0.9086931389086367,0.4890907188831779,0.0,0.45740100017333896,0.9037296889902281,0.0
2024-03-28,39.66124836110701,44.12926961689039,0.0,13.030583251181874,0.9086931389086367,0.4890907188831779,0.0,0.8025516714226698,0.9785632416062334,0.0
2024-04-02,33.038732934157636,53.999082739796435,0.0,10.854775827840056,0.768730205276727,0.40742382828278334,0.0,0.6567761166307162,0.2744783480156456,0.0
2024-04-03,33.05555431805931,54.026575903741744,0.0,10.656645917036697,0.7691215975836153,0.4076312645861031,0.0,0.8098529027100956,0.27461809628244105,0.0
2024-04-05,33.29297184481702,54.41461526036044,0.0,10.73318598932867,0.7746457205711546,0.4105590269142114,0.0,0.09743165041523831,0.27659050759325876,0.0
