date,HANG SENG SECURITIES LTD,CHEER UNION SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,25.757157919918633,0.0,17.453937134783825,16.3200325387194,13.993466397616752,12.491749668351384,9.608389342091183,0.0,4.3752669985188275
2024-03-04,25.769166615116383,0.0,17.46339506010452,16.284085764496933,14.003909274224249,12.49558716461824,9.611341062963735,0.0,4.372515058475938
2024-03-05,22.907371347232345,0.0,15.522176829650391,14.47929747110995,12.454166596422857,11.10788950441684,8.54395340612449,11.103681247800974,3.881463597242151
2024-03-06,22.908205468860917,0.0,15.522742035636702,14.47982470293433,12.454620087553131,11.101011412974472,8.547905795851541,11.104085563972617,3.8816049322162907
2024-03-07,22.91169466717857,0.0,15.522051798291727,14.489983145834398,12.457347941709196,11.101819909764684,8.548528347630102,11.086686556546084,3.8818876330452348
2024-03-08,22.90460497324165,0.0,15.540911445101738,14.498240895030454,12.289674348884706,11.265843876198531,8.54588312865018,11.074154894068,3.8806864388247457
2024-03-11,22.912946245264866,0.0,15.55021279259642,14.503520784000592,12.297791678883202,11.26994660874739,8.525323981430454,11.087292179750538,3.8529657293265354
2024-03-12,23.021611857252864,0.0,15.619777953767326,14.580598188203997,12.349062904461235,10.829943061887004,8.568479408216376,11.145246450294199,3.885280175916995
2024-03-13,23.012476741892172,0.0,15.647166833403062,14.580789427759889,12.351614580251509,10.827367105165271,8.581078586322741,11.133447225653128,3.866059499552229
2024-03-14,22.99460092076475,0.0,15.665750005296946,14.577396835159806,12.351840576231616,10.8275652121759,8.579405905507533,11.133650932974255,3.869789611889194
2024-03-15,22.996283961536122,0.0,15.666896626456579,14.60225147846847,12.356404286218218,10.822868247678953,8.574544391785023,11.152764053606894,3.8279869542497367
2024-03-18,23.014522804021105,0.0,15.60855541326742,14.616158859934664,12.371835821348766,10.833176093527298,8.569889952649296,11.154228274541397,3.8316327807100516
2024-03-19,23.012124120805343,0.0,15.60574977249804,14.637110332946524,12.374347318206052,10.83010804589288,8.564865872478672,11.154841198851164,3.8208533383213235
2024-03-20,22.920350582209924,0.0,15.516147832585169,14.578736781551866,12.328646503082604,11.216736301891055,8.530708745366626,11.101233314993648,3.8074399383191078
2024-03-21,22.909483842500038,0.0,15.517908967246266,14.586412837086336,12.326448374093136,11.209594853250017,8.526664261354732,11.09779361803615,3.825693246433325
2024-03-22,22.90526638585004,0.0,15.500521967628488,14.594505208862365,12.33259351295429,11.208384511010449,8.527130736852417,11.098400754501535,3.8331969223404148
2024-03-25,22.90651955236169,0.0,15.492251539900604,14.595303686595553,12.33691562934598,11.207174036333182,8.529420958273606,11.099007957400822,3.8334066397885653
2024-03-26,22.912787442336775,0.0,15.465479374259171,14.599297386181883,12.342115562172594,11.210240645105012,8.535403243715917,11.102044968787494,3.83263137744115
2024-03-27,22.92449668588123,0.0,15.473382780380346,14.610408394966932,12.352073071333558,11.214144347838086,8.539765136199854,11.109543631957914,3.7761859514420815
2024-03-28,22.93137866379626,0.0,15.473100376783112,14.610141741453193,12.351847634535531,11.212114586481238,8.541434370374189,11.1093408724754,3.770641754101084
2024-04-02,22.918829966232003,0.0,15.49381856473201,14.609443035858735,12.348736543065202,11.20597900095608,8.551353009009164,11.103261527626982,3.7685783525198238
2024-04-03,22.90880089233558,0.0,15.53262100567384,14.604873370825889,12.346979438729,11.197428773585198,8.547611013830172,11.098402840228193,3.763282664792124
2024-04-05,22.925102597793913,0.0,15.549147664956644,14.624389039492847,12.357590036290066,11.207221360791175,8.557342606840978,11.106300368126295,3.672906325708078
