date,CHINA SECURITIES DEPOSITORY AND CLEARING,FIRST SHANGHAI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2025-04-08,0.0,10.40826145937808,0.0,36.696221606493175,7.614616317410238,10.249064363928655,8.168160063871944,16.28127269794771,3.9113118020510873,6.671091688919113
2025-04-09,7.733503016302211,18.456898931125725,1.9622148394420804,27.283431051647767,13.223053287976807,6.79039029609034,5.946347499466173,11.385978673886871,2.6818903097722733,4.536292094289751
2025-04-10,10.060761560228322,18.054906943784516,3.1560066526275077,27.234563827888824,12.911399329310102,6.39756639335529,5.441180025047153,9.791278613753393,2.621101781005158,4.331234872999736
2025-04-11,12.387776451440281,17.70099260780299,4.328181700407823,24.7690720042211,12.726773890095478,6.672216385782415,5.944827750740898,9.300405825984459,2.573717378778594,3.5960360047459643
2025-04-14,15.28918700280719,17.245738118971023,8.301519901989156,21.482850647693564,12.351168476660385,6.009708563958834,5.206938335136216,8.327305737414923,2.5097693795573863,3.275813835811322
2025-04-15,18.63794239542616,16.76710914710788,9.254711177658985,19.44252382201118,12.050867576591722,6.663281072550889,3.855072749133336,7.686610265921861,2.441986452878019,3.19989534071997
2025-04-16,19.749119878321427,16.439655959718866,10.975363542386617,18.12987076163256,11.842792217952267,5.91176498501707,3.6535104230688105,7.775234221560037,2.4058361987020516,3.1168518116402955
2025-04-17,22.99682359962814,16.313196160704184,11.789219053738613,16.145524066031626,11.76359590928454,5.878859010844646,3.2748230887808463,6.9438356160648,2.3935515662720737,2.500571928650533
2025-04-22,23.71381408752561,16.08687720775455,12.409565951380989,15.470241195767251,11.60360080911419,5.995958820233124,2.6305425547638395,6.818861021628464,2.3700193286786075,2.900519023153374
2025-04-23,26.685498803314655,15.970203056731583,11.93782215802294,14.76644395513382,11.507851387410382,6.169215059877261,2.010707504419005,5.789595239119376,2.3571793642127328,2.805483471758244
2025-04-24,27.070251314686367,15.976776763104564,12.567831980914038,13.870202277654684,11.552294082251636,6.689114586420778,1.8309353448191628,5.14379869172403,2.390345730110869,2.9084492283138754
2025-04-25,29.268473214005446,15.803736912076186,14.715081262316158,12.114927378331277,11.452472580909022,6.465732969307885,2.46456107166703,3.022629376408263,2.333207048676629,2.359178186302108
2025-04-28,30.26643521789153,15.971075631269807,13.33431009426155,11.707930484629514,11.615263508467393,6.9893062592091715,2.3466483660658417,2.735625113537735,2.397513271299679,2.6358920533677814
2025-04-29,30.681648742053362,15.974977296219286,13.398604909016326,11.670747013409654,11.61504336791412,6.866929773383884,2.2204695241593098,2.684809153780569,2.3815707291735975,2.5051994908898907
2025-04-30,29.76635121993153,16.04660385493517,13.647334458650324,12.31051877535347,11.665027152138304,6.656056091487468,2.2034718095024957,3.0510251257884495,2.390578183453619,2.263033328759171
2025-05-02,28.89217504665018,16.026661181115525,13.566021698738224,13.12115859428857,11.652252695973083,6.3447118911862015,2.9264402600592687,2.817886220049306,2.392471574591516,2.260220837348127
