date,CHINA SECURITIES DEPOSITORY AND CLEARING,FIRST SHANGHAI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2025-03-10,0.0,10.112265722506052,0.0,34.72555481408507,7.271297811263019,6.925108939091553,18.371918709142175,10.286839598216451,0.1396591005683186,12.167355305127359
2025-03-11,0.0,11.956305643243498,0.0,23.10219514584521,8.597268054479382,8.187949304403453,21.722162111548087,11.882838175281151,0.16512688037251083,14.386154684826705
2025-03-12,0.0,12.2080934977035,0.0,30.23208106869637,8.803874097369922,8.957532612923526,13.804691677752965,13.9047633738128,3.8753613657982457,8.213602305942667
2025-03-13,0.0,12.593872751736527,0.0,31.196469643350465,9.118996301774141,9.075306749206044,13.86250181752147,14.4683545809218,4.00747605630629,5.677022099183264
2025-03-14,0.0,12.588821821920181,0.0,30.962883644114964,9.185422799537903,8.937269330315353,13.212189358628423,15.560499715122692,3.9796505008096505,5.573262829550831
2025-03-17,0.0,12.626423216182218,0.0,31.696286489555487,9.21451999535333,8.740694081498873,12.58082779901267,15.547618220009923,4.003720659879767,5.589909538507739
2025-03-18,0.0,12.7289089569601,0.0,31.789522173893364,9.31760228845373,9.113628104091385,12.193816621065674,15.262122776415518,4.006866671009175,5.587532408111055
2025-03-19,0.0,12.701253835274517,0.0,32.4219443261088,9.326642045819364,9.313587865923036,11.785961167532506,14.897152917988867,3.990422281044676,5.5630355603082275
2025-03-20,0.0,12.672476015384781,0.0,32.99706494921034,9.34830481771394,10.215892928104706,11.543390205925233,14.06328933949547,4.085157311499815,5.074424432665716
2025-03-21,0.0,12.45994451761166,0.0,32.21089775109952,9.28574851032502,10.878683697006476,11.323455546772252,14.126164225610404,3.998215323188465,5.7168904283862
2025-03-24,0.0,12.880362893170409,0.0,33.15064270238134,9.588884009835208,10.937187529741145,11.681657333217682,11.724811170081402,4.1272427082241565,5.909211653348658
2025-03-25,0.0,13.029341405727676,0.0,32.96899674155676,9.666240182493025,10.759270613385818,11.320538595309232,12.249359177586364,4.111395939850512,5.894857344090613
2025-03-26,0.0,13.014008265968691,0.0,33.17646045795797,9.637234449252299,10.898914482752955,11.22131535768323,12.053275415272939,4.110871390512657,5.887920180599257
2025-03-27,0.0,13.033996558790667,0.0,33.064355787357805,9.653637443778068,10.904036221983771,11.243564296448072,12.09245955999061,4.115742069627777,5.892208062023227
2025-03-28,0.0,12.958297371731858,0.0,32.93409056140079,9.59485736232161,10.956817473045675,11.37566430597447,12.247016613607222,4.081739666573206,5.851516645345176
2025-03-31,0.0,12.722572937750313,0.0,32.27511848583751,9.399262811747755,10.960174086379443,11.215415545310393,13.654207421018153,4.014262771195023,5.758985940761411
2025-04-01,0.0,12.904651260233141,0.0,32.14699860197156,9.496469556291256,11.462445723822508,11.075415747208115,13.026127002358539,4.087461098065913,5.800431010048962
2025-04-02,0.0,12.383198892383708,0.0,31.89963796905048,9.246206608902598,11.381085886223499,11.088855354995323,14.462757399969739,3.878723274339671,5.659534614134982
2025-04-03,0.0,12.220500879740005,0.0,30.11737720714048,8.955800724549155,11.650590326688214,10.715301640045816,15.032664640340101,4.323201656948565,6.9845629245476655
2025-04-07,0.0,11.470729130990803,0.0,34.02749820655392,8.378694901391883,11.236010717907345,8.735663050062591,15.261386656427584,4.312070581972793,6.577946754693083
