date,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,RIFA SECURITIES LTD,CS WEALTH SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,VALUABLE CAPITAL LTD
2024-11-21,79.91484591120046,5.880870839575835,3.0242723772271005,2.718980541918524,2.836327190580452,2.017166864925996,1.2588314946781107,1.343177979150854,0.3212062663411699,0.6843205344015014
2024-11-22,79.92692983151873,5.881760085795574,3.024729677319599,2.719391678846098,2.8075752028257397,2.0174718806384897,1.2587565619085683,1.3433810810337177,0.3355799896342127,0.6844240104792638
2024-11-25,79.99504869441527,5.914501398604143,3.0279105314632013,2.7222514346631534,2.7266108610168196,2.0302158702632593,1.2239641851880279,1.3447938020811832,0.33593289092272843,0.6787703313822085
2024-11-26,80.02225015126906,5.932609111035696,3.0290205834354826,2.723249429994486,2.7084831538929532,2.0309601607921652,1.1643744270476863,1.345286812358997,0.3679348805523718,0.6758312896211075
2024-11-27,79.97402251401589,5.985849984415069,3.0271950598385557,2.721608187897302,2.710302270126019,2.0297361460996868,1.1636726843775118,1.3444760378023546,0.36771313435155234,0.6754239810760644
2024-11-28,79.94833901529107,5.986581756405004,3.0262228821486628,2.7207341488252887,2.738892547764517,2.029084300361767,1.1632989732027355,1.3440442619891972,0.367595044007709,0.6752070700040518
2024-11-29,79.892164776789,6.0132441963290075,3.023614749412319,2.718389299791763,2.74077497447045,2.027335545760845,1.1652134019398115,1.342885905194175,0.40175200362740426,0.6746251466852254
2024-12-02,79.85531808422746,6.014446764083447,3.022220242161109,2.7171355641460733,2.752498880742124,2.026400527792782,1.164410938766335,1.3422665590513818,0.4307233725233996,0.6745790665058782
2024-12-03,79.81702510243744,6.011562659355804,3.020770998360258,2.7158326174522895,2.7660152485192433,2.025428808934581,1.1638525693559563,1.3416229026220265,0.4636335070277541,0.674255585934648
2024-12-05,79.81723656498207,6.011578586037305,3.0207790014137577,2.7158398126199286,2.7660225766378015,2.024904306717893,1.1638556527986876,1.3416264570390517,0.4641646036201459,0.6739924381333625
2024-12-06,79.71354306775314,6.003768723978935,3.0168545967050413,2.7123115655870356,2.8050281171007168,2.0222736793226863,1.162343645266203,1.3398835009396886,0.5508762734906065,0.6731168298559573
2024-12-09,79.6973059960435,6.002545799748652,3.0162400852614515,2.711759087354424,2.7758868593688724,2.021861756812609,1.1594615237415316,1.339610576369408,0.6031422026307761,0.6721861126687729
2024-12-11,79.71375398233401,6.034741715313554,3.0168625790201955,2.7123187421098076,2.6679775828006935,2.022279030069738,1.1597008142295666,1.3398870461461385,0.6567139906269186,0.6757645173493756
2024-12-12,79.76168257557944,6.032514504435636,3.018395966567397,2.7136973384741614,2.6508028824733763,2.023306898393353,1.09993292765195,1.3405680735570338,0.6829908431629437,0.6761079897047125
2024-12-13,79.7859721304766,6.039647680611727,3.01931514846231,2.7145237315284287,2.6473732305103908,2.023923049186508,1.1002678864989388,1.3409763122095368,0.7361599818211912,0.591840848694375
2024-12-16,79.78829625442594,5.98156465066102,3.019403099545187,2.7146028041955543,2.651422549055939,2.0239820050142643,1.0989758694187444,1.3410153741533788,0.7888793048189011,0.5918580887110588
2024-12-17,79.75957113927159,5.979411187791658,3.0183160641552425,2.713625501986966,2.6374968046536895,2.023253337792457,1.0985802198074248,1.3405325862903128,0.8375681483061908,0.5916450099444805
2024-12-19,79.7806905341013,5.954515643484121,3.019115278691746,2.714344038052016,2.6381951827365198,2.02378907144136,1.0988711109078009,1.340887543527013,0.8377899264848871,0.5918016705732374
2024-12-20,79.72995130395685,5.95230910162365,3.0179964968053783,2.713338194067,2.6583927647745207,2.023039123742796,1.0984639064850308,1.3403906560096859,0.8745360836208533,0.5915823689142274
2024-12-23,79.73163963799729,5.950317580051511,3.0180604048617123,2.713395650783846,2.6584490579858446,2.0230819629238295,1.0984871671791008,1.3404190396614377,0.874554602496325,0.5915948960591061
2024-12-27,79.73163963799729,5.950317580051511,3.0180604048617123,2.713395650783846,2.656596188065302,2.0230819629238295,1.0984871671791008,1.3404190396614377,0.8764074724168682,0.5915948960591061
2024-12-30,79.73185068477991,5.9487451519066985,3.0180683935590618,2.7134028330445488,2.6579267019977424,2.0230873179490265,1.098490074835126,1.3404225877024285,0.8764097922359283,0.5915964619895197
2025-01-02,79.7544391479163,5.950430463478141,3.0189234286054765,2.7141715546952065,2.683303446556236,2.0236604694927407,0.9399384468996177,1.3408023366477928,0.9825666412519666,0.5917640644565199
2025-01-03,79.75422798153551,5.950414708482199,3.01891543538101,2.7141643683643863,2.6832963419551197,2.0236551114329027,0.9399359582180833,1.3407987865961617,0.9828288103959226,0.5917624976387087
2025-01-06,79.9559780785033,5.9649362802456345,3.0265522277773544,2.721030247934192,2.437650250254885,2.028774245869957,0.9423136650245227,1.3441905351223051,0.9853150210059235,0.5932594482619178
2025-01-07,79.95385577960549,5.964777950899945,3.0264718929654797,2.720958022696819,2.4359929463297387,2.0287203954206303,0.9422886528703257,1.3441548558127687,0.9895358022255138,0.5932437011732895
2025-01-13,79.94451900276864,5.96408140162079,3.026118470452055,2.7206402771973353,2.4208459423151116,2.028483487401477,0.942178615164427,1.3439978893500446,1.0159604898167398,0.5931744239133787
2025-01-14,79.94494335440818,5.961989828737718,3.026134533321035,2.7206547185646315,2.4208587923510807,2.0284942547474363,0.9421836163207922,1.3440050233939416,1.0175583056264557,0.5931775725287242
2025-01-16,79.94494335440818,5.961989828737718,3.026134533321035,2.7206547185646315,2.4208587923510807,2.0019538711891043,0.9421836163207922,1.3440050233939416,1.0440986891847879,0.5931775725287242
2025-01-17,79.93624166215962,5.961657556913489,3.025965881701252,2.72050309185402,2.430543268411406,2.0018422988979885,0.9421311068268237,1.3439301197101508,1.0440404997906267,0.5931445137346341
2025-01-20,79.9133368881384,5.959949315241208,3.0250988273680104,2.7197235642299136,2.4128667932991466,2.001268694929014,0.9413305244256884,1.343545032607578,1.0880486134920373,0.5948317462689948
2025-01-24,79.91354890917253,5.959965127803495,3.0251068533697594,2.719730780029241,2.4126078812613776,2.001274004569116,0.9413330219045701,1.3435485972166694,1.0880515002341156,0.5948333244391336
2025-01-27,79.91376093133168,5.959980940449688,3.0251148794140974,2.7197379958668577,2.4123489678497463,2.001279314237393,0.9413355193967039,1.3435521618446755,1.0880543869915116,0.5948349026176466
2025-02-05,79.9111077872522,5.959980940449688,3.0251148794140974,2.7197379958668577,2.415267426337166,2.001279314237393,0.9410702049887566,1.3435521618446755,1.0880543869915116,0.5948349026176466
2025-02-06,79.90368153929722,5.959822817763452,3.0250346208871512,2.7196658392136634,2.4234278759503183,2.0012262188224508,0.940779930333787,1.3435165164157634,1.0880255201068416,0.5948191212093488
2025-02-10,79.93337121667071,5.936823734031008,3.026158627944243,2.7206763809030376,2.4413143257165735,1.9488886213478969,0.9411294943597865,1.3440157246017932,1.1160320146031875,0.5915898598217609
2025-02-11,79.92997699404995,5.936306243123724,3.0260301277207113,2.7205608524175595,2.4457223693632244,1.948805865400747,0.9410895310382077,1.343958653462347,1.1159846243698992,0.5915647390536279
2025-02-12,79.88028208345371,5.951019702374935,3.0263594313932995,2.720856913805711,2.4794318903848684,1.9490179415868887,0.9411919438449956,1.3441049079613812,1.1161060699007914,0.5916291152934279
2025-02-13,79.88070612788165,5.951051293359338,3.0263754968204664,2.720871357472952,2.4794450524475224,1.949028287947424,0.9411969401618465,1.3441120431414524,1.116111994749172,0.5911014060181703
2025-02-14,79.87985804352778,5.9509881117259305,3.0263433661366976,2.7208424702918164,2.480480417066107,1.9490075953361996,0.9411869475811901,1.3440977728570633,1.1161001451153143,0.5910951303619038
2025-02-17,79.88134220296506,5.951098680464827,3.0263995952810316,2.720893023261345,2.478668514555859,1.9490438076941927,0.9412044347365845,1.3441227460535996,1.1161208821396893,0.5911061128478211
2025-02-18,79.86692698807741,5.952678549861774,3.0258534577312766,2.720402016769279,2.4737097732460662,1.948692087448407,0.9609380258239741,1.3438801885591287,1.1159194693702876,0.5909994431123973
2025-02-20,79.83954155956584,5.952615361853441,3.0258213381313523,2.720373139553104,2.5012826568641167,1.9486714019753333,0.9609278254142805,1.3438659231974361,1.1159076238240953,0.5909931696209894
2025-02-21,79.84430180672601,5.953247302310151,3.026142564819472,2.7206619393057716,2.4946476795338697,1.9488782764701365,0.9610298392572627,1.344008590444291,1.1160260906039186,0.5910559105291145
2025-02-24,79.84377099764606,5.953247302310151,3.026142564819472,2.7206619393057716,2.4946476795338697,1.9494090855500907,0.9610298392572627,1.344008590444291,1.1160260906039186,0.5910559105291145
2025-02-25,79.8192970163262,5.994869444792192,3.025315544364724,2.71991840425213,2.464779391586597,1.9488763277061067,0.9607671975218967,1.3595612041154927,1.1157210896381042,0.5908943796965656
2025-02-26,79.8192970163262,5.987440148594839,3.025315544364724,2.71991840425213,2.4642487275725005,1.9488763277061067,0.9607671975218967,1.3675211643269416,1.1157210896381042,0.5908943796965656
2025-02-27,79.81760276314708,5.987313058531588,3.025251328684175,2.7198606709648727,2.4641964211579253,1.9488349606427857,0.9607468041716715,1.3696147481729268,1.115697407219519,0.5908818373074599
2025-02-28,75.20700000000001,5.6409605,2.8505,2.5627500000000003,2.3216040000000002,1.836262,0.90525,1.29125,1.05125,0.5567500000000001
2025-03-03,79.80608186866077,5.985321387244236,3.02451304424835,2.7191969142773056,2.470757120817009,1.9483593656051794,0.9605123428541725,1.3700762913122897,1.124444026887279,0.5907376380934113
2025-03-05,79.80608186866077,5.985321387244236,3.02451304424835,2.7191969142773056,2.477653923057884,1.9483593656051794,0.9605123428541725,1.3700762913122897,1.124444026887279,0.5838408358525363
2025-03-06,79.79973152673136,5.98484512232211,3.0242723772271005,2.718980541918524,2.4771915302782688,1.9482043304514263,0.9686583688504974,1.3699672713890523,1.1243545524526994,0.5837943783789553
2025-03-07,79.79951986607215,5.984829248130058,3.0242643556526816,2.7189733300996,2.477184959780069,1.9481991630378899,0.9686557995828446,1.369963637690414,1.1246168100304659,0.5837928299238339
2025-03-11,79.74661630750306,5.8009367522379,2.954855269295384,2.7185623196505992,2.816531339051248,1.9468438668955608,0.9581665848110054,1.3448277751388344,1.1297508030154673,0.5829089824009382
2025-03-12,79.77009836601974,5.8079504427945565,2.9557253511565924,2.719362823075411,2.7767731854516366,1.9527226875498591,0.9584487249801444,1.3452237709311687,1.1300834675935276,0.5836111804473616
2025-03-13,79.76988675421168,5.805282264575999,2.9557175102939324,2.719355609228424,2.7796838674694047,1.952717507423634,0.9584461824351083,1.3452202023604856,1.130080469740814,0.5836096322605144
2025-03-17,79.76991727205174,5.809817200941972,2.9553255201939206,2.718994965671144,2.657303937957198,1.9612115196498672,1.0636201163146315,1.3450417979629665,1.1299305973816283,0.5888370718749331
2025-03-18,79.76928252731189,5.815606246998115,2.95530200409421,2.7189733300996,2.657548033086842,1.9611959139085249,1.0636116528825867,1.3450310952038897,1.1246168100304659,0.588832386383876
2025-03-20,79.76907094797673,5.815590821735855,2.9552941654774716,2.7189661183189338,2.6578062233402533,1.9611907120499341,1.063608831768503,1.3450275276553811,1.124613827106846,0.588830824570094
2025-03-24,79.77139838239633,5.8157605041213705,2.9553803925486792,2.719045450010457,2.654966055220161,1.961247934012186,1.063639864846545,1.3450667717298825,1.1246466401369952,0.588848004977389
2025-03-25,79.75785884911646,5.814773399914975,2.954878778286036,2.7185839486815793,2.671488347087328,1.9609150530271322,1.0634593341345362,1.3448384746624025,1.1244557547956195,0.5887480602939328
2025-03-27,79.75320569599292,5.814434160228768,2.954706387707662,2.7184253437795047,2.67663621692611,1.9613310239986068,1.063397290855118,1.3447600154429684,1.1243901529241147,0.5887137121442299
2025-03-28,79.75320569599292,5.814434160228768,2.954706387707662,2.7184253437795047,2.6798184532079707,1.9613310239986068,1.0602150545732574,1.3447600154429684,1.1243901529241147,0.5887137121442299
2025-03-31,75.18599999999999,5.4814605,2.7855000000000003,2.5627500000000003,2.5288540000000004,1.8490119999999999,0.9995,1.26775,1.06,0.555
2025-04-01,79.7508793230274,5.8142645552289185,2.954620199961334,2.7183460482681414,2.682657248681748,1.9612738126623248,1.0601841284729323,1.3447207892661932,1.1243573548587378,0.5886965395722636
2025-04-02,79.73163907824453,5.81286183874197,2.9539073850510746,2.7176902355195267,2.682010046010488,1.9608006468670107,1.0840537872441076,1.344396369556094,1.1240860987808794,0.5885545139843283
2025-04-03,79.7295253317566,5.815358811522127,2.953829074716144,2.7176181874811696,2.681938943881134,1.960748664548213,1.0840250481524245,1.344360728584237,1.1240562984021227,0.5885389109558283
2025-04-08,79.72973670136204,5.815374228522195,2.953836905562791,2.7176253921131006,2.6819460539244213,1.960753862656064,1.0837628136726518,1.3443642925963841,1.1240592783688954,0.5885404712214499
2025-04-09,79.57847182079753,5.80169512856203,2.948232826015901,2.712469457861156,2.6125587108338366,1.957033880487278,1.3383738677067336,1.3418137372757704,1.1219266902088871,0.5874238802508795
2025-04-10,79.57847182079753,5.80169512856203,2.948232826015901,2.712469457861156,2.610177262670658,1.957033880487278,1.340755315869913,1.3418137372757704,1.1219266902088871,0.5874238802508795
2025-04-11,79.56310326007927,5.819887138723195,2.9476634497240286,2.7119456132759843,2.6096731732249956,1.956655929097514,1.3404963830328176,1.3415546000314618,1.1217100185630837,0.5873104342476524
2025-04-22,79.56541869073975,5.817410888511568,2.9477492320785195,2.712024535813759,2.609484557500537,1.9567128713351165,1.3405353939096982,1.3415936417043772,1.1217426623598028,0.5873275260468779
2025-04-23,79.54816144912276,5.836251475558564,2.9471098837088214,2.7114363146561775,2.610505604023872,1.9562884725529404,1.3402446401680665,1.3413026584354186,1.1214993633930537,0.5872001383803253
2025-04-29,79.55552642914296,5.836791825891335,2.947382742377274,2.7116873534472656,2.6014887811666614,1.9564695958529843,1.3403687269454,1.3414268431695526,1.1216031976018346,0.5872545044047341
2025-04-30,75.18599999999999,5.516210500000001,2.7855000000000003,2.5627500000000003,2.433604,1.8490119999999999,1.2805,1.26775,1.06,0.555
2025-05-02,79.56499769332304,5.837486709073288,2.9477336349154273,2.712010185919767,2.5626435330266517,1.9567025179544943,1.3677780373822257,1.3415865430493745,1.121736726982715,0.5873244183730253
