date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,SHANGHAI COMMERCIAL BANK LTD,DBS BANK LTD
2024-04-03,53.21935625952373,16.974887415250848,5.965357009652812,4.701384286312864,5.43765114394684,3.8408805699307047,5.159099029069333,2.4324269186486585,2.268957367664206
2024-04-05,53.14094863655359,16.97063225330768,5.980846711903673,4.745643957047537,5.430325830022946,3.852808321542317,5.172424627391674,2.435006278650598,2.271363383579993
2024-04-08,53.290654706628814,16.916886819685413,5.957990575832602,4.733224653170908,5.413128166901828,3.8406066044339626,5.156043728888409,2.427294693933799,2.2641700505242697
2024-04-09,53.291436064642696,16.91754914028642,5.955613743306407,4.733409965765975,5.413340098703409,3.8407569697406294,5.156245595462191,2.427389726033833,2.264258696058441
2024-04-10,53.268456552827246,16.923507941535178,5.947267402224638,4.746826767194257,5.415246818020291,3.8421097843379264,5.15806175940168,2.4282447158914517,2.2702782585673305
2024-04-11,53.27408255682495,16.94399108939651,5.935508880302426,4.747602558663911,5.4045610420223555,3.843794863864619,5.149875347678625,2.4293096998940507,2.271273961352556
2024-04-12,53.281116977771546,16.947355273121993,5.937602726803798,4.749277352048578,5.406467588109221,3.845150824505905,5.128174307232646,2.432779760526672,2.272075189879636
2024-04-15,53.13589297571922,17.009695223350715,5.958325057008375,4.760087901122243,5.419136680165593,3.856024963667152,5.142676854364108,2.4396596949875082,2.278500649615079
2024-04-16,53.15896935961633,16.981857836611713,5.961891781553575,4.747205101023304,5.422380640108364,3.8583332262666623,5.145755322153126,2.4437421453486436,2.2798645873182894
2024-04-17,53.39550105536567,16.89988912724169,5.935724069043277,4.7242911019196985,5.396207676757767,3.839709669414436,5.107870661147644,2.431946593200309,2.2688600459095154
2024-04-18,53.60504086696104,16.504048876995714,5.97163724436318,4.74839918804475,5.431244204024636,3.8646401577477043,5.141035072233184,2.4503630765739777,2.2835913130558128
2024-04-19,53.3702249036333,16.59534020410423,6.007172372387291,4.786954748941862,5.425127297586334,3.8871710933996573,5.1727650682051864,2.4575588829787094,2.2976854287634274
2024-04-22,53.38472027804847,16.589711287226322,5.998530719765042,4.793255998438262,5.423287167150042,3.8858526170860754,5.171010535653292,2.456725311957886,2.296906084674604
2024-04-23,53.42003375884927,16.594037276475877,5.99826472216118,4.741470839689892,5.429023777960596,3.8899629699854055,5.168546991731119,2.4593239715067483,2.2993356916399117
2024-04-24,53.50605007771267,16.246199299906447,6.09726754610468,4.777604253959643,5.470396839586808,3.9196072825290766,5.187950631600348,2.4780657870510137,2.3168582815493077
2024-04-25,53.50754781347946,16.25119933476898,6.097311357966781,4.770687192170742,5.471631734931025,3.9164943178183838,5.1891217671265,2.4786251892283744,2.3173812925097548
2024-04-26,53.65239830179469,16.18960334198982,6.099115475994661,4.756505451247546,5.44606587839768,3.9008659231460325,5.173696152837415,2.4712570221565464,2.31049245243561
2024-04-29,53.70729028193575,16.187199366975094,6.0575254476065865,4.75618948977778,5.436404299489015,3.900606799437866,5.173352478545999,2.471092863404098,2.3103389728278096
2024-04-30,53.69232883200262,16.167581435512453,6.064451004473867,4.778715949987735,5.437849184468801,3.901643500879863,5.17472744973644,2.4717496293040004,2.3109530136342245
2024-05-02,53.657032593537615,16.161353168080378,6.0900108847925605,4.775546650648106,5.462322066054245,3.9001404635056582,5.172733979867517,2.470797432602358,2.31006276091156
2024-05-03,53.6365059166244,16.163878259404648,6.097605370067697,4.776292794321273,5.46317551328208,3.907392797802188,5.173542181109051,2.471183476338684,2.3104236910499845
2024-05-06,53.604877814023766,16.169989649109326,6.108062447803513,4.797889088331943,5.466589063790787,3.885904628759842,5.168798219848877,2.4727275434462217,2.3251615448857215
2024-05-07,53.60139357995798,16.160687215765538,6.106912050211431,4.807053003909471,5.4679396824552535,3.886864711044919,5.170075263955746,2.4733384750405576,2.325736017659105
2024-05-08,53.612279371666475,16.155460675950682,6.111115544737507,4.792306771477595,5.469321522152614,3.8878469866858203,5.171381828338853,2.473963528989266,2.326323770001197
2024-05-09,53.7529663512432,16.193896167766393,6.135533799125752,4.528413862336753,5.486398880945411,3.8999863640572565,5.187528902995077,2.4816882097661637,2.3335874617639893
2024-05-10,53.74038574242347,16.2029760110473,6.128294052169771,4.528282945060661,5.489475079625423,3.9021730685177802,5.19043752664972,2.4830796809589706,2.334895893546903
2024-05-13,53.731339693545635,16.21878189560411,6.131599575486964,4.5500720394665635,5.494830022404261,3.8952892790146936,5.155412020047577,2.4855019070213826,2.3371735674088163
2024-05-14,53.74416684331761,16.22225032004339,6.143603449331297,4.541689043195232,5.496005104655325,3.896122295736934,5.1484950542636945,2.4860334374170487,2.3216344520394694
2024-05-16,54.066779615785165,16.130548200159165,6.107545493739511,4.535950832578893,5.464936953871786,3.8740980594689334,5.039650031391491,2.4719802369167123,2.308510576088349
2024-05-17,54.07827900821138,16.120685942287988,6.100868673774368,4.536915578010755,5.466099284143048,3.8749220363027685,5.040721907945145,2.4725059991503087,2.3090015701742397
2024-05-20,54.15940216191662,16.043438805944685,6.112207673662985,4.473335402051017,5.477036700544584,3.885510338789843,5.054495782055261,2.4792621715777385,2.315310963457275
2024-05-21,54.1396093458665,16.122091204066848,6.138154144217127,4.4939263012160255,5.442272000548647,3.904558917449989,4.941309724347517,2.4914166677382434,2.326661694549102
2024-05-22,54.140913417910355,16.123987475005876,6.133517594819601,4.4957945030740465,5.440232859649495,3.905018169386426,4.941890918307556,2.4917097067096923,2.3269353551369543
2024-05-23,54.37055913128245,16.054969264399794,6.100593796536249,4.476550399074597,5.390268224869025,3.8883028645120534,4.920737312927947,2.481044023325015,2.316974983072877
2024-05-24,54.37638777682759,16.065975517974262,6.1126544949146675,4.490828454359135,5.396205109742868,3.8925854726306506,4.862059590342435,2.4837766652120106,2.3195269179963773
2024-05-27,54.402817837641706,16.071546508465893,6.133230157365633,4.496122745888982,5.402566760671239,3.81695820383974,4.867791530711205,2.486704819314156,2.3222614361014458
2024-05-28,52.79267748893604,16.636630435895782,6.3627171721896705,4.651440867191329,5.588371979089137,3.9511644379146817,5.038945610664573,2.574138653072262,2.4039133550465155
2024-05-29,52.65730149916713,16.681232648528596,6.380510827318156,4.6654636313159354,5.605219322598557,3.9630760688506386,5.054136590782898,2.5818989450305385,2.4111604664075514
2024-05-30,52.73709527185775,16.710681069358134,6.369326159792023,4.541852608750052,5.613713141760854,3.964910817311034,5.0617953316372635,2.5858114025941528,2.4148141969387327
2024-05-31,52.63986413119136,16.708188323078208,6.327811342818164,4.5646908149344325,5.621293537878999,4.062143274772391,5.0686304535456745,2.589303115516329,2.4180750062644427
2024-06-03,52.785421251005516,16.658108768787937,6.319330490380113,4.421347892649059,5.637323268240259,4.073726918455938,5.083084204968495,2.5966867951775336,2.4249704103351486
2024-06-04,52.29584505988658,16.807422943489538,6.388823806714411,4.469969202801387,5.6993165901206195,4.122759722571157,5.138982591537687,2.625242411496868,2.4516376713817527
2024-06-05,52.30365127718044,16.809726951134568,6.3874127655080954,4.452604886797391,5.700576579862989,4.123671171317432,5.144353902184431,2.6258227931018223,2.452179672912831
2024-06-06,52.28867159029007,16.81251816142681,6.388473378348728,4.451932262855183,5.7015231453882755,4.1328276985021,5.145208108418741,2.6262588039678536,2.4525868508022373
2024-06-07,52.201547596404,16.82487527064849,6.434686417988949,4.464057343423789,5.706192957500874,4.136212676227107,5.149422272692716,2.6284098318354694,2.4545956332786076
2024-06-11,52.20425911094614,16.829393853127417,6.436414553314651,4.442640186288398,5.717619966126812,4.13449651444275,5.1508052303006435,2.629115732261031,2.455254853192156
2024-06-12,52.1082869120251,16.862667745862893,6.448140767090864,4.453668246918283,5.731812936297949,4.144759663454018,5.153672101190517,2.635642042401529,2.4613495847588474
2024-06-13,52.107396603913344,16.86354002247118,6.44801596236729,4.428161690431938,5.7354832013439605,4.175772071188619,5.1413750526756985,2.6373297291717597,2.4629256664362074
2024-06-14,52.056554759257466,16.87970336618985,6.451149694392938,4.431288215071999,5.739532766559793,4.192909598315004,5.145005145005145,2.639191828381018,2.4646646268267887
2024-06-17,52.069129538607896,16.898445318480405,6.3897825309876435,4.436954331336917,5.746871684360496,4.198270909094009,5.150163128753226,2.6425664605464827,2.467816097832925
2024-06-18,52.0612330622613,16.90173027963788,6.3896036573408574,4.437816849891804,5.7479888433597015,4.199087028956222,5.151164291020746,2.6430801603582315,2.468295827173251
2024-06-19,52.04920351315585,16.9064726726906,6.3899750826905,4.439062040262847,5.749601649972211,4.200265235022963,5.1526096368725005,2.643821772298718,2.4689883970338022
2024-06-20,52.008521275300026,16.923826446459735,6.390842645533843,4.443618548287037,5.755503371060219,4.204576628302336,5.155052833955791,2.6465355426877646,2.4715227084132514
2024-06-21,51.761971535796945,16.91199199655793,6.384951799907124,4.471792445130609,5.751478677441435,4.201636462753879,5.151448021846804,2.89493463220538,2.469794428359894
2024-06-24,51.591109804020654,16.879483641229783,6.370911584887246,4.469624860936331,5.741388555886775,4.194265310913578,5.1424105656310966,3.145344138404226,2.465461538090316
2024-06-25,51.558566333739954,16.891821638853962,6.376988796321917,4.47289191709085,5.745585203122417,4.193069844157571,5.146169392067371,3.1476432163459274,2.467263658300034
2024-06-26,51.500578195053556,16.889833659480068,6.381067494749624,4.472910111989048,5.749260058149252,4.238391469320414,5.149460862960381,3.149656437295116,2.4688417110025345
2024-06-27,51.471887654168555,16.91702136980939,6.374585863574373,4.464963901926122,5.753672820417701,4.241644586028575,5.153413257941491,3.1520739110125158,2.4707366351212725
2024-06-28,51.40771565849606,16.935420711315125,6.382942972841891,4.454156505503475,5.7570827211478734,4.274737157775394,5.159018228720937,3.1555021790906967,2.4734238651085474
2024-07-02,51.3035022831453,17.073676562335084,6.376079021207605,4.449366690686799,5.750891793621076,4.270140283069619,5.153470434897145,3.152108883171977,2.470764047865399
2024-07-03,51.31696293824255,17.08088117207139,6.343518606052391,4.45347034683536,5.7561958479077235,4.274078638490968,5.146833537023602,3.1550160769140523,2.4730428364619628
2024-07-04,51.301463375744035,17.074131178487992,6.341703005479651,4.471702706511944,5.755840191794903,4.280932836192746,5.14651553137239,3.1548211390100183,2.4728900354063184
2024-07-05,51.40367023690076,17.16626565347021,6.368767059759793,4.4729312514045,5.786899535817087,3.969100275246298,5.174286871624726,3.171845008995959,2.4862341067806772
2024-07-08,50.35115849379205,18.739183704940192,6.274534522940535,4.396867910490181,5.688491827875777,3.9016047090525667,5.086296798855042,3.1179069726867974,2.4439550593668624
2024-07-09,50.33969790662205,18.75372599402826,6.270973030215821,4.394382744253971,5.698040229319694,3.908153736310539,5.092015668694547,3.123140526384477,2.419870164170644
2024-07-10,50.34115534711637,18.756369440667612,6.271856960299233,4.395002158033452,5.698843401196038,3.9087046132863255,5.084276069283727,3.1235807511873412,2.420211258929903
2024-07-11,50.257816146908866,18.766212408405192,6.275183980812421,4.420795285389251,5.712136573610974,3.9149964000682687,5.096135696516148,3.1308668432159092,2.4258566650729763
2024-07-12,50.22301137930947,18.779581013038914,6.277307046706914,4.414960449253701,5.7192198322116985,3.919851139020187,5.102455091463664,3.1347492327927586,2.4288648162026925
2024-07-15,50.08042871086376,18.844620134034603,6.297627679513873,4.427411739923132,5.716315189698766,3.9334267173218973,5.1172873749351995,3.145605776104411,2.4372766776043657
2024-07-16,50.30962767501773,18.753726345392675,6.271031147088199,4.4016461082183005,5.678038669464647,3.9309498480909095,5.095675729006735,3.1323210583852767,2.426983419335524
2024-07-17,50.32998624573736,18.70449508778356,6.267856268379944,4.407365083534712,5.685416037430616,3.9360572566827345,5.102296443847989,3.1363908237356855,2.430136752867406
2024-07-18,50.300969848510135,18.664502363587022,6.261717157609183,4.425693207199657,5.701734962578905,3.9473549740930878,5.115522231798449,3.1453932479648623,2.4371120066586953
2024-07-19,50.567213993213386,18.28552768644231,6.148552219630611,4.4578762151572935,5.743197163658387,4.021810709826,5.152721577750766,3.168266097751303,2.4548343365699403
2024-07-22,49.20057765214527,20.458597002434168,6.000532883268774,4.340465078466644,5.591933361193235,3.915884626596109,5.017009667348872,3.0848205945741123,2.390179133972812
2024-07-23,49.21187409598142,20.439400389131944,6.00429917248173,4.340403529377679,5.595443189188105,3.909984822517055,5.020158639241705,3.086756810366154,2.3916793517142088
2024-07-24,49.167105188998015,20.4429903298153,6.01215511357961,4.345695849839537,5.609644626711004,3.90763854748011,5.027893368482084,3.0915126816193945,2.3953642934749553
2024-07-25,49.10433887875338,20.46094651617206,6.018257320747677,4.364071666296128,5.615338294456554,3.9116047159345455,5.032996571305999,3.0946505000039104,2.3977955363297445
2024-07-26,49.09376731019221,20.4241883136402,6.025128282417891,4.383035039953427,5.621749249012034,3.9146724439775418,5.038742674319665,3.0981836199479402,2.4005330665390856
2024-07-29,48.889818350266026,20.494848235447556,6.05253630521113,4.40604044955948,5.651256346946944,3.9071108292744356,5.070811464756174,3.1144451790187584,2.4131328395194984
2024-07-30,48.90990507842918,20.468277499569023,6.047049354548505,4.4081877834563175,5.654010550965822,3.909015004149462,5.073282782363762,3.1159630392788515,2.4143089072390738
2024-07-31,48.92375185100737,20.462730052768645,6.046816182984537,4.40699304749403,5.652478163946889,3.9079555572674343,5.07050204858404,3.1151185305412348,2.4136545654058215
2024-08-01,48.88090302058554,20.52704670496774,6.042575834922344,4.403902630344982,5.648514346608349,3.905215091661579,5.066946343749394,3.1129340442885107,2.411961982871558
2024-08-02,48.938171330174555,20.605456738662635,6.061676335212879,4.3669255602810635,5.474172512742508,3.921205767952634,5.084872947291095,3.1256805689867035,2.4218382386959254
2024-08-05,48.879311197282085,20.636619837687793,6.070843839835003,4.355165667224659,5.482451493512456,3.927136086566511,5.0925631626159245,3.130407758212729,2.4255009570628414
2024-08-06,48.893404783025865,20.6193312453609,6.066925249379945,4.3378419356590685,5.489130926733892,3.9319206329091005,5.098767583322773,3.1342216268081176,2.428456016800333
2024-08-07,48.90432953883552,20.51501644484045,6.082123814703882,4.3685595295284,5.502882029892801,3.9389348825153823,5.1115407672670825,3.142073326009391,2.434539666407096
2024-08-08,48.917575271021065,20.522227060547305,6.078587952948785,4.370094990347778,5.504816182258917,3.917624915073211,5.110500568069797,3.143177701593858,2.435395358139284
2024-08-09,48.88206832194275,20.53820272982293,6.083319871688045,4.355043347444166,5.509101444403783,3.9547427529268075,5.1130593668493765,3.1271709564600707,2.437291208462071
2024-08-12,48.860201149996676,20.54984180586179,6.086767311733636,4.357511366741678,5.505121922259043,3.95698392038537,5.1159569566504315,3.128943135896974,2.4386724304744005
2024-08-13,48.84366224989667,20.550209570504745,6.086876241905863,4.376053711407709,5.502379772149777,3.9570547354696126,5.116048512979736,3.1289991321750024,2.438716073510885
2024-08-14,49.469093197236184,20.141383071716643,6.1735814874379615,4.41966155879792,5.580759086956697,4.013421480707629,4.555074918161352,3.1735705391238005,2.473454659861809
2024-08-15,49.46404084475265,20.14339691578205,6.1741987553979865,4.420103460387776,5.581317081337107,4.013822764224362,4.555530359108914,3.1738878498156033,2.47370196919355
2024-08-16,49.37373123530476,20.10426478567553,6.199341653101826,4.439139084825466,5.605353590160969,4.031108699584012,4.575149213239284,3.187556520166395,2.484355217941762
2024-08-19,49.89740620518243,19.92450358511901,6.143468424483368,4.399130153743003,5.486007812327487,3.9947772517366387,4.533914454411791,3.1588278124823455,2.4619643005139293
2024-08-20,49.396092945683634,19.83593284812865,6.119347786664154,4.39797065068547,5.463193412182664,3.9781643613018565,4.4865012287187485,3.8710709201325675,2.451725846502257
2024-08-21,49.4129428857558,19.822709980099518,6.108034052255555,4.401535465861314,5.46584702771353,3.9800966594903016,4.482966014888933,3.8729512002434343,2.452916713691618
2024-08-22,49.36382088999008,19.842518964392447,6.114137856968598,4.405933953605701,5.471309090066671,3.984074000241962,4.4860158430578005,3.8768214697257566,2.4553679319509865
2024-08-23,49.33331348934335,19.85671685192653,6.112788468886389,4.4090865248527376,5.475223967571105,3.9869247186756653,4.489225715177876,3.879595445918783,2.457124817647566
2024-08-26,49.24368563247686,19.92907197873248,6.102434458055648,4.414018613662914,5.481348658187052,3.991384569186912,4.49424744922446,3.8839352358455557,2.459873404628115
2024-08-27,49.450830066866494,19.55637537468296,6.138344477749596,4.438551994466221,5.513603873645377,4.014872031358081,4.506283145031127,3.9067904081162093,2.4743486280839293
2024-08-28,49.4772275354897,19.542059394794997,6.135324539914095,4.42035404354265,5.516071288517345,4.016668742762499,4.508299769784039,3.908538751482102,2.475455933712567
2024-08-29,49.474569607448075,19.534801344303368,6.137573890677133,4.421974646768454,5.5281894393553435,4.018141345693709,4.498414521614745,3.90997171147726,2.4763634926619162
2024-08-30,49.780454923557926,19.425408025700598,6.088862117431088,4.397211943894674,5.497232022488024,3.9870349654361354,4.473223761581046,3.8880761839199156,2.462496055990592
2024-09-02,49.88704128258638,19.502428446753527,6.114724336646655,4.09668033043126,5.521881951873622,4.004913077539439,4.4932819744048595,3.905510558708424,2.4735380410558334
2024-09-03,49.777282175557716,19.54401965033287,6.133539453552355,4.105416979104919,5.533658009251733,4.010566644847721,4.502864422347027,3.9138395155443386,2.4788131494613164
2024-09-04,49.77631057689754,19.54439774503044,6.133658111780611,4.105496401681179,5.533765062293476,4.0106442324683735,4.502951533862079,3.913915231901282,2.4788611040850244
2024-09-05,49.77702921604489,19.54467991478485,6.1323029284189285,4.105555674262843,5.533844955322106,4.010702135633919,4.503016544651618,3.913971738554195,2.478896892326652
2024-09-09,49.73829057363318,19.55494221348332,6.139150730002651,4.118812350568933,5.52557097807665,4.015180794427658,4.508044959618381,3.918342380739157,2.4816650194500673
2024-09-10,49.74979550802918,19.55946545553062,6.134788038181087,4.119765070602859,5.526849094611618,3.998761338136473,4.509087712815496,3.9192487301836514,2.482239051909011
2024-09-11,49.575175971354675,19.49490277447569,6.115978991505825,4.445212930742573,5.508605845779209,3.9855620636738927,4.494203932248326,3.9063119141792924,2.4740455760405187
2024-09-12,49.560830133769386,19.509382586208137,6.119419972482549,4.444572507041442,5.507812218612457,3.9849878620669785,4.493556450392952,3.9057491301748293,2.4736891392512663
2024-09-13,49.505607845152234,19.528822078288716,6.130497359604694,4.452618081699552,5.517782472070467,3.992201495617816,4.48148432534104,3.9128193256037234,2.4781670166217604
2024-09-16,49.44541128719855,19.544684516960864,6.1395607000583965,4.457755395849835,5.52593997351943,3.9981035748769926,4.488109761385778,3.918604046092381,2.4818307440577714
2024-09-17,49.27667705281253,19.64253460677355,6.167105633782367,4.450168278793968,5.510077852536088,4.01604093283658,4.508245515711344,3.9361847320751866,2.4929653946783827
2024-09-19,49.28240142421928,19.644816440090725,6.167822053907745,4.439068449070511,5.510717947079683,4.016507468148196,4.5087692294288315,3.936641990654287,2.493254997400742
2024-09-20,49.28812712575772,19.636932925536396,6.167086372204746,4.439584186540959,5.5113581903575195,4.016974111865322,4.509293064837971,3.93709935548333,2.493544667416037
2024-09-23,49.08886382628106,19.724473636538946,6.174537039742414,4.465981405622724,5.544128045252941,4.040858543654712,4.536104764297861,3.9605088618394526,2.4645438767698846
2024-09-24,49.07467432827009,19.731103440414568,6.180996612487907,4.464559725725509,5.548914330140674,4.034909788127048,4.537629443004159,3.961840070848398,2.4653722609816477
2024-09-25,48.92585312935605,19.67192940504033,6.171401575905329,4.735881299684469,5.5363735513860615,4.033081180704199,4.512793295111893,3.9528861463807257,2.459800416430942
2024-09-26,48.73426244250639,19.732777678897623,6.1526355725004915,4.806746541016009,5.557617727234406,4.048556922183399,4.530109788198705,3.9680541634270408,2.469239164035934
2024-09-27,48.731260788001286,19.780773761707252,6.161778448120399,4.8070279802987965,5.531595230678792,4.048793968790034,4.50109958569391,3.96828649652559,2.4693837401839436
2024-09-30,48.88441960609842,19.60568701215581,6.145374850645698,4.886890380260607,5.473140909943103,4.0596747205833,4.482832997647358,3.9832711427800676,2.4787083798856417
2024-10-02,49.36178345810229,19.527944280501007,6.256367778748816,4.889977008162981,5.523586833915807,4.11920929071778,4.53664635239023,3.269426700884579,2.515058296576509
2024-10-03,49.73010228885121,19.10679897809996,6.258104344872392,4.853995237962586,5.506985649487327,4.126120604932713,4.606877306995654,3.284421955215042,2.526593633583117
2024-10-04,49.35428574026836,19.49368047882555,6.171017352727647,4.983471788366139,5.56548309211693,4.049828655265914,4.501493677447517,3.3238301800142778,2.5569090349676635
2024-10-07,49.41861294646042,19.380924408906214,6.1208127852633725,5.0089478022103116,5.573592827186747,4.116444375634656,4.506535159018914,3.31349486431064,2.560634831008726
2024-10-08,49.479821506962,19.47976670967239,6.127432923551083,5.029173468126548,5.434064552424871,4.1280624835227595,4.421836841679061,3.322846755726469,2.5769947583348203
2024-10-09,49.40349300233205,19.52617736625841,6.15607922975885,5.09429249940615,5.443885841439116,4.039406039385277,4.416478334067123,3.3325863129168782,2.5876013744361472
2024-10-10,49.70068394522922,19.429204973043934,6.210819628023766,4.893859631112689,5.399486956806862,4.052679625639657,4.371378061228711,3.344801369667815,2.5970858092473414
2024-10-14,49.35306692937475,19.433578962917,6.229098669422299,5.098827640466521,5.444929880304248,4.040434630248471,4.408168260076056,3.372951739132853,2.618943288057804
2024-10-15,48.36267366753651,19.752361058082187,6.354299129414066,5.1891213045851705,5.559885520631845,4.12573797856194,4.537522916383992,3.444162909063371,2.674235515740913
2024-10-16,48.39767128520463,19.69527340876295,6.319134113808982,5.179257044072772,5.511220360081081,4.114142518302034,4.682098712989237,3.434483027706823,2.6667195290714907
2024-10-17,48.41012934263523,19.701931515007296,6.322844153015373,5.181007923227913,5.513083461442095,4.11553332905255,4.683681524764967,3.4356440754576347,2.6361446753969484
2024-10-18,48.36290300739615,19.713123040034162,6.335377985651114,5.1945589868232345,5.515774516775323,4.117542209925056,4.6859677310657615,3.437321087673575,2.6374314346556287
2024-10-21,48.33030993552953,19.707537422024988,6.333582886959762,5.240311327069096,5.514211648760302,4.116375524267254,4.6846399847875135,3.436347139378744,2.6366841312228106
2024-10-22,48.81233096574811,19.561471726187225,6.286864413261682,5.190247143178704,5.4681009752045115,4.081953768244304,4.576783345503747,3.4076118837771765,2.6146357788945354
2024-10-23,48.81584523525853,19.505426640804256,6.290487443602941,5.202879509617675,5.469894034270924,4.112960572728979,4.5782841303118325,3.408729282561641,2.6154931508432195
2024-10-24,48.55230277985886,19.61962471355627,6.3226043566147885,5.201928105961014,5.501918525115166,4.137040649487111,4.6050885285862595,3.428686308971284,2.6308060318492443
2024-10-25,48.31913095165307,19.684507312141225,6.3671507389671795,5.227010137594699,5.551630001430849,4.1507219482738735,4.62031767362908,3.440025061914148,2.639506174395876
2024-10-28,48.314456600322345,19.664977646057004,6.363798525200738,5.231572730521688,5.551455039044551,4.174227759985528,4.620172062014937,3.439916647809894,2.6394229890433216
2024-10-29,48.146914452651444,19.78133110172566,6.383088998418576,5.206628077046086,5.566904617733949,4.185844545097142,4.633029900424621,3.449489861059668,2.6467684458428513
2024-10-30,48.058452870634135,19.868790884286206,6.373158725090028,5.208843810565654,5.569273670598725,4.187625873805286,4.6350015334077375,3.4509578265447107,2.6478948050675175
2024-10-31,48.05143153422024,19.87575244068997,6.372856492488239,5.210177550710709,5.569009560422884,4.187427285143406,4.634781728969599,3.4507941726946227,2.6477692346603265
2024-11-01,47.74645109596102,19.965707451340815,6.398523368825285,5.233758120979208,5.594214156617036,4.279422978167162,4.6557581343176695,3.466412007917965,2.659752685873839
2024-11-04,47.83317728659375,19.859071183082435,6.409719246305383,5.227009034167715,5.572188876046714,4.301227154105143,4.660723210624285,3.4724773954924286,2.664406613582143
2024-11-05,47.852831803535764,19.92182252007969,6.445413782506535,5.019723075950995,5.589348358250583,4.340002150854007,4.675075846324353,3.48317084386555,2.672611618632523
2024-11-06,48.21819733355006,19.755133087573288,6.399327482669599,4.984196604650985,5.550871186772133,4.31752062568493,4.650858615167958,3.465127766864045,2.6587672970670067
2024-11-07,48.169316221486206,19.758639510992104,6.408401354290996,5.016833381120259,5.5518564347397295,4.318286960964274,4.651684116038721,3.4657428072739007,2.6592392130938083
