date,ARISTO SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-08,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,41.00439214386343,0.0,0.0,58.995607856136566,0.0,0.0,0.0,0.0
2024-03-15,0.0,17.039154240848514,0.0,32.36337339440063,23.516650022383693,9.58021970453528,17.50060263783188,0.0,0.0
2024-03-18,0.0,11.383348287206386,24.06883382796144,21.482964087698715,15.710769089194102,6.400257666735684,11.691628131686107,0.0,9.262198909517565
2024-03-25,0.0,11.291324453033337,24.06883382796144,21.482964087698715,15.710769089194102,6.492281500908735,11.691628131686107,0.0,9.262198909517565
2024-03-26,0.0,11.33733637011986,24.06883382796144,21.482964087698715,15.664757172107576,6.492281500908735,11.691628131686107,0.0,9.262198909517565
2024-04-08,0.0,11.339945233219044,24.074372368087996,21.464896334307475,15.66836182893435,6.493775456198081,11.69431852175714,0.0,9.264330257495915
2024-04-15,0.0,10.27073216481524,21.80446426710573,19.441028740543132,14.17436068443759,5.902336341468498,10.591692544965715,9.424563889873076,8.390821366791021
2024-04-16,0.0,10.27073216481524,21.80446426710573,19.42018715741648,14.17436068443759,5.923177924595152,10.591692544965715,9.424563889873076,8.390821366791021
2024-04-29,0.0,10.283591744746563,21.831764779532982,19.444502410216817,14.066901775839401,5.930594102794182,10.604953986769893,9.436364015775965,8.4013271843242
2024-04-30,0.0,10.286596948253909,21.83814473876469,19.429310956645164,14.071012586887093,5.932327217316885,10.599703592376898,9.439121631494354,8.403782328261006
2024-05-02,0.0,10.265169662757515,21.792655237777826,19.597142083446165,14.041702251754954,5.919970004374362,10.57762409648593,9.419459662132605,8.386277001270647
2024-05-10,0.0,10.262812909669767,21.874024595792495,19.576752606280042,14.027092827267621,5.913810683147096,10.566618806833551,9.40965936283996,8.369228208169465
2024-05-13,0.0,10.225451214688677,21.883131752607365,19.584903303703395,14.032932947519619,5.9162728729937335,10.571018173491268,9.41357703436934,8.3727127006266
2024-05-14,0.0,10.217975142089813,21.884954094060333,19.58653425769783,14.034101555180815,5.916765557012886,10.571898486457227,9.414360960173214,8.373409947327879
2024-05-17,0.0,10.228622637184003,21.90775899797845,19.50274055394619,14.048725590313236,5.922931038075985,10.582914782318738,9.424171060583957,8.382135339599442
2024-05-20,0.0,10.266880560011666,21.892122752557345,19.49623950498969,14.044042584220504,5.920956686597637,10.57938707056397,9.421029604783433,8.379341236275756
2024-05-21,0.0,10.21882612588228,21.878448437402405,19.484061712715235,14.03527035749235,5.917258323096462,10.572778946053427,9.519248787191072,8.374107310166774
2024-05-22,0.0,10.21882612588228,22.12829748693498,19.23421266318266,14.03527035749235,5.917258323096462,10.572778946053427,9.519248787191072,8.374107310166774
2024-05-27,0.0,10.21457262377989,22.119086765593458,19.22620658078212,14.029428291951964,5.914795313117859,10.610002289329643,9.515286478386647,8.370621657058418
2024-05-28,0.0,9.041552205230257,22.867772706625423,19.744327399364064,14.602755726676905,4.849559819168956,10.81092773247388,9.47848846012416,8.604615950336354
2024-05-29,0.0,9.041552205230257,22.867772706625423,19.744327399364064,14.58112521900889,4.871190326836971,10.81092773247388,9.47848846012416,8.604615950336354
2024-05-30,0.0,8.859742459447133,22.957156196390958,19.821502247508196,14.638118607630672,4.890230396734055,10.85318451282274,9.341816681505287,8.638248897960956
2024-05-31,0.0,8.675129170121835,22.478790584933343,19.408475260998063,14.333099445046885,6.829537964321405,10.669558376390041,9.14715825731964,8.458250940868789
2024-06-03,0.0,8.673285006696286,22.474012032057143,19.40434939733424,14.330052507387173,6.849344189111626,10.667290236176951,9.145213749707702,8.456452881528879
2024-06-04,0.0,8.671441627170518,22.469235510403603,19.400225287454038,14.327006864891286,6.8478884614567175,10.686276593483667,9.143270068648913,8.454655586491254
2024-06-05,0.0,8.65121604715761,22.416827463370158,19.35497550942516,14.505629651618923,6.831916201946524,10.682555501367656,9.121943979135303,8.434935645978667
2024-06-06,0.0,8.649382035572703,22.41207521570456,19.350872358016577,14.502554535625704,6.830467872209621,10.701490322443874,9.120010175743571,8.433147484683385
2024-06-07,0.0,8.629259110424908,22.359933165542184,19.30585224508788,14.828366574311033,6.814576679850257,10.697743279541465,8.95074131257799,8.413527632664284
2024-06-11,0.0,8.623787279913762,22.34575468707066,19.29361036545412,14.8189638773224,6.87366574369597,10.69095981906956,8.945065629557607,8.408192597915919
2024-06-12,0.0,8.618322384402527,22.331594178407723,19.281384001182907,14.809573097315223,6.932679918041444,10.684184955957837,8.939397139899876,8.402864324792462
2024-06-13,0.0,8.59834355440349,22.174453646919982,19.23668626583212,15.11243177172241,6.91660871214516,10.659417082885502,8.918674000547934,8.383384965543403
2024-06-18,0.0,8.589292856992484,22.151112608155618,19.237489737058166,15.180733037199218,6.909328224668955,10.648196880065683,8.909286120292204,8.374560535567673
2024-06-19,0.0,8.565849971657114,22.090655245533373,19.18498456887321,15.412231529885997,6.890470491906532,10.619134597216098,8.884969872561987,8.351703722365686
2024-06-25,0.0,8.566929133858267,22.093438320209973,19.040419947506564,15.561154855643045,6.891338582677166,10.620472440944882,8.886089238845145,8.34015748031496
2024-06-26,0.0,8.586123648577725,22.088800251915607,19.036422798362548,15.557888107483993,6.889891886218116,10.618242888632308,8.884223785032013,8.338406633777684
2024-06-27,0.0,8.733074420069277,22.088800251915607,18.889472026870997,15.557888107483993,6.889891886218116,10.618242888632308,8.884223785032013,8.338406633777684
2024-06-28,0.0,8.724762004393765,22.014855110367193,18.826237054085155,15.819646406527879,6.866827073961712,10.582696934825817,8.85448268647348,8.310492729364997
2024-07-04,0.0,8.91533563002401,21.13373003445036,18.786929742144274,16.621776803424158,6.852489821484498,10.560601315377388,8.835995406618645,8.293141246476669
2024-07-05,0.0,8.913474585116376,21.12931844275128,18.78300803673938,16.63918171380858,6.851059388372821,10.558396827053544,8.834150923703163,8.291410082454858
2024-07-10,0.0,9.013509856574867,21.070380315993255,18.730614708882367,16.746809883636214,6.831949041403859,10.528945231999002,8.809508940652387,8.268282020858052
