date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD
2024-03-01,54.02950359106051,0.0,0.0,17.083523963000406,0.0,0.0,11.880432945511592,17.006539500427483,0.0,0.0
2024-03-04,49.17518080490568,0.0,0.0,15.575412000377048,0.0,9.764847789729526,10.831643299705757,14.652916105281994,0.0,0.0
2024-03-05,41.21094374336261,0.0,17.01539222894298,11.512501672296237,0.0,8.192771654904355,9.111498649731782,12.956892050762034,0.0,0.0
2024-03-06,41.28189446214306,0.0,17.082146908829365,11.550559724225064,0.0,8.186181205616288,9.08050967258824,12.818708026597992,0.0,0.0
2024-03-07,32.90242745322553,12.74420017222402,13.619467916438339,9.209174843220495,7.900045932693042,6.564508081607399,7.2398224187382745,9.820353181852907,0.0,0.0
2024-03-08,32.863304434855586,12.729046531108725,13.603273527916668,10.624703017175923,7.913261609037398,6.545397816618076,7.2312138227346505,8.489799240552978,0.0,0.0
2024-03-11,32.39886520774361,12.55347210531538,13.41564070461472,11.868624086686594,7.80411232124402,6.455115762857553,7.131472164032035,8.372697647506085,0.0,0.0
2024-03-12,32.42648836975188,12.548342508086026,13.410158808226926,11.863774331915918,7.800923406447797,6.452478074761821,7.12855810332063,8.369276397488994,0.0,0.0
2024-03-13,32.728330448520914,12.59301702666864,13.45790155899165,10.990799790787415,7.828696197751375,6.475450140711494,7.153937144516613,8.771867692051897,0.0,0.0
2024-03-14,32.69785645037001,12.581291418538745,13.538482624744919,10.980566038930494,7.821406743318936,6.469420720545234,7.147275971632876,8.76370003191879,0.0,0.0
2024-03-15,32.757638974656714,12.604294191241246,13.563235460379493,11.000642154834313,7.8357068684448254,6.481248966899362,7.182731296074422,8.574502087469622,0.0,0.0
2024-03-18,31.543015170454282,11.921362125207358,13.063915818943325,10.585562360975826,7.545165902029972,6.240930081821935,6.934366757579928,8.256567258507085,3.909114524480291,0.0
2024-03-19,31.187777023024676,11.703263011977345,13.061100157013392,9.660095285682829,7.543539694644698,6.131820123218333,6.91491138675764,9.889221323503262,3.908271994177824,0.0
2024-03-20,31.483192168886042,11.814118016076701,13.184816791422616,8.804382609893871,7.57873132400255,6.226163484838458,6.980410430002348,9.982893461712449,3.945291713164963,0.0
2024-03-21,31.519133050540255,11.839878185169809,13.213565709416027,8.819946088215815,7.595256417128575,6.239739362779791,6.995630910513162,9.822956026554325,3.953894249682244,0.0
2024-03-22,31.771995746968436,11.93486377752359,13.319571729611962,8.89070423205947,7.656189470541529,6.297124258306646,7.051753459709303,9.092182902336878,3.985614422942193,0.0
2024-03-25,31.17856965041559,11.711948614095068,12.891052096422625,8.724646803685921,7.513189872148156,6.592913983502258,6.920043303294355,10.556463149690961,3.9111725267450685,0.0
2024-03-26,31.211107230643197,11.724171062780993,12.904505043318798,8.733751740137958,7.521030546719544,6.599794269226623,6.869687709898378,10.567479747646034,3.868472649628474,0.0
2024-03-27,33.75409839259241,12.694058767491834,13.97203644574147,12.625386948652961,8.143211425432145,7.14576543265194,7.437985938349266,0.03896273409297677,4.188493914995003,0.0
2024-03-28,33.75794503390336,12.69257515519965,13.970403470394704,12.623911362348087,8.142259691334337,7.144930274596733,7.441012445190711,0.03895818034131262,4.188004386691106,0.0
2024-04-02,33.77236653150459,12.696532225536867,13.974758919820502,12.627847025882142,8.144798143453666,7.1315696662776125,7.423847111616859,0.03897032604523286,4.189310049862533,0.0
2024-04-03,33.78158188632762,12.69999668661842,13.97857216642531,12.631292745058676,8.147020587793891,7.1023308664882645,7.429770928390028,0.038980959750210015,4.190453173147576,0.0
2024-04-05,33.595537562484054,12.688620550658092,13.969945339229763,12.639451172373237,8.12414440413529,7.095968889901486,7.423115644430424,0.27651689966136417,4.186699537126288,0.0
2024-04-08,33.54564364108132,12.849321506882038,13.933046023333093,12.606066138270041,8.102685811171686,7.127722178092062,7.403508703783908,0.25636493937551835,4.175641058010336,0.0
2024-04-09,33.523706456883836,12.854314530465851,13.841314497436327,12.610964637034646,8.113606027694287,7.130491887365429,7.406385578920167,0.3419527444622113,4.17726363973724,0.0
2024-04-10,33.637423457601216,12.897918124733163,13.888266130683046,12.65374275515595,7.9968651976504574,6.9597290969312855,7.4315090525215854,0.3431126949747637,4.191433489748533,0.0
2024-04-11,33.59673781424164,12.746703287029701,13.928257735367017,12.72860828926957,7.98918603809535,6.995428323268602,7.457095293148745,0.3521188753323122,4.205864344247062,0.0
2024-04-12,33.624569219707254,12.766182547006236,13.949542623493617,12.748059896828243,8.001394954262349,7.013955420239768,6.723993017391866,0.9560922472282142,4.216210073842452,0.0
2024-04-15,33.56385462602406,12.731262126058251,14.040339109554111,12.71709674078908,8.116277297674337,7.026031093509127,6.7056003094892445,0.8948615797628422,4.204677117138944,0.0
2024-04-16,33.38804694877906,12.8379844794516,14.050221819881084,12.726048047613556,8.121990180877543,7.058349675726512,6.714230688765883,0.8954914547043608,4.207636704200402,0.0
2024-04-17,33.31114850931665,12.931700061179294,14.04582778712733,12.722068133796968,8.119450129101994,7.056142264337553,6.712130896325529,0.8952114008494735,4.206320817965212,0.0
2024-04-18,33.22931107432473,12.997420403961229,14.01132058548836,12.690813089451344,8.09950260396864,7.186992440594224,6.695640814161846,0.8930120829604326,4.195986905089194,0.0
