date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-03-07,0.0,0.0,61.963190184049076,38.036809815950924,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,56.11672278338945,34.792368125701465,0.0,0.0,9.090909090909092,0.0
2024-03-20,0.0,0.0,56.17977528089888,34.831460674157306,0.0,0.0,8.98876404494382,0.0
2024-03-25,59.72850678733032,0.0,22.624434389140273,14.027149321266968,0.0,0.0,3.619909502262444,0.0
2024-03-26,60.235507246376805,0.0,21.73913043478261,14.03985507246377,0.0,0.0,3.985507246376811,0.0
2024-04-05,60.46195652173913,0.0,21.73913043478261,14.03985507246377,0.0,0.0,3.7590579710144927,0.0
2024-04-09,65.67028985507247,0.0,16.530797101449277,14.03985507246377,0.0,0.0,3.7590579710144927,0.0
2024-04-10,62.5,0.0,16.530797101449277,14.03985507246377,0.0,0.0,6.929347826086957,0.0
2024-04-16,62.358276643990926,0.0,16.780045351473923,14.285714285714285,0.0,0.0,6.575963718820861,0.0
2024-04-19,62.44343891402715,0.0,16.515837104072396,14.479638009049776,0.0,0.0,6.561085972850679,0.0
2024-04-26,57.466063348416284,0.0,21.49321266968326,14.479638009049776,0.0,0.0,6.561085972850679,0.0
2024-05-02,57.85876993166287,0.0,20.956719817767656,14.578587699316628,0.0,0.0,6.605922551252847,0.0
2024-05-03,57.01357466063348,0.0,21.49321266968326,14.479638009049776,0.0,0.0,7.013574660633484,0.0
2024-05-07,56.56108597285068,0.0,21.945701357466064,14.479638009049776,0.0,0.0,7.013574660633484,0.0
2024-06-18,58.82352941176471,0.0,19.683257918552037,14.479638009049776,0.0,0.0,7.013574660633484,0.0
2024-06-25,58.59728506787331,0.0,19.683257918552037,14.705882352941178,0.0,0.0,7.013574660633484,0.0
2024-07-02,58.371040723981906,0.0,19.683257918552037,14.93212669683258,0.0,0.0,7.013574660633484,0.0
2024-07-04,58.59728506787331,0.0,19.457013574660635,14.93212669683258,0.0,0.0,7.013574660633484,0.0
2024-07-18,59.60264900662252,0.0,18.984547461368653,14.56953642384106,0.0,0.0,6.843267108167771,0.0
2024-07-25,59.60264900662252,0.0,18.76379690949227,14.79028697571744,0.0,0.0,6.843267108167771,0.0
2024-07-30,59.82339955849889,0.0,18.543046357615893,14.79028697571744,0.0,0.0,6.843267108167771,0.0
2024-08-06,59.82339955849889,0.0,18.322295805739515,15.011037527593817,0.0,0.0,6.843267108167771,0.0
2024-08-09,59.95575221238938,0.0,18.141592920353983,15.04424778761062,0.0,0.0,6.8584070796460175,0.0
2024-08-13,59.95575221238938,0.0,11.061946902654867,15.04424778761062,7.079646017699115,0.0,6.8584070796460175,0.0
2024-08-20,59.95575221238938,0.0,11.061946902654867,14.823008849557523,7.300884955752212,0.0,6.8584070796460175,0.0
2024-09-09,60.21978021978022,0.0,10.989010989010989,14.945054945054945,7.032967032967033,0.0,6.813186813186813,0.0
2024-09-10,59.56521739130435,0.0,11.956521739130435,14.782608695652174,6.956521739130435,0.0,6.739130434782608,0.0
