date,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,DBS BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIC SECURITIES BROKERAGE (HK) LTD,TIGER BROKERS (HK) GLOBAL LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,50.18276895451199,0.311318236974252,11.646666769726265,1.6488140518268504,9.37132107056783,12.685465850808539,9.604765136911055,0.0,0.0,4.548879928673221
2024-03-04,49.02184759480552,0.26508206082563907,11.368707638060426,1.616506891131737,9.11444337505328,12.38577050617124,9.381403777889695,2.4059579753258804,0.0,4.440280180736575
2024-03-05,49.02085034948447,0.2647052785168558,11.369404840305144,1.6203735993981585,9.11202962240519,12.385054306767332,9.381584322942249,2.405807827508998,0.0,4.440189852671606
2024-03-06,49.021439770729124,0.26514466384214785,11.371027121734969,1.6271710275261833,9.1084252420036,12.385050208852718,9.375661969617058,2.405836754674357,0.0,4.4402432410198465
2024-03-07,48.99336866119519,0.30139108478617993,11.364794125356772,1.6633574190147744,9.09532188302646,12.36802905998343,9.372056303946172,2.403980834759628,0.0,4.437700627931392
2024-03-08,48.99664412057998,0.29853381939822277,11.364418776635505,1.6701471746831014,9.089602227551858,12.365770052559366,9.372757923467459,2.404136999745982,0.0,4.437988905378526
2024-03-11,49.00618714788884,0.29866134247567633,11.36488315543154,1.70113847031075,9.0772978910159,12.364878085051549,9.345218848439051,2.4039996671811483,0.0,4.437735392205547
2024-03-12,49.02645506925877,0.29870545493880857,11.367130969017404,1.7371582419377185,9.064093708218715,12.344492060322711,9.318894242829073,2.404348411147234,0.0,4.438721842329567
2024-03-13,49.2802327306396,0.3003994618970814,11.324598890422019,1.7067762099412076,8.980524975411493,12.289332925237257,9.294484427684283,2.3975251369189277,0.0,4.426125241848134
2024-03-14,49.12167615912185,0.2961769694692364,11.285802373988101,1.6412458228087239,8.884581238450046,12.232420522846082,9.314120717236328,2.3866198152006586,0.4315479641874965,4.405808416691482
2024-03-15,49.13196889839497,0.3009769952911389,11.284027718645294,1.6332934424721286,8.850778307510287,12.21573111413253,9.369108189479174,2.455587539591252,0.43129701683050237,4.32723077765272
2024-03-18,49.216839867266025,0.30101175932395957,11.296468670213395,1.6207950290165842,8.78794678193747,12.201388418062857,9.356361650951849,2.454369424664352,0.4310830683046778,4.333735330258831
2024-03-19,49.23185129031361,0.30481765851461684,11.304117797192758,1.6533671931545713,8.760535846118149,12.18419052848699,9.342081501063827,2.454631477200592,0.43112909495830387,4.333277612996589
2024-03-20,49.26254285866768,0.30463854751289804,11.31195427370697,1.6665078051988715,8.738098892311484,12.18466537265374,9.31025429579584,2.455413449151096,0.43126643975422735,4.334658065247194
2024-03-21,49.281836563349515,0.3029391968012567,11.298396204024856,1.6623661512941386,8.718223739412876,12.179556652699421,9.352799783613913,2.4543283191205396,0.43107584856677983,4.318477541116708
2024-03-22,49.30835717459052,0.29681787678394234,11.309240906658449,1.6644622960629265,8.707887053024685,12.190863256198584,9.315390931876461,2.455384064215534,0.4312612786126091,4.320335161976295
2024-03-25,49.332957029252846,0.29686774402854316,11.315756049443412,1.677417695101189,8.67962791076692,12.196602624339052,9.290370074526388,2.4565315120719893,0.4314675718755612,4.322401788594102
2024-03-26,49.367083963900946,0.2966053151870688,11.305730309820964,1.7022808247448988,8.632411845846823,12.210112279225655,9.281645701486717,2.4543949892392036,0.43109231093777606,4.318642459609954
2024-03-27,49.37740070740766,0.2966772726296812,11.303899284553088,1.7183847218949933,8.625492568805978,12.209579132963619,9.265603300435298,2.453997486457916,0.4310224931646219,4.317943031687143
2024-03-28,49.21295266594571,0.2977470146488232,11.350523986454219,1.744969881280691,8.649034938041586,12.256025518743836,9.2623455520474,2.461696156996173,0.43261884893293046,4.332085436908635
2024-04-02,49.39888677197768,0.29676888978697874,11.312489444290414,1.7508410379675963,8.600747877825292,12.214000833968095,9.225836672087752,2.452848723053116,0.43106399957527225,4.316515749467804
2024-04-03,49.45284128089193,0.29674618328298114,11.303054500852364,1.7922281851200488,8.572835550913144,12.214793901605402,9.174464190050964,2.445478294574937,0.43106201691077084,4.316495895797456
2024-04-05,49.43599739794804,0.32894258908760393,11.295428611902041,1.80515648228152,8.563806558452814,12.212220207114061,9.167045930705767,2.444922774737997,0.43096409598385993,4.3155153517862885
2024-04-08,49.4351164102403,0.327789829344285,11.294011448306389,1.8230009809409655,8.554614862936836,12.210389765260352,9.16475237157439,2.4445563148396277,0.43089950046352415,4.31486851609333
2024-04-09,49.44075311121066,0.33000858618763373,11.29837103732628,1.823066417319367,8.550140116149,12.20862106471044,9.16508133914512,2.6589364383723306,0.4309149675439371,4.094106922035226
2024-04-10,49.443681315169066,0.33273901065974865,11.300440543363415,1.8314170590229994,8.550396202872756,12.210956685437687,9.145220449764759,2.659445117200593,0.4308134544226462,4.094890162086333
2024-04-11,49.44717617813508,0.3355269844846974,11.301131533984423,1.8385645068194205,8.538710070574275,12.212277486369208,9.142323639047879,2.6585666684296823,0.4308503176877209,4.0948726144676115
2024-04-12,49.4597472425657,0.33591095247719877,11.295875774721074,1.8311092726959626,8.525503480401886,12.21396430718207,9.15425853419127,2.6580594142360363,0.43087088482406755,4.094700136704735
2024-04-15,49.460879859879434,0.33497320261290375,11.27310526022732,1.8172141480522854,8.508031807826208,12.223338827159134,9.199209705745549,2.657917606550226,0.4308478978273387,4.094481684119603
2024-04-16,49.47239075663725,0.3352264406954508,11.286475482182748,1.805261484738311,8.49212593186159,12.228993284773203,9.196694961645655,2.6584067915839658,0.43093694804373905,4.093487917838083
2024-04-17,49.01102048764681,0.3311271639411537,11.188344803521648,1.775244525740395,9.36555623859473,12.112148665794706,9.102946533021163,2.6331253145156284,0.42683873305107595,4.053647534172687
2024-04-18,49.02069422517995,0.3296643257922806,11.191644450721016,1.7754008937777983,9.356945003064883,12.109693928358215,9.102449308554663,2.633086923277837,0.4268325096984657,4.053588431574892
2024-04-19,49.028305718698405,0.3288138950230426,11.19371512072127,1.7809244998185134,9.348650543013541,12.110658460176293,9.094107761893113,2.633574095125022,0.42691148194216566,4.05433842358863
2024-04-22,49.04713977172807,0.32841350063107033,11.19241038787466,1.7960832608228794,9.331720454272201,12.112607570852203,9.078228684912395,2.633396985279488,0.42680108750813184,4.053198296118901
2024-04-23,49.058789101723235,0.32203890902852467,11.190720499735352,1.8104313521159514,9.32224467649361,12.108657145252662,9.07357928664961,2.633449798400447,0.4268096470597626,4.053279583540843
2024-04-24,49.0863329422145,0.3467506462885699,11.19472492062205,1.807025436598984,9.313225087649487,12.084108062320507,9.052270079602913,2.6341990125906753,0.4269310740352446,4.054432738077069
2024-04-25,49.095069442696456,0.34783044357745196,11.197104591125633,1.8175481173381847,9.30871386944318,12.086045595383462,9.030736995094358,2.634780427482465,0.4270253053681946,4.05514521249061
2024-04-26,49.148722055480654,0.3514082115997202,11.19625555266272,1.8063964773179613,9.288716394622694,12.097312302089037,8.986420728574155,2.6376744974751363,0.4274943543673016,4.05959942581062
2024-04-29,49.17884534891197,0.34679340614520704,11.197239863126802,1.8114540148623168,9.257418529711856,12.096487568840434,8.986134182917837,2.6379924384136366,0.4275458838325033,4.060088763237438
2024-04-30,49.27562775739046,0.31761499344770133,11.200600817470518,1.8072248675677738,9.200947780508532,12.109063053972317,8.952286365280584,2.6411535922171296,0.4280582197577942,4.067422552387191
2024-05-02,49.36644818557174,0.31895753470796584,11.207733008423286,1.8539968726575473,9.15461154758755,12.107109114279545,8.849548698081536,2.641715840761693,0.4301323972583899,4.069746800670747
2024-05-03,49.3923279023187,0.32626270614681135,11.212737341992094,1.964605029066973,9.078518211357299,12.102131587768856,8.783338203312688,2.639904423058155,0.42999454669612747,4.070180048282297
2024-05-06,49.40752860249916,0.3236331716374116,11.21824167512308,1.965296966745677,9.081715682973373,12.075930643860431,8.786431711960866,2.640834202485299,0.43014599160443945,4.070241351110259
2024-05-07,49.30485053276299,0.32565324149839636,11.239335265988586,1.9703258995895583,9.104954582259175,12.090047387975009,8.808915018944221,2.647591745025099,0.43042123757267586,4.077905088384291
2024-05-08,49.283562537163405,0.3052418910038603,11.318942357493086,2.055416536889694,9.059575593906617,11.91911900902304,8.862992975526423,2.660742605956999,0.436246030004436,4.098160463032439
