date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,DEUTSCHE BANK AG,CITIBANK N.A.,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,DBS VICKERS (HONG KONG) LTD
2024-03-01,26.024275474357516,32.29429656288265,21.792030410989536,0.0,8.125993613343017,5.570480698174219,2.001751277616785,3.0524896445974123,1.1386823180388645,0.0
2024-03-04,26.193305533581373,32.317451220576196,21.660988198708992,0.0,8.0771479982768,5.5975896463574575,1.9869756480786256,3.0777034016278333,1.0888383527927248,0.0
2024-03-05,25.920603037466368,32.36468750010968,21.89021844601413,0.0,8.126967497362658,5.556689637693599,1.985227412531517,3.070103062010073,1.0855034068119727,0.0
2024-03-06,26.037590568742573,32.38321697241066,21.94299650026535,0.0,7.937477682667617,5.534550733334105,1.9960929173866493,3.082945396295491,1.085129228897548,0.0
2024-03-07,25.930527058006053,32.4251232987201,22.174944792793482,0.0,7.576052656297952,5.5743895780841335,2.070290269780916,3.159340629999494,1.0893317163178633,0.0
2024-03-08,25.750011485061027,32.51808811277484,22.279664045948298,0.0,7.508303894121357,5.673566812218329,2.0408475103697716,3.147858725622695,1.0816594138836857,0.0
2024-03-11,25.847019305446096,32.60341474657481,22.27800923766866,0.0,8.103943140048639,5.5684178377316345,2.048607266008629,2.4652130684763405,1.0853753980451941,0.0
2024-03-12,25.8903035000753,32.49523731877216,22.35222566300033,0.0,8.051451078283286,5.61574852377031,2.0427224878684096,2.46410645865601,1.0882049695741918,0.0
2024-03-13,26.057776616874822,32.596101813390696,22.127816414107027,0.0,7.967758752080274,5.606651641060115,2.045875089123247,2.464055138327761,1.1339645350360632,0.0
2024-03-14,26.41903777315879,32.752321601481135,22.3165224671043,0.0,7.495753580570605,5.501682408647458,1.9616010212393713,2.458608020026505,1.094473127771833,0.0
2024-03-15,26.908475757483792,32.80096848267351,22.899667952402815,0.0,6.522670903501651,5.485446693639654,1.8930445329228787,2.4315548220551224,1.0581708553205815,0.0
2024-03-18,27.722294399903003,33.72750852270283,22.035813584733656,0.0,5.5145457440081795,5.493385446066422,1.9596659162293755,2.5022624431830485,1.0445239431734903,0.0
2024-03-19,27.420333466151863,33.66288635952061,22.95268051158828,0.0,5.001196084836248,5.513380628555862,1.925327910718608,2.4922220576793404,1.03197298094919,0.0
2024-03-20,27.20916144154184,33.224267034874025,23.40190148540296,0.0,5.247463941547521,5.4947388483057455,1.9182481260016901,2.489887070510601,1.014332051815618,0.0
2024-03-21,27.283252358585347,33.015922980935635,23.54506311779714,0.0,4.985660689945503,5.643184341096353,1.914012771323809,2.490835459542782,1.1220682807734303,0.0
2024-03-22,27.410610633205383,32.62170422147002,23.607592126296872,0.0,5.048821226676097,5.558757096964969,1.9000230813287482,2.491128777214104,1.3613628368438042,0.0
2024-03-25,27.610237379003088,32.48204991164181,23.607523260044648,0.0,4.993608566255238,5.566587616192923,1.9080546252621,2.517330861707832,1.3146077798923668,0.0
2024-03-26,27.570694961543836,32.418461692637074,23.244388212905964,0.0,5.391093809140102,5.851360757361673,1.9541583137778502,2.5311504017076527,1.0386918509258505,0.0
2024-03-27,27.551400114687503,32.432342462119706,23.288269150074747,0.0,5.600091818417439,5.674387677592366,1.9231624218873644,2.5152428506949662,1.0151035045259056,0.0
2024-03-28,27.587549472797445,32.35050993843587,23.193638874568013,0.0,5.70261535362113,5.58668868174403,1.9338214109413758,2.510565358322785,1.1346109095693562,0.0
2024-04-02,27.461271508942897,32.262195581167035,23.342586003271684,0.0,5.644373751814911,5.708605652667869,1.9452150329644118,2.625644621875991,1.0101078472951985,0.0
2024-04-03,27.463843472409906,32.122277282421656,23.216129204603835,0.0,6.030030614016786,5.587957522036937,1.958055755318127,2.606046249864653,1.0156598993280985,0.0
2024-04-05,27.354880712080494,32.19767108545436,23.14866587645784,0.0,6.22561781749081,5.480425909316005,1.9631581664520992,2.6093893420605396,1.0201910906878568,0.0
2024-04-08,27.019538264737076,32.37800846559231,23.308027818980722,0.0,6.275652134088311,5.446894647542453,1.9522600495331828,2.610354170683213,1.0092644488427343,0.0
2024-04-09,27.02366049731016,32.32690568858395,23.31158380541352,0.0,6.182252769162093,5.517679735966708,2.0096414522757593,2.627085575368378,1.0011904759194354,0.0
2024-04-10,26.946035639718858,32.064777937960606,23.322555858611587,0.0,6.318984633163452,5.493319881272374,2.0778191835291384,2.7157548197036427,1.0607520460403381,0.0
2024-04-11,26.85353911021512,32.31415034322055,22.91498051702723,0.0,6.824762105196895,5.451649978730632,1.9662092585806714,2.6767191844436864,0.9979895025852203,0.0
2024-04-12,26.832647316473796,32.41527889811249,22.846976953016213,0.0,6.770103491274354,5.481841381265349,1.9688538607157697,2.6698476381634673,1.014450460978562,0.0
2024-04-15,26.826873372185243,32.38238511104297,22.89251508866528,0.0,6.811561929407486,5.453681586986513,1.9632068722612976,2.6616470812876587,1.0081289581635449,0.0
2024-04-16,26.79959627135493,32.3377713597883,22.952565812995818,0.0,6.980000457986699,5.445423419757249,1.9351629786993712,2.5594183622793114,0.9900613371383218,0.0
2024-04-17,26.77427886964593,32.30980424497128,23.04236707429778,0.0,6.98105843823647,5.400589617935183,1.9406125079236887,2.5481138832557226,1.0031753637339462,0.0
2024-04-18,26.48829424285253,32.27753815001076,23.117983007493002,0.0,7.158841504538646,5.434398452851024,1.9916353100333226,2.5353130127093135,0.9959963195114082,0.0
2024-04-19,26.296191284214167,32.321681621219696,23.176832197530977,0.0,7.04647529607557,5.67647486856754,1.9576644416991962,2.534509456593177,0.9901708340996792,0.0
2024-04-22,26.338275764627568,32.40042583118764,23.20731617325975,0.0,6.8322513979721045,5.737539933237781,1.9662011585342445,2.5345086180682124,0.9834811231126986,0.0
2024-04-23,26.409754720778878,32.390606496452484,23.417444595293542,0.0,6.622974770951862,5.654743663992966,1.9779033038042824,2.5431102977506224,0.9834621509753626,0.0
2024-04-24,26.54633015357032,32.37289449747112,23.533426495750227,0.0,6.660408053066128,5.389935656581578,1.9695544406024816,2.5424549353273496,0.9849957676307922,0.0
2024-04-25,26.664691954662217,32.29243400793778,23.56902064884816,0.0,6.615354375386688,5.40993242706357,1.9563271164354321,2.508415896361492,0.9838235733046654,0.0
