date,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,CHIYU BANKING CORPORATION LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,3.232104362776126,0.0,3.4955478682943415,2.181940995758223,0.0,0.0,0.0,0.0,1.4296286452446991,0.0,10.33922187207339
2024-03-04,3.2315817421783395,0.0,3.4955478682943415,2.181940995758223,0.0,0.0,0.0,0.0,1.4296286452446991,0.07969964116242612,10.418398892638029
2024-03-05,3.2232198126137575,0.0,3.4950252476965553,2.181418375160437,0.0,1.1495040048311884,0.0,0.0,1.4296286452446991,0.07969964116242612,11.558495726709063
2024-03-06,3.2226971920159713,0.0,3.4929347653054097,2.181418375160437,0.0,1.1495040048311884,0.0,0.0,1.4426941601893593,0.07969964116242612,11.56894813866479
2024-03-07,3.214857883049175,0.0,3.4929347653054097,2.181418375160437,0.0,1.1495040048311884,0.0,0.0,1.4426941601893593,0.07969964116242612,11.561108829697995
2024-03-08,3.195782231229972,0.0,3.492673455006516,2.181418375160437,0.0,1.1495040048311884,0.11445391091522177,0.0,1.4426941601893593,0.07943833086353291,11.655964468196228
2024-03-11,3.2051894019901264,0.0,3.489799041718691,2.181418375160437,0.0,1.1495040048311884,0.11366998001854216,0.0,1.4426941601893593,0.07943833086353291,11.661713294771877
2024-03-12,3.204144160794554,0.0,3.4479893938957793,2.181418375160437,0.0,1.1495040048311884,0.11366998001854216,0.0,1.4426941601893593,0.07943833086353291,11.618858405753391
2024-03-13,3.2004858166100494,0.0,3.4479893938957793,2.181418375160437,0.0,1.1495040048311884,0.11366998001854216,0.0,1.4426941601893593,0.07943833086353291,11.615200061568888
2024-03-14,3.195520920931078,0.0,3.454522151368109,2.181418375160437,0.0,1.1560367623035184,0.11366998001854216,0.0,1.4426941601893593,0.07760915877128051,11.621471508742324
2024-03-15,3.204928091691234,0.0,3.4362304304455846,2.1683528602157764,0.0,1.1657052433625668,0.1489468703691242,0.0,1.4139500273111072,0.07760915877128051,11.615722682166673
2024-03-18,3.197872713621117,0.0,3.4025214018883623,2.1683528602157764,0.0,1.224500060613537,0.15025342186359023,0.0,1.208821442679945,0.07760915877128051,11.429931059653608
2024-03-19,3.19891795481669,0.0,3.4012148503938957,2.1683528602157764,0.0,1.224500060613537,0.15025342186359023,0.0,1.208821442679945,0.07760915877128051,11.429669749354716
2024-03-20,3.110333763491895,0.0,3.400953540095003,2.147709346603214,1.7418944524220734,1.2320780592814398,0.15025342186359023,0.0,1.200982133713149,0.07760915877128051,13.061813876241645
2024-03-21,3.1526660319125934,0.0,3.3996469886005367,2.1469254157065345,1.7458141069054718,1.2582090891707598,0.15025342186359023,0.0,1.0846990507056748,0.07760915877128051,13.015823263636442
2024-03-22,3.1748774073185153,0.0,3.3931142311282065,2.148754587798787,1.7452914863076854,1.2582090891707598,0.15025342186359023,0.0,1.0846990507056748,0.0786543999668533,13.033853674260074
2024-03-25,3.1662541674550395,0.0,3.3931142311282065,2.148754587798787,1.7452914863076854,1.2576864685729734,0.15025342186359023,0.0,1.0846990507056748,0.09171991491151332,13.037773328743471
2024-03-27,3.1662541674550395,0.0,3.3905011281392747,2.148754587798787,1.7452914863076854,1.2576864685729734,0.15025342186359023,0.0,1.0846990507056748,0.09171991491151332,13.035160225754538
2024-03-28,3.1639023747650015,0.0,3.3905011281392747,2.1435283818209228,1.7452914863076854,1.2576864685729734,0.16593203979718224,0.0,1.0846990507056748,0.09171991491151332,13.043260845020226
2024-04-02,3.1565856863959914,0.0,3.3905011281392747,2.1435283818209228,1.7452914863076854,1.2576864685729734,0.16593203979718224,0.0,1.0846990507056748,0.09171991491151332,13.035944156651219
2024-04-03,3.1631184438683215,0.0,3.3905011281392747,2.140131347935311,1.7486885201932967,1.2576864685729734,0.16854514278611424,0.0,1.0846990507056748,0.09171991491151332,13.045090017112479
2024-04-05,3.1772292000085542,0.0,3.3905011281392747,2.1328146595663013,1.7526081746766948,1.2576864685729734,0.17507790025844425,0.0,1.0846990507056748,0.053568611273106075,13.024185193201024
2024-04-08,3.151882101015914,0.0,3.395727334117139,2.1328146595663013,1.7526081746766948,1.237565575558197,0.18108803713298785,0.0,1.0846990507056748,0.053568611273106075,12.989953544046015
2024-04-09,3.1270576226210602,0.0,3.395727334117139,2.1406539685330976,1.7526081746766948,1.237565575558197,0.18030410623630827,0.0,1.0846990507056748,0.053568611273106075,12.972184443721277
2024-04-10,3.1270576226210602,3.1370301382128707,3.433878637755546,2.1406539685330976,1.7526081746766948,1.1461069709455767,0.17769100324737624,0.0,1.0846990507056748,0.053568611273106075,16.053294177971004
2024-04-11,3.1262736917243803,3.1370301382128707,3.43257208626108,2.1406539685330976,1.7526081746766948,1.1461069709455767,0.17899755474184226,0.0,1.0846990507056748,0.053568611273106075,16.052510247074324
2024-04-12,3.118173072458691,3.1370301382128707,3.43257208626108,2.1406539685330976,1.7526081746766948,1.1461069709455767,0.18683686370863825,0.0,1.0846990507056748,0.053568611273106075,16.052248936775428
2024-04-15,3.77458454327841,3.1294521395449677,3.427607190582109,2.1288950050829034,1.766980241115821,1.1027294613293055,0.15155997335805624,0.0,1.0988098068459076,0.053568611273106075,16.634186972410586
2024-04-16,3.760996407735964,3.1294521395449677,3.374822510205683,2.1759308588836794,1.7526081746766948,1.0988098068459076,0.23308878661273472,0.0,1.0988098068459076,0.05879481725097008,16.68331330860251
2024-04-17,3.760473787138177,3.1294521395449677,3.374822510205683,2.1759308588836794,1.7526081746766948,1.0988098068459076,0.23308878661273472,0.0,1.0988098068459076,0.05879481725097008,16.682790688004722
2024-04-18,3.7562928223558862,3.1294521395449677,3.355746858386479,2.1759308588836794,1.759140932149025,1.0988098068459076,0.23936023378617155,0.0,1.0988098068459076,0.05879481725097008,16.672338276048997
2024-04-19,3.749498754584663,3.1294521395449677,3.3450331361318577,2.1759308588836794,1.759140932149025,1.0988098068459076,0.24014416468285116,0.0,1.0988098068459076,0.05879481725097008,16.65561441691983
2024-04-22,3.8119519160201376,3.1294521395449677,3.3348420344750234,2.1657397572268446,1.749995071687763,1.0988098068459076,0.23936023378617155,0.0,1.0988098068459076,0.05879481725097008,16.687755583683693
2024-04-23,3.892696798378137,3.1294521395449677,3.3256961740137614,2.148754587798787,1.7460754172043649,1.0792115344289175,0.24563168095960833,0.0,1.0988098068459076,0.053568611273106075,16.719896750447557
2024-04-24,3.890083695389205,3.1294521395449677,3.3170729341502856,2.1458801745109617,1.7460754172043649,1.0792115344289175,0.24563168095960833,0.0,1.0988098068459076,0.053568611273106075,16.705785994307323
2024-04-25,3.904194451529438,3.1294521395449677,3.3170729341502856,2.1458801745109617,1.7460754172043649,1.0792115344289175,0.24563168095960833,0.0,1.0988098068459076,0.053568611273106075,16.719896750447557
2024-04-26,3.8866866615035933,3.1294521395449677,3.3170729341502856,2.1458801745109617,1.7486885201932967,1.0792115344289175,0.24563168095960833,0.0,1.0988098068459076,0.053568611273106075,16.705002063410646
2024-04-29,3.873621146558933,3.1294521395449677,3.3170729341502856,2.1458801745109617,1.7382361082375688,1.0792115344289175,0.2827377434024428,0.0,1.0988098068459076,0.053568611273106075,16.71859019895309
2024-04-30,3.874405077455613,3.1294521395449677,3.31419852086246,2.142744450924243,1.7382361082375688,1.0792115344289175,0.2931901553581708,0.0,1.0988098068459076,0.053568611273106075,16.723816404930954
2024-05-02,4.045302012931766,3.1294521395449677,3.2750019760284808,2.075849014407584,1.7382361082375688,1.0792115344289175,0.31017532478622883,0.0,1.0988098068459076,0.053568611273106075,16.805606528484525
2024-05-03,4.0709104222232995,3.1294521395449677,3.2606299095893543,2.075849014407584,1.7382361082375688,1.0792115344289175,0.31017532478622883,0.0,1.0988098068459076,0.053568611273106075,16.816842871336934
2024-05-06,4.070649111924406,3.1294521395449677,3.2595846683937815,2.075849014407584,1.7382361082375688,1.0792115344289175,0.31017532478622883,0.0,1.0988098068459076,0.053568611273106075,16.815536319842465
2024-05-07,4.0980866933081925,3.1294521395449677,3.244428671057976,2.075849014407584,1.7382361082375688,1.0792115344289175,0.31905987494859767,0.0,1.0988098068459076,0.053568611273106075,16.83670245405282
2024-05-08,4.155313648765803,3.1294521395449677,3.243383429862403,2.075849014407584,1.7382361082375688,1.0792115344289175,0.2605263679965208,0.0,1.0684978121742963,0.053568611273106075,16.804038666691167
2024-05-09,4.173866679987221,3.1294521395449677,3.311324107574635,2.075849014407584,1.7382361082375688,1.0792115344289175,0.25033526633968595,0.0,1.0684978121742963,0.053568611273106075,16.88034127396798
2024-05-10,4.168640474009357,3.1111604186224437,3.311324107574635,2.075849014407584,1.736929556743103,1.0792115344289175,0.272546641745608,0.0,1.0684978121742963,0.053568611273106075,16.87772817097905
2024-05-13,4.18196729925291,3.1111604186224437,3.2964294205377227,2.0745424629131177,1.7340551434552776,1.0792115344289175,0.272546641745608,0.0,1.0684978121742963,0.053568611273106075,16.8719793444034
2024-05-14,4.196861986289822,3.1111604186224437,3.2572328757037425,2.048411433023798,1.7379747979386757,1.0622263650008597,0.3705380038305581,0.0,1.0684978121742963,0.05330730097421288,16.90621099355841
2024-05-17,4.220118602891318,3.1111604186224437,3.248348325541374,2.048411433023798,1.7379747979386757,1.0517739530451315,0.3705380038305581,0.0,1.0684978121742963,0.05330730097421288,16.910130648041807
2024-05-20,4.211756673326734,3.1111604186224437,3.248348325541374,2.0353459180791376,1.7379747979386757,1.0570001590229954,0.3705380038305581,0.0,1.068236501875403,0.05330730097421288,16.893668099211535
2024-05-21,4.207053087946657,3.1111604186224437,3.2493935667369467,2.0353459180791376,1.7379747979386757,1.0376631969048986,0.37680945100399493,0.0,1.068236501875403,0.054875162767572074,16.878512101875728
2024-05-22,4.241023426802773,3.1111604186224437,3.253313221220345,2.0353459180791376,1.7379747979386757,1.0394923689971511,0.37680945100399493,0.0,1.0630102958975391,0.053568611273106075,16.911698509835166
2024-05-23,4.220902533787997,3.1111604186224437,3.2637656331760723,2.045014399138186,1.7379747979386757,1.0394923689971511,0.3948398616276258,0.0,1.0630102958975391,0.0692472292066981,16.945407538392388
2024-05-24,4.219595982293531,3.1111604186224437,3.2768311481207326,2.0463209506326523,1.7379747979386757,1.0394923689971511,0.3948398616276258,0.0,1.0630102958975391,0.0692472292066981,16.95847305333705
2024-05-27,4.207575708544444,3.1111604186224437,3.273956734832907,2.0463209506326523,1.7379747979386757,1.034266163019287,0.3948398616276258,0.0,1.0711109151632283,0.0692472292066981,16.94645277958796
2024-05-28,4.190851849415279,3.1111604186224437,3.273956734832907,2.0463209506326523,1.7379747979386757,1.034266163019287,0.3948398616276258,0.0,1.0839151198089951,0.0692472292066981,16.942533125104564
2024-05-29,4.138067169038852,3.1111604186224437,3.283886526190849,2.0599090861750984,1.7379747979386757,1.034266163019287,0.4099958589634313,0.0,1.0839151198089951,0.08492584714029011,16.944100986897922
2024-05-30,4.183012540448482,3.1111604186224437,3.283886526190849,2.0497179845182636,1.7379747979386757,1.0538644354362772,0.296064568645996,0.0,1.102206840731519,0.08544846773807652,16.903336580270583
2024-05-31,4.183012540448482,3.1111604186224437,3.283886526190849,2.0512858463116226,1.7374521773408893,1.0538644354362772,0.296064568645996,0.0,1.102206840731519,0.08544846773807652,16.904381821466156
2024-06-03,4.174911921182793,3.1111604186224437,3.283886526190849,2.0512858463116226,1.7377134876397824,1.0538644354362772,0.30651698060172405,0.0,1.102206840731519,0.08544846773807652,16.906994924455088
2024-06-04,4.205223915854404,3.1111604186224437,3.290419283663179,2.0152250250643613,1.7351003846508506,1.0332209218237143,0.2952806377493164,0.0,1.0630102958975391,0.06846329831001849,16.817104181635827
2024-06-05,4.290672383592481,3.1111604186224437,3.290419283663179,2.0152250250643613,1.7141955607393944,1.0332209218237143,0.29292884505927763,0.0,1.0630102958975391,0.06846329831001849,16.87929603277241
2024-06-06,4.222209085282462,3.1111604186224437,3.290419283663179,2.0152250250643613,1.7141955607393944,1.0332209218237143,0.3493718696202089,0.0,1.0630102958975391,0.06846329831001849,16.86727575902332
2024-06-07,4.237365082618268,3.1111604186224437,3.290419283663179,2.0152250250643613,1.7141955607393944,1.0332209218237143,0.3493718696202089,0.0,1.0630102958975391,0.06846329831001849,16.882431756359125
