date,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,0.0,38.97563840525999,45.498722003138354,0.0,15.525639591601653,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,38.969926387067524,45.506709358937215,0.0,15.523364253995256,0.0,0.0,0.0,0.0,0.0
2024-03-05,0.0,39.170508889797986,45.357146215492,0.0,15.472344894710016,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,36.92345149451918,42.79962516081737,0.0,14.656230994947839,0.0,0.0,5.620692349715618,0.0,0.0
2024-03-11,0.0,34.481516819666346,39.969069388792164,0.0,13.686940280765054,0.0,0.0,5.248967524708726,6.613505986067708,0.0
2024-03-12,0.0,34.459315194361025,39.98064948797679,0.0,13.69412493377536,0.0,0.0,5.250488289777378,6.61542209410945,0.0
2024-03-14,0.0,30.769150093697174,35.68588291384091,0.0,12.16849242122157,0.0,10.785213697580568,4.686474900960145,5.9047859726996315,0.0
2024-03-15,0.0,25.471444156190827,29.547152623491908,0.0,10.108560418806116,10.108768589493708,8.863313104297202,3.8803016167249327,4.829559952146912,7.190899538848397
2024-03-18,0.0,25.472656192843274,29.54142097886991,0.0,10.11142063269532,10.109249606508937,8.863734857389751,3.8804862575232004,4.829789762582524,7.191241711587082
2024-03-19,0.0,25.463789339956882,29.5449356544305,0.0,10.112623633830777,10.110452349347657,8.864789415743633,3.880947936405278,4.830364384367085,7.192097285918191
2024-03-20,0.0,25.461365937489848,29.542123847083314,0.0,10.133074580509097,10.109490132183547,8.852049432051984,3.8805785845119707,4.829904676002024,7.19141281016821
2024-03-22,0.0,25.49015039294888,29.498952885244854,0.0,10.185043965505661,10.090151605478876,8.845525223417567,3.877718489287476,4.8263449008299055,7.186112537286784
2024-03-25,0.0,25.495605837702843,29.50526630063411,0.0,10.189601804345424,10.08042102344453,8.835528264356723,3.878548405104512,4.827377843263127,7.187650521148731
2024-03-26,0.0,25.495605837702843,29.50526630063411,0.0,10.184845767061422,10.08042102344453,8.826016189788717,3.878548405104512,4.841645955115136,7.187650521148731
2024-03-27,0.0,22.832690316021537,26.497702126532698,10.253110450089338,9.15094378909986,9.052892147037847,7.926352725579375,3.4831958225569073,4.348121823866256,6.454990799216184
2024-03-28,0.0,22.86546019976364,26.48709353741624,10.24445360047678,9.139703047580733,9.054430523215974,7.929570289503558,3.4846097648337073,4.337067947647103,6.45761108956227
2024-04-02,0.0,22.884528270740695,26.50918177771995,10.25299670289713,9.16229274967731,8.963620892292964,7.936182953660624,3.4875156668248626,4.340684735533091,6.462996250653374
2024-04-03,0.0,22.887283917863098,26.504157736150336,10.25518953761072,9.155697410099469,8.965537964893459,7.937880285472823,3.48826155074934,4.341613088915487,6.464378508245269
2024-04-05,0.0,22.866874780704403,26.513846755676397,10.255628217115179,9.181754863108752,8.965921477819986,7.927525753229908,3.488410765821659,4.3375211729529894,6.462516213570731
2024-04-08,0.0,23.023207423177798,26.496845183634903,10.24905196269345,9.214341234436857,8.814825921615805,7.922442356563769,3.48617387928113,4.334739808204863,6.458372230391421
2024-04-09,0.0,23.040149643708254,26.491748962977262,10.247080730647843,9.25103563366227,8.813130538726112,7.920918608581069,3.485503372614522,4.293302437512308,6.457130071570356
2024-04-10,0.0,23.04044411726549,26.443954911907134,10.256725080088552,9.259742525184324,8.821425282645503,7.928373620302027,3.488783859358588,4.297343208737831,6.463207394510545
2024-04-11,0.0,23.05277185153114,26.458103686445845,10.262212916198813,9.264696928174034,8.815444213101753,7.93261567755806,3.490650524780034,4.2568386841125,6.466665518097825
2024-04-12,0.0,23.04931875639754,26.458420243253983,10.260675730227897,9.293267338321868,8.822683219130264,7.931427444022879,3.490127657143212,4.228382740965657,6.4656968705367
2024-04-15,0.0,23.056225981459107,26.455646523708353,10.26375056282063,9.28106868867904,8.83388917054447,7.933804267173026,3.491173549105411,4.216806800574899,6.467634455935064
2024-04-16,0.0,23.048483558174738,26.459044676384337,10.26506891243682,9.282260815598795,8.832883072516022,7.9348233418033525,3.491621980434714,4.21734843743494,6.468465205216282
2024-04-17,0.0,23.058356159425372,26.470378159426872,10.269465858202341,9.286236784755529,8.83666655494116,7.89538808889738,3.4931175838848847,4.219154898990326,6.471235911476134
2024-04-18,0.0,23.0654313937073,26.488659559371108,10.277389860192132,9.261251786084971,8.843484997529247,7.901480233492866,3.4850961236021702,4.200976877158828,6.476229168861374
2024-04-19,0.0,23.068726931385623,26.486330795823715,10.279813522681996,9.250572652072904,8.845570509819794,7.90334359778252,3.4859179953870543,4.201967571315269,6.477756423731126
2024-04-22,0.0,23.05883490277924,26.467351806140876,10.27827105976477,9.285624792947498,8.84424325184347,7.902157718836877,3.485394941225759,4.201337075524285,6.476784450937225
2024-04-23,0.0,23.052905125738217,26.460545499762507,10.275627914262904,9.319667712552006,8.831253938410308,7.900125611247173,3.4844986420420194,4.2002566656841065,6.475118890300761
2024-04-24,0.0,23.037893335839897,26.46148840057778,10.27849138326951,9.311546861507136,8.833714909375109,7.902327108325975,3.48546965363842,4.2121450611313005,6.47692328633487
2024-04-25,0.0,23.040856738310573,26.46274832476021,10.279813522681996,9.312744621240325,8.83485120479093,7.892624292753653,3.4859179953870543,4.212686876344134,6.477756423731126
2024-04-26,0.0,23.028967625112816,26.42836991740156,10.283120359795552,9.345764078197607,8.83769322267309,7.895163212635521,3.4870393545417238,4.214042024400054,6.479840205242075
2024-04-29,0.0,23.04230978321803,26.441535774180164,10.289078031015936,9.394094541284684,8.8299387064923,7.899737387108482,3.489059620110931,4.21648348924845,6.397762667341018
2024-04-30,0.0,23.09365452786137,26.514394717175676,10.295705767409592,9.400145771734005,8.83562653449228,7.90482602350749,3.4913071069464023,4.238524126145263,6.225815424727924
2024-05-02,0.0,23.034448830602166,26.45229143737901,10.274086707078075,9.667524554692264,8.8256440347142,7.8839420310101715,3.483976013703639,4.165344016383687,6.212742374436787
2024-05-03,0.0,23.02242510708781,26.48260206695622,10.27254596214497,9.636081937425734,8.845743957809507,7.882759722150662,3.483453542116314,4.162577018654365,6.211810685654416
2024-05-06,0.0,23.046459187678497,26.51389221386122,10.281356448624363,9.547858320549537,8.851186531787564,7.889520553224888,3.486441206561671,4.166147149046327,6.217138388665935
2024-05-07,0.0,23.052237280567162,26.379584981633116,10.27915241046124,9.432194198163408,8.774258772892148,8.06575827828163,3.4856938100959285,4.156679149923742,6.3744411179816245
2024-05-08,0.0,23.128697321219875,26.354045773785646,10.268366268663078,9.355911104429714,8.634421855109391,8.020889647398864,3.696183561983831,4.1523174546272585,6.38916701278235
2024-05-09,0.0,23.220900935888235,26.35249850426986,10.276949317065105,9.348728610630396,8.641639133765693,7.815410987419792,3.793576703066785,4.155788263981072,6.394507543913061
2024-05-10,0.0,23.217950100001467,26.20923734577063,10.266167795855916,9.296100579754796,8.658265394461171,7.807211859768216,3.9887112833534037,4.1514284371563335,6.404927203878064
2024-05-13,0.0,23.226514160727938,26.20923734577063,10.266167795855916,9.289677534209943,8.658265394461171,7.807211859768216,3.9887112833534037,4.149287421974717,6.404927203878064
2024-05-14,0.0,23.262665544127266,26.178187100300164,10.270785676548648,9.289572218028109,8.66216001584207,7.787161903460397,3.9905054672388176,4.151153835485147,6.407808238969374
2024-05-16,0.0,23.281853203257892,26.166295415900322,10.274527004810386,9.280099569701953,8.665315371731637,7.777141973714138,3.9919590844550044,4.152665971912936,6.410142404515735
2024-05-17,0.0,23.347929409290387,26.176032127732263,10.280033912320423,9.257202696649063,8.667815872265166,7.7427200155047355,4.015537751361033,4.142028262482389,6.370699952394546
2024-05-20,0.0,23.38259451917893,26.178838377433046,10.281136002276217,9.258195132101877,8.668745121418715,7.7349735408157345,4.015968244476195,4.1081661272911845,6.371382935008104
2024-05-21,0.0,23.33170860803454,26.14661748150871,10.271005679255664,9.298339299406027,8.621647103024827,7.860157526596175,4.080555958077589,4.084840006327539,6.30512833776893
2024-05-22,0.0,23.41623010428755,26.13107444640591,10.341876468888724,9.31007235992644,8.610731619735608,7.737660424154055,4.081473932718669,4.070761402711534,6.300119241171509
2024-05-23,0.0,23.415226759010434,26.097818561726648,10.412133005786767,9.393227593052279,8.610362664661938,7.737328878682903,4.081299048564566,4.070586977570959,6.182016510943505
2024-05-24,0.0,23.34856537043096,25.9207233558983,10.460645748724515,9.685477265091642,8.553656987665395,7.718814934757788,4.072660975131861,4.07052309535489,6.1689322669446485
2024-05-27,0.0,23.33908510040162,25.91019870683009,10.526919776472846,9.685818672631493,8.550183927256976,7.692173718110844,4.071007343520255,4.058185273146962,6.1664274816289115
2024-05-28,0.0,23.327619279320054,25.89746977160053,10.521748203629363,9.681060308563188,8.545983467868671,7.688394774454707,4.118134497888228,4.0561916034697845,6.163398093205473
