date,CITIBANK N.A.,PARTNERS CAPITAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,SILVERBRICKS SECURITIES CO LTD,DBS BANK (HONG KONG) LTD,LONG BRIDGE HK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,ZHONGTAI INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,8.374423188798708,0.0,0.0,86.10400393107071,0.0,0.0,0.0,5.521572880130584,0.0
2024-03-05,4.737091941553116,0.0,33.727887145954966,48.89818731422723,0.0,0.0,9.527226505573651,3.109607092691035,0.0
2024-03-06,4.737716104075088,0.0,33.62196918313411,49.088650210733405,0.0,0.0,9.431276936643517,3.1203875654138695,0.0
2024-03-07,4.659985888019249,0.0,32.65309417093009,47.545723767852095,0.0,0.0,9.165021570694403,3.0247776552112664,2.951396947292901
2024-03-08,4.666544376031547,0.0,32.6990503029508,47.50303663223946,0.0,0.0,9.14678318752201,3.0290347427794013,2.955550758476776
2024-03-11,4.6589210924810915,0.0,32.645633017652855,47.60449325536695,0.0,0.0,9.131065052925244,3.0191126743295094,2.9407749072443536
2024-03-12,4.651748625426438,0.0,32.59537465897937,47.685156790652876,0.0,0.0,9.117007664537256,3.014464712760497,2.936247547643565
2024-03-13,4.661123536350606,0.0,32.66106581268821,47.50259321065231,0.0,0.0,9.182655333255871,3.020539920266703,2.9720221867863073
2024-03-14,4.732095713788247,0.0,33.05251678878946,46.50074819673634,0.0,0.015107455554495237,9.302783372432268,3.1373149368168445,3.2594335358823474
2024-03-15,4.732957248451234,0.0,33.16441346700187,46.526798258478905,0.0,0.015158600648939693,9.233219871207476,3.0923545323836974,3.2350980218278798
2024-03-18,4.747365359364451,0.0,33.229896902779984,46.98825344292365,0.0,0.015188531443677508,8.775543629183142,3.052894820179179,3.1908573141259167
2024-03-19,4.73008918713037,0.0,33.14431660863178,47.12982972815132,0.0,0.015149414891723346,8.752943089455528,3.0450323932363923,3.1826395785028794
2024-03-20,4.716275748971149,0.0,33.047524148766826,47.359754128055116,0.0,0.015105173547115176,8.64178559263512,3.0462099986682274,3.1733452093564463
2024-03-21,4.722861448421998,0.0,32.97805298742403,47.19409752459428,0.0,0.030123892036975068,8.627096089441851,3.2031738532650156,3.2445942048158565
2024-03-22,4.720254587029941,0.0,32.93476081910828,47.16804796287975,0.0,0.030107264657157285,8.6775308731182,3.226495195758689,3.2428032974479826
2024-03-25,4.6935690954557385,0.0,32.78341789978345,46.95129976431946,0.0,0.029968914743182636,8.927355100921568,3.311565079121681,3.3028241456549194
2024-03-26,4.732046868749138,0.0,32.84247309635425,47.035876614888004,0.0,0.03002289996694979,8.738280123163944,3.3125266296867935,3.308773767190925
2024-03-27,4.732224462626217,0.0,32.83995267212587,47.0376418729088,0.0,0.030024026727388593,8.738608071108905,3.312650948921875,3.3088979455809513
2024-04-02,4.709325333998833,0.0,32.854749150124945,47.058835308844884,0.0,0.03003755445245418,8.747551626420933,3.289112212543733,3.3103888136142214
2024-04-03,4.706497900259643,0.0,32.83502347401398,47.03058163570862,0.0,0.030019520193005505,8.75230618709816,3.287137461134102,3.3584338215924907
2024-04-05,4.67960326675214,0.0,32.67964509839025,46.81159503289137,0.0,0.029879741510356193,9.184649083600778,3.2718316953840034,3.342796081471099
2024-04-08,4.694543137507318,0.0,32.67964509839025,46.81159503289137,0.0,0.029879741510356193,9.1697092128456,3.2718316953840034,3.342796081471099
2024-04-09,4.768931515395983,0.0,32.33982759772013,47.241467422681275,0.0,0.029569038653879373,9.054645801110269,3.257522425035711,3.308036199402755
2024-04-10,4.738476887148589,0.0,32.26668033600008,47.134615152947795,0.0,0.02950215845166772,9.034165712148916,3.4960057765226247,3.300553976780326
2024-04-11,4.767100047219332,0.0,32.260731828361536,47.12592567465757,0.0,0.029496719596071922,9.032500223068942,3.4843000022859956,3.299945504810546
2024-04-16,4.78731467084357,0.0,32.667037364388975,46.21608308739763,0.0,0.029868213972898083,9.196039773509334,3.7621504516696205,3.341506438217973
2024-04-17,4.8255089442675825,0.0,32.91762683433316,45.83214266270498,0.0,0.030106509303287707,9.219230332107413,3.807218988978258,3.368165728305312
2024-04-19,4.837645997119107,0.0,33.000420790628624,45.94741902924382,0.0,0.03018223277594295,8.990899805299447,3.816794853124452,3.3766372918086174
2024-05-30,4.422221119572712,0.0,33.61880188572815,45.09178199434242,0.0,0.02962341968313309,8.355399078069807,5.0939938763454276,3.3881786262583473
2024-05-31,4.408933165969,0.0,33.63042478124802,45.10737139793587,0.0,0.004938943545158859,8.358287757173876,5.100693946262813,3.3893500078652674
2024-06-03,4.4082799985876715,0.0,33.62544255637401,45.08587426966933,0.0,0.019752847434685358,8.357049507302257,5.11475293261884,3.3888478880132062
2024-06-04,4.407409409731145,0.0,33.61880188572815,45.07697028450085,0.0,0.01974894645542206,8.355399078069807,5.133491769256271,3.3881786262583473
2024-06-05,4.407300610301438,0.0,33.61797198631728,45.07585753362978,0.0,0.024685573676686626,8.3527242628826,5.133365046066983,3.388094987125239
2024-06-06,34.55073796950381,0.0,22.629982650972032,31.479916800464903,0.0,0.016622619495440333,5.62450599652687,3.4167794372877607,2.2814545257491856
2024-06-07,34.336133532028335,0.0,22.489421407354655,31.482618564899408,0.0,0.016519371689001684,5.999251011687621,3.4087723480254977,2.267283764315481
2024-06-11,30.374657368794004,0.0,19.888895205157855,28.674562132772486,10.698525602590326,0.014613475758216537,5.307097078342405,3.0359495887694856,2.0056995478152198
2024-06-14,30.172061665224575,0.0,19.748637435230922,28.472347273832966,10.623078911004544,0.014510420585991725,5.333516938521815,3.6442921301718223,1.9915552254273647
2024-06-17,30.242274164040104,0.0,19.794593896473604,28.538604418320496,10.647799558991151,0.014544187350076697,5.345928405656002,3.4200656553705358,1.996189713798027
2024-06-18,30.231721464338683,0.0,19.776055506841452,28.54318530723834,10.644084129701096,0.08432685145781499,5.344063004370893,3.381070570088771,1.9954931659629496
2024-06-19,30.23435894878282,0.0,19.777780815101757,28.54567547993071,10.659553124662391,0.08433420832497866,5.344529232635768,3.3581009332161766,1.9956672573454004
2024-06-20,30.67684350961074,0.0,20.067231723353064,27.488127746028113,10.815557347903182,0.09737099781225071,5.422747251888001,3.4072472643544396,2.024874159050214
2024-06-21,30.674865857506617,0.0,20.052916453194733,27.48569473737162,10.814600049359777,0.11801500531288803,5.422267277728695,3.4069456846264363,2.024694934899235
2024-06-24,30.673055917078106,0.0,20.051733250491687,27.484072970862783,10.813961944471611,0.12095824300186496,5.4219473421565,3.4096948621806207,2.024575469756825
2024-06-25,30.60900244393797,0.0,19.972735428595563,27.416131167765034,10.787229368338636,0.1559741253640561,5.408544056583882,3.6308127767529097,2.019570632661953
