date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,BNP PARIBAS
2024-07-10,41.40950792326939,29.4968028912983,19.585765916041144,2.363080344731721,0.0,2.585487906588824,1.5985543508479287,2.960800667222686
2024-07-11,0.9332882197033778,0.6647994636490661,98.19012888713446,0.05325914647518437,0.0,0.05827177202578996,0.03602824614497766,0.06422426486713409
2024-07-12,49.517952127659576,35.27260638297872,4.055851063829787,2.825797872340426,0.0,3.091755319148936,1.9115691489361701,3.324468085106383
2024-07-15,49.517952127659576,35.27260638297872,4.17220744680851,2.825797872340426,0.0,3.091755319148936,1.9115691489361701,3.2081117021276597
2024-07-18,49.517952127659576,35.27260638297872,3.2746010638297873,2.825797872340426,0.0,3.091755319148936,1.9115691489361701,4.105718085106383
2024-07-19,43.70598591549296,31.13262910798122,15.243544600938966,2.494131455399061,0.0,2.7288732394366195,1.687206572769953,3.0076291079812205
2024-07-23,43.70598591549296,31.13262910798122,14.950117370892018,2.494131455399061,0.0,2.7288732394366195,1.687206572769953,3.301056338028169
2024-07-24,43.70598591549296,31.13262910798122,14.656690140845072,2.494131455399061,0.0,2.7288732394366195,1.687206572769953,3.594483568075117
2024-07-25,43.70598591549296,31.13262910798122,14.084507042253522,2.494131455399061,0.0,2.875586854460094,1.687206572769953,4.019953051643192
2024-07-26,43.70598591549296,31.13262910798122,14.099178403755868,2.494131455399061,0.0,2.875586854460094,1.687206572769953,4.005281690140845
2024-07-29,43.70598591549296,31.13262910798122,14.231220657276994,2.494131455399061,0.0,2.875586854460094,1.687206572769953,3.873239436619718
2024-07-30,43.70598591549296,31.13262910798122,13.893779342723006,2.494131455399061,0.0,2.875586854460094,1.687206572769953,4.210680751173709
2024-07-31,43.70598591549296,31.13262910798122,13.908450704225354,2.494131455399061,0.0,2.875586854460094,1.687206572769953,4.196009389671362
2024-08-01,45.536533170284315,32.436563741974936,10.60837664322837,2.5985937022317334,0.0,2.996025680220116,1.7578722103332314,4.0660348517273
2024-08-02,46.97256385998108,33.459476505834125,7.7893409019236834,2.6805424156417534,0.0,3.090507726269316,1.8133081046988333,4.194260485651214
2024-08-05,48.50211657440573,34.549006838163464,4.623901009443178,2.7678280690328885,0.0,3.1911429501790947,1.872354281992836,4.493650276782807
2024-08-06,48.50211657440573,34.549006838163464,4.88440247476392,2.7678280690328885,0.0,3.1911429501790947,1.872354281992836,4.233148811462065
2024-08-07,48.98059848733969,34.88983886879316,3.9460703715882937,2.7951331798750414,0.0,3.222624136797106,1.8908253863860573,4.274909569220651
2024-08-14,48.98059848733969,34.88983886879316,3.6172311739559357,2.7951331798750414,0.0,3.222624136797106,1.8908253863860573,4.603748766853009
2024-08-20,49.866086374288585,35.52058921995313,1.5400066956812855,2.845664546367593,0.0,3.2808838299296954,1.925008369601607,5.021760964178105
2024-08-21,49.866086374288585,35.52058921995313,1.2052226314027452,2.845664546367593,0.0,3.2808838299296954,1.925008369601607,5.356545028456646
2024-08-26,49.04511030622324,34.93579189990122,1.1853803095159698,2.798814619690484,0.0,4.873230161343431,1.8933157721435625,5.268356931182088
2024-08-27,49.63345551482839,35.35488170609797,0.33322225924691773,2.8323892035988005,0.0,4.931689436854382,1.9160279906697768,4.998333888703765
2024-08-28,49.63345551482839,35.35488170609797,0.6664445184938355,2.8323892035988005,0.0,4.931689436854382,1.9160279906697768,4.665111629456848
2024-08-29,49.63345551482839,35.35488170609797,0.9996667777407532,2.8323892035988005,0.0,4.931689436854382,1.9160279906697768,4.33188937020993
2024-08-30,49.63345551482839,35.35488170609797,1.1162945684771743,2.8323892035988005,0.0,4.931689436854382,1.9160279906697768,4.215261579473509
2024-09-03,49.63345551482839,35.35488170609797,1.1162945684771743,2.8323892035988005,0.0,4.931689436854382,1.9160279906697768,4.215261579473509
2024-09-11,50.19376579612468,35.75400168491997,0.33698399326032014,2.864363942712721,0.0,4.987363100252738,1.9376579612468408,3.9258635214827295
2024-09-13,50.19376579612468,35.75400168491997,0.6739679865206403,2.864363942712721,0.0,4.987363100252738,1.9376579612468408,3.5888795282224093
2024-09-16,50.19376579612468,35.75400168491997,1.0109519797809603,2.864363942712721,0.0,4.987363100252738,1.9376579612468408,3.251895534962089
2024-09-17,50.19376579612468,35.75400168491997,1.3479359730412805,2.864363942712721,0.0,4.987363100252738,1.9376579612468408,2.9149115417017692
2024-09-20,50.19376579612468,35.75400168491997,1.6849199663016006,2.864363942712721,0.0,4.987363100252738,1.9376579612468408,2.577927548441449
2024-09-23,50.33795201081447,35.85670834741467,1.960121662723893,2.872592091922947,0.0,5.001689760054073,1.94322406218317,2.0277120648867863
2024-09-24,50.33795201081447,35.85670834741467,1.6221696519094289,2.872592091922947,0.0,5.001689760054073,1.94322406218317,2.3656640757012504
2024-09-27,50.33795201081447,35.85670834741467,1.5883744508279822,2.872592091922947,0.0,5.3734369719499835,1.94322406218317,2.0277120648867863
2024-10-02,50.33795201081447,35.85670834741467,1.3856032443393038,2.872592091922947,0.0,5.5762081784386615,1.94322406218317,2.0277120648867863
2024-10-03,49.60865945045796,35.337218984179856,2.8143213988343048,2.8309741881765196,0.0,5.495420482930891,1.9150707743547042,1.9983347210657785
2024-10-04,45.54669797906595,32.4438043341987,4.464463178881255,2.5991737685267577,2.2169423319787054,5.045454962434294,1.758264608121042,5.925198836793292
2024-10-07,45.841065839403925,32.65348832199233,4.4933169604249565,2.615972202987132,1.5849713935745566,5.0780636881514924,1.7696282549618838,5.963493338503725
2024-10-08,45.812866971983254,32.63340171686756,4.552067345990951,2.6143630027650735,1.583996407557662,5.0749399465439655,1.768539678341079,5.95982492995045
2024-10-09,47.98229535446337,34.17872801012798,0.032213692752241264,2.7381638839405076,1.6590051767404252,5.3152593041198095,1.8522873332538727,6.242047244601791
2024-10-10,47.98229535446337,34.17872801012798,0.032213692752241264,2.7381638839405076,1.6590051767404252,5.3152593041198095,1.8522873332538727,6.242047244601791
2024-10-14,48.27778444025969,34.389210668758324,0.032412074145860816,2.755026302398169,1.6692218185118322,4.829399047733261,1.863694263386997,6.1832513848058674
2024-10-16,39.88731398640162,36.231981083317486,10.390250303272126,2.276214628294151,1.3791182747899857,3.9900703484215123,1.5397922485519258,4.305259126951184
2024-10-17,39.88731398640162,36.231981083317486,11.996990040891527,2.276214628294151,1.3791182747899857,3.9900703484215123,1.5397922485519258,2.698519389331784
2024-10-18,39.88731398640162,36.231981083317486,12.532569953431327,2.276214628294151,1.3791182747899857,3.9900703484215123,1.5397922485519258,2.1629394767919834
2024-10-21,39.88731398640162,36.231981083317486,12.800359909701225,2.276214628294151,1.3791182747899857,3.9900703484215123,1.5397922485519258,1.8951495205220832
2024-10-22,39.88731398640162,31.063634927308414,19.70934078146465,2.276214628294151,1.3791182747899857,3.588385414016662,1.5397922485519258,0.5561997391725826
2024-10-23,38.13539794460574,29.699269295564058,19.09970249525068,2.1762395604508145,1.318545145449611,3.4307776600048134,1.4721620555990804,4.667905843075205
2024-10-24,35.197621827015325,27.411373829699752,17.86465397866639,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.77554810932412
2024-10-25,35.197621827015325,25.071954856302963,20.20407295206318,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.77554810932412
2024-10-30,35.197621827015325,25.071954856302963,20.440377898870935,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.539243162516364
2024-10-31,35.197621827015325,25.071954856302963,20.558530372274813,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.421090689112486
2024-11-01,35.197621827015325,25.071954856302963,20.67668284567869,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.302938215708608
2024-11-04,35.197621827015325,25.071954856302963,20.912987792486447,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,11.066633268900851
2024-11-05,35.197621827015325,25.071954856302963,21.06658600791149,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,10.91303505347581
2024-11-06,35.197621827015325,25.071954856302963,21.30289095471925,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,10.676730106668053
2024-11-07,35.197621827015325,25.071954856302963,21.539195901527002,2.00859204786593,1.2169704760599458,3.1664862872239365,1.3587534441445999,10.440425159860297
2024-11-08,36.07410995398402,25.6962945023008,22.111891499152335,2.0586098328893194,1.247275369338823,3.2453378542019857,1.3925890046015985,8.17389198353112
2024-11-11,36.38695492854526,25.91914010015879,21.436423598387687,2.0764626847441066,1.2580920972273115,3.2734823500671797,1.4046659337974838,8.244778307072187
2024-11-12,36.395846059865605,25.92547342700061,21.417226634086745,2.0769700671960907,1.2583995113011606,3.274282223579719,1.4050091631032375,8.24679291386683
2024-11-13,36.395846059865605,25.92547342700061,21.356139279169213,2.0769700671960907,1.2583995113011606,3.274282223579719,1.4050091631032375,8.307880268784363
2024-11-14,37.31212424849699,26.590681362725448,19.36372745490982,2.129258517034068,1.2900801603206413,3.356713426853707,1.4403807615230462,8.517034068136272
2024-11-15,37.31212424849699,26.966432865731466,19.238476953907817,2.129258517034068,1.2900801603206413,3.356713426853707,1.4403807615230462,8.266533066132265
2024-11-18,37.31212424849699,27.041583166332668,18.649799599198396,2.129258517034068,1.2900801603206413,3.356713426853707,1.4403807615230462,8.780060120240481
2024-11-19,37.31212424849699,27.55511022044088,18.612224448897795,2.129258517034068,1.2900801603206413,3.356713426853707,1.4403807615230462,8.304108216432866
2024-11-20,37.31212424849699,27.51753507014028,18.649799599198396,2.129258517034068,1.2900801603206413,3.356713426853707,1.4403807615230462,8.304108216432866
2024-11-21,38.27081192189106,28.224563206577596,16.405447070914697,2.183967112024666,1.3232271325796507,3.442959917780062,1.4773895169578621,8.671634121274408
2024-11-22,38.27081192189106,28.224563206577596,16.59815005138746,2.183967112024666,1.3232271325796507,3.442959917780062,1.4773895169578621,8.478931140801645
2024-11-25,38.27081192189106,28.224563206577596,17.882836587872557,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.478931140801645
2024-11-26,38.27081192189106,28.224563206577596,17.805755395683455,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.55601233299075
2024-11-27,38.27081192189106,28.186022610483043,17.62589928057554,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.774409044193217
2024-11-28,38.27081192189106,28.14748201438849,17.664439876670095,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.774409044193217
2024-11-29,38.27081192189106,27.26104830421377,18.58941418293936,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.735868448098664
2024-12-03,38.27081192189106,27.26104830421377,18.57656731757451,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.748715313463515
2024-12-10,38.27081192189106,27.26104830421377,18.83350462487153,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.491778006166495
2024-12-11,38.27081192189106,27.51798561151079,18.846351490236383,2.183967112024666,1.3232271325796507,2.158273381294964,1.4773895169578621,8.221993833504625
2024-12-12,38.275729153282796,27.521521264293973,18.321983810869842,2.1842477193884107,1.3233971476294488,2.1585506873956057,1.4775793395862777,8.736990877553643
2024-12-16,40.349451442503046,29.012596505485575,13.89678992279561,2.302587024244887,1.3950968441013138,2.2754977651361235,1.557632398753894,9.210348096979548
2024-12-18,40.349451442503046,29.012596505485575,14.167682513883245,2.302587024244887,1.3950968441013138,2.2754977651361235,1.557632398753894,8.939455505891914
2024-12-19,40.349451442503046,28.917784098604905,14.167682513883245,2.302587024244887,1.3950968441013138,2.2754977651361235,1.557632398753894,9.034267912772584
2024-12-23,40.71897211591033,29.18261344997266,13.381629305631492,2.3236741388737014,1.4078731547293604,2.296336796063423,1.5718972115910335,9.117003827227993
2024-12-27,40.71897211591033,29.00492072170585,11.344997266265718,2.3236741388737014,1.4078731547293604,2.296336796063423,1.5718972115910335,11.33132859486058
2025-01-06,40.71897211591033,31.301257517769272,11.344997266265718,2.3236741388737014,1.4078731547293604,2.296336796063423,1.5718972115910335,9.034991798797156
2025-01-08,40.71897211591033,35.19682886823401,11.344997266265718,2.3236741388737014,1.4078731547293604,2.296336796063423,1.5718972115910335,5.139420448332422
2025-01-15,44.26448736998514,38.26151560178306,3.6255572065378905,2.526002971768202,1.5304606240713223,2.4962852897473997,1.7087667161961366,5.5869242199108475
2025-01-22,44.26448736998514,35.794947994056464,9.36106983655275,2.526002971768202,1.5304606240713223,2.4962852897473997,1.7087667161961366,2.3179791976225856
2025-01-23,44.26448736998514,32.42199108469539,12.734026745913818,2.526002971768202,1.5304606240713223,2.4962852897473997,1.7087667161961366,2.3179791976225856
2025-01-24,42.2793074084587,30.967925063866026,16.29293216009083,2.4127164348566565,1.4618223105307975,2.3843315356230486,1.632131705932444,2.568833380641499
2025-02-03,42.2793074084587,30.967925063866026,16.13681521430599,2.4127164348566565,1.4618223105307975,2.3843315356230486,1.632131705932444,2.7249503264263413
2025-02-04,49.468615078047165,36.23380936565925,0.1328462304882099,2.8229823978744606,1.7103952175357022,2.7897708402524075,1.9096645632680171,4.931916306874792
2025-02-05,49.468615078047165,36.23380936565925,0.1328462304882099,2.8229823978744606,1.7103952175357022,2.7897708402524075,1.9096645632680171,4.931916306874792
2025-02-07,49.534419687396074,39.025606917193215,2.161622879946791,2.826737612238111,1.7126704356501499,2.793481875623545,1.9122048553375455,0.03325573661456601
2025-02-10,49.053186234151156,38.646467972995225,1.4819693726329657,2.7992754816400462,1.6960316153466164,2.766342828914869,1.8936275316976785,1.6630989626214392
2025-02-11,49.053186234151156,38.646467972995225,1.6795652889840276,2.7992754816400462,1.6960316153466164,2.766342828914869,1.8936275316976785,1.465503046270377
2025-02-12,37.237500000000004,47.449999999999996,7.137499999999999,2.125,1.2874999999999999,2.1,1.4375,1.225
2025-02-13,33.85227272727273,36.15909090909091,22.53409090909091,1.9318181818181817,1.1704545454545456,1.9090909090909092,1.3068181818181817,1.1363636363636365
2025-02-14,32.380434782608695,34.58695652173913,25.90217391304348,1.8478260869565217,1.1195652173913044,1.8260869565217392,1.25,1.0869565217391304
2025-02-17,32.380434782608695,34.56521739130435,26.021739130434785,1.8478260869565217,1.1195652173913044,1.8260869565217392,1.25,0.9891304347826088
2025-02-18,32.380434782608695,34.54347826086956,26.021739130434785,1.8478260869565217,1.1195652173913044,1.8260869565217392,1.25,1.0108695652173914
2025-02-20,32.380434782608695,34.32608695652174,26.021739130434785,1.8478260869565217,1.3804347826086958,1.8260869565217392,1.25,0.967391304347826
2025-02-25,32.380434782608695,34.18478260869565,26.021739130434785,1.8478260869565217,1.3804347826086958,1.8260869565217392,1.25,1.1086956521739129
2025-02-26,32.348789227929196,23.694212183733303,36.64893039417961,1.8460201976327508,1.3790856770550548,1.8243023129547182,1.2487783689868608,1.0098816375285047
2025-02-27,32.348789227929196,23.694212183733303,36.258008469975024,1.8460201976327508,1.7700076012596373,1.8243023129547182,1.2487783689868608,1.0098816375285047
2025-02-28,32.348789227929196,28.841350852426974,31.110869801281353,1.8460201976327508,1.7700076012596373,1.8243023129547182,1.2487783689868608,1.0098816375285047
2025-03-12,32.36284627919609,28.853883758826726,31.080934274850623,1.8468223791417708,1.770776751765345,1.8250950570342206,1.249321021184139,1.0103204780010864
2025-03-13,38.16784112748238,34.029468289557975,15.797565663036513,2.1780909673286355,2.0884048686739267,2.1524663677130045,1.4734144778987828,4.112748238308776
2025-03-18,38.16784112748238,33.696348494554776,16.130685458039718,2.1780909673286355,2.0884048686739267,2.1524663677130045,1.4734144778987828,4.112748238308776
2025-03-27,38.16784112748238,33.696348494554776,16.18193465727098,2.1780909673286355,2.0884048686739267,2.1524663677130045,1.4734144778987828,4.061499039077514
2025-03-28,38.172731932342394,33.70066632496156,16.171194259354177,2.178370066632496,2.088672475653511,2.152742183495643,1.4736032803690415,4.062019477191184
2025-04-07,38.21190354027706,33.73524884556183,16.085171883016933,2.1806054386865057,2.090815802975885,2.1549512570549,1.4751154438173422,4.066187788609543
2025-04-09,32.26120857699805,23.348494693523932,11.100281568117826,1.8410223088585662,1.7652155079055665,1.949317738791423,1.2453974442278537,26.489062161576783
2025-04-10,31.246066708621772,22.61380323054332,13.897629536396055,1.7830920914621355,1.70967065240193,1.8879798615481436,1.2062093559890916,25.65554856303755
2025-04-11,31.246066708621772,22.834067547723937,18.208516886930983,1.7830920914621355,1.70967065240193,1.8879798615481436,1.2062093559890916,21.124396895322008
2025-04-14,39.15100538835589,28.61085556577737,22.81508739650414,2.234196346431857,2.142200026284663,2.3656196609278486,1.5113681167039033,1.1696674990143252
2025-04-16,39.15100538835589,28.61085556577737,23.472203968984097,2.234196346431857,2.142200026284663,1.7085030884478907,1.5113681167039033,1.1696674990143252
2025-04-24,36.74602195633403,26.594301221166894,28.432219069939556,2.096953250277538,2.0106081164425804,1.6035524855063525,1.418527198717158,1.0978167016158875
2025-04-25,36.74602195633403,30.590847415813492,24.43567287529296,2.096953250277538,2.0106081164425804,1.6035524855063525,1.418527198717158,1.0978167016158875
2025-04-29,36.750555144337525,30.5946212681964,24.42635085122132,2.097211941771527,2.010856155933876,1.6037503084135207,1.4187021959042685,1.0979521342215641
2025-05-02,36.750555144337525,30.5946212681964,24.377004687885517,2.146558105107328,2.010856155933876,1.6037503084135207,1.4187021959042685,1.0979521342215641
