date,CMB WING LUNG BANK LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,INTERACTIVE BROKERS HONG KONG LTD,TFI SECURITIES AND FUTURES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.39205085978944426,69.77846395244059,0.0,13.551183279174472,4.765514265450857,0.0,9.71396605116955,1.7988215919750972,0.0,0.0
2024-03-05,0.3553543041126972,63.24410762019171,0.0,12.282771951223042,4.347823516253116,9.333276281548194,8.804724081313342,1.6319422453578911,0.0,0.0
2024-03-06,0.3552164083282702,63.189715528581104,0.0,12.278005602670202,4.395389031920872,9.329654489327801,8.801307394587434,1.6507115445843143,0.0,0.0
2024-03-07,0.35369222914622933,63.18405737381036,0.0,12.276906201361069,4.411411553540824,9.328819090266158,8.800519304959131,1.6445942469162225,0.0,0.0
2024-03-08,0.353428505694704,63.13694546034759,0.0,12.26775217475073,4.4081222738079715,9.32186324513753,8.793957375872024,1.7179309643894476,0.0,0.0
2024-03-11,0.3533441972311609,63.12039357880025,0.0,12.236498596715139,4.478634121735879,9.318148661159306,8.791859624777027,1.701121219581243,0.0,0.0
2024-03-12,0.3533283938719594,63.11607967495052,0.0,12.241914666350642,4.478433814318033,9.317731905906102,8.791466407860526,1.701045136742218,0.0,0.0
2024-03-14,0.3434961356119497,61.35971475640296,0.0,11.901252357053815,4.356708742005928,9.04974629013086,8.546821568369904,1.653709243600146,2.7885509068244354,0.0
2024-03-15,0.3435708288094212,61.354211762452046,0.0,11.902390617145029,4.362005105682865,9.051714156481124,8.54868007379391,1.65406884249599,2.7833586131396153,0.0
2024-03-18,0.3435708288094212,61.34986276461901,0.0,11.902390617145029,4.366354103515896,9.051714156481124,8.54868007379391,1.65406884249599,2.7833586131396153,0.0
2024-03-19,0.3436056967528018,61.35608897290537,0.0,11.903598554045756,4.363897605189209,9.052632787023182,8.549547652958953,1.6469876435071005,2.7836410876176347,0.0
2024-03-20,0.36815644243901413,61.34008127566567,0.0,11.90049292582033,4.390298333312012,9.035776622696119,8.541519351547679,1.6407602080352917,2.7829148404838864,0.0
2024-03-21,0.3681671151236856,61.341859496198325,0.0,11.900837915595845,4.374481360883184,9.04908385715421,8.541766966235745,1.6408077729134334,2.782995515895576,0.0
2024-03-22,0.36816177870400196,61.34097037304473,0.0,11.900665418207849,4.374417954708431,9.048952694681434,8.543092612918848,1.6407839901296466,2.782955177605054,0.0
2024-03-25,0.3680550827875137,61.32174428537319,0.0,11.89721652025846,4.418070325629373,9.036186993161163,8.536269656304107,1.640308479194746,2.782148657291442,0.0
2024-03-26,0.36942382229720905,61.3055211300039,0.0,11.89463115837516,4.434494893486376,9.034223356256453,8.534414655501406,1.6457469103122724,2.781544073767221,0.0
2024-03-27,0.3692793769571644,61.28010241301713,0.0,11.913150808162703,4.467516704540877,9.03069095962697,8.532525839339659,1.6248292586115234,2.781904639743972,0.0
2024-03-28,0.3692900727381822,61.28042912908306,0.0,11.91349585979631,4.464749708642443,9.030952523903155,8.534221171161208,1.6248763200480016,2.7819852146276394,0.0
2024-04-02,0.37104993393760305,61.227587341117825,0.0,11.923511059304166,4.475750114184095,9.038544484511299,8.541395549587088,1.6262422885859007,2.7959192287720165,0.0
2024-04-03,0.3696165919548812,61.23024978019625,0.0,11.924029544894974,4.474495262235681,9.038937519335839,8.541766966235745,1.6248635277702816,2.7960408073763365,0.0
2024-04-05,0.3709155314147243,61.20396046101868,0.0,11.843849881594055,4.66103555263909,9.035270523055548,8.538301666511602,1.5430665662370364,2.8035998175292636,0.0
2024-04-08,0.37060945743739593,61.15345586355656,0.0,11.834076512907355,4.741155540657569,9.029262445457181,8.53125598702568,1.5417932506672918,2.7983909422909625,0.0
2024-04-09,0.37043248748248575,61.1242544384186,0.0,11.812508594648685,4.799665668473626,9.024950876672905,8.527182221618315,1.5410570280033098,2.7999486846820703,0.0
2024-04-10,0.36876670706604764,61.08801270542739,0.0,11.805504733638404,4.870573196826176,9.018153667701464,8.522126293098896,1.537251018083171,2.789611678158454,0.0
2024-04-11,0.36722497228586387,60.754046399199105,0.0,11.73158987793462,5.33628862497198,9.018698335115035,8.519908510553527,1.505044079329072,2.767199200610801,0.0
2024-04-12,0.3669809104939136,60.71366858572929,0.0,11.723792933107555,5.413651245447823,9.017038828316988,8.505577244400273,1.4939301631917585,2.7653600893124044,0.0
2024-04-15,0.36722497228586387,60.7309141174803,0.0,11.73158987793462,5.386890491231843,9.023035637937308,8.508342369694128,1.4848033328251269,2.767199200610801,0.0
2024-04-16,0.36761827532569263,60.793063136930684,0.0,11.626921973834452,5.430290142839586,9.037041382415847,8.50298176196238,1.4661311531690024,2.7759521735223562,0.0
2024-04-17,0.3676714890102109,60.80186308812953,0.0,11.595311912906256,5.462921753250933,9.013741582939303,8.504212590295232,1.4648958538517065,2.7893817296168364,0.0
2024-04-18,0.36765552328733414,60.797775372590145,0.0,11.591913474084818,5.467026920058752,9.01769255937044,8.503843304382237,1.4648322423889062,2.7892606038373735,0.0
2024-04-19,0.36756507704234925,60.779924412817756,0.0,11.5847204494081,5.488835692671337,9.024156773370432,8.501751289857488,1.4644718817592812,2.7885744230732556,0.0
2024-04-22,0.36737900423841685,60.74915573629034,0.0,11.578855905817237,5.507752684862894,9.04562319884669,8.497447440553934,1.4637305208239286,2.7900555085665597,0.0
2024-04-23,0.36729400511661375,60.72787023180043,0.0,11.59931357898344,5.516600652221028,9.040638267673499,8.495481417559471,1.4633918629055633,2.789409983739952,0.0
2024-04-24,0.3673843179897915,60.741356039296434,0.0,11.602165701048092,5.494814794145295,9.042861244378647,8.497570347204823,1.4637516921483031,2.790095863788613,0.0
2024-04-25,0.3673152512094888,60.72993690764758,0.0,11.599984540366293,5.534273235987523,9.038268976611437,8.495972838014753,1.4446769132215722,2.7895713369413544,0.0
2024-04-26,0.3672621405853043,60.72115588141674,0.0,11.598307282432021,5.545040339220432,9.028286637065513,8.5063117049738,1.4444680253729092,2.7891679889332757,0.0
