date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS BANK CO LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD
2024-03-01,23.295039037821674,10.817930225419579,13.041778532176723,17.71753769439519,17.147764718711738,6.578190826137032,7.0860202544342235,0.0,2.9225601895445856,1.3931785213592536
2024-03-04,23.24558712133679,10.792935203625827,13.093677971532411,17.682033309613967,17.138878282686825,6.563050362653778,7.075313764443136,0.056885614627347786,2.961251655150763,1.3903867143291535
2024-03-05,23.23672516941634,10.830348438319067,12.982711428861855,17.694120801148614,17.112203972835193,6.592120387397406,7.121998623532323,0.05692563779112145,2.981480588275858,1.391364952422226
2024-03-06,23.26154561277797,10.958031159958727,12.732337869164484,17.716983789297338,17.199784831578366,6.603667584701853,7.169717361507002,0.04944821747373773,2.9153903072755947,1.3930932662649362
2024-03-07,23.21780518750264,10.90999636715176,12.684349712254257,17.65781280605062,17.492345661234353,6.58301058232791,7.154826801129749,0.04928257915600917,2.8621435271846867,1.3884267760080191
2024-03-08,23.250348528806256,11.06458940390101,12.633798753142603,17.62664156287073,17.51028169332905,6.4933893914925465,7.1507575755663755,0.05512508554727621,2.829023066112677,1.3860449392314786
2024-03-11,23.156108974052074,11.156880234944389,12.756438969226688,17.594398497893312,17.51744049768254,6.461269724363366,7.123173830735576,0.040399296478544226,2.8236407403425186,1.3702492342809984
2024-03-12,23.178320229024767,11.205128603929596,12.711290369572332,17.57155503174571,17.545856086659715,6.460687073865895,7.109461693313572,0.031583424723788396,2.81753122948759,1.3685862576770327
2024-03-13,23.375635332691342,11.00435635168067,12.73464704816766,17.56406672041354,17.463215261778533,6.464426985299567,7.105950000656604,0.0004259336955641751,2.9231756784806513,1.3641006871358692
2024-03-14,23.17854270646601,10.980413899642812,13.012556000992372,17.523326449659198,17.545774480353657,6.470284481199004,6.931891961568485,0.0004247316815063211,2.997565428388337,1.3592198600486212
2024-03-15,23.200915151230458,10.916707038879156,13.115918056192319,17.53005071212366,17.450242780397957,6.501379873274072,6.925332641747926,0.0004248311024073921,2.998267096450519,1.3607618186015285
2024-03-18,23.308095806816613,10.817831319041217,13.064295568334927,17.569956572035657,17.47647459256277,6.530705984155095,6.855938007945602,0.00042579819889429526,3.0070900008549084,1.3691863500543169
2024-03-19,23.342567172010586,10.665524023757815,13.061662361088583,17.575585248851457,17.59645683335097,6.52394642088653,6.859519088471055,0.00042593460676989246,3.005213782262648,1.3690991347135832
2024-03-20,23.37235841577376,10.691264072651995,13.03796610114839,17.552721457579885,17.59255606714973,6.5246848562543525,6.853326665257432,0.0004253805154092556,3.006853726487931,1.3678432571811097
2024-03-21,23.496767858380647,10.811833587101736,13.304733738777196,17.627313529732188,16.917641573089863,6.570449002737424,6.888849606129699,0.00042718821310298773,3.0083278698436695,1.3736560459944724
2024-03-22,23.551976707045085,10.736237729122386,13.556480425377334,17.667004062550614,16.62996194852792,6.594311475250674,6.90765984291986,0.00042813941664508634,2.9832773051680954,1.3726623646213805
2024-03-25,23.566317422845383,10.667611811985765,13.582702870632346,17.672169845378,16.744446142355958,6.6063734667850715,6.801397412596748,0.0004282646034191654,2.985489035540103,1.3730637272772022
2024-03-26,23.648286583608762,10.49616444472227,13.606905624202154,17.636130245738233,16.672923741627507,6.5968581375281845,6.99232306250162,0.000427391225391331,2.9797171882085003,1.3702635806373769
2024-03-27,23.34699245981299,10.44936051362901,13.701805159470181,17.63773006817461,16.922292817025387,6.8488135376205035,6.734318234179955,0.00042742999523834194,2.99189800815318,1.3663617719389425
2024-03-28,23.341771538579906,10.437836655950527,13.796938965121653,17.624776025189014,16.873146306922937,6.8435197699105,6.725083472035981,0.00042711606898421234,2.991194634004078,1.3653055162164225
2024-04-02,23.247372103834138,10.280689855462324,13.783593751625355,17.597079736338394,17.053492025383758,6.830922921936483,6.841185326783085,0.0008827233554226196,3.0011828063007946,1.3635987489802428
2024-04-03,23.249697655875067,10.293583827400807,13.834840304453861,17.586398011076472,17.004012444060095,6.836685699576107,6.8508320062717605,0.00965144724315183,2.971562659623272,1.3627359444194076
2024-04-05,23.46364370732376,10.161445173818192,13.643052804442066,17.569325423549103,17.067265494382198,6.754364821820796,6.835303523268686,0.024725603590523712,3.1221381517512437,1.3587352960534296
2024-04-08,23.663927123809806,10.137336301871358,13.614873682930442,17.54031085085247,16.93442773897532,6.690305996149299,6.820491473098807,0.01981947306147435,3.205434289818775,1.3730730694322446
2024-04-09,23.761085743959264,10.148136700129465,13.629379077013335,17.558998436734893,16.828984881677158,6.695699185615843,6.776067062830525,0.01984058888479869,3.2063962519044185,1.375412071250304
2024-04-10,23.773447517494397,10.39705815005922,14.221195526571915,17.4772033135704,16.47428929352371,6.485800551521649,6.46366055527698,0.016783572264582613,3.327721324540582,1.3628401951765683
