date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GUOTAI JUNAN SECURITIES (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD
2024-03-01,80.2612726984173,0.0,0.0,0.0,0.0,11.306389536176214,0.0,3.6059770843459162,4.826360681060567,0.0
2024-03-04,69.55721975854942,0.0,0.0,0.0,0.0,9.799806356985043,13.333770352327157,3.1253912398899892,4.1838122922483985,0.0
2024-03-05,57.18976917034162,0.0,10.909497803330726,0.0,6.873610658457002,8.056457095326545,10.961741982370155,2.5693957118178967,3.4395275783560537,0.0
2024-03-06,57.14176023188732,0.0,10.901304075164868,0.0,6.8684481387637355,8.05158586382959,10.947329732710944,2.6526276837167226,3.436944273926824,0.0
2024-03-07,48.33470978083801,15.395622990021343,9.221125960549664,0.0,5.80983935539707,6.808723703220328,9.259107507785798,2.2636500751189272,2.9072206270688623,0.0
2024-03-08,48.30459975423999,15.398944828944453,9.227773249015739,0.0,5.810530809025294,6.7559639595887315,9.25986958662444,2.335898441382232,2.906419371179125,0.0
2024-03-11,48.42831452964538,15.375224835082266,9.213938745129676,0.0,5.801580471410792,6.801086989467882,9.247029636118773,2.2308823683030936,2.9019424248421437,0.0
2024-03-12,48.42482162514757,15.374115893082058,9.2136537940564,0.0,5.801162030944305,6.805341541855374,9.246362691755316,2.2328093016520136,2.901733121506966,0.0
2024-03-13,48.41146720572197,15.369725470022995,9.211022628898224,0.0,5.7995053792235085,6.802639127796906,9.246094049564535,2.26338539958611,2.8961607391857513,0.0
2024-03-14,48.41615932169134,15.35110446286697,9.210381119156896,0.0,5.799101467590072,6.80543008993607,9.242604059001335,2.279734785930761,2.8954846938265595,0.0
2024-03-15,48.41783392333207,15.351424861643295,9.210573352546175,0.0,5.799222502856199,6.8065208278862785,9.239002168070853,2.2798772370693907,2.8955451265957466,0.0
2024-03-18,48.41289013612977,15.353929598280269,9.21188647972323,0.0,5.798914423025022,6.807013019936521,9.240218920104502,2.279756120110358,2.89539130269033,0.0
2024-03-19,48.390415222944796,15.345899673970637,9.207353217415875,0.0,5.795881659093361,6.804401184997241,9.238230852508952,2.318252225823624,2.8995659632455126,0.0
2024-03-20,48.388564883629726,15.34681639485457,9.207903238800053,0.0,5.79622788876191,6.8056610491764244,9.236507016060829,2.318580353555786,2.899739175160703,0.0
2024-03-21,48.39449053888363,15.349109770639283,9.209374074323902,0.0,5.796914974864939,6.7968897442913105,9.236653591868981,2.3188551985705534,2.897712106557397,0.0
2024-03-22,48.38460939066172,15.350638291735077,9.210291177840785,0.0,5.79749225308902,6.798515019861179,9.238996036223163,2.3190861187439102,2.90037171184514,0.0
2024-03-25,48.38369153304461,15.35079844013372,9.210387265922279,0.0,5.79755273650885,6.822106912824719,9.239661479407001,2.319110313042621,2.8766913191162033,0.0
2024-03-26,48.380824801626474,15.3461472766412,9.213856216356795,0.0,5.797587102650535,6.823759686066573,9.241992485356729,2.319124060028155,2.8767083712735446,0.0
2024-03-27,48.386276584465044,15.349320873149995,9.218417807659165,0.0,5.798786048669802,6.816443469569784,9.244378051290713,2.3090738881466235,2.877303277048872,0.0
2024-03-28,48.43310369458937,15.364175587949264,9.221736856784343,0.0,5.803258523532548,6.823325128364406,9.253324544792504,2.2107327044829046,2.890342959504662,0.0
2024-04-02,48.3907017614682,15.354813242560624,9.21573710110906,0.0,5.7981097161369295,6.803230479888561,9.244640394116518,2.304988735401648,2.887778569318455,0.0
2024-04-03,47.996438536687805,15.35407035315542,9.215196363868234,0.0,5.802003287751903,6.803375657923808,9.227591617783844,2.328593654309139,3.272730528519854,0.0
2024-04-05,44.781183918615156,14.324298634434207,8.594245663875846,6.696096565765966,5.413874075272568,6.352461818863903,8.598110330224692,2.1820967415476082,3.057632251400054,0.0
2024-04-08,44.81181755837329,14.273484716598928,8.597586967435253,6.699458901787271,5.417655281030425,6.358839755023081,8.598796782080967,2.1831924459485252,3.0591675917222565,0.0
2024-04-09,44.816142513934714,14.279668441607216,8.601489955358135,6.702569249503821,5.4121964504638225,6.36241217000798,8.587815387496848,2.1850034411487984,3.0527023904786663,0.0
2024-04-10,44.82882507897044,14.275576695777492,8.60477193707719,6.704850422631024,5.429637512402985,6.363248107829689,8.587636105666615,2.18654477108738,3.0189093685571806,0.0
2024-04-11,44.8300845628214,14.277360933693414,8.605847407489012,6.705688430691896,5.4303161375349704,6.362181936705641,8.57940201484633,2.1868180571457003,3.022300519071639,0.0
2024-04-12,44.7838781674048,14.226569749804648,8.605208765228712,6.71198736616627,5.430248748730814,6.351997910774402,8.553146454514373,2.3363282259439098,3.000634611432071,0.0
2024-04-15,44.80700453171874,14.233339366574011,8.609839945768174,6.715599646369967,5.428738468788366,6.356675386661904,8.519968231656023,2.3473372758559674,2.981497146606845,0.0
2024-04-16,44.77865328869592,14.240879506589128,8.614401025710617,6.719157248722794,5.43161435385693,6.353920086345352,8.523150666698816,2.3550584870145923,2.983165336365849,0.0
2024-04-17,44.78583573276998,14.243587114505956,8.615683865224383,6.7204347571345915,5.4326485714811374,6.358744818891841,8.507375667275118,2.3519561505531037,2.983733322163884,0.0
2024-04-18,44.780637061979824,14.241425738035948,8.614376488351576,6.7194149726213555,5.431824200576685,6.362571829034806,8.510521679613788,2.3515992557174537,2.9876287740685634,0.0
2024-04-19,44.80228494951792,14.249100962536506,8.619019090482615,6.738396445679346,5.434751609036615,6.370617770548575,8.515108310595085,2.352866618448895,2.9178542431544505,0.0
2024-04-22,44.816290306446675,14.252755951269894,8.621713427141426,6.740502892871839,5.436452130784241,6.360796898738723,8.519546457607953,2.3536021330958437,2.8983398020434064,0.0
2024-04-23,44.8150854150965,14.251920878536307,8.621208278675793,6.740107965028005,5.4361344513086545,6.362555644970448,8.509899920918864,2.3619899873348076,2.9010974581306286,0.0
2024-04-24,43.97013421733135,14.257952781979933,8.61948592195424,6.74053725140501,6.275929936362449,6.362261233820569,8.50775584295296,2.3624060229200285,2.9035367912734635,0.0
2024-04-25,43.96582631785716,14.259320180246904,8.620312567286295,6.741183697574174,6.276975825872599,6.361894599166506,8.508571772895595,2.364142191631616,2.9017728474691484,0.0
2024-04-26,43.97466335407018,14.263122413725718,8.621644718326529,6.726683013031853,6.27785703241477,6.363055370602839,8.514327353642406,2.364507537372303,2.894139206813401,0.0
2024-04-29,43.984141554361436,14.267673230973376,8.624034261942567,6.728200810654347,6.279273557685798,6.364846455862293,8.493151673909411,2.3741021283379977,2.884576326272777,0.0
2024-04-30,32.93815812571566,10.67957967003564,6.457880154592317,5.0382353747107596,4.702069295509516,4.768342260918464,6.363597362682931,1.7836374867797642,2.1737427085325445,0.0
2024-05-02,44.019852675583564,14.242868678992963,8.61258044121377,6.747654022854542,6.272356617797071,6.362603246329816,8.481782965989474,2.379554470090318,2.8807468811484824,0.0
2024-05-03,44.03027553141806,14.237100944291909,8.612903346066005,6.747211994225756,6.2732183173512786,6.363517094789223,8.47359826003105,2.3793985890691554,2.882775922757563,0.0
2024-05-06,43.97679021877442,14.219806576133772,8.601554888202472,6.783317109525178,6.2655979915882485,6.356052886858316,8.456571260526776,2.4651992819383612,2.8751097864524597,0.0
2024-05-07,44.039630666404214,14.168203363066558,8.59782272847022,6.780373871552936,6.266158293448711,6.354534932043763,8.451573548328716,2.4641296477138974,2.8775729489709883,0.0
2024-05-08,43.08645485625485,13.861552546186434,8.413034666160675,6.63362222399511,6.130536118205574,6.2222854451836715,8.286587096966027,2.4090640872481686,2.816591640608413,2.1402713191910774
2024-05-09,43.06238840118585,13.904903275497322,8.406863286117392,6.629916934902955,6.12728503138915,6.230760541350241,8.28152553078491,2.408411265707021,2.8088698880366905,2.139075845028475
2024-05-10,43.059190689413846,13.918391963010906,8.405072728787623,6.6285048450473765,6.125979995878145,6.230559010878343,8.277510580766537,2.40997623150997,2.806193706231605,2.1386202484756467
2024-05-13,43.06666649514533,13.903880760309129,8.406768644076731,6.62984229721149,6.127475845522614,6.233807917326478,8.274850868480064,2.410895488128233,2.806759919869983,2.1390517639299467
2024-05-14,43.07282232036676,13.903526927522783,8.407587950113601,6.630829947274705,6.128388657869406,6.2368152263336265,8.267422508028634,2.411254640122279,2.8019814031045174,2.1393704192636873
