date,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD
2025-04-10,1009423625.0,621710497.0,95842891.0,57089813.0,24541858.0,0.0,24170284.0,28457858.0,0.0
2025-04-11,1010057625.0,621138477.0,95846891.0,57571813.0,24919858.0,17779128.0,24162284.0,0.0,0.0
2025-04-14,1008721625.0,622214477.0,95824891.0,57691203.0,24235858.0,17825128.0,24116284.0,28497858.0,0.0
2025-04-15,1008755625.0,621869427.0,95774891.0,58102531.0,0.0,17785128.0,24090284.0,28597858.0,0.0
2025-04-16,1008163625.0,623260944.0,95764891.0,56780915.0,0.0,17779128.0,24144284.0,28673858.0,0.0
2025-04-17,1007985625.0,624908195.0,0.0,55923264.0,24245858.0,17785128.0,23844284.0,28695858.0,0.0
2025-04-22,1009757625.0,623782195.0,95808891.0,54998564.0,0.0,17779128.0,24192284.0,28715858.0,0.0
2025-04-23,1009583625.0,621863748.0,95838891.0,57609566.0,24265858.0,17781128.0,24316284.0,0.0,0.0
2025-04-24,1008469625.0,621914436.0,95818891.0,57614878.0,24345858.0,17779128.0,23949284.0,0.0,0.0
2025-04-25,1006299625.0,622026326.0,95768891.0,58204878.0,24545858.0,17777128.0,24089284.0,28693858.0,0.0
2025-04-28,1006643625.0,622072943.0,0.0,60647395.0,24555858.0,17773128.0,23975284.0,28673858.0,0.0
2025-04-29,1007249625.0,621497628.0,95782891.0,61408710.0,24463858.0,17803128.0,23979284.0,0.0,0.0
2025-04-30,1006831625.0,623373526.0,0.0,60110812.0,24445858.0,17807128.0,23971284.0,28667858.0,0.0
2025-05-02,1006705625.0,623225526.0,95768891.0,59294812.0,24435858.0,17803128.0,0.0,0.0,0.0
