date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,ICBC (ASIA) SECURITIES LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,100.0,0.0,0.0
2024-03-20,99.42146307471944,0.0,0.0,0.5785369252805581,0.0,0.0
2024-03-21,99.9259380607506,0.0,0.0,0.07406193924939901,0.0,0.0
2024-03-22,99.90690694122263,0.0,0.0,0.09309305877737276,0.0,0.0
2024-03-25,99.86886644100322,0.0,0.0,0.13113355899677495,0.0,0.0
2024-03-26,99.79856783020949,0.0,0.0,0.2014321697905014,0.0,0.0
2024-03-27,99.76060977186803,0.0,0.0,0.2393902281319651,0.0,0.0
2024-03-28,99.70846456356168,0.0,0.0,0.29153543643831814,0.0,0.0
2024-04-02,99.68951618267197,0.0,0.0,0.31048381732803004,0.0,0.0
2024-04-03,99.67057500223252,0.0,0.0,0.3294249977674797,0.0,0.0
2024-05-07,99.67057500223252,0.0,0.17100155611416062,0.15842344165331904,0.0,0.0
2024-05-16,99.82211972096316,0.0,0.17125829175562585,0.006621987281217533,0.0,0.0
2024-05-20,99.38169865459874,0.0,0.16200978539103764,0.45629156001022464,0.0,0.0
2024-05-21,99.30572518603392,0.0,0.16188593517007915,0.4550433764369625,0.07734550235903782,0.0
2024-05-23,98.9710429936163,0.3208880172526608,0.16134034387005292,0.4535097799138442,0.09321886534714167,0.0
2024-05-31,98.9045542653018,0.3206724447422259,0.1612319554569851,0.5203850935682781,0.0931562409307025,0.0
2024-06-03,98.89569585061943,0.3206437236230233,0.16121751467079384,0.5292950137214019,0.09314789736534755,0.0
2024-06-12,98.81427282750326,0.3203797305230602,0.16108478070991852,0.6111914546313664,0.09307120663239737,0.0
2024-06-20,98.97578477711139,0.3385554086590747,0.20048532579811126,0.38682319653046904,0.09835129190096026,0.0
2024-06-21,99.13223331067519,0.35892099126358235,0.21254539147452364,0.1920327560520295,0.10426755053467196,0.0
2024-06-24,93.33335338478535,0.35892099126358235,0.21254539147452364,5.990912681941863,0.10426755053467196,0.0
2024-06-25,98.36659402276676,0.4034102817787013,0.23889100485219184,0.8739128769012682,0.11719181370107525,0.0
2024-06-26,90.50460090553213,0.4034102817787013,0.23889100485219184,8.735905994135901,0.11719181370107525,0.0
2024-06-27,98.2548560495404,0.4379558471998963,0.2593481553250782,0.9206125509827092,0.12722739695192517,0.0
2024-07-04,98.25004831957959,0.4379344174860607,0.25933546510347727,0.9254606262706825,0.1272211715601964,0.0
2024-07-31,98.24163592418267,0.43789692053271756,0.2593132602037322,0.9339436164903663,0.12721027859051012,0.0
2024-08-01,98.96796723283026,0.4411344301726092,0.2612304446832211,0.2015171081296886,0.12815078418422168,0.0
2024-08-30,98.96673501375156,0.4411344301726092,0.2612304446832211,0.20274932720838304,0.12815078418422168,0.0
2024-09-11,98.94235128316316,0.44102574210588563,0.26116608191745183,0.22733768281625732,0.12811920999724052,0.0
2024-09-25,98.9435831986439,0.44102574210588563,0.26116608191745183,0.22610576733551463,0.12811920999724052,0.0
2024-10-03,98.9435831986439,0.44102574210588563,0.26116608191745183,0.2569036543540821,0.09732132297867307,0.0
2024-10-04,98.93992662982555,0.441009443515067,0.26115643023797264,0.2605897700591544,0.0973177263622634,0.0
2024-10-07,98.93746288991764,0.441009443515067,0.26115643023797264,0.2630535099670598,0.0973177263622634,0.0
2024-10-09,98.93502538821424,0.4409985784570963,0.26114999618129725,0.24949679352150914,0.09854716837030084,0.014782075255545125
2024-10-10,98.94721409792359,0.441052909101213,0.2611821696353552,0.23720761764901552,0.09855930929636046,0.014783896394454068
2024-10-14,98.94721409792359,0.42380502997434993,0.2611821696353552,0.2544554967758786,0.09855930929636046,0.014783896394454068
2024-11-27,98.94721409792359,0.42380502997434993,0.2611821696353552,0.25691947950828764,0.09609532656395144,0.014783896394454068
2024-12-06,98.94721409792359,0.445980874566031,0.2611821696353552,0.2347436349166065,0.09609532656395144,0.014783896394454068
2024-12-12,98.9496522002676,0.4459918637285413,0.2611886052774882,0.2322853756557436,0.09609769439454756,0.014784260676084241
2024-12-19,98.67851160734277,0.5129847493318445,0.30042200789599727,0.38054399056788263,0.11053262554664052,0.017005019314867774
2025-01-22,98.62959332827212,0.5127304454239516,0.3002730785355739,0.4299287276353212,0.11047783078195642,0.01699658935107022
2025-02-12,98.62819637581192,0.5127231833027871,0.3002688255806378,0.4313390006713558,0.11047626601551766,0.016996348617771946
2025-02-20,98.62540258960362,0.5127086596775884,0.30026032003217884,0.43415942689935894,0.11047313661561298,0.016995867171632765
2025-03-10,98.62819637581192,0.5127231833027871,0.3002688255806378,0.4313390006713558,0.11047626601551766,0.016996348617771946
2025-03-17,98.62540258960362,0.5127086596775884,0.30026032003217884,0.43415942689935894,0.11047313661561298,0.016995867171632765
2025-03-18,98.61841881649163,0.5126723542141101,0.30023905826903685,0.4412097934581875,0.11046531389143809,0.01699466367560586
2025-04-10,98.97729715081344,0.4228458224701671,0.24763346509302608,0.2470961471970695,0.09111042583611337,0.014016988590171288
2025-04-28,98.97729715081344,0.4228458224701671,0.24763346509302608,0.24592806481455523,0.09227850821862764,0.014016988590171288
