date,GREAT BAY SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,FORTUNE (HK) SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOOM SECURITIES (H.K.) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,0.0,12.583102674305344,21.43532161407299,17.882498811993237,0.0,4.745058737013652,8.183334166132529,3.1564642492666417,17.07010418752818,14.944115559687427
2024-03-04,0.0,12.519778123218156,21.300337930096813,18.1631692692934,0.0,4.7764193947823514,8.318807487682783,3.191440581347454,17.259255587819112,14.47079162575993
2024-03-05,0.0,12.832512432095905,21.434423249685892,17.952092243060296,0.0,4.807018951098588,8.483619388904408,3.2118861615461984,17.369824932695465,13.90862264091325
2024-03-06,0.0,12.842722370327063,21.475922487365033,17.943151637520412,0.0,4.804624931522338,8.479394327363963,3.2102865592925673,17.34220189895302,13.9016957876556
2024-03-07,0.0,12.818336458930974,21.191681570596515,18.207058004485084,0.0,4.807931586220964,8.501842329799436,3.212495953217487,17.35413720591475,13.90651689083479
2024-03-08,0.0,12.71301880875628,21.19018549656138,18.32442344469632,0.0,4.838441369667815,8.46321453928208,3.212269159899194,17.35291205188488,13.905535129252055
2024-03-11,0.0,12.713622201375447,21.19119123734724,18.360890100901663,0.0,4.855282916096672,8.401914876672377,3.212421622467764,17.358481923371336,13.906195121767503
2024-03-12,0.0,12.706095387345037,21.210318467969536,18.496226232722844,0.0,4.859665308527212,8.21947680665774,3.2153211635337096,17.374149739459753,13.918746893784167
2024-03-13,0.0,12.701533989513546,21.214601653967524,18.50946433999891,0.0,4.8630224138916445,8.193815507740004,3.215970461591515,17.380034004638762,13.921557628658093
2024-03-14,0.0,12.700604763738117,21.272733801420358,18.32195783712962,0.0,4.876348044070418,8.216208604314568,3.224782848084863,17.42765868861693,13.959705412625128
2024-03-15,0.0,12.745865055088892,21.34854201272922,18.148175570050242,0.0,4.776578809498274,8.245346622154441,3.23627478992247,17.48976446424588,14.009452676310582
2024-03-19,0.0,12.73977353246451,21.338339086046247,18.13950216721737,0.0,4.774295979909271,8.289198141414044,3.2347281047020995,17.4814057302197,14.002757258026763
2024-03-20,0.0,12.749541217051846,21.330693288750382,18.13300255372547,0.0,4.772585289159365,8.286228016678518,3.2335690606314227,17.47514192102063,14.019238652982368
2024-03-21,0.0,12.766211602021087,21.326617770137133,18.12953799735023,0.0,4.771673421930486,8.28464482029299,3.2329512433520953,17.471803057852696,14.01656008706328
2024-03-22,0.0,12.764788481029266,21.332222009844372,18.13430210377412,0.0,4.77292732922837,8.286821871336087,3.2338008029927674,17.476394323730354,13.998743078064663
2024-03-25,0.0,12.752282799766975,21.33528010948586,18.136901762765888,0.0,4.773611556466753,8.28800983604891,3.234264387380353,17.47889966776771,14.000749880317546
2024-03-26,0.0,12.753196922705486,21.33680948812762,18.138201871789125,0.0,4.773953743657221,8.288603946140782,3.2344962294208828,17.47298430093424,14.001753497224643
2024-03-27,0.0,12.75350165947553,21.33731932973407,18.141024776059748,0.0,4.774067816956096,8.288802001766365,3.234573517487526,17.468622830351848,14.002088068168819
2024-04-02,0.0,12.750322180536772,21.338801501475377,18.143300823967877,0.0,4.775264239468497,8.289841949106162,3.234979340442902,17.470814515934208,13.996675449068208
2024-04-03,0.0,12.74823704403898,21.33871400432002,18.14373442165768,0.0,4.775378361124888,8.290040063900864,3.2356541141201065,17.471232042209415,13.997009948628044
2024-04-05,0.0,12.749455815560543,21.34075405243377,18.145469019683393,0.0,4.775834902302396,8.290832617781655,3.2359634528211605,17.47290234689438,13.9887877925227
2024-04-08,0.0,12.750065288714293,21.34177422277389,18.14633644307696,0.0,4.776063205627793,8.288838758737592,3.236118144353061,17.471347426192214,13.989456510524189
2024-04-09,0.0,12.748893988491636,21.339034013374825,18.14807153868499,0.0,4.776519877767525,8.289631311425627,3.236427571790216,17.473017981473753,13.988403716991426
2024-04-10,0.0,12.750422504437806,21.341592435603037,18.147856675690612,0.0,4.7770925538606,8.302542867670784,3.23681560005028,17.4607686438302,13.982908718856688
2024-04-11,0.0,12.768270652898511,21.311492985988835,18.101983526310708,0.0,4.765017283252011,8.462790687575641,3.2453264104096116,17.416632277613505,13.928486175951175
2024-04-12,0.0,12.791643410871925,21.255230857742333,18.06846468710973,0.0,4.752437685301582,8.668772463802698,3.2367587811579077,17.33497700220284,13.891715111810985
2024-04-15,0.0,12.816947969706469,21.277497386832557,18.08739282754085,0.0,4.757416238236503,8.680234546892018,3.2401495410156134,17.234093711813298,13.906267777962695
2024-04-16,0.0,12.810474521914006,21.282564469378492,18.09170020969354,0.0,4.758549182602386,8.682301682146111,3.2266325919899925,17.238197886935705,13.90957945533977
2024-04-17,0.0,12.817483136250699,21.269531430783513,18.081430489691677,0.0,4.777268685589831,8.675588132682737,3.224800999995623,17.252213416593978,13.901683708411941
2024-04-18,0.0,12.816888285454429,21.268544326094283,18.087731239451653,0.0,4.777046975754022,8.677446471782977,3.224651339143935,17.25141275293956,13.896278609379145
2024-04-19,0.0,12.815440104216371,21.2699599231538,18.089046456924514,0.0,4.777394330298826,8.675697298334832,3.22488581397823,17.255047297651373,13.892528775442056
