date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CHIEF SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,HANG SENG BANK LTD,VC BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCOM INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,75.2479032925172,0.0,24.752096707482803,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,75.26752376250704,0.0,24.73247623749296,0.0
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,75.70839584142004,0.0,24.291604158579958,0.0
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,75.82373707657393,0.0,24.176262923426073,0.0
2024-03-19,0.0,75.56392007038517,0.0,0.0,0.0,0.0,18.52899793568795,0.0,5.907081993926884,0.0
2024-04-02,0.0,75.56974094825298,0.0,0.0,0.0,0.0,18.530425270769246,0.0,5.899833780977765,0.0
2024-04-15,0.0,75.5532507896248,0.0,0.0,0.0,0.0,18.52638172571631,0.0,5.920367484658902,0.0
2024-04-30,0.0,63.23265687308063,0.0,0.0,0.0,0.0,15.505253930421231,16.30501730302058,4.957071893477563,0.0
2024-05-02,0.0,63.24398046471514,0.0,0.0,0.0,0.0,15.508030583694712,16.29002935450181,4.9579595970883314,0.0
2024-05-06,0.0,63.22858137266557,0.0,0.0,0.0,0.0,15.504254578631288,16.286062942842126,4.98110110586102,0.0
2024-05-07,0.0,43.731407304236185,30.836509095375884,0.0,0.0,0.0,10.723360499430889,11.264090328677751,3.444632772279287,0.0
2024-05-08,0.0,43.73054089742434,30.837879362727083,0.0,0.0,0.0,10.723148048170907,11.263867164476284,3.444564527201386,0.0
2024-05-09,0.0,42.02666275710635,29.804606077684426,0.0,0.0,0.0,10.400541118689587,12.031656014542804,5.73653403197684,0.0
2024-05-10,32.01790617322928,28.94934688272019,20.53039245662733,0.0,0.0,0.0,7.164398570539476,7.777610206380767,3.5603457105029634,0.0
2024-05-13,32.0833467034994,29.015944253315517,20.528326214577106,0.0,0.0,0.0,7.180880120490425,7.795502436950208,3.396000271167343,0.0
2024-05-14,32.09136204470969,29.02319326931994,20.533454779891898,0.0,0.0,0.0,7.1826741105279295,7.797285616294627,3.3720301792559146,0.0
2024-05-17,31.850604529876957,28.80545393266304,20.311383267058595,0.0,0.0,0.0,7.128787872658224,9.006292326637633,2.897478071105554,0.0
2024-05-20,31.85481362149846,28.809260604360215,20.314067438187916,0.0,0.0,0.0,7.129729949637584,9.00748251784852,2.8846458684673006,0.0
2024-05-23,31.84650043777239,28.801742221761522,20.30876605495447,0.0,0.0,0.0,7.127869296623164,9.005131825800214,2.909990163088238,0.0
2024-05-27,31.840995342641857,28.79676345396361,20.305255412102685,0.0,0.0,0.0,7.1266371487257025,9.00357516787289,2.926773474693258,0.0
2024-05-28,31.68170869626025,20.370807831123845,20.203677053646526,0.0,8.782316699206218,0.0,7.090823420823147,8.958534198565799,2.9121321003742144,0.0
2024-06-05,31.687724534147936,20.374675914083895,20.207513401207674,0.0,8.783984317390807,0.0,7.092169852122004,8.960235277569035,2.8936967034786436,0.0
2024-06-06,31.687261696277822,20.374378317088752,20.20721824582494,0.0,8.78385601658498,0.0,7.09531208895663,8.960104402402939,2.8918692328639377,0.0
2024-06-07,31.689318856976247,20.37570103694793,20.208530113527427,0.0,8.784426271078761,0.0,7.095772721917355,8.960686099073579,2.8855649004787023,0.0
2024-06-14,31.697550171511917,20.380993634269977,20.21377928812846,0.0,8.786708029673163,0.0,7.097615852008329,8.963013641235964,2.8603393831721875,0.0
2024-06-17,31.697498712516563,20.380960546998214,20.213746472318757,0.0,8.786693765000807,0.0,7.097604329471756,8.962999090342446,2.8604970833514565,0.0
