date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA MERCHANTS BANK CO LTD,SDICS INTERNATIONAL SECURITIES (HONG,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD
2024-03-01,8.300883230965887,0.0,3.0479047126565533,51.31688536783653,22.739488369479595,6.0188988295876005,3.3550920032761793,2.53365043354518,1.39307236683302,1.294124685819458
2024-03-04,8.409573879770361,0.0,3.1006519669300006,51.308388183114,22.44607541509686,6.020885259656234,3.3560301239400423,2.5510502529131434,1.520316394569055,1.2870285240103039
2024-03-05,8.381745128326083,0.0,3.1363290219778217,51.169786818089804,22.522441918962983,6.058820895251034,3.367706307701712,2.567876059622556,1.5447873214154761,1.2505065286525305
2024-03-06,6.768398790478891,23.66414794472642,2.467872554732409,39.17286805846267,16.61140153621743,4.640234805443841,2.57492798452375,1.974461309147265,1.2013100272651986,0.9243769890021304
2024-03-07,6.881598778026085,23.63404709433135,2.513239131530729,39.127985046726884,16.549161367686466,4.625308306433137,2.566000186081499,1.9938797641576214,1.1506593307262554,0.95812099429997
2024-03-08,6.8443914738444285,23.63712641926156,2.4690923645536564,39.21313194826108,16.52102432439104,4.635289244781329,2.567344450640204,1.99597078078305,1.16265704941916,0.9539719440644945
2024-03-11,6.798466952794333,23.44723247744817,2.5305846829189154,38.90995941216169,17.07054078608512,4.601849333388595,2.5456916184576674,1.9763561928483584,1.1599162766713236,0.9594022672258217
2024-03-12,6.739818297115896,22.934221437838506,2.336064227913231,38.14304756409746,18.880881515212682,4.502462597279934,2.4906135804456397,1.942696642307019,1.0940548665769234,0.9361392712127137
2024-03-13,6.670600327077289,22.920603132243357,2.330515052058751,38.08231427429644,18.92657103706127,4.5022492469947535,2.489746991161962,1.9414568439099709,1.1037107729101407,1.0322323222860763
2024-03-14,6.555524306274492,23.38297651813793,2.3927151864109972,38.54844406856867,17.851334631156835,4.590465838596121,2.573876921753624,1.9660936775946147,1.1032151561081025,1.035353695398615
2024-03-15,6.248934906303998,23.488746890007302,2.4262120769149678,38.83680916662077,17.769707148551785,4.6122760783879375,2.5513710594480203,1.9592061226988402,1.0798839513894993,1.0268525996768796
2024-03-18,6.1914364466500205,23.40014523568925,2.4435486710791645,39.79434048794097,17.103829653382043,4.595760012383103,2.5418894140151496,1.9311173993401314,1.0326042860396425,0.96532839348052
2024-03-19,5.958573560391009,23.036356028647685,2.4797534232603726,39.3166265766394,18.36335299033751,4.521423121782355,2.5026553157027007,1.884871098285648,1.000113171628891,0.9362747133244276
2024-03-20,5.791392686280533,23.07494537521759,2.4848159066557782,39.27770989644825,18.515706801853067,4.528542920192222,2.5068476381864557,1.8759905832745338,1.0084888829415832,0.9355593089499832
2024-03-21,5.93704073411471,23.531775331762066,2.475766268841861,40.56141143966973,16.421775857721872,4.621677624471609,2.5548109107289516,1.9007802447922155,1.0248253721895777,0.9701362157074036
2024-03-22,5.91837803980189,23.060741331396876,2.3564701324537936,40.161222673956296,17.69325164857785,4.532459663352226,2.4976516225313983,1.806396153012249,1.0287314781782653,0.9446972567391531
2024-03-25,6.063232917602903,23.560249513726326,2.393387525630314,40.71619155222908,16.233163083607792,4.633748721640915,2.55187078809686,1.8555893778317492,1.0445068720142232,0.9480596476198385
2024-03-26,6.079325331820364,23.540965401690134,2.354885640960347,41.019528202206985,15.921878139721807,4.634574618275974,2.5505362195174426,1.8701688754603534,1.069954527834811,0.958183042511784
2024-03-27,6.113809401432294,23.651022173786384,2.2916292447473907,40.49784549426646,16.313328161622632,4.6562417977574935,2.5624602752494354,1.8770467460537745,1.076005971433657,0.9606107336504827
2024-03-28,6.161921281021746,23.62941484869158,2.296407970649774,40.45167892873587,16.09467723732628,4.651987904225752,2.560119238494111,1.8770790995192046,1.0796821533748926,1.1970313379607829
2024-04-02,6.375843858101933,23.54874818529165,2.301972066464617,40.47665600183406,16.15847519153478,4.640628946737435,2.551568109779909,1.8771944280968709,1.0991780210228594,0.9697351911358904
2024-04-03,5.825686271677241,23.669964609933167,2.2635285387680546,40.76256547143694,16.400215276756914,4.658215242170365,2.575204212912269,1.8498668896324348,1.0015664532328141,0.9931870334798019
2024-04-05,5.7148353983353495,23.778272403747067,2.2377840602378836,40.587797843613984,16.583738044800995,4.550114038258676,2.5581205276917984,1.8602488382587183,1.006982901311414,1.1221059437441105
2024-04-08,5.702282633564713,23.65131847815601,2.291916865454106,40.91804920317247,16.56704564385892,4.5262502230486685,2.5440487024990266,1.8502490288553057,0.9966644461657845,0.9521747752249917
2024-04-09,5.698083085829923,23.655448835194008,2.290228942406589,40.68167496176749,16.684238639060283,4.523499185146979,2.5421750924638293,1.8512159791307052,1.0011720329895935,1.0722632460105992
2024-04-10,5.733056386904753,23.744548914225824,2.2285080837931672,40.804089467919894,16.492222056406664,4.542997975543709,2.553367241204906,1.8698411134566921,1.0680730373696006,0.9632957231747961
2024-04-11,5.746272428933178,23.818921839132837,2.2259733083519513,40.33567775891041,16.732536632003516,4.549293412790655,2.5569055573833297,1.8765322822066048,1.0682645286139543,1.0896222516735654
2024-04-12,6.079860636297012,23.805090180106085,2.244958180503593,40.12645425570669,16.595868587706327,4.553682925866938,2.547966581537521,1.9460524077235093,1.142550319849104,0.9575159247032212
2024-04-15,6.132416919747703,23.80058337290547,2.265293764905465,40.05129603758147,16.566792155020057,4.559179071226041,2.547459468707056,1.9641451524594147,1.1556408093866968,0.9571932480606233
2024-04-16,6.478687983397041,23.76080369089997,2.2842495374128586,39.88077337959053,16.297068330817723,4.5575041720392555,2.542863686996546,2.009026066598559,1.2286488052833362,0.9603743469641821
