date,SOLOMON JFZ (ASIA) HOLDINGS LTD,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BOOM SECURITIES (H.K.) LTD,EVERBRIGHT SECURITIES INVESTMENT,PHILLIP SECURITIES (HONG KONG) LTD,DBS BANK (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-04-30,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,84.27672955974843,15.723270440251572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,70.62295773163277,14.572572994624222,14.251080425845894,0.0,0.5533888478971224,0.0,0.0,0.0,0.0,0.0
2024-05-07,57.82342280141538,29.364805385345644,12.358677828601019,0.0,0.4530939846379563,0.0,0.0,0.0,0.0,0.0
2024-05-08,57.82342280141538,28.93328730473807,12.790195909208595,0.0,0.4530939846379563,0.0,0.0,0.0,0.0,0.0
2024-05-09,57.82342280141538,28.769310434107187,12.876499525330113,0.07767325450936394,0.4530939846379563,0.0,0.0,0.0,0.0,0.0
2024-05-10,57.82342280141538,28.337792353499612,13.308017605937689,0.07767325450936394,0.4530939846379563,0.0,0.0,0.0,0.0,0.0
2024-05-13,57.82342280141538,28.337792353499612,13.308017605937689,0.07767325450936394,0.4530939846379563,0.0,0.0,0.0,0.0,0.0
2024-05-14,57.87336961216204,28.27589185453917,13.319512827157295,0.07774034724021767,0.45348535890126973,0.0,0.0,0.0,0.0,0.0
2024-05-16,57.87336961216204,28.29316748725922,13.315193918977283,0.07774034724021767,0.4405286343612335,0.0,0.0,0.0,0.0,0.0
2024-05-22,63.34499385459015,21.51366171882386,14.57407582490309,0.08509029025243453,0.48217831143046236,0.0,0.0,0.0,0.0,0.0
2024-05-23,63.34499385459015,22.794743310957738,13.274085279379785,0.08509029025243453,0.5010872648198922,0.0,0.0,0.0,0.0,0.0
