date,ZINVEST GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,GAOYU SECURITIES LIMITED,CHINA GALAXY INTERNATIONAL SECURITIES,CITIC SECURITIES BROKERAGE (HK) LTD,AFG SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD
2024-10-09,2.504,4.775,2.8205,2.1215,2.5229999999999997,1.3695000000000002,0.0,0.097,0.0015,0.1285
2024-10-14,20.87855430383336,21.030651439766956,14.542032945786392,10.904591271171148,11.195895955247352,7.0609161919001835,6.022015415946997,1.724626846433451,2.7377484468046713,3.902967183109484
2024-10-15,21.012448562333393,19.814177385543104,14.599239110743031,10.947488289034395,11.237350863117577,7.088692771552059,6.045705116592044,2.300784181785243,2.7459302776986982,4.208183441600456
2024-10-16,20.961409309293796,19.080952626956655,14.570956243219507,10.926279898744639,11.215580926796507,7.0749599628041535,6.033992870796094,2.980833806891564,2.7896884847858656,4.3653458697112155
2024-10-17,20.81150487930149,19.560862865947612,14.48638931689779,10.862865947611711,11.150487930148948,7.033898305084746,5.998972778633795,2.9763739085772984,2.8197226502311246,4.298921417565485
2024-10-18,20.890146642655,19.13815281708258,14.512477489066116,10.882428608181115,11.17056856187291,7.046565474659121,6.009776177000258,3.151530743503988,2.8402366863905324,4.358116799588371
2024-10-21,20.91304683677936,19.09776759275948,14.52480881633494,10.891675464119267,11.180060251821716,7.052552977830419,6.014882714936787,3.1542086154955324,2.865823827793084,4.305172902129413
2024-10-22,24.934248977206313,17.9354178842782,13.737093317747906,10.300993571011105,10.573738554451587,6.670075978959673,5.68868108318722,3.092733294369764,2.7104032729398013,4.356614065848432
2024-10-23,24.905733816624906,17.38876590361739,13.722723623713723,10.290218211010291,10.562677889410562,6.663098742306663,5.682730435205683,3.0335465979030336,2.71000072980271,5.0405040504050405
2024-10-24,24.79116728408513,17.25866201786882,13.65826493305247,10.23946151424905,10.51306263770853,6.631800682792184,5.65603738408271,3.1500447931042834,2.723904990193942,5.377593762862885
2024-10-25,24.846484308633286,17.130652168636683,13.69141525691124,10.264313972961821,10.538579160699983,6.647896895706415,5.669765296958812,3.140700468435232,2.730516249605592,5.339676221450936
2024-10-28,24.882092672728156,17.11236446735061,13.713716147226137,10.281032722322166,10.555744639470998,6.658725142218117,5.679000340351048,3.05829727232946,2.734963776924199,5.324062819079107
2024-10-29,24.8494560994561,17.18385780885781,13.697066822066823,10.268550893550893,10.542929292929292,6.6506410256410255,5.672105672105672,3.0545843045843046,2.7316433566433567,5.349164724164724
2024-10-30,24.832508010486453,17.21769103796485,13.693076997766774,10.265559763083793,10.539858238663948,6.6487037576463734,5.670453442081755,2.983299349451403,2.730847655112147,5.418001747742499
2024-10-31,5.12,3.5680000000000005,2.8205,2.1145,2.171,1.3695000000000002,1.168,0.628,0.5625,1.1295
2024-11-01,24.82676745651015,17.22391820516548,13.667199689877405,10.24615981004991,10.519939913747153,6.636138973688036,5.659737364927072,2.9316276590589716,2.725686873092019,5.562824053883801
2024-11-04,24.8399922420481,17.060221101629168,13.675814584949572,10.252618308766486,10.526570985259891,6.640321955003879,5.663304887509697,2.9989332816136542,2.7274049650892165,5.6148176881303336
2024-11-05,24.832165967863116,17.040304403674174,13.671505780276775,10.249388041976685,10.52325440488597,6.63822980538523,5.66152056421318,3.0222243765298953,2.7362400329609073,5.625166622234071
2024-11-06,24.754724276255377,17.236962930742834,13.631530617176551,10.219419071093713,10.49248465516408,6.618819776714513,5.64496641051665,3.001304915180513,2.7282393311101445,5.671548016045624
2024-11-07,24.74157086271858,17.266447686213894,13.624287508453289,10.213988986571346,10.486909477345185,6.615302869287991,5.641966959714037,3.0721669403922327,2.736450584484591,5.600908124818858
2024-11-08,24.964460400452978,17.16261475074091,13.591788545406356,10.189624846396645,10.461894320892466,6.599522926053539,5.628508782497651,3.074476543864299,2.7299231380864035,5.597185745608751
2024-11-11,24.951234196267308,17.201685731487057,13.58458759783263,10.184226369656834,10.456351595424444,6.596026490066226,5.625526791089705,3.0680313064419025,2.728476821192053,5.603853100541842
2024-11-12,24.99458991560268,17.797975426194427,13.563682704561304,10.168554185000842,10.440260645843853,6.585876073000072,5.61686984539181,2.5776046550770637,2.724278054293203,5.5303084950347445
2024-11-13,24.93996157540826,17.889048991354468,13.547070124879923,10.15609990393852,10.42747358309318,6.577809798270893,5.609990393852065,2.5936599423631126,2.7305475504322767,5.5283381364073
2024-11-14,25.00060184405017,17.4631069597246,13.580009148029562,10.180793952670983,10.452827463347697,6.593803413659452,5.623630804785864,2.631262187342016,2.7420014925732445,5.731962733816413
2024-11-15,24.998194120054897,17.40386699092244,13.582625027088199,10.182755050444246,10.454840962172835,6.595073559509763,5.624714069008693,2.631769039994221,2.7425296766270977,5.783631504177602
2024-11-18,24.988560556799847,17.291621510969822,13.585241914119885,10.184716903884594,10.430363894708956,6.596344194783614,5.625797750644222,2.7695494063531054,2.74305806420538,5.784745803530574
2024-11-19,24.943506899370163,17.375835376700802,13.560748112890042,10.166354151641906,10.363479013414107,6.584451175537286,5.615654598778788,2.8871580364440597,2.733304485792586,5.769508149430261
2024-11-20,24.90220078239374,17.527059783521732,13.538291693666451,10.149518803849569,10.346317229462164,6.573547411620708,5.606355149158807,2.877576979384165,2.7287781697746416,5.750353997168023
2024-11-21,24.892003455889412,17.58423730440626,13.537966785062878,10.149275223192857,10.346068925794375,6.573389651531151,5.60622060094077,2.82710953249496,2.7287126811942017,5.7550158394931366
2024-11-22,24.886628116227175,17.64042517455671,13.535043309259304,10.147083523286225,10.343834728987211,6.571970151402453,5.605009957530532,2.800105573817693,2.728123425390503,5.741776039542193
2024-11-25,25.230277287261966,17.754020903927838,13.461079559013028,10.091633656278336,10.287309693122705,6.536056889228273,5.5743807569321815,2.7418508089533717,2.684579773779411,5.638810671502887
