date,GLORY SUN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,SOUTH CHINA SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD
2024-03-01,0.0,0.0,0.0,0.0,83.16402546390356,0.0,16.835974536096437,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,83.19020893907634,0.0,16.809791060923658,0.0,0.0
2024-03-05,0.0,0.0,0.0,0.0,83.19943289224952,0.0,16.80056710775047,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,83.1926816095058,0.0,16.807318390494196,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0,83.18593032676208,0.0,16.814069673237917,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,83.16627855961661,0.0,16.833721440383382,0.0,0.0
2024-03-11,0.0,0.0,0.0,62.03733360665189,31.57213688134985,0.0,6.390529511998258,0.0,0.0
2024-03-12,0.0,0.0,0.0,62.03653880646732,31.57045122607426,0.0,6.393009967458426,0.0,0.0
2024-03-13,0.0,0.0,0.0,62.03781997078946,31.566607733107848,0.0,6.395572296102698,0.0,0.0
2024-03-14,0.0,0.0,0.0,62.037025174556405,31.56492217026456,0.0,6.39805265517904,0.0,0.0
2024-03-15,0.0,0.0,0.0,62.037025174556405,31.562359874447505,0.0,6.400614950996092,0.0,0.0
2024-03-18,0.0,0.0,0.0,56.5066458534767,28.63250352387498,9.040923546474378,5.819927076173945,0.0,0.0
2024-03-19,0.0,0.0,0.0,56.51171187960817,28.626838899048373,9.039870476279221,5.821578745064238,0.0,0.0
2024-03-21,0.0,0.0,0.0,56.52685541186065,28.59839217056973,9.042292904578819,5.832459512990796,0.0,0.0
2024-03-22,0.0,0.0,0.0,56.52736190886743,28.598058976360523,9.042187554613134,5.832391560158917,0.0,0.0
2024-03-25,0.0,0.0,0.0,56.543172468446635,28.589742095633223,9.033062570652744,5.834022865267403,0.0,0.0
2024-03-26,0.0,0.0,0.0,56.543172468446635,28.587411283461723,9.033062570652744,5.836353677438903,0.0,0.0
2024-03-27,0.0,0.0,0.0,56.543172468446635,28.581584253032972,9.033062570652744,5.842180707867657,0.0,0.0
2024-03-28,0.0,6.20885729907053,0.0,53.07599781301258,26.75779114270093,8.475669764898852,5.481683980317113,0.0,0.0
2024-04-02,0.0,6.20885729907053,0.0,53.07599781301258,26.75997813012575,8.475669764898852,5.479496992892291,0.0,0.0
2024-04-03,0.0,6.191525091051839,0.0,53.33020740191482,26.598041567618257,8.432381741652673,5.447844197762414,0.0,0.0
2024-04-05,0.0,6.191525091051839,0.0,53.33020740191482,26.60022245000327,8.432381741652673,5.445663315377402,0.0,0.0
2024-04-08,0.0,6.191930207197382,0.0,53.333696837513635,26.60196292257361,8.432933478735006,5.439476553980371,0.0,0.0
2024-04-09,0.0,6.196660482374768,0.0,53.37444068536505,26.622285277747466,8.362981556258866,5.4436319982538475,0.0,0.0
2024-04-10,0.0,6.1972691850121695,0.0,53.37968369696904,26.624900404929004,8.359437246919374,5.43870946617042,0.0,0.0
2024-04-11,0.0,6.1972691850121695,0.0,53.37968369696904,26.62271749926327,8.359437246919374,5.440892371836151,0.0,0.0
2024-04-12,0.0,6.1972691850121695,0.0,53.37968369696904,26.62053459359754,8.359437246919374,5.443075277501882,0.0,0.0
2024-04-15,0.0,6.197607404820118,0.0,53.380413901501925,26.621987425777156,8.359893468389801,5.440097799511003,0.0,0.0
2024-04-17,0.0,6.197133907424991,0.0,53.37633563624854,26.62977636619626,8.359254772273337,5.43749931785687,0.0,0.0
2024-04-18,0.0,6.1972691850121695,0.0,53.3775007913033,26.63035766909333,8.359437246919374,5.435435107671822,0.0,0.0
2024-04-19,0.0,6.197133907424991,0.0,53.37633563624854,26.62977636619626,8.359254772273337,5.43749931785687,0.0,0.0
2024-04-22,0.0,6.197133907424991,0.0,53.37633563624854,26.62977636619626,8.348340482193334,5.448413607936872,0.0,0.0
2024-04-23,0.0,6.197201545480343,0.0,53.37691820741743,26.628975573552204,8.348431599397525,5.4484730741524965,0.0,0.0
2024-04-25,0.0,6.198225336432992,0.0,53.37633563624854,26.624319221156263,8.348340482193334,5.452779323968873,0.0,0.0
2024-04-26,0.0,6.198157687942024,0.0,53.375753077796205,26.624028638784598,8.348249366978084,5.453811228499083,0.0,0.0
2024-04-29,0.0,6.198090040927695,0.0,53.375170532060025,26.6237380627558,8.348158253751706,5.4548431105047746,0.0,0.0
2024-04-30,0.0,6.198022395389955,0.0,53.37458799903957,26.62344749306965,8.348067142514132,5.455874969986684,0.0,0.0
2024-05-02,0.0,6.179274025069638,0.0,53.6146413649025,26.513535863509752,8.322815111420613,5.369733635097493,0.0,0.0
2024-05-03,0.0,6.179475740198692,0.0,53.61639155177854,26.505696347156178,8.323086799926008,5.3753495609405775,0.0,0.0
2024-05-06,0.0,6.179677468497682,0.0,53.6181418529239,26.506561622668613,8.322270343206599,5.373348712703215,0.0,0.0
2024-05-07,0.0,6.17981196134761,0.0,53.6193087838426,26.50713850439627,8.322451466875599,5.371289283537912,0.0,0.0
2024-05-08,0.0,6.2064217175580865,0.0,54.39662521037791,26.644226355708074,7.47852505956154,5.274201656794387,0.0,0.0
2024-05-10,0.0,6.2064217175580865,0.0,54.39662521037791,26.645319227995017,7.47852505956154,5.273108784507443,0.0,0.0
2024-05-13,0.0,6.165050136138479,0.0,54.426960886157616,26.64924385736624,7.482695651223059,5.276049469114607,0.0,0.0
2024-05-14,0.0,6.1651175505740845,0.0,54.42755604155276,26.649535265172226,7.4827774740295245,5.275013668671405,0.0,0.0
2024-05-17,0.0,6.165050136138479,0.0,54.426960886157616,26.648150375610985,7.482695651223059,5.277142950869865,0.0,0.0
2024-05-20,0.0,6.072574941515695,0.0,55.333224525325065,26.446874489962465,7.339100157771612,4.808225885425167,0.0,0.0
2024-05-21,0.0,6.072574941515695,0.0,55.333224525325065,26.44578640987977,7.339100157771612,4.809313965507862,0.0,0.0
2024-05-22,0.0,6.090600547837569,0.0,55.49747361758318,26.5242871018083,7.360885270590289,4.526753462180656,0.0,0.0
2024-05-23,0.0,6.090733485392498,0.0,55.49868494286868,26.524866038785998,7.3610459342362295,4.524669598716591,0.0,0.0
2024-05-24,0.0,5.8447766382756825,0.0,56.02946288892752,26.404701894663653,7.21905962106727,4.5019989570658785,0.0,0.0
2024-05-27,0.0,5.844840136017469,0.0,56.03007159385965,26.403902354232077,7.219138049040165,4.5020478668506305,0.0,0.0
2024-05-28,0.0,5.83868727209585,0.0,56.18814030213579,26.365254384441744,7.143167216530648,4.4647508247959715,0.0,0.0
2024-05-29,0.0,5.837610268985797,0.0,56.17777584878636,26.383177265871684,7.1418495893056715,4.459587027050488,0.0,0.0
2024-05-30,0.0,5.8388140044713595,0.0,56.18935990102234,26.36799722167958,7.143322263462916,4.460506609363808,0.0,0.0
2024-05-31,0.0,5.837610268985797,0.0,56.17777584878636,26.36256117012619,7.1418495893056715,4.480203122795976,0.0,0.0
2024-06-03,0.0,5.8375469282350645,0.0,56.17716629413424,26.366615307827523,7.141772096959702,4.476899372843471,0.0,0.0
2024-06-04,0.0,5.837356914229914,0.0,56.175337709542674,26.36467205555254,7.141539630011392,4.481093690663484,0.0,0.0
2024-06-05,0.0,5.837356914229914,0.0,56.175337709542674,26.36358704497369,7.141539630011392,4.482178701242337,0.0,0.0
2024-06-06,0.0,5.837356914229914,0.0,56.175337709542674,26.365757066131394,7.141539630011392,4.480008680084631,0.0,0.0
2024-06-07,0.0,5.837356914229914,0.0,56.175337709542674,26.36358704497369,7.141539630011392,4.482178701242337,0.0,0.0
2024-06-11,0.0,5.837356914229914,0.0,56.175337709542674,26.36141702381598,7.141539630011392,4.484348722400043,0.0,0.0
2024-06-12,0.0,5.837356914229914,0.0,56.175337709542674,26.36033201323713,7.141539630011392,4.485433732978897,0.0,0.0
2024-06-13,0.0,5.8372935789770635,0.0,56.17472820779897,26.360046003949396,7.1414621443916415,4.486470064882929,0.0,0.0
2024-06-14,0.0,5.836976923327294,0.0,56.17168089746233,26.357531110653028,7.141074741513058,4.492736327044298,0.0,0.0
2024-06-18,0.0,5.683423529156071,0.0,56.26263284866663,26.40129534241812,7.152637412792593,4.500010866966595,0.0,0.0
2024-06-19,0.0,5.687688275532065,0.0,56.304851391471736,26.42110643480909,7.15800463280154,4.428349265385577,0.0,0.0
2024-06-20,0.0,5.686946120806828,0.0,56.29750448540205,26.41765889196977,7.157070624694177,4.4408198771271685,0.0,0.0
