date,MIRAE ASSET SECURITIES (HK) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,BOCI SECURITIES LTD
2024-03-05,0.0,1.3819095477386936,0.25125628140703515,0.12562814070351758,96.85929648241206,0.0,0.0,1.3819095477386936,0.0,0.0
2024-03-06,81.12781954887218,0.30075187969924816,0.05012531328320802,0.02506265664160401,17.969924812030076,0.0,0.0,0.5263157894736842,0.0,0.0
2024-03-07,80.95117632178092,0.5818365798128005,0.05059448520111307,0.025297242600556536,17.85985327599292,0.0,0.0,0.5312420946116874,0.0,0.0
2024-03-08,80.99215388509238,0.5315110098709187,0.05062009617818274,0.02531004808909137,17.868893950898507,0.0,0.0,0.5315110098709187,0.0,0.0
2024-03-11,81.07423359513555,0.532049657968077,0.05067139599695972,0.02533569799847986,17.78565999493286,0.0,0.0,0.532049657968077,0.0,0.0
2024-03-14,81.07423359513555,0.5067139599695971,0.05067139599695972,0.07600709399543958,17.760324296934378,0.0,0.0,0.532049657968077,0.0,0.0
2024-03-18,81.07423359513555,0.532049657968077,0.05067139599695972,0.07600709399543958,17.7349885989359,0.0,0.0,0.532049657968077,0.0,0.0
2024-03-19,81.07423359513555,0.532049657968077,0.05067139599695972,0.07600709399543958,17.3549531289587,0.0,0.0,0.9120851279452749,0.0,0.0
2024-03-20,81.07423359513555,1.5454775779072714,0.05067139599695972,0.07600709399543958,16.34152520901951,0.0,0.0,0.9120851279452749,0.0,0.0
2024-03-21,81.11533586818757,2.1039290240811153,0.050697084917617236,0.07604562737642585,15.741444866920151,0.0,0.0,0.9125475285171103,0.0,0.0
2024-03-26,81.17706747843734,2.359208523592085,0.050735667174023336,0.12683916793505834,15.271435819381024,0.0,0.0,1.0147133434804667,0.0,0.0
2024-03-27,82.05128205128204,1.358974358974359,0.05128205128205128,0.1282051282051282,15.333333333333332,0.0,0.0,1.0769230769230769,0.0,0.0
2024-03-28,82.05128205128204,1.9230769230769231,0.05128205128205128,0.1282051282051282,14.76923076923077,0.0,0.0,1.0769230769230769,0.0,0.0
2024-04-02,83.5509138381201,2.3237597911227157,0.05221932114882506,0.1566579634464752,12.793733681462141,0.0,0.02610966057441253,1.0966057441253265,0.0,0.0
2024-04-03,82.75148694078098,2.5859839668994056,0.2068787173519524,0.18101887768295835,13.162658391517972,0.0,0.02585983966899405,1.0861132660977502,0.0,0.0
2024-04-09,82.83717318146519,2.8216412114936578,0.207092932953663,0.802485115195444,12.218483044266113,0.0,0.025886616619207874,1.0872378980067305,0.0,0.0
2024-04-10,82.83717318146519,3.209940460781776,0.207092932953663,0.802485115195444,11.830183794977996,0.0,0.025886616619207874,1.0872378980067305,0.0,0.0
2024-04-11,82.92303705623219,2.9541331951282714,0.20730759264058046,0.8033169214822493,11.972013474993522,0.0,0.025913449080072558,1.11427831044312,0.0,0.0
2024-04-12,82.98755186721992,2.9564315352697093,0.2074688796680498,0.8039419087136929,11.903526970954356,0.0,0.025933609958506226,1.1151452282157677,0.0,0.0
2024-04-15,83.52910467240929,3.471678412947011,0.20882276168102323,0.809188201513965,10.780475071782824,0.0,0.026102845210127904,1.1746280344557558,0.0,0.0
2024-04-16,83.52910467240929,3.9937353171495693,0.23492560689115116,0.809188201513965,10.258418167580267,0.0,0.026102845210127904,1.1485251892456279,0.0,0.0
2024-04-17,83.52910467240929,4.098146697990081,1.0180109631949883,0.809188201513965,9.449229966066302,0.0,0.026102845210127904,1.070216653615244,0.0,0.0
2024-04-18,83.8794233289646,4.220183486238533,1.2844036697247707,1.3368283093053734,8.17824377457405,0.0,0.02621231979030144,1.0747051114023591,0.0,0.0
2024-04-19,84.2770608375033,4.556228601527522,1.2904924940742692,1.9752436133789835,6.742164867000263,0.0,0.07900974453515934,1.0797998419805108,0.0,0.0
2024-04-23,84.32147562582345,4.55862977602108,1.8181818181818181,1.9762845849802373,6.1133069828722,0.0,0.07905138339920949,1.1330698287220025,0.0,0.0
2024-04-25,84.32147562582345,4.7167325428195,1.8181818181818181,1.9762845849802373,5.849802371541502,0.0,0.07905138339920949,1.238471673254282,0.0,0.0
2024-04-26,84.32147562582345,4.7167325428195,1.8181818181818181,1.9762845849802373,5.902503293807642,0.0,0.07905138339920949,1.185770750988142,0.0,0.0
2024-04-29,84.4550013196094,4.750593824228028,1.8210609659540775,2.0058062813407234,5.7007125890736345,0.0,0.0791765637371338,1.187648456057007,0.0,0.0
2024-04-30,84.4550013196094,4.486671945104249,1.8210609659540775,2.0058062813407234,5.88545790446028,0.0,0.0791765637371338,1.2668250197941409,0.0,0.0
2024-05-02,84.52192287374538,5.890121500264131,2.2451135763338614,2.0073956682514527,3.7770734284204965,0.0,0.07923930269413629,1.479133650290544,0.0,0.0
2024-05-03,84.56659619450318,5.89323467230444,2.2463002114164907,2.0348837209302326,3.699788583509514,0.0,0.07928118393234672,1.4799154334038054,0.0,0.0
2024-05-06,85.49292011755276,6.011220945765429,2.2709056906224956,2.0571733903286136,2.5915041410633184,0.0,0.08014961261020571,1.4961261020571734,0.0,0.0
2024-05-07,85.42445274959958,6.006406833956221,2.269087026161239,2.0555258942872396,2.669514148424987,0.0,0.08008542445274959,1.4949279231179926,0.0,0.0
2024-05-08,85.37886872998934,6.029882604055496,2.2945570971184632,2.054429028815368,1.3340448239060834,1.3340448239060834,0.08004268943436499,1.4941302027748131,0.0,0.0
2024-05-09,85.42445274959958,6.5670048051254675,2.2957821676454886,2.0555258942872396,0.7474639615589963,1.3347570742124935,0.08008542445274959,1.4949279231179926,0.0,0.0
2024-05-10,85.37886872998934,6.350053361792956,2.2945570971184632,2.054429028815368,1.0138740661686232,1.3340448239060834,0.08004268943436499,1.4941302027748131,0.0,0.0
2024-05-13,85.1290236765097,6.33147113594041,2.2346368715083798,2.0484171322160147,1.010907156158553,1.3301409949454641,0.07980845969672785,1.48975791433892,0.0,0.3458366586858207
2024-05-14,84.03361344537815,6.25,2.3109243697478994,2.0220588235294117,0.9978991596638654,1.3130252100840336,0.07878151260504201,2.652310924369748,0.0,0.34138655462184875
2024-05-16,70.05253940455341,5.538528896672505,2.626970227670753,1.6856392294220666,16.44045534150613,1.094570928196147,0.06567425569176882,2.2110332749562174,0.0,0.28458844133099825
2024-05-17,71.20605251446372,5.629728526924788,2.67022696929239,1.7133956386292832,15.064530485091232,1.1125945705384956,0.06675567423230974,2.2474410324877616,0.0,0.2892745883400089
2024-05-20,71.23775601068566,5.676758682101514,2.671415850400712,1.7141585040071239,14.98219056099733,1.1130899376669634,0.06678539626001781,2.248441674087266,0.0,0.2894033837934105
2024-05-21,71.20605251446372,5.674232309746328,2.67022696929239,1.7133956386292832,15.020026702269693,1.1125945705384956,0.06675567423230974,2.2474410324877616,0.0,0.2892745883400089
2024-05-22,71.25361834780672,5.700289467824538,2.6720106880427523,1.7145401914940992,14.940993097305721,1.11333778668448,0.06680026720106881,2.2489423291026496,0.0,0.2894678245379648
