date,GRANSING SECURITIES CO LTD,GRAND CHINA SECURITIES LTD,GEO SECURITIES LTD,I WIN SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-06,0.0,0.0,0.0,1.5172508257953714,0.0,0.0,1.5172508257953714
2024-03-11,0.0,0.0,0.0,1.095792263074435,0.0,0.0,1.095792263074435
2024-04-17,5.268232034011706,0.0,0.0,1.095792263074435,0.0,0.0,6.36402429708614
2024-04-18,6.153295015725672,0.0,0.0,1.095792263074435,0.0,0.0,7.249087278800108
2024-05-10,6.153295015725672,0.0,0.0,1.095792263074435,0.0,0.0,7.249087278800108
2024-05-13,6.153295015725672,2.6973348014139935,0.0,1.095792263074435,0.0,0.0,9.946422080214102
2024-05-31,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.0,0.0,9.862130367669913
2024-06-14,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.1685834250883746,0.0,10.030713792758288
2024-06-20,6.153295015725672,1.559396682067465,0.0,1.0115005505302475,0.1685834250883746,0.0,8.89277567341176
2024-06-21,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.1685834250883746,0.0,10.030713792758288
2024-08-13,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.842917125441873,0.0,10.705047493111786
2024-09-17,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.9272088379860602,0.0,10.789339205655974
2024-11-13,6.153295015725672,2.6973348014139935,0.0,1.0115005505302475,0.9272088379860602,0.842917125441873,11.632256331097848
2024-12-10,6.153295015725672,2.6973348014139935,1.938709388516308,1.0115005505302475,0.9272088379860602,0.842917125441873,13.570965719614156
2024-12-11,6.153295015725672,2.6973348014139935,1.896563532244214,1.0115005505302475,0.9272088379860602,0.842917125441873,13.528819863342061
2025-03-14,6.153295015725672,2.6973348014139935,1.896563532244214,1.0115005505302475,0.9272088379860602,0.8540857773539778,13.539988515254167
