date,ABN AMRO CLEARING HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,OCBC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,LONG BRIDGE HK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,VALUABLE CAPITAL LTD,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION
2025-03-24,0.0,85.93888396811337,0.0,0.0,0.0,0.0,0.0,14.061116031886625,0.0,0.0
2025-03-26,78.90893698079263,17.175511931848245,0.0,0.0,0.6878670829144399,0.142864701836076,0.031747711519127995,2.4339912164664796,0.5291285253188,0.08995184930419599
2025-03-27,77.74311926605505,15.94954128440367,0.09174311926605505,1.6376146788990824,1.0963302752293578,0.8119266055045873,0.25688073394495414,1.940366972477064,0.45871559633027525,0.013761467889908258
2025-03-28,73.69494668521094,18.87807139545665,0.09272137227630968,1.6550764951321282,1.2749188687992583,0.7742234585071859,0.23180343069077425,1.9935095039406583,0.4636068613815485,0.9411219286045434
2025-03-31,63.58544758257539,23.85351842987075,0.14360938247965532,2.479655337482049,3.8439444710387747,1.1201531833413116,0.684538056486357,2.2642412637625657,0.5744375299186213,1.4504547630445188
2025-04-01,59.60092539039907,24.6096009253904,0.14459224985540775,3.7593984962406015,5.508964719491035,1.2338538654328128,0.6892230576441103,2.318295739348371,0.6747638326585695,1.4603817235396184
2025-04-02,52.58168028004667,26.152275379229874,0.14585764294049008,4.910540645663166,7.64294049008168,1.3516141579152081,0.559120964605212,2.557370672889926,2.6254375729288215,1.4731621936989499
2025-04-03,35.36443713096505,28.090213919272095,0.14519407608169585,19.40760816958668,7.75336366276256,1.5826154292904848,0.6388539347594618,2.4682992933888297,2.613493369470526,1.9359210144226116
2025-04-07,37.26901847852172,27.832973362131032,0.14398848092152627,19.246460283177345,6.77705783537317,1.3006959443244541,0.5039596832253419,2.4190064794816415,2.5869930405567554,1.9198464122870171
2025-04-08,20.70575159766602,34.531814392886915,0.333425951653237,22.839677688246734,10.419560989163656,2.3284245623784385,0.666851903306474,2.956376771325368,2.9952764656849125,2.222839677688247
2025-04-09,17.475799354649457,33.847902610736284,0.22000586682311526,20.013200352009385,17.472132590202406,1.8883836902317395,1.4593722499266648,3.9161044294514524,2.240393077148724,1.4667057788207685
2025-04-10,36.20055824086051,26.536864320239633,0.20423446116141333,18.224521750970112,9.534345428551978,1.1607325209340322,0.2893321533120022,2.40315882633263,4.084689223228266,1.361563074409422
2025-04-11,25.327635327635328,28.511396011396013,0.3561253561253561,21.11111111111111,15.124643874643876,1.844729344729345,1.371082621082621,2.663817663817664,2.264957264957265,1.4245014245014245
2025-04-14,43.31532873905755,25.44607934438443,0.3725088470851183,11.666977090705904,7.960514062208977,2.734214937604768,2.0860495436766624,2.734214937604768,2.1940771093313467,1.490035388340473
2025-04-15,27.58028179770132,26.243842834777958,10.691511703386917,15.10939707510787,9.278704799725075,2.3215853984497308,2.2910382221543393,2.623238764366719,2.3330405895605026,1.5273588147695598
2025-04-16,37.017550054733576,22.44076415127653,9.887354779476675,13.14665065856845,6.673964476146757,2.5671810445284082,1.2006073660793106,2.8143649140153255,2.8390833009640173,1.4124792542109539
2025-04-17,13.254832491012348,32.068983483561716,14.58865211274944,16.167352680664827,7.544417235450425,3.5742197676236125,3.4387537122909393,3.8399416453915487,3.334549054342729,2.188297816912416
2025-04-22,18.234998400438737,30.345962250354187,12.979297107079201,13.76536721356428,8.984964124125954,3.281385677071432,3.9303505324253916,3.6744207303139707,2.9751839495452677,1.8280700150815776
2025-04-23,15.603995519044062,31.376026885735627,13.256161314413742,14.525765496639284,8.243091859596714,3.5707617625093357,4.0842046303211355,4.340926064227036,3.132001493651979,1.8670649738610903
2025-04-24,14.304478030157089,30.60191590339924,9.94728638727868,16.999702281921508,8.15397278506506,4.714453337069403,2.1190522057407053,7.926306019159034,3.8318067984798865,1.4010262517293919
2025-04-25,12.424369883845083,26.350017795321452,9.188856893260427,13.741223671013039,8.551460834115248,4.261170608599993,11.858155110492769,6.6910408645290715,5.639499142589058,1.2942051962338628
2025-04-28,20.35979169954237,23.446425753511125,10.067855452106675,12.709483982957234,8.341486507811267,4.055546788701278,11.882594287517753,2.6163799905317973,5.258008521382358,1.262427015938141
2025-04-29,38.96602568040794,21.524236652945874,9.799103028813663,11.411808072740676,5.894820912944645,3.1424709713092094,2.396018922405849,2.469742581556798,2.552681698101616,1.8430914787737298
2025-04-30,29.846533078880405,24.952290076335878,12.682888040712466,11.744592875318066,5.12484096692112,4.103053435114504,3.514631043256997,3.0931933842239188,2.5524809160305346,2.385496183206107
2025-05-02,30.193207728309133,25.18900756030241,12.760510420416818,11.532461298451938,4.824192967718709,4.22416896675867,3.2161286451458055,3.092123684947398,2.5681027241089645,2.4000960038401535
