date,GOLDMAN SACHS (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD
2025-04-10,1675588757.0,1181588638.0,197695964.0,143294621.0,73229749.0,69613820.0,58577438.0,47112597.0,29515125.0
2025-04-11,1661008799.0,1199573782.0,212420021.0,80915141.0,74745629.0,69742608.0,38089663.0,48042163.0,30939010.0
2025-04-14,1675096282.0,1172130805.0,206231463.0,150069421.0,75502994.0,69980008.0,58773794.0,48324654.0,28219106.0
2025-04-15,1665862764.0,1160205691.0,213704147.0,155751421.0,76888676.0,70301608.0,58245024.0,49977676.0,28013328.0
2025-04-16,1668648346.0,1170021477.0,194078155.0,158409421.0,77717474.0,70790092.0,59019600.0,52191278.0,24135422.0
2025-04-17,1664960493.0,1171432881.0,193625562.0,160111421.0,77987474.0,75114892.0,58583994.0,52623178.0,24190667.0
2025-04-22,1674082204.0,1163597369.0,187144070.0,161725821.0,80242974.0,74995033.0,59099575.0,53044878.0,25653427.0
2025-04-23,1655689171.0,1162134896.0,205229368.0,161588621.0,80429774.0,74979033.0,58263346.0,53253548.0,25479627.0
2025-04-24,1631368861.0,1159400216.0,236772376.0,162160621.0,80871374.0,73065896.0,58935961.0,53320246.0,24564227.0
2025-04-25,1611573741.0,1159849861.0,254830377.0,161723021.0,80836174.0,73328952.0,58354403.0,53163446.0,24544558.0
2025-04-28,1620409350.0,1161285049.0,246021755.0,161645421.0,81589838.0,72449398.0,57935211.0,53250612.0,23530680.0
2025-04-29,1613115666.0,1159623052.0,255510866.0,162921421.0,81340638.0,72060998.0,58177403.0,53025412.0,25197863.0
2025-04-30,1611488547.0,1176659016.0,257608452.0,163148221.0,81356221.0,72807798.0,41185225.0,51205829.0,23402308.0
2025-05-02,1614815714.0,1149546461.0,253259198.0,162336621.0,81379421.0,70998198.0,58001625.0,50823829.0,32466708.0
