date,THE HONGKONG AND SHANGHAI BANKING,ORIENT SECURITIES (HONG KONG) LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,TFI SECURITIES AND FUTURES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.0,58.27305487222652,0.0,41.726945127773476,0.0
2024-03-28,40.35005445677062,0.0,0.0,34.73053854364328,0.0,24.919406999586105,0.0
2024-04-03,40.39192024031052,0.0,0.0,34.70616264194461,0.0,24.90191711774487,0.0
2024-04-24,38.67012606027817,0.0,0.0,35.70865876477002,0.0,25.62121517495181,0.0
2024-05-03,38.661267137655706,0.0,0.0,35.71381677708324,0.0,25.624916085261056,0.0
2024-05-10,26.024001767477607,0.0,32.181834742105444,24.52893912183867,0.0,17.26522436857828,0.0
2024-05-13,18.735761575418515,28.954952647555913,22.442689046105613,17.528666009961405,0.0,12.337930720958555,0.0
2024-05-17,18.742260752335785,28.964996720711415,22.41578548613619,17.534746462099093,0.0,12.342210578717513,0.0
2024-07-04,18.709809879174383,28.914845917287817,22.376974169762143,17.677529102792416,0.0,12.320840930983241,0.0
2024-07-05,16.329232629729677,25.235812041133226,19.529798492191965,15.42829600634359,12.723684873433639,10.753175957167906,0.0
2024-07-17,16.288753179852176,25.2480209860341,19.539246899611058,15.435760129770596,12.72984052110222,10.758378283629858,0.0
2024-07-29,16.28382941378305,25.24038901152561,19.533340573949516,15.431094206532702,12.725992543535666,10.785354250673457,0.0
2024-08-13,14.97016845871931,23.204177952535034,17.957532686141484,14.186225727630916,11.977246344362396,9.915270291574252,7.789378539036611
2024-08-26,14.97016845871931,23.204177952535034,17.957532686141484,14.186225727630916,12.032825213709785,9.859691422226863,7.789378539036611
2024-08-27,14.97016845871931,23.204177952535034,17.20721794995173,14.186225727630916,12.783139949899539,9.859691422226863,7.789378539036611
2024-09-19,14.97016845871931,23.204177952535034,17.20721794995173,14.158436292957221,12.783139949899539,9.887480856900558,7.789378539036611
2024-10-09,14.961852830082927,23.19128849660153,17.197659685144515,14.206119561674093,12.776039171780484,9.881988559390209,7.785051695326239
2024-10-15,14.938227774996674,23.197731434112374,17.20243748982321,14.182284550930396,12.807370288773418,9.884733945218183,7.787214516145746
2024-10-16,14.938227774996674,23.197731434112374,17.174655775530862,14.210066265222748,12.807370288773418,9.884733945218183,7.787214516145746
2024-10-17,14.966009489289023,23.225513148404723,17.11909234694616,14.182284550930396,12.807370288773418,9.912515659510532,7.787214516145746
2024-10-22,14.966009489289023,23.225513148404723,15.730006632328653,15.571370265547904,12.807370288773418,9.912515659510532,7.787214516145746
2024-10-23,15.421427185580594,23.368339907821962,15.351545786334714,14.74469292002753,12.8861300209401,10.392761695847136,7.835102483447962
2024-10-24,15.425739074504307,23.374873783370674,15.327877760817946,14.748815591510548,12.889733031260622,10.395667551025378,7.837293207510526
2024-10-31,15.425739074504307,23.374873783370674,15.327877760817946,14.469211838120946,12.889733031260622,10.675271304414979,7.837293207510526
2024-11-05,15.449379745278947,23.368339907821962,15.323593226636364,14.465167323044014,12.8861300209401,10.672287292830653,7.835102483447962
2024-11-06,15.492685767659777,23.433843498758048,15.366546657917656,14.50571450811956,12.922251020248158,10.421893556026605,7.857064991270192
2024-11-07,15.497029726622808,23.440414060894998,15.370855249022295,14.509781732453526,12.897835488052273,10.42481572708225,7.859268015871852
2024-11-08,15.505724956605993,23.45356624520103,15.37947968375503,14.461814017203414,12.905072335876167,10.430664987997302,7.863677773361063
2024-11-18,15.920873454348536,23.33833106757036,15.303915180911568,14.390758311230547,12.841665419954982,10.379415658998397,7.8250409069856115
2024-12-05,15.911483570925554,23.340937472001695,15.305624308793456,14.392365458550724,12.843099565933947,10.380574823074436,7.825914800720185
2025-01-02,15.907042359429433,23.33442255217232,15.301352204666108,14.38834826313045,12.839514801434532,10.405589386901724,7.823730432265433
2025-01-24,15.907042359429433,23.33442255217232,15.301352204666108,14.332524285732905,12.839514801434532,10.461413364299265,7.823730432265433
2025-02-03,29.355006562141835,19.602832083992787,12.854393000532113,12.04049795039025,10.786247318943401,8.788446728565189,6.572576355434425
2025-02-20,29.375670904633395,19.6166314212585,12.863441800399414,12.048973812008237,10.7938402557164,8.724238711033387,6.577203094950668
2025-02-21,29.396364360786166,19.6304502001895,12.80205914969296,12.057461615131922,10.801443890056424,8.730384431136908,6.581836353006121
2025-03-03,29.38946330342028,19.62584177782519,12.799053752715661,12.05463101903263,10.798908155262664,8.751810783221567,6.58029120852201
2025-03-20,29.396364360786166,19.6304502001895,12.80205914969296,12.057461615131922,10.801443890056424,8.753865830897901,6.558354953245129
2025-03-28,29.40326865984298,19.63506078730628,12.805065958420316,12.03680662605325,10.803980815981925,8.75592184390883,6.559895308486416
2025-04-02,29.40464990885827,19.635983164634165,12.805667489663334,12.037372067518,10.804488344176693,8.751635558783121,6.560203466366414
