date,VMS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,EVERBRIGHT SECURITIES INVESTMENT,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,TOTAL_CCASS_PCT
2024-05-28,0.0,3.117725921800887,0.9947171411051806,1.1676282173944885,0.0,0.0,0.7231199286170574,0.848202634137121,0.8729551524047887,0.7870819620814387,8.511430957540963
2024-05-29,0.0,3.1177407466702096,0.9947171411051806,1.1676282173944885,0.0,0.0,0.7231199286170574,0.848202634137121,0.8729551524047887,0.7870819620814387,8.511445782410284
2024-05-30,0.0,3.1177407466702096,0.9947171411051806,1.1676282173944885,0.0,0.0,0.7231199286170574,0.8501433443030035,0.8729551524047887,0.7870819620814387,8.513386492576167
2024-06-04,0.0,3.114829681421386,0.9947171411051806,1.1560917736306324,0.0,0.0,0.7231199286170574,0.8533778612461407,0.8729551524047887,0.7870819620814387,8.502173500506624
2024-06-11,0.0,3.114829681421386,0.9947171411051806,1.1560917736306324,0.0,0.0,0.7231199286170574,0.850682430460193,0.8729551524047887,0.7870819620814387,8.499478069720677
2024-06-14,0.0,3.1132124229498173,0.9947171411051806,1.1510243637530508,0.0,0.0,0.7231199286170574,0.8474479135170557,0.8729551524047887,0.7870819620814387,8.48955888442839
2024-06-17,0.0,3.1132124229498173,0.9947171411051806,1.1510243637530508,0.0,0.0,0.717729067045162,0.8473832231781931,0.8729551524047887,0.7870819620814387,8.48410333251763
2024-06-20,0.0,3.1132124229498173,0.9947171411051806,1.1510243637530508,0.0,0.0,0.70856460237294,0.8473832231781931,0.8729551524047887,0.7870819620814387,8.47493886784541
2024-06-21,0.0,3.1132124229498173,0.9947171411051806,1.1501618259015476,0.0,0.0,0.70856460237294,0.8473832231781931,0.8729551524047887,0.7870819620814387,8.474076329993906
2024-06-25,0.0,3.1132124229498173,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7069473439013713,0.8462942691406702,0.8729551524047887,0.7870819620814387,8.471370117484813
2024-06-28,0.0,3.1132124229498173,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7070551611328093,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.471693569179129
2024-07-22,0.0,3.113212530767049,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7070551611328093,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.47169367699636
2024-07-23,0.0,3.113212530767049,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7068395266699334,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.471478042533484
2024-08-05,0.0,3.1123499929155454,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7077020645214367,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.471478042533484
2024-08-09,0.0,3.1123499929155454,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7071629783642471,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.470938956376294
2024-08-12,0.0,3.1123553298685014,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7071629783642471,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.47094429332925
2024-08-15,0.0,3.1123553298685014,0.9947171411051806,1.1501618259015476,0.0,0.0,0.7072707955956851,0.8465099036035459,0.8729551524047887,0.7870819620814387,8.471052110560688
2024-08-21,0.0,3.1123553298685014,0.9947171411051806,1.1501618259015476,0.9305422764259408,0.0,0.7072707955956851,0.8465099036035459,0.8729551524047887,0.7870819620814387,9.401594386986629
2024-10-02,0.0,3.1123553298685014,0.9947171411051806,1.1492723337421848,0.9305422764259408,0.0,0.7072707955956851,0.8465099036035459,0.8729551524047887,0.7870819620814387,9.400704894827266
2024-10-03,0.0,3.1123553298685014,0.9947171411051806,1.1492723337421848,0.9305422764259408,0.0,0.7072707955956851,0.8494209688523695,0.8729551524047887,0.7870819620814387,9.40361596007609
2024-10-04,0.0,3.1123553298685014,0.9947171411051806,1.1492723337421848,0.9305422764259408,0.0,0.707378612827123,0.8530867547212584,0.8729551524047887,0.7870819620814387,9.407389563176418
2024-10-09,0.0,3.1123553298685014,0.9947171411051806,1.149261552019041,0.9305422764259408,0.0,0.707378612827123,0.8530867547212584,0.8729551524047887,0.7870819620814387,9.407378781453273
2024-10-14,0.0,3.1123553298685014,0.9947171411051806,1.1492541665386875,0.9305422764259408,0.0,0.707378612827123,0.8530867547212584,0.8729551524047887,0.7870819620814387,9.40737139597292
2024-10-21,0.0,3.095751476227064,0.9947171411051806,1.1492541665386875,0.9305422764259408,0.8990845506265341,0.7075942472899989,0.8554587338128923,0.8729551524047887,0.7870819620814387,10.292439706512525
2024-10-22,0.0,3.095751476227064,0.9947171411051806,1.1492541665386875,0.9305422764259408,0.8990845506265341,0.7074864300585608,0.855674368275768,0.8729551524047887,0.7870819620814387,10.292547523743965
2024-10-29,0.0,3.095751476227064,0.9947171411051806,1.1492541665386875,0.9305422764259408,0.8990845506265341,0.7100740436130707,0.855674368275768,0.8729551524047887,0.7870819620814387,10.295135137298473
2024-10-30,0.0,3.095751476227064,0.9947171411051806,1.1519495973246352,0.9305422764259408,0.8990845506265341,0.7158961741107177,0.8597714230704085,0.8729551524047887,0.7870819620814387,10.30774975337671
2024-10-31,0.0,3.095751476227064,0.9947171411051806,1.1507636077788184,0.9305422764259408,0.8990845506265341,0.7158961741107177,0.8597714230704085,0.8729551524047887,0.7870819620814387,10.306563763830892
2024-11-04,0.0,3.095751476227064,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7122303882418288,0.8592323369132191,0.8729551524047887,0.7870819620814387,10.313108269779173
2024-11-05,0.0,3.095751476227064,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7111522159274497,0.8602026919961602,0.8729551524047887,0.7966776956794125,10.322596186145708
2024-11-06,0.0,3.099309444864515,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7089958712986916,0.8652701018737419,0.8729551524047887,0.7966776956794125,10.329065220031982
2024-11-08,0.0,3.099309444864515,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7089958712986916,0.8647310157165524,0.8729551524047887,0.7966776956794125,10.328526133874794
2024-11-11,0.0,3.099309444864515,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7089958712986916,0.8661326397252452,0.8729551524047887,0.7966776956794125,10.329927757883487
2024-11-12,0.0,3.099255536248796,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.710828764233136,0.8602026919961602,0.8729551524047887,0.7966776956794125,10.325776794473127
2024-11-13,0.0,3.099255536248796,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7097505919187569,0.8612808643105393,0.8729551524047887,0.7966776956794125,10.325776794473127
2024-11-14,0.0,3.099255536248796,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7097505919187569,0.8481271620751145,0.8729551524047887,0.7966776956794125,10.312623092237702
2024-11-15,0.0,3.099255536248796,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7086724196043779,0.8481271620751145,0.8729551524047887,0.7966776956794125,10.311544919923323
2024-11-18,0.0,3.1181235517504295,0.9946847959357493,1.1615453309226091,0.9305422764259408,0.8990845506265341,0.7086724196043779,0.8481271620751145,0.8729551524047887,0.7966776956794125,10.330412935424956
2024-11-21,0.0,3.1181235517504295,0.9946847959357493,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7086724196043779,0.8481271620751145,0.8729551524047887,0.7966776956794125,10.32610024616744
2024-11-22,0.0,3.118015734518992,0.9946847959357493,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7086724196043779,0.8475880759179251,0.8729551524047887,0.7966776956794125,10.325453342778813
2024-11-25,0.0,3.118015734518992,0.9946847959357493,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7086724196043779,0.8531945719526963,0.8729551524047887,0.7966776956794125,10.331059838813585
2024-11-26,0.0,3.117476648361802,0.9946847959357493,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7087802368358158,0.8569681750530231,0.8729551524047887,0.7966776956794125,10.33440217298816
2024-11-27,0.0,3.1161683940755345,0.9946847959357493,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7121225710103909,0.8678577154282517,0.8729551524047887,0.7966776956794125,10.347325793251695
2024-11-28,0.0,3.1147667700668418,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7121225710103909,0.8689358877426306,0.8729551524047887,0.7966776956794125,10.373956649416858
2024-12-04,0.0,3.1147667700668418,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7121225710103909,0.8690437049740686,0.8729551524047887,0.7966776956794125,10.374064466648296
2024-12-05,0.0,3.1147667700668418,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7111522159274497,0.8700140600570098,0.8729551524047887,0.7966776956794125,10.374064466648296
2024-12-09,6.699816670167276,3.1147667700668418,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7111522159274497,0.8700140600570098,0.8729551524047887,0.7966776956794125,17.073881136815572
2024-12-10,6.699816670167276,3.114669734558548,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7111522159274497,0.8700140600570098,0.8729551524047887,0.7966776956794125,17.07378410130728
2024-12-11,6.699816670167276,3.11456191732711,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7110443986960118,0.8703375117513235,0.8729551524047887,0.7966776956794125,17.073891918538717
2024-12-17,6.699816670167276,3.1140012677236326,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7110443986960118,0.8728173080743954,0.8729551524047887,0.7966776956794125,17.07581106525831
2024-12-20,6.699816670167276,3.113462181566443,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.710936581464574,0.8678577154282517,0.8729551524047887,0.7966776956794125,17.07020456922354
2024-12-23,6.699816670167276,3.1129230954092533,1.0216391037952262,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7120147537789531,0.8689358877426306,0.8729551524047887,0.7966776956794125,17.071821827695107
2024-12-27,6.699816670167276,3.112168374789188,1.0755477195141796,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7208557667568614,0.8760518250175326,0.8729551524047887,0.7966776956794125,17.14093267304681
2024-12-30,6.699816670167276,3.1105511163176196,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7206401322939856,0.8781003524148527,0.8729551524047887,0.7966776956794125,17.14093267304681
2025-01-02,6.699816670167276,3.110119847391868,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7206401322939856,0.8798254281178592,0.8729551524047887,0.7966776956794125,17.142226479824064
2025-01-15,6.699816670167276,3.1086104061517372,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7206401322939856,0.8695827911312582,0.8729551524047887,0.7966776956794125,17.130474401597333
2025-01-16,6.699816670167276,3.1086104061517372,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7206401322939856,0.8701218772884477,0.8729551524047887,0.7966776956794125,17.131013487754522
2025-01-17,6.699816670167276,3.098939200491757,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7234433803113712,0.8701218772884477,0.8675103822171744,0.7966776956794125,17.11870075992431
2025-01-20,6.699816670167276,3.098939200491757,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7216104873769267,0.8701218772884477,0.8675103822171744,0.7966776956794125,17.116867866989864
2025-01-27,6.699816670167276,3.098939200491757,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.719022873822417,0.8712000496028268,0.8675103822171744,0.7966776956794125,17.115358425749736
2025-02-03,6.699816670167276,3.098939200491757,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.719022873822417,0.8709844151399508,0.8675103822171744,0.7966776956794125,17.11514279128686
2025-02-04,6.699816670167276,3.0981844798716915,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7181603359709138,0.8721704046857679,0.8675103822171744,0.7966776956794125,17.11471152236111
2025-02-05,6.699816670167276,3.0981844798716915,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7172977981194105,0.8721704046857679,0.8675103822171744,0.7966776956794125,17.113848984509605
2025-02-06,6.699816670167276,3.0981891699212594,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7172977981194105,0.8721704046857679,0.8675103822171744,0.7966776956794125,17.113853674559174
2025-02-07,6.699816670167276,3.098081352689821,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7170821636565347,0.8721704046857679,0.8675103822171744,0.7966776956794125,17.11353022286486
2025-02-10,6.699816670167276,3.098081352689821,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7170821636565347,0.8640841123279249,0.8675103822171744,0.7966776956794125,17.10544393050702
2025-02-11,6.699816670167276,3.098081352689821,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8990845506265341,0.7170821636565347,0.8646231984851144,0.8675103822171744,0.7966776956794125,17.105983016664204
2025-02-12,6.699816670167276,3.097973535458383,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7170821636565347,0.8651622846423038,0.8675103822171744,0.7966776956794125,17.10673773728427
2025-02-13,6.699816670167276,3.0953859219038735,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8704453289827614,0.8675103822171744,0.7966776956794125,17.10932535083878
2025-02-14,6.699816670167276,3.0953859219038735,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8726016736115196,0.8675103822171744,0.7966776956794125,17.11148169546754
2025-02-17,6.699816670167276,3.0952781046724356,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8728173080743954,0.8675103822171744,0.7966776956794125,17.111589512698977
2025-02-18,6.699816670167276,3.09506247020956,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8733563942315848,0.8675103822171744,0.7966776956794125,17.11191296439329
2025-02-19,6.699816670167276,3.09506247020956,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8734642114630228,0.8675103822171744,0.7966776956794125,17.11202078162473
2025-02-21,6.699816670167276,3.09506247020956,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8735720286944607,0.8674025649857366,0.7966776956794125,17.11202078162473
2025-02-28,6.699816670167276,3.09506247020956,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8719547702228923,0.8674025649857366,0.7966776956794125,17.11040352315316
2025-03-03,6.699816670167276,3.09506247020956,1.075332085051304,1.1572326416650929,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.873248577000147,0.8674025649857366,0.7966776956794125,17.111697329930415
2025-03-04,6.699816670167276,3.09506247020956,1.075332085051304,1.1567474641236222,0.9305422764259408,0.8994080023208478,0.7169743464250967,0.8737876631573365,0.8674025649857366,0.7966776956794125,17.111751238546134
2025-03-06,6.699816670167276,3.09506247020956,1.075332085051304,1.1567474641236222,0.9305422764259408,0.8994080023208478,0.7175134325822863,0.8749736527031535,0.8674025649857366,0.7966776956794125,17.11347631424914
2025-03-07,6.699816670167276,3.09506247020956,1.075332085051304,1.1554536573463674,0.9305422764259408,0.8994080023208478,0.7174056153508483,0.8763752767118463,0.8674025649857366,0.7966776956794125,17.11347631424914
2025-03-10,6.699816670167276,3.09506247020956,1.075332085051304,1.1549145711891777,0.9305422764259408,0.8994080023208478,0.7174056153508483,0.8771299973319115,0.8674025649857366,0.7966776956794125,17.113691948712013
2025-03-12,6.699816670167276,3.1015315040958344,1.075332085051304,1.1495237096172823,0.9305422764259408,0.8994080023208478,0.7574058082143119,0.8784238041091667,0.8674025649857366,0.7966776956794125,17.156064120667114
2025-03-13,6.699816670167276,3.1037956659560306,1.075332085051304,1.1495237096172823,0.9305422764259408,0.8994080023208478,0.7551416463541158,0.8785316213406045,0.8674025649857366,0.7966776956794125,17.156171937898552
2025-03-14,6.699816670167276,3.097434449301194,1.1109117714258134,1.158041270900877,0.9305422764259408,0.8994080023208478,0.7773519960303248,0.8824130416723691,0.8674025649857366,0.7966776956794125,17.21999973890979
2025-03-17,6.699816670167276,3.093553028969429,1.1109117714258134,1.158041270900877,0.9305422764259408,0.8994080023208478,0.7773519960303248,0.8787472558034803,0.8674025649857366,0.7993731264653602,17.215147963495088
2025-03-18,6.699816670167276,3.093553028969429,1.1309657764732641,1.158041270900877,0.9305422764259408,0.8994080023208478,0.7773519960303248,0.8787472558034803,0.8674025649857366,0.8170551524211769,17.252883994498355
2025-03-19,6.699816670167276,3.098081352689821,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.7773519960303248,0.8787472558034803,0.8674025649857366,0.8170551524211769,17.264312621030772
2025-03-20,6.699816670167276,3.097973535458383,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.781664685287841,0.8787472558034803,0.8674025649857366,0.8170551524211769,17.26851749305685
2025-03-21,6.699816670167276,3.097973535458383,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.781664685287841,0.8789628902663561,0.8674025649857366,0.8170551524211769,17.268733127519724
2025-03-25,6.699816670167276,3.119644798977403,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.777244178798887,0.8766987284061601,0.8674025649857366,0.8170551524211769,17.283719722689593
2025-03-26,6.699816670167276,3.119536981745965,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.777244178798887,0.8766987284061601,0.8674025649857366,0.8170551524211769,17.28361190545816
2025-03-27,6.699816670167276,3.138189362784723,1.13786607928529,1.158041270900877,0.9305422764259408,0.8994080023208478,0.8170287371994748,0.8766987284061601,0.8669281691674098,0.8170551524211769,17.34157444907918
2025-03-28,6.699816670167276,3.1058441933533505,1.1869229195895379,1.1434859446567596,0.9305422764259408,0.8994080023208478,0.82241959877137,0.8768065456375979,0.8669281691674098,0.8170551524211769,17.34922947251127
2025-03-31,6.699816670167276,3.1058441933533505,1.1917746950042436,1.1434859446567596,0.9305422764259408,0.8994080023208478,0.82241959877137,0.8768065456375979,0.8669281691674098,0.8170551524211769,17.354081247925972
2025-04-01,6.699816670167276,3.0732833894591027,1.2456833107231975,1.1434859446567596,0.9305422764259408,0.8994080023208478,0.82241959877137,0.8728173080743954,0.8669281691674098,0.8170551524211769,17.371439822187476
2025-04-02,6.699816670167276,3.073175572227665,1.2456833107231975,1.1434859446567596,0.9305422764259408,0.8994080023208478,0.82241959877137,0.8730329425372712,0.8669281691674098,0.8170551524211769,17.371547639418917
2025-04-09,6.699816670167276,3.073175572227665,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.82241959877137,0.8733603295605324,0.8669281691674098,0.8170551524211769,17.371547639418917
2025-04-14,6.699816670167276,3.073175572227665,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8226352332342458,0.8733603295605324,0.8669281691674098,0.8170551524211769,17.37176327388179
2025-04-15,6.699816670167276,3.0662752694156388,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8257619329459451,0.8745463191063494,0.8669281691674098,0.8170551524211769,17.36917566032728
2025-04-16,6.699816670167276,3.0662752694156388,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8303980738977751,0.8758401258836042,0.8669281691674098,0.8170551524211769,17.375105608056366
2025-04-23,6.699816670167276,3.0662752694156388,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8303980738977751,0.8768104809665455,0.8657421796215927,0.8170551524211769,17.37488997359349
2025-04-24,6.699816670167276,3.065844000489887,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8303980738977751,0.8768104809665455,0.8657421796215927,0.8170551524211769,17.374458704667738
2025-04-29,6.699816670167276,3.0533372016430897,1.2456833107231975,1.1431585576334984,0.9305422764259408,0.8994080023208478,0.8423657865873828,0.8768104809665455,0.8657421796215927,0.8170551524211769,17.37391961851055
2025-04-30,6.699816670167276,3.0982969871526973,1.2456833107231975,1.137767696061603,0.9305422764259408,0.8994080023208478,0.8819347105250949,0.8768104809665455,0.8657421796215927,0.8170551524211769,17.453057466385975
