date,THE HONGKONG AND SHANGHAI BANKING,MERRILL LYNCH FAR EAST LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,SDICS INTERNATIONAL SECURITIES (HONG,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,GUOYUAN SECURITIES BROKERAGE (HONG KONG),BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,12.015682656826568,87.98431734317343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,4.720899604903252,38.496606220241105,0.0,0.0,0.0,0.0,0.0,0.0,56.782494174855636
2024-03-06,99.96381847103122,0.0017394614472415716,0.013959543547190763,0.0,0.0,0.0,0.0,0.0,0.0,0.020482523974346658
2024-03-08,99.96014733223589,0.0017393975660843727,0.013959030887483832,0.0,0.0,0.0,0.0,0.003672467550241165,0.0,0.02048177176030023
2024-03-14,99.92834251936743,0.0017388336450399645,0.01395450530263165,0.03181773329474389,0.0,0.0,0.0,0.003671276918624295,0.0,0.020475131471531516
2024-03-15,99.92872581222893,0.0017388403146444702,0.013954558827608982,0.03179959020794141,0.0,0.0,0.0,0.0036712910004573366,0.0,0.020109907420415563
2024-03-18,99.91575024635729,0.0017386145293474043,0.013952746853166144,0.03179546108817049,0.0,0.0,0.012984820697121896,0.003670814289903658,0.0,0.020107296184994666
2024-03-19,99.87532024295317,0.0017926872759058757,0.012121632904292275,0.03178277543128442,0.04060966088592809,0.0,0.012979640052638266,0.003815393489453442,0.0,0.021577967007339563
2024-03-20,99.8753749411142,0.0017379218139791143,0.012121639542879536,0.03178279283758023,0.04060968312639516,0.0,0.012979647161125528,0.00381539557900877,0.0,0.021577978824824717
2024-03-21,99.87460800488395,0.0015736250682810888,0.013034435020332916,0.03176458954534912,0.04060974984794254,0.0,0.012979668486634037,0.003906679403853283,0.0,0.021523247743658974
2024-03-22,99.87635811881636,0.001573655807124741,0.011209102848893166,0.031765210027807994,0.040756590052460864,0.0,0.0129799220286043,0.003833732244735448,0.0,0.021523668174014726
2024-03-25,99.87212817331323,0.001445803497297892,0.0185106659881321,0.03174560961869992,0.037907069169305786,0.0,0.012979372305287892,0.0037605495005475467,0.0,0.02152275660750271
2024-03-26,99.87171125695914,0.0014457702425303678,0.022069901808323418,0.03174487944141805,0.034766393210908283,0.0,0.012979073768170347,0.00376046300456131,0.0,0.021522261564940703
2024-03-27,99.8717100625947,0.0014457837026091269,0.022070107278465083,0.03174517498531909,0.03476671688501432,0.0,0.012979194602968298,0.0037604980143621236,0.0,0.021522461936567684
2024-04-02,99.87138189801217,0.0014457789519644762,0.022398620884601164,0.03174507067507859,0.03476660264640637,0.0,0.01297915195513564,0.0037604856578874,0.0,0.02152239121674391
2024-04-03,99.87183768273698,0.0014457855500904782,0.02239872310556839,0.03172696068254105,0.03432864447798164,0.0,0.012979211188312247,0.0037605028196797787,0.0,0.021522489438846888
2024-04-05,99.8718012198059,0.001464039883630078,0.022398714927856677,0.03170869423772375,0.034365141667472496,0.0,0.01297920644963822,0.003760501446730624,0.0,0.02152248158104566
2024-04-12,99.87203822933382,0.0014640433579981922,0.02239876808308955,0.03170876948681871,0.03436522322068276,0.0,0.012979237251081232,0.0035231966096465226,0.0,0.02152253265685622
2024-04-15,99.87201999779174,0.0014822979921193008,0.022398763994216527,0.031708763698414105,0.034365216947345144,0.0,0.01297923488173427,0.003523195966490456,0.0,0.021522528727939107
2024-04-17,99.87172829402363,0.00148229366265936,0.022763795533697315,0.03170867108422794,0.034292097182005675,0.0,0.012979196972300554,0.003523185676025326,0.0,0.02152246586546041
2024-04-18,99.87220231351213,0.0014823006980446067,0.02249007955653886,0.031672311713145225,0.03412796552965952,0.0,0.0129792585752428,0.0035232023980616882,0.0,0.021522568017174767
2024-04-19,99.87220154363781,0.0014823096276682102,0.02249021504048319,0.031672502512368784,0.034128171122146216,0.0,0.012979336764434699,0.0035232236224133568,0.0,0.021522697672670198
2024-04-22,99.87252971558634,0.0014640593937570287,0.022490288941504483,0.03167260658564146,0.03381794648532133,0.0,0.01297937941348189,0.0035232351994402313,0.0,0.02152276839450794
2024-04-24,99.87252931999794,0.0014640639372858976,0.022490358737359425,0.03167270487769367,0.033818051435172955,0.0,0.012979419693394926,0.003523246133368806,0.0,0.02152283518778146
2024-04-25,99.87251108810995,0.001482318827998996,0.022490354631708905,0.03167269909579136,0.03381804526163424,0.0,0.012979417323981357,0.0035232454901946582,0.0,0.021522831258753896
2024-04-26,99.87296688730706,0.0014823255930209657,0.022417436308248103,0.031654588402689095,0.03345309477491108,0.0,0.012979476559580132,0.003523261569618798,0.0,0.021522929484873384
2024-04-29,99.8732221366747,0.0014823293814602407,0.02241749360139379,0.03165466930359677,0.03319760624104774,0.0,0.012979509731751614,0.003523270574160424,0.0,0.021522984491891918
2024-05-02,99.87355031635022,0.0014640789044039794,0.022417567264439983,0.03167302866759232,0.032321458626251034,0.0,0.012979552381935528,0.00352328215149586,0.0,0.02207071565367096
2024-05-03,99.86046126634872,0.0014638870277567072,0.022451135213725062,0.031668877720173155,0.03209818723255268,0.0,0.012977851330860584,0.00352282040345442,0.011718397404236983,0.02363757731851541
2024-05-06,99.86018785481457,0.0014638830197279738,0.022451073743957703,0.03166879101281839,0.03195207610591288,0.0,0.012977815798336526,0.0035228107581982415,0.011718365320016948,0.02405732942645224
2024-05-08,99.86015140005648,0.0014821353841453248,0.022487571345653202,0.03168703235069315,0.031915558643913586,0.0,0.012977811060681351,0.003522809472168075,0.011718361042134218,0.024057320644132244
2024-05-09,99.86026076441063,0.0016281603578202906,0.022487595973482044,0.03168706705354288,0.031660052733704605,0.0,0.01297782527365725,0.0035228133302613917,0.011718373875791778,0.02405734699111147
2024-05-10,99.86024253700162,0.0016464129761115116,0.022487591868840157,0.03168706126972931,0.031660046954821934,0.0,0.012977822904825773,0.003522812687245252,0.0117183717368469,0.02405734259994426
2024-05-14,99.86060708644578,0.001646418986500832,0.022487673961962582,0.03168717694640182,0.03166016253287608,0.0,0.01297787028161964,0.0035228255476126447,0.011718414515892839,0.023692370781353434
2024-05-16,99.86073467938004,0.0015186500521094102,0.022487702694697034,0.03168721743343673,0.0316602029853944,0.0,0.012977886863579214,0.0035228300487634154,0.011718429488632708,0.023692401053341517
2024-05-17,99.86037012900432,0.0015186445081441181,0.022487620601364826,0.03168710175646862,0.031568822713045855,0.0,0.01297783948666428,0.0035228171883631585,0.01171838670947745,0.024148638032147455
2024-05-20,99.8603519015554,0.001518644230946916,0.02248761649671395,0.03172360184357861,0.03156881695080902,0.0,0.012977837117827611,0.0035228165453456105,0.011718384570527885,0.024130380688844027
2024-05-21,99.86077088042893,0.0015186533785080144,0.02234172758766598,0.031723792930852514,0.03145948883324679,0.0,0.01297791528989421,0.003522837765048639,0.011718455156275785,0.023966248629579603
2024-05-22,99.86088024633986,0.0015186550417127813,0.022341752055966876,0.03170557460883535,0.03127699263312121,0.0,0.012977929503098408,0.0035228416232039273,0.01171846799013949,0.024057540204055837
2024-05-23,99.8608620186714,0.0015186547645117338,0.022341747977913006,0.031723821883670594,0.031276986924112335,0.0,0.012977927134228878,0.0035228409801774593,0.011718465851160252,0.02405753581281809
2024-05-24,99.8610076372422,0.0015186591997406365,0.02252434438076857,0.03172391453304358,0.030875509730111553,0.0,0.012977965036245102,0.0035228512686291203,0.011718500074921737,0.0241306185343404
2024-05-31,99.86106232050697,0.0015186600313489397,0.022524356714959035,0.031723931904861266,0.030820767261217692,0.0,0.01297797214289779,0.0035228531977204974,0.01171850649189927,0.024130631748116565
2024-06-05,99.8629580440444,0.0015186888609998554,0.022524784308579588,0.03174278761152342,0.030821352350666777,0.0,0.012978218511669437,0.0016063055260575395,0.011718728951465229,0.024131089834637125
2024-06-11,99.86299450097165,0.0015186894154269465,0.02252479253169293,0.031706292242747666,0.03046505570129295,0.0,0.012978223249622103,0.001962614013782515,0.011718733229616581,0.02413109864416374
2024-06-12,99.86283044500863,0.0016829679575824318,0.02252475552773016,0.03170624015532195,0.0304650056529835,0.0,0.012978201928862353,0.00196261078957986,0.011718713977960099,0.02413105900134463
2024-06-13,99.86481738127371,0.0015187171372976367,0.02252520369501543,0.03170687100343744,0.030465611804684566,0.0,0.012978460151666102,0.0019626498389692538,0.01171894714116686,0.02230615795405904
2024-06-14,99.86640334127165,0.0015187412561484105,0.023255725484772536,0.03170737454242535,0.030466095631150204,0.0,0.012978666263479805,0.001962681007945638,0.011719133250568262,0.019988241291857084
2024-06-17,99.86547363447376,0.0015369810491185848,0.024168205570463258,0.031707079362458215,0.03046581200687551,0.0,0.012978545438519165,0.0019626627363566536,0.011719024151236716,0.0199880552112215
2024-06-18,99.85983633609075,0.0015186413869094683,0.02416684130129971,0.03170528953199214,0.03046409224461421,0.0,0.012977812813613364,0.007625697098834586,0.011718362624950464,0.019986926907041676
2024-06-19,99.85985456341142,0.001518641664105632,0.024166845712450202,0.03168704241451174,0.03046409780519591,0.0,0.01297781518244116,0.007625698490745805,0.011718364763892016,0.01998693055523638
2024-06-20,99.85947179107455,0.0015186358430074422,0.02453180977165868,0.03170517378971066,0.030463981033406504,0.0,0.01297776543723908,0.007625669260716938,0.011718319846283387,0.019986853943427273
2024-06-28,99.85943533671932,0.0015186352886194657,0.0245318008161606,0.03170516221552899,0.03046396991233039,0.0,0.012977760699620675,0.00766217213289278,0.011718315568433859,0.019986846647095134
2024-07-04,99.85887314961728,0.0015186352886194657,0.025093987918197613,0.03170516221552899,0.03046396991233039,0.0,0.012977760699620675,0.00766217213289278,0.011718315568433859,0.019986846647095134
2024-07-08,99.85932882840531,0.0015186422184982633,0.02454651508938058,0.03168705398212722,0.030573626394045563,0.0,0.012977819920099342,0.007662207097129819,0.011718369041777464,0.019986937851629787
2024-07-09,99.85969337443004,0.001518647762446838,0.024181545140499652,0.031687169658746524,0.03057373800599103,0.0,0.012977867296871417,0.007662235068749202,0.011718411820803725,0.019987010815856823
2024-07-15,99.8598209661675,0.001518649702838402,0.024181576037503785,0.03168721014576281,0.03057377707036446,0.0,0.012977883878823364,0.007662244858864234,0.011718426793536707,0.01985926534480987
2024-07-16,99.85985742100951,0.0015186502572369024,0.02414507884943479,0.03168722171350075,0.03057378823163235,0.0,0.0129778886165317,0.007662247656044553,0.011718431071467444,0.019859272594636414
2024-07-17,99.85996678569528,0.0015186519204348325,0.024035587125343597,0.03168725641676525,0.03057382171548491,0.0,0.012977902829677474,0.007662256047597764,0.011718443905278394,0.019859294344147807
2024-07-19,99.85998212019686,0.0015184856186727447,0.024032955080147477,0.03168378646653708,0.030570473693231338,0.0,0.012976481669186557,0.007661416983250538,0.01171716066331613,0.01985711962879743
2024-07-22,99.85969051345853,0.001518481184457666,0.02432490051256223,0.031683693944934,0.030570384422675373,0.0,0.012976443775834142,0.007661394610716816,0.011717126447377664,0.019857061642907944
2024-07-24,99.85967228809393,0.0015184809073200837,0.02434314704547509,0.031683688162351745,0.030570378843282932,0.0,0.012976441407506966,0.007661393212437796,0.011717124308888145,0.019857058018801093
2024-07-26,99.85969051345853,0.001518481184457666,0.024343151488336958,0.03166544296915926,0.030570384422675373,0.0,0.012976443775834142,0.007661394610716816,0.011717126447377664,0.019857061642907944
2024-07-29,99.85970871322525,0.0014819797738597422,0.02436141135650226,0.031665454527668134,0.03057039558146635,0.0,0.012976448512491091,0.007661397407276387,0.011717130724359044,0.01985706889112561
2024-07-31,99.86009144762804,0.001481985453874745,0.023996483679242793,0.031647324840133106,0.030570512749263517,0.0,0.012976498247597827,0.007661426771275128,0.011717175632852048,0.019857144997730572
2024-08-01,99.84874260018096,0.0008066769313933608,0.02434996293812267,0.03162830592997046,0.03416514062371881,0.0,0.012976183217662432,0.015757576076131846,0.011716891175442027,0.019856662926605803
2024-08-02,99.84879726922262,0.0007701761344637883,0.024349976270179773,0.03161007262775548,0.034165159329768054,0.0,0.012976190322363829,0.015757584703697508,0.011716897590657634,0.019856673798497673
2024-08-05,99.84881549224981,0.0007519256523947868,0.024349980714202052,0.03161007839679056,0.03416516556512235,0.0,0.012976192690599355,0.01575758757955483,0.011716899729064397,0.019856677422464275
2024-08-07,99.8487978211293,0.000715421665185829,0.02442288960080807,0.03159170669481301,0.03416503462315999,0.0,0.012976142957834806,0.01575752718677155,0.01171685482268628,0.019856601319443418
2024-08-08,99.84877959817517,0.0007336720839699307,0.024422885143496546,0.031591700929152984,0.03416502838785349,0.0,0.012976140589617434,0.015757524310936275,0.011716852684295908,0.019856597695504595
2024-08-09,99.84890715899373,0.0005511672945824862,0.02442291634471136,0.031573490716149046,0.03423807432572,0.0,0.012976157167157209,0.015757544441805247,0.011716867653044903,0.019856623063104137
2024-08-14,99.84905294318546,0.0004234139041081245,0.02442295200334018,0.03155528621564428,0.03423812431495006,0.0,0.012976176112968816,0.01575756744857563,0.011716884760233446,0.019856652054725837
