date,ABN AMRO CLEARING HONG KONG LTD,IFAST SECURITIES (HK) LTD,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,BNP PARIBAS
2024-03-05,100.0,0.0,0.0,0.0,0.0
2024-03-15,100.0,0.0,0.0,0.0,0.0
2024-04-09,100.0,0.0,0.0,0.0,0.0
2024-04-11,100.0,0.0,0.0,0.0,0.0
2024-04-12,100.0,0.0,0.0,0.0,0.0
2024-04-18,100.0,0.0,0.0,0.0,0.0
2024-05-08,82.6923076923077,17.307692307692307,0.0,0.0,0.0
2024-05-10,85.13585508790624,14.864144912093765,0.0,0.0,0.0
2024-05-17,85.08257858284497,14.864144912093765,0.0,0.05327650506126798,0.0
2024-05-20,85.09052183173588,14.856230031948881,0.0,0.05324813631522897,0.0
2024-05-28,75.13312034078807,24.8136315228967,0.0,0.05324813631522897,0.0
2024-06-06,81.59968479117416,18.360914105594954,0.0,0.039401103230890466,0.0
2024-06-17,81.45353455123113,18.506751389992058,0.0,0.03971405877680699,0.0
2024-07-03,81.31433095803642,18.448139350752175,0.1979414093428345,0.0395882818685669,0.0
2024-07-04,76.5873015873016,23.115079365079367,0.248015873015873,0.0496031746031746,0.0
2024-07-22,79.51388888888889,20.188492063492063,0.248015873015873,0.0496031746031746,0.0
2024-07-25,79.36507936507937,20.188492063492063,0.248015873015873,0.1984126984126984,0.0
2024-09-23,79.61783439490446,19.941205291523765,0.2449779519843214,0.19598236158745713,0.0
2024-12-06,79.61783439490446,19.941205291523765,0.2449779519843214,0.19598236158745713,0.0
