date,CHEONG LEE SECURITIES LTD,RUISEN PORT SECURITIES LTD,SILVERBRICKS SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,TAI FUNG KUENTAI SECURITIES CO LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,27.248938768389834,0.0,20.71291504332151,26.89422573704716,0.0,21.51538058963773,3.6285398616037683
2024-03-04,0.0,0.0,0.0,25.481687207082103,0.0,20.60984782734479,28.94752068506625,0.0,21.315743794480124,3.6452004860267313
2024-03-05,0.0,0.0,0.0,25.214536658411564,0.0,20.399700512584232,29.55134481368427,0.0,21.1829752922882,3.6514427230317343
2024-03-06,0.0,0.0,0.0,25.058803281509956,0.0,20.32011932763467,29.883540818082725,0.0,21.100338477425275,3.6371980953473693
2024-03-07,0.0,0.0,0.0,22.911518847589505,0.10514694285263657,18.621523579201934,27.280374323116558,8.45381420535198,19.29446401345881,3.333158088428579
2024-03-08,0.0,0.0,0.0,22.883730767197168,0.1163221064876011,18.727859144503782,27.319832919156134,8.470364299688045,19.40464230952255,3.0772484534447204
2024-03-11,0.0,0.0,0.0,22.890992754006454,0.1163590204686095,18.670333738826887,27.360236949278043,8.473052308668747,19.41080023271804,3.078224996033215
2024-03-12,0.0,0.0,0.0,23.027741083223248,0.11624834874504623,18.42007926023778,27.143989431968297,8.82430647291942,19.39233817701453,3.0752972258916778
2024-03-14,0.0,0.0,0.0,23.008288897101526,0.11615015046724038,18.404519296763635,27.131619238688558,8.890766063037853,19.375956918853284,3.0726994350879044
2024-03-15,43.40674076943708,0.0,0.0,13.189498465297852,0.0655600917841285,10.334654468516256,15.314241439938018,5.018327025657836,10.936615311261436,1.7343624281073993
2024-03-18,43.38088572534771,0.0,0.0,13.181642195550525,0.06552104118890908,10.32849867468803,15.364684158799177,5.015337880096495,10.930100961968014,1.73332936236114
2024-03-19,43.37830191488728,0.0,0.0,13.180857083296107,0.07147324220494952,10.327883498615206,15.363769022305608,5.015039161380625,10.929449953840198,1.7332261234700261
2024-03-20,43.285489287093995,0.0,0.0,13.152655195982287,0.07132031737541232,10.293899141184513,15.425990312323556,5.135062851029687,10.906065198656801,1.7295176963537489
2024-03-25,43.15955578051032,0.0,0.0,13.177717569297645,0.08336558787626165,10.313514157263228,15.461339208622386,5.144847708935004,10.926846696638579,1.7328132908565812
2024-03-26,42.85074493177679,0.0,0.0,13.214701579434509,0.10151374914161167,10.34245961842773,15.516675126145763,5.2787149553638075,10.95751351028573,1.7376765294240588
2024-03-27,42.15794994754983,0.0,0.0,13.235426344972275,0.35965832459163793,10.382136969878616,15.791997602277835,5.328937509366102,10.999550427094261,1.744342874269444
2024-03-28,42.120077855966464,0.0,0.0,13.672705494834556,0.44916903728103014,9.953585866147627,15.747866447072914,5.324150321904477,10.989669112142536,1.7427758646503966
2024-04-02,42.127646829794244,0.0,0.0,13.675162478660638,0.43726975950163227,9.95537452454401,15.738716343706011,5.325107071191111,10.997633951301326,1.7430890413010274
2024-04-03,41.99405744470122,0.0,0.0,13.703892673849754,0.45019358324079356,9.976289804615984,15.771781866202467,5.336294606680872,11.020738917734626,1.746751102974279
2024-04-05,41.95791565068184,0.0,0.0,13.745145850266413,0.4756314157560432,10.006321683373972,15.674764442036185,5.3523585899635755,11.01779102320961,1.7700713447123633
2024-04-08,42.089687452815944,0.0,0.0,13.788313453117922,0.46504605163823043,10.037747244451154,15.422014192963914,5.369168050732297,11.052393175298203,1.7756303789823342
2024-04-09,41.76996514623428,0.0,0.0,13.838460372783757,0.46673738445218976,10.074253674799213,15.587210183361117,5.388695256857099,11.092589786331262,1.782088195181088
2024-04-10,41.77756221770893,0.0,0.0,13.840977295462123,0.569886932007639,9.19094243535724,16.353936160538364,5.3896753463275635,11.094607293340204,1.7824123192579346
2024-04-12,41.44855664738115,0.0,0.0,13.885572596197997,0.5755043315884532,9.281537943490372,16.662074876786974,5.442801604065265,11.203967306456057,1.4999846940337342
2024-04-15,41.43840856924254,0.0,0.0,13.882172915072685,0.6977811782708493,9.181331293037491,16.627390971690893,5.441469013006886,11.219586840091814,1.51185921958684
2024-04-16,41.46214419217453,0.0,0.0,13.80641603088519,0.6924656065202072,9.192021325489474,16.652878634678434,5.447804638906762,11.232650059748138,1.5136195115972668
2024-04-17,41.42599001561973,0.0,0.0,13.800496156319866,0.6860433064837218,9.188079997549846,16.651863648892835,5.445468745214542,11.289087623656243,1.512970506263208
2024-04-19,41.40063052860335,0.0,0.0,13.792047993633497,0.6856233356799608,9.182455388570904,16.702886351810477,5.44213522695969,11.282176854090784,1.512044320651342
2024-04-22,41.428527673129345,0.0,0.0,13.801341541854267,0.6860853318631505,9.188642837452909,16.646757940518853,5.445802321663757,11.289779166283806,1.5130631872339122
2024-04-23,41.43106564155972,0.0,0.0,13.802187030967621,0.686127362391644,9.18920574631666,16.641651606579472,5.446135938983674,11.290470793641068,1.5131558795601434
2024-04-24,41.453921358300896,0.0,0.0,13.809801097183488,0.6865058690122284,9.194275031413774,16.59566643170186,5.449140335284563,11.296699255263723,1.5139906218394679
2024-04-26,41.45138058901045,0.0,0.0,13.8089546750023,0.6925929331004259,9.291777757347308,16.496583003892002,5.448806349790077,11.29600686463792,1.5138978272195152
2024-04-29,41.47680230597038,0.0,0.0,13.799024868909262,0.6930176934163319,9.297476311673975,16.463769893594186,5.452148048204593,11.30293459262212,1.5148262856091503
2024-04-30,41.4666298782918,0.0,0.0,13.820166160826512,0.6928477267850026,9.295196051381097,16.643673932370703,5.450810877096171,11.116220607621324,1.5144547656273952
2024-05-02,41.4818903916337,0.0,0.0,13.825252246450148,0.6563007943079706,9.298616861410126,16.649799122887725,5.452816879811084,11.120311589535989,1.5150121139632595
2024-05-03,20.31632545774066,51.0686873845322,0.0,6.771107139102092,0.3214323264791144,4.554125298526518,8.109407152620275,2.6705919461675953,5.44632530753864,0.7419979872929089
2024-05-06,20.313884508522943,51.062551625741534,0.0,6.770293609671849,0.321393707291432,4.553578133213186,8.10542915070962,2.6702710820755424,5.460689344446947,0.7419088383269505
2024-05-07,20.314494690837,51.06408542721115,0.0,6.770496973701996,0.321403361218329,4.55371491221483,8.102668849406005,2.670351290870042,5.460853370980581,0.741931123560068
2024-05-08,20.31571516544256,51.06715330659818,0.0,6.770903738416018,0.32142267081211795,4.553988494870755,8.097147749290317,2.670511722915634,5.461181453611499,0.7419756980429264
2024-05-09,20.291205241093298,51.08863878829769,0.0,6.788778530750853,0.2885005484515635,4.555904494297606,8.094544033898815,2.6716352872233324,5.478505206533335,0.7422878694535018
2024-05-13,20.28510913160385,51.07329017139596,0.0,6.786738970422556,0.28841387390905954,4.5545357588138975,8.092112180979706,2.6708326448453534,5.506902404951105,0.7420648630785177
2024-05-16,20.296084767415646,51.10092432554295,0.0,6.736304200796574,0.28856992560306605,4.557000075148418,8.096490568873525,2.672277748553393,5.509882016983543,0.7424663710828887
2024-05-17,20.293034788488992,51.09324517243971,0.0,6.735291907731609,0.29153204598392063,4.556315275377564,8.107295814862123,2.6718761740175823,5.509054023593057,0.7423547975054474
2024-05-20,20.286328060450373,51.076359156939624,0.0,6.733065933570688,0.2914356963660673,4.581849865548996,8.09560292637493,2.670993134736431,5.507233313804137,0.7571319122087521
2024-05-24,20.316237644616287,51.15166468579338,0.0,6.742992974168409,0.10230332937158676,4.657810407859303,8.080458559629301,2.6749311709217833,5.515353021709368,0.7582482059305842
