date,CCB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-06-04,56.66742897688679,13.671742314873098,6.213553400918053,5.046458026265198,5.209398430541398,6.901106201279237,2.9249444477486577,2.6858088014757118,0.679559400011851
2024-06-07,56.6656192505298,13.671305695233565,6.2133549653870395,5.0494904547819335,5.209232063621034,6.900885808118469,2.9248510369630374,2.685723027706447,0.679537697658673
2024-06-25,56.6656192505298,13.671305695233565,6.2133549653870395,5.530573121384666,5.209232063621034,6.419803141515737,2.9248510369630374,2.685723027706447,0.679537697658673
2024-07-04,57.02899972944236,13.75897588531708,5.611927919516338,5.566039111805143,5.242637385350181,6.460971510818725,2.9436072737185297,2.702945804637899,0.683895379393741
2024-07-22,56.747461918404696,13.69105128605618,6.077898063262099,5.538560978309516,5.216755804741399,6.4290753214245155,2.929075425845886,2.689602041836492,0.6805191601192183
2024-08-09,56.747461918404696,13.69105128605618,6.077898063262099,5.538560978309516,5.216755804741399,4.512999131678892,2.929075425845886,2.689602041836492,2.5965953498648413
2024-08-20,56.7514368273242,13.692010283692985,6.071319235097692,5.538948930029112,5.217121215430762,4.513315247323465,2.9292805946348066,2.689790436573183,2.596777229893791
2024-09-11,56.76051404915887,13.694200279605967,6.05629562477862,5.539834868271024,5.21795567829652,4.514037138538915,2.9297491242661255,2.6902206604731673,2.597192576610786
2024-09-12,57.06445273251202,13.23205381084711,6.088725607998969,5.569499330336992,5.245896555951062,4.538208704414911,2.9454372149450303,2.7046261347570235,2.6110999082368873
2024-10-15,57.06349842760423,13.231832527486153,6.088623784526533,5.56940619003177,5.245808827346137,4.538132810673154,2.9470602857212076,2.704580904532768,2.611056242078047
2024-10-31,57.06353513104894,13.23177671789289,6.08862770075096,5.569409772293597,5.245812201468992,4.538135729616285,2.9470621812808426,2.7045826441288043,2.6110579215186887
2024-11-05,57.06357183454086,13.231720908227832,6.088631616980425,5.569413354560033,5.245815575596188,4.538138648563169,2.947064076842916,2.7045843837270787,2.6110596009614904
2024-11-07,57.041558220766575,13.265193810858685,6.086282784257182,5.567264822482648,5.243791878966276,4.536387954937588,2.9459271776220994,2.7035410267459214,2.6100523233630275
2024-11-11,57.04706003175616,13.266473274312421,6.086869822524589,5.567801800078242,5.244297656730536,4.536825501699669,2.9462113201845734,2.7038017905152802,2.6006588021985277
2024-11-12,57.010401326264784,13.257948177026046,6.082958371731785,5.5642239048052895,5.240927646721252,4.59817058060922,2.944318071118944,2.702064314938267,2.5989876067844206
2024-11-13,56.91713452862631,13.236258689827887,6.0730068885936,5.555121051065063,5.23235369307607,4.754244260355418,2.9395012813519195,2.6976438428874703,2.5947357642162614
2024-11-14,56.93371212174715,13.23116559055045,6.070670093301141,5.552983529906384,5.2303403676011015,4.752414903693949,2.9383702085765298,2.69660583296118,2.5937373516621136
2024-11-18,56.84984555716706,13.21167533842888,6.209033286548403,5.544803672411281,5.222635781656007,4.745414328874943,2.9340418237641916,2.692633580690794,2.589916630458448
2024-11-21,56.857495566217764,13.213453169747917,6.196412289302052,5.545549809852159,5.223338566520357,4.746052896354053,2.934436643596804,2.692995915382483,2.5902651430264134
2024-11-29,56.85745915197208,13.213444707223754,6.19640832082477,5.545610302976613,5.223335221245789,4.74604985675594,2.934434764243945,2.6929941906597543,2.59026348409736
2024-12-03,56.73029442189995,13.183892135677672,6.182549724199335,5.533207250716076,5.211652954338461,4.959090380179489,2.927871744892131,2.686971165986321,2.584470222110564
2024-12-10,56.73141824127684,13.184153306778507,6.1806912133351695,5.533316862795267,5.211756196471,4.959188619081963,2.9279297456311277,2.687024394517783,2.584521420112341
2025-01-03,56.732143309665936,13.183043737723802,6.180770207020864,5.533387582570454,5.211822806469249,4.959252001084647,2.927967166682282,2.6870587366250245,2.584554452157736
2025-01-13,56.732143309665936,13.183043737723802,6.1893971932273555,5.533387582570454,5.211822806469249,4.959252001084647,2.927967166682282,2.6870587366250245,2.575927465951245
2025-02-26,56.73210705580631,13.183035313289446,6.189393237982164,5.533447950099455,5.211819475928899,4.959248831946035,2.927965295607007,2.687057019498814,2.5759258198418733
2025-03-06,56.73210705580631,13.183035313289446,6.186453674190291,5.533447950099455,5.211819475928899,4.962188395737908,2.927965295607007,2.687057019498814,2.5759258198418733
2025-03-11,56.7317445197584,13.182951069538065,6.18641414080114,5.5334125896227295,5.211786170759511,4.962156685789814,2.9285856165090665,2.6870398483574105,2.575909358863868
2025-04-11,56.73391980555012,13.183456548197277,6.182817012559825,5.533624759262283,5.211986008161,4.9623469515577066,2.9286979083262032,2.687142878497827,2.5760081278877465
