date,CCB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CMB INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,0.0,45.65699197550591,23.985606758601808,8.638768554405674,0.0,5.472928868603904,10.162690420228452,5.4482778667779,0.6347355558763517
2024-03-04,0.0,45.64947045327579,23.986085847641224,8.635390168097885,0.0,5.4830251960548475,10.162893410031478,5.448386690800405,0.6347482340983709
2024-03-05,0.0,45.63336760650019,23.977624757921767,8.64144010192316,0.0,5.481534769972214,10.185043664105383,5.446464772863898,0.634524326713394
2024-03-06,0.0,45.58934864965865,24.016454511659056,8.644770025430928,0.0,5.487146237491437,10.182694216124771,5.445208402632795,0.634377957002354
2024-03-07,0.0,45.53264987265202,24.021236470162354,8.612626235842992,0.0,5.5916690577893515,10.169881717354077,5.438356902972279,0.6335797432269293
2024-03-08,0.0,45.636171707505554,24.075850521437577,8.588023968786516,0.0,5.642349033868728,10.19300369287205,5.45072140815172,0.41387966737785636
2024-03-11,0.0,45.59289624894495,24.128369715722148,8.55283376552955,0.0,5.677666633619233,10.187055110460342,5.447540396305102,0.4136381294186728
2024-03-12,0.0,45.57604163649521,24.212342964110892,8.488076321469507,0.0,5.683783582124349,10.172262311337967,5.453409413673333,0.41408377078874264
2024-03-13,0.0,45.57320704278239,24.210837081794782,8.504651982631039,0.0,5.673878732846199,10.171629649312974,5.452848115497949,0.41294739513466316
2024-03-14,0.0,38.74637310549081,20.781633981295737,7.2178916587133894,14.96902170647937,4.684836356735256,8.621490189667371,4.6370323965832,0.34172060503486507
2024-03-15,0.0,38.744250749757754,20.81770528482245,7.122677846512159,14.96914617622458,4.746721712842903,8.621017942391951,4.636778400363618,0.34170188708458815
2024-03-18,0.0,38.732837927814444,20.902020577610795,7.060533149812597,14.964736742653233,4.74437935118982,8.618478465157455,4.635412553166941,0.3416012325947085
2024-03-19,0.0,38.74644629431846,20.985109999556602,7.046580181870333,14.969994442143514,4.651600201044256,8.621506474978977,4.637041155569852,0.3417212505180023
2024-03-20,0.0,38.73957265398788,21.070680447929092,6.9818715047453255,14.963691296568038,4.6496416356393455,8.617876372736676,4.635088720279647,0.3415773681139992
2024-03-21,0.0,38.69882917172065,21.280417815135404,6.854111123789056,14.95888977240428,4.617571849802289,8.615111083021464,4.633601420785792,0.3414677633410667
2024-03-22,0.0,38.699851825894555,21.347988885428734,6.789359862135025,14.954566152044487,4.617693873626436,8.615338745705229,4.633723868206932,0.3414767869586001
2024-03-25,0.0,38.71487460837105,21.657651688050485,6.484166817132625,14.958547328861235,4.590602108564557,8.61763230517958,4.63495744956608,0.3415676942743908
2024-03-26,0.0,38.71948023368807,21.715366399343765,6.446794600903602,14.948997058531557,4.573587061083185,8.618657481831162,4.635508836535274,0.34160832808338903
2024-03-27,0.0,38.71048931707515,21.781496198254555,6.4488845433458755,14.895875136508774,4.570637186182215,8.616656173180665,4.634432441057954,0.34152900439480804
2024-03-28,0.0,38.69822288115227,21.84333546284023,6.453948315958249,14.881501732892369,4.539185920366001,8.611070097780098,4.631427993795087,0.34130759521569193
2024-04-02,61.747529644372264,13.789172308535955,7.4066255957493,3.806611194206918,5.284629869132422,2.4360906510161118,2.979131128798923,2.4388136486384755,0.11139595954963129
2024-04-03,56.42939478153202,13.745629269578357,6.781368553656128,5.073730879060488,5.237551871193972,6.938402231994751,2.940751887133403,2.700323866833968,0.15284665901691855
2024-04-24,56.42939478153202,13.745629269578357,6.250983232133285,5.073730879060488,5.237551871193972,6.938402231994751,2.940751887133403,2.700323866833968,0.6832319805397612
2024-04-26,56.43175037807451,13.746203069047716,6.247069760074699,5.073942677591422,5.237770508291298,6.938691869627254,2.940874646291187,2.70043658953087,0.6832605014710472
2024-04-29,56.667611964753505,13.67178646303732,6.213250550019399,5.046474322056368,5.209415252492259,6.901128486015365,2.9249538928453283,2.685817474366504,0.6795615944139468
