date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,REALINK FINANCIAL TRADE LTD,SHANGHAI COMMERCIAL BANK LTD,EAST ASIA SECURITIES CO LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-27,71.97511922137386,10.915873532206415,7.222837874681046,0.0,1.884427161893927,2.266634876456074,2.0625359568798873,1.8533628455647426,1.819208530944043
2024-07-08,71.97511922137386,10.915873532206415,7.222837874681046,0.0,1.8907884553401761,2.266634876456074,2.0625359568798873,1.8470015521184935,1.819208530944043
2024-07-15,71.97130396650519,10.920595700796119,7.222455006716879,0.0,1.89068822848487,2.2665147267454318,2.062426626038391,1.8469036463179835,1.81911209839513
2024-07-16,71.97167479153144,10.92013672797478,7.222492219702051,0.0,1.8906979700689917,2.2665264047384195,2.0624372524876224,1.8469131623063757,1.81912147119032
2024-07-17,71.97243781800942,10.919192324575407,7.22256879083669,0.0,1.890718014796549,2.2665504339091296,2.0624591179539657,1.8469327428378757,1.8191407570809597
2024-07-18,71.96862284739942,10.918613541932134,7.222185951398412,0.0,1.8959183948126976,2.2664302931503393,2.0623497952582523,1.8468348443319171,1.8190443317168323
2024-07-22,71.96862299598251,10.918613484056937,7.2221859131164985,0.0,1.8959183847631937,2.2664302811369,2.062349784326562,1.8468348345425858,1.8190443220748074
2024-07-25,71.96800004969799,10.919384555065948,7.222123399291814,0.0,1.895901974065526,2.2664106633609302,2.062331933031344,1.846818848702501,1.8190285767839476
2024-07-29,71.97583557514102,10.91633236058624,7.220104665996002,0.0,1.895372030137814,2.2657771545692422,2.061755468477909,1.8463026245264407,1.8185201205653312
2024-08-01,71.97645841510203,10.915561478697395,7.220167144877598,0.0,1.8953884316624636,2.265796761379547,2.061773309794864,1.8463186014309876,1.8185358570551122
2024-08-05,71.98027273450063,10.91613993780488,7.220549770311083,0.0,1.8901894772927104,2.265916834980423,2.061882571379891,1.8464164452123084,1.8186322285180783
2024-08-06,71.98713952828065,10.917181318713554,7.2106387900755635,0.0,1.8914297789284389,2.266132999535479,2.0620792714183658,1.8465925901542442,1.8188057228936974
2024-08-14,71.98651650345117,10.917952300979035,7.2105763843871005,0.0,1.8914134092306953,2.2661133869055723,2.062061424805834,1.8465766085075064,1.8187899817330846
2024-08-19,71.9926213144496,10.918878197084648,7.2111878767630975,0.0,1.8989942411732863,2.2663055644771513,2.0622362977664523,1.830832284208096,1.8189442240776739
2024-08-20,71.99949046461057,10.91992001793456,7.221417393830485,0.0,1.8896339688676445,2.266521803210355,2.0624330653037104,1.8214655082537587,1.819117777988915
2024-08-22,71.9575327844905,10.913556438024582,7.217209115145891,0.0,1.9468077534018648,2.265200988351936,2.0612311830922576,1.820404049809374,1.818057687683594
2024-08-28,71.92875781021327,10.91320954696721,7.216979713729822,0.0,1.9764121869809255,2.2651289881776138,2.0611656661667115,1.820346187655156,1.8179999001092844
2024-08-29,71.8313419879598,10.89842937678483,7.207205486641756,0.0,2.109169219046397,2.2620612387876453,2.0583741519756833,1.8178808243421365,1.815537714461742
2024-08-30,71.83210202637926,10.898544691699026,7.207281745178978,0.0,2.108133448444784,2.2620851733738725,2.0583959313743945,1.817900059111114,1.8155569244385679
2024-09-03,71.78349197041652,10.8763662534156,7.202404449943433,0.0,2.1891818087366075,2.260554380263714,2.0570029783826964,1.816669853936614,1.8143283049048098
2024-09-04,71.7696930172335,10.87341230982159,7.20101993047967,0.0,2.2088471771910427,2.260119833500876,2.056607560341349,1.816320635173701,1.8139795362582756
2024-09-09,68.55558152879712,10.386460813246131,6.878531705798864,4.478368728238255,2.109926855953146,2.1589033336566623,1.9645050904964383,1.7349790998435435,1.7327428439698436
2024-09-12,68.54796717460219,10.385307206352277,6.877767718745133,4.477871323286654,2.1207993432468855,2.1586635478611296,1.9642868961898157,1.7347863986062055,1.732550391109719
2024-09-13,68.49124437114328,10.459462528762,6.8720764301099395,4.474165926533778,2.1190444015720096,2.1568772739101116,1.962661467105016,1.7333508790425012,1.7311167218213617
2024-09-16,68.49400845122612,10.459884638074197,6.872353764384746,4.47434648907193,2.115094249952736,2.156964318342852,1.962740673630177,1.7334208313507897,1.7311865839664546
2024-09-17,68.49469950610629,10.459990170725716,6.872423101451074,4.474391631983649,2.1141066622302107,2.1569860805488057,1.9627604762603876,1.7334383203100723,1.7312040503838007
2024-09-20,68.49432631742172,10.459779107552128,6.872284428717511,4.474301347071111,2.115072910616009,2.1569425565760185,1.9627208713995468,1.7334033427444022,1.7311691179015483
2024-09-27,69.23601063429778,10.49408489881125,6.951820251993224,3.505500672791696,2.1405721180602373,2.1819057553165733,1.9854362613090297,1.7534647449410194,1.7512046624791882
2024-09-30,69.23813053338799,10.494406211388704,6.952033105929961,3.5056080057766392,2.1375758143992645,2.1819725618812966,1.985497052283054,1.7535184333075708,1.7512582816455255
2024-10-03,69.23742388593406,10.494299105009999,6.951962153169451,3.505572227384695,2.1385746026731947,2.181950292571835,1.9854767882114224,1.7535005368200896,1.7512404082252533
2024-10-04,69.2402505622982,10.494727543642943,6.95224597290161,3.505715345334523,2.1345793272483466,2.1820393725371714,1.9855578469798425,1.7535721249619318,1.7513119040954348
2024-10-07,69.23988025455738,10.494671416190839,6.952208791197631,3.505696596217948,2.1345679111826645,2.1825625183622828,1.985547227904455,1.753562746582641,1.7513025378041607
2024-10-09,69.24200039062136,10.494992764686348,6.952421668928331,3.505803941201152,2.13157125620254,2.1826293487711457,1.9856080256740225,1.7536164409507684,1.7513561629643384
2024-10-10,69.23988025455738,10.494671416190839,6.952208791197631,3.505696596217948,2.1345679111826645,2.1825625183622828,1.985547227904455,1.753562746582641,1.7513025378041607
2024-10-14,69.22433655634234,10.492315461721253,6.950648086081143,3.5049096004905604,2.1565377750310795,2.1820725537205736,1.985101491331994,1.7531690883320228,1.750909386949035
2024-10-15,69.23022352379441,10.492743738398373,6.950931798525454,3.5050526643397917,2.1494826284398907,2.182161621837707,1.9851825194590604,1.7532406494125412,1.7509808557927726
2024-10-17,69.23446255554201,10.49338621897351,6.9513574106218705,3.505267282013474,2.1434911491618434,2.1822952376477174,1.985304074053231,1.7533480019876992,1.7510880699986404
2024-10-29,69.24148792130495,10.492904351166302,6.945425618132024,3.5051063162943423,2.1433927176967034,2.1821950242562633,1.985212906712123,1.7532674863238937,1.751007658113391
2024-11-04,69.23969718246661,10.4893392088694,6.943065791928286,3.503915396948739,2.1549059288792702,2.181453586469288,1.9845383969419756,1.7526717839459731,1.7504127235504503
2024-11-07,68.68873914760917,10.40587284560322,7.6835436924313205,3.476033843158546,2.1377587895330477,2.164095200600463,1.9687469157574626,1.7387253248895709,1.736484240417207
2024-11-18,68.84449496863375,10.354109511121575,7.64532240642707,3.458742539952879,2.1271246481298656,2.153330050441422,1.9589535128760196,1.7300761493807622,1.727846213036659
2024-11-19,68.84501490541693,10.354187708839408,7.645380146473537,3.458768661539956,2.151308189272727,2.153346313114277,1.9589683075518807,1.730089215497787,1.7029365522934974
2024-11-20,68.84085563103548,10.352555242821012,7.644918250520381,3.458559699890299,2.158226639322484,2.1532162186090056,1.9588499564017376,1.7299846920873188,1.7028336693122832
2024-11-26,68.74567646166346,10.338241829661671,7.772608121420786,3.453777905177819,2.1552426813666403,2.1502391880464575,1.9561416560753442,1.7275928202183564,1.7004793363694661
2024-11-29,68.74397969844955,10.338137877081664,7.772529966674465,3.453743176920352,2.1572320402250273,2.1502175670672896,1.9561219867761195,1.7275754490121282,1.7004622377934053
2024-12-03,68.72362544380053,10.335228053352791,7.770342271714376,3.4527710691801454,2.1857765846120034,2.149612356131502,1.9555714069481689,1.7270891970299314,1.699983617230552
2024-12-11,68.72569800204354,10.331518692338621,7.770576608695615,3.452875197405257,2.1868477653532654,2.149677183864021,1.9556303828187391,1.7271412823634484,1.7000348851174851
2024-12-12,68.73606266865977,10.312968530768698,7.77174850564692,3.45339593275359,2.192204638341658,2.1500013811874528,1.9559253155372376,1.7274017561616233,1.7002912709430558
2024-12-13,68.68082054304627,10.294634095768131,7.765502469861382,3.4506204910930762,2.2808573317158842,2.1482734578564164,1.9543533681812715,1.726013469706246,1.6989247727713213
2024-12-17,68.68082054304627,10.29262488388325,7.765502469861382,3.4506204910930762,2.2828665436007647,2.1482734578564164,1.9543533681812715,1.726013469706246,1.6989247727713213
2024-12-20,68.6939325062793,10.265450730785624,7.76698499412457,3.4512792544662068,2.2933503465685545,2.148683588113615,1.9547264768498245,1.7263429856464392,1.6992491171658717
2024-12-27,68.62822672441081,10.26689499217994,7.768077742691724,3.451764820031612,2.3549742864976357,2.148985889574729,1.9550014901990678,1.7265858673856735,1.699488187028814
2024-12-30,68.6107054303078,10.264409051635761,7.7661968449689365,3.4509290384129603,2.379521466920128,2.148465552008617,1.9545281224016842,1.7261678062470327,1.6990766870970713
2025-01-02,68.66589609871254,10.16909886760899,7.782499037795561,3.4537049766437775,2.394507112897255,2.150193784492399,1.9561003510038335,1.7275563410887602,1.700443429756889
2025-01-03,68.70915781377606,10.155058808922481,7.7717540598343,3.448936587508294,2.3912011149098205,2.1472250999201803,1.9533996432929202,1.725171174740305,1.698095697095648
2025-01-07,68.69366571706269,10.175316465433292,7.770001734971671,3.448158943583204,2.390661962341051,2.146740957486016,1.9529592033696748,1.7247821942966992,1.6977128214557042
2025-01-08,68.72367678609858,10.17976188440633,7.69053926406017,3.449665384315728,2.430875188132581,2.1476788313118598,1.953812417314,1.7255357216702145,1.6984545226905412
2025-01-13,68.72505723591215,10.177957668788661,7.690693743622233,3.449734677609675,2.4309240170276163,2.1477219716527283,1.9538516634677765,1.7255703824389141,1.6984886394802539
2025-01-14,68.80711957068559,10.147992845360596,7.668051649052154,3.4395783482308206,2.433781069506285,2.141398884865828,1.9480993483171658,1.7204901479257522,1.693488136055812
2025-01-15,68.80780860599673,10.111042623615027,7.678142448868017,3.439612792209179,2.45984187224369,2.1414203288596485,1.948118856607136,1.7205073769344912,1.693505094666084
2025-01-16,68.80436356743427,10.108533686362984,7.677758023068675,3.4394405792154923,2.466728171316945,2.141313113185137,1.9480213190642144,1.7204212353412531,1.6934203050110286
2025-01-17,68.8074962438943,10.109141054302249,7.678219338647506,3.4396472368773883,2.461869327803474,2.1414417732829545,1.9481383652878228,1.7205246062882966,1.693522053616007
2025-01-22,68.78651859127032,10.106206118543026,7.675990160086924,3.438648621503402,2.491188200113272,2.140820059330905,1.947572772135894,1.7200250950870486,1.693030381929215
2025-01-27,68.78138596354724,10.105599103210098,7.675529112324002,3.43844208381623,2.4980459927666883,2.1406914739264695,1.9474557938632546,1.7199217841518182,1.692928692394201
2025-02-04,68.77388374911393,10.108027602161417,7.677373635761922,3.439268383465508,2.498646303743982,2.1412059082461408,1.9479237912877356,1.7203351023733813,1.6933355238459686
2025-02-05,68.77701443744874,10.108634909284572,7.677834905148952,3.43947502043465,2.4937896211978727,2.141334555461147,1.9480408257914366,1.72043846296983,1.6934372622627991
2025-02-07,68.76668539514694,10.107116778286224,7.676681835592644,3.4389584745614017,2.508433260209076,2.1410129664043,1.947748265896829,1.7201800847629976,1.693182939139581
2025-02-10,68.76963773599628,10.106161399258701,7.675956194345238,3.438633405713857,2.5081961496085645,2.140810586345711,1.9475641542569866,1.7200174840913525,1.6930228903833138
2025-02-11,68.76344211930106,10.105250911660523,7.675264649589223,3.438323611228405,2.516979413087429,2.140617715738177,1.9473886936702167,1.7198625237136143,1.6928703620113412
2025-02-13,68.7545447144952,10.104891010810169,7.685001195307429,3.4382011545370967,2.516889770283008,2.1405414771427265,1.9473193369711155,1.7198012704117231,1.692810070041537
2025-02-19,68.72702668229688,10.100846671379944,7.681925382483494,3.436825063247892,2.5559060037150387,2.139684755750207,1.9465399500020397,1.7191129443246196,1.692132546799888
2025-02-20,68.72358847699651,10.100341356567995,7.681541078988317,3.4366531292836378,2.5607808370468566,2.1395777137927197,1.9464425704950752,1.7190269423029634,1.6920478945259259
2025-02-21,68.63843090358354,10.08782570394232,7.672022638335621,3.4323946636295948,2.681520857221281,2.136926495335232,1.9440306719058953,1.7168968416158166,1.6899512244306996
2025-02-25,68.62060204107398,10.085205386794502,7.685015429300914,3.431503097611392,2.6918137726226083,2.1363714277415116,1.9435257090868523,1.7164508769087379,1.6895122588594942
2025-02-26,68.59867153646289,10.0819822491848,7.68255937002286,3.4304064212158676,2.722912561663835,2.1356886633521954,1.9429045763911725,1.7159023152122341,1.68897230649415
2025-03-03,68.60366514077931,10.0819822491848,7.68255937002286,3.4304064212158676,2.7179189573474036,2.1356886633521954,1.9429045763911725,1.7159023152122341,1.68897230649415
2025-03-10,68.37236184609795,10.090776600891994,7.689260743566424,3.4333987098175687,2.899216728180644,2.162541391169315,1.9445993409479823,1.7173990693308387,1.6904455699972891
2025-03-11,68.36894479347704,10.076278704055918,7.6888764565845635,3.4332271184940684,2.9030700020246223,2.1774264447357408,1.9445021555049877,1.7173132386993886,1.6903610864236713
2025-03-12,68.35578640043748,10.077285971188708,7.689645068963228,3.4335703182940573,2.9133566250250964,2.1776441094268706,1.9446965361060418,1.7174849085422792,1.6905300620162398
2025-03-13,68.35373652247485,10.07698376990447,7.689414469115031,3.433467351149661,2.9162680942832253,2.1775788054503464,1.9446382178453168,1.717433403985744,1.6904793657913586
2025-03-14,68.29932498575391,10.042475501265672,7.685496386702728,3.4317178540851216,3.0146923992420067,2.1764692368020047,1.9436473422942284,1.7165582989122063,1.6896179949421126
2025-03-20,68.24248637605179,10.017908668972355,7.690260069515566,3.4338449275410783,3.084542080888332,2.177818272514774,1.9448520685699084,1.7176222691301752,1.6906652668160143
2025-03-25,68.24175141549837,10.018208949632786,7.690413835024695,3.4339135867162933,3.084603755809494,2.1778618176397035,1.9448909555731833,1.7176566127102781,1.6906990713952055
2025-03-28,68.24175141549837,9.198620514093594,7.690413835024695,4.253502022255485,3.084603755809494,2.1778618176397035,1.9448909555731833,1.7176566127102781,1.6906990713952055
2025-03-31,68.2485745116696,9.199540230705617,7.691182754815068,4.2539273052055915,3.0749137485143785,2.178079569387295,1.9450854139180702,1.7178283512136807,1.6908681145707025
2025-04-01,68.2475746697796,9.199540230705617,7.691182754815068,4.2539273052055915,3.0759135904043817,2.178079569387295,1.9450854139180702,1.7178283512136807,1.6908681145707025
2025-04-03,68.24620996138853,9.199356272670368,7.69302860234992,4.253842241812255,3.075852083089179,2.178036015554369,1.9450465191383133,1.7177940007656736,1.690834303231394
2025-04-08,68.24684491138349,9.199172321991982,7.692874772256999,4.25375718182078,3.0757905782337818,2.1779924634632515,1.9450076259140396,1.7177596516914122,1.690800493244271
2025-04-10,68.24411568751076,9.198804442704036,7.692567130526371,4.253587072042599,3.079666623588592,2.1779053645060236,1.9449298441315679,1.7176909576637966,1.6907328773262578
2025-04-11,68.24311592558907,9.198804442704036,7.692567130526371,4.253587072042599,3.0806663855102867,2.1779053645060236,1.9449298441315679,1.7176909576637966,1.6907328773262578
2025-04-14,68.2305197368272,9.197241283928584,7.691259927629438,4.252864257246369,3.098135542450382,2.1775352716419083,1.9445993409479823,1.7173990693308387,1.6904455699972891
2025-04-24,68.05229546228033,9.11339839933802,7.676154567688173,4.241755392035937,3.4060859120367546,2.171847353015676,1.939519871992424,1.7129130679868716,1.6860299736258146
2025-04-25,68.05297393750513,9.113489259095001,7.67623109825427,4.241797681953178,3.3951529699909164,2.181838915604452,1.9395392088299581,1.7129301455750847,1.6860467831920105
2025-04-28,67.9898990534025,9.100242883833404,7.655118346602935,4.235632266898472,3.509683164979992,2.178667632222776,1.9367201059085273,1.7104404169036493,1.683596129247751
2025-04-30,67.98177760901379,9.099155853001857,7.654203936980234,4.235126317450311,3.5212090056289025,2.1784073887415687,1.9364887632406365,1.7102361035141678,1.6833950224285454
2025-05-02,67.98110090956013,9.09906527882138,7.6541277460390065,4.235084160452274,3.5221693680591186,2.1783857045911734,1.9364694871796952,1.7102190796016201,1.6833782656956089
