date,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HSBC BROKING SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,0.0,6.321217281853551,1.765076416735448,3.9374881186121256,2.133535293442959,1.2457190735567698,0.0,0.6039151772394195,0.3947682828195749,0.0,16.40171964425985
2024-03-04,0.0,6.314809178686702,1.8887722263500817,3.743497359106601,2.135030549879381,1.2496027724457692,0.0,0.602879524202353,0.39548029428255815,0.0,16.330071904953446
2024-03-05,0.0,6.330799855763954,1.9241786145547934,3.633523952233099,2.1330386978116858,1.2565934304459685,0.0,0.605727570054286,0.3963864906899914,0.0,16.28024861155378
2024-03-06,6.160307028016432,6.372161248931799,1.9445680337220408,3.590091252991122,2.178558788114028,1.2586000082052848,0.0,0.6057922983691026,0.3963864906899914,0.0,22.5064651490398
2024-03-07,6.160695397905332,6.377986797265297,1.9645043546855718,3.5817413003797727,2.1619655875183055,1.2584058232608348,0.40328329263370627,0.6062453965728193,0.3963864906899914,0.0,22.911214440911632
2024-03-08,6.16114849610905,6.393068494617579,1.963274516704055,3.500313080340417,2.170850163645883,1.258923649779368,0.40328329263370627,0.6061159399431859,0.3963864906899914,0.0,22.853364124463234
2024-03-11,6.163608172072082,6.407086155566747,1.9800391502415697,3.4792116497101864,2.1491582489637375,1.260865499223868,0.40328329263370627,0.6080577893876856,0.3963864906899914,0.0,22.847696448489575
2024-03-12,6.162184149146115,6.4270409241,1.9921433451122845,3.4678841946172714,2.1491439116420055,1.2622247938350177,0.40328329263370627,0.6074752345543357,0.39735741541224123,0.0,22.868737261052978
2024-03-13,6.195260318017428,6.422397152974265,2.0216594566686807,3.4398568343016587,2.1319345622175434,1.2591825630386349,0.40328329263370627,0.6152426323323347,0.3976163286715078,0.0,22.88643314085576
2024-03-14,6.163155073868365,6.430739079274578,2.049233718780577,3.436296776986742,2.151072135776236,1.2586647365201014,0.40328329263370627,0.6155662739064179,0.3976810569863245,0.0,22.90569214473305
