date,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,0.0,0.0,74.04458233476218,0.0,0.0,0.0,0.0,25.955417665237828,0.0,0.0
2024-03-04,63.60275586617428,8.055899202592014,14.47937286087667,0.0,6.400475353285745,0.0,0.0,5.063550014615819,2.397946702455475,0.0
2024-03-05,61.28434350184831,7.762250034993825,13.95714568673387,3.6395776201114582,6.167168777264988,0.0,0.0,4.8789762991942895,2.3105380798532567,0.0
2024-03-06,61.27793030382704,7.761437741939506,13.948615907295595,3.639196750697546,6.19658146924705,0.0,0.0,4.878465730925791,2.2977720960674635,0.0
2024-03-07,61.2794652556293,7.7616321583108,13.94774068786964,3.639287908991952,6.195567733471332,0.0,0.0,4.878587931687612,2.297718324039367,0.0
2024-03-08,61.28720940721297,7.762668700914871,13.956796292453182,3.6397478215761483,6.210268572362112,0.0,0.0,4.879204459986279,2.2641047454944307,0.0
2024-03-11,61.269335994575734,7.763187609345487,13.91343339550116,3.638686348630329,6.208457449064843,0.0,0.0,4.8777815197757795,2.3291176831066647,0.0
2024-03-12,61.29478487613409,7.744140775736745,13.914090078345861,3.6401977163709955,6.210813485457897,0.0,0.0,4.87980755910115,2.3161655088532567,0.0
2024-03-13,61.28713549148552,7.74387776406399,13.922581435713752,3.640074085548898,6.210602549668984,0.0,0.0,4.879641827823012,2.3160868456958443,0.0
2024-03-14,61.27065021250521,7.743742935743414,13.936550760410416,3.6390949626656366,6.216167993401137,0.0,0.0,4.878329280643076,2.3154638546311173,0.0
2024-03-15,61.270684316703594,7.728718625421911,13.951531476763316,3.6390969882425828,6.216171453417078,0.0,0.0,4.878331995997149,2.315465143454369,0.0
2024-03-18,61.26686488246493,7.728236839836061,13.957062459452127,3.6388701376403785,6.215783955572924,0.0,0.0,4.877916578953578,2.3152651460800024,0.0
2024-03-19,61.227606893585694,7.707654913870505,14.02337632766398,3.6365384576422173,6.216250859590679,0.0,0.0,4.874790954765402,2.3137815928815213,0.0
2024-03-20,61.22767500621967,7.706217303616647,14.024726867625676,3.6365425031083967,6.21625777485719,0.0,0.0,4.874796377725221,2.3137841668472,0.0
2024-03-21,61.22682360918704,7.706110145365996,14.028981584787095,3.6364919354280807,6.2133902495113125,0.0,0.0,4.874450483032647,2.313751992687825,0.0
2024-03-22,61.21985431155515,7.705317360986033,14.03770613657653,3.6435966643829976,6.209681357466311,0.0,0.0,4.87398419215579,2.3098599768771795,0.0
2024-03-25,61.20137168051324,7.702991080738464,14.07038620609935,3.6424966413010953,6.204359443206528,0.0,0.0,4.872512707903813,2.305882240237515,0.0
2024-03-26,61.19970436774129,7.702781227673763,14.067389775651257,3.6401734850984835,6.2117517571535315,0.0,0.0,4.872379965737318,2.3058194209443497,0.0
2024-03-27,61.16348826655762,7.703668346959243,14.141134905313251,3.636074561015558,6.185849759766771,0.0,0.0,4.869496641256138,2.300287519131423,0.0
2024-03-28,56.9449698429985,7.183459741603233,13.052923093479956,3.389066673859938,5.801883905604646,0.0,4.387406016445902,4.533641674890035,2.1377539980142912,2.5688950531034935
2024-04-02,56.94131713397058,7.18377490391002,13.053792892199393,3.3873491291105187,5.80694334072616,0.0,4.387124588295013,4.533350866519763,2.137616872762499,2.568730272506048
2024-04-03,56.93813612402162,7.174683519036345,13.015613602149179,3.3806423467970603,5.810498431024857,0.0,4.386879502869084,4.538528903080576,2.186430799877057,2.5685867711442194
2024-04-05,56.98606563283829,7.212147504048446,12.91743849609493,3.3847823643659973,5.807624086767439,0.0,4.390572299896237,4.542349355871673,2.1882712983800547,2.5707489617369315
2024-04-08,57.000348061383946,7.239846634673524,12.902396562787127,3.3622765160777903,5.795098216398915,0.0,4.391672709872807,4.543487805760856,2.1934802240033746,2.5713932690416574
2024-04-09,57.00265044494929,7.240139069798469,12.90669804096513,3.362412326655375,5.7849752567842065,0.0,4.39438757454677,4.54367132835342,2.193568824038118,2.5714971339092245
2024-04-10,57.01505109279338,7.241610533737254,12.888269283583437,3.364024342743553,5.786233749861042,0.0,4.3953435520737285,4.543364870463729,2.1940460242085726,2.5720565505353075
2024-04-11,57.024709619160106,7.238744671901793,12.878485588407557,3.3637135299977348,5.787213955792036,0.0,4.396088136894313,4.544134530554424,2.194417702405268,2.5724922648867627
2024-04-12,57.069117860131946,7.241855749210824,12.898132002747237,3.3665016655554214,5.786777305602525,0.0,4.398512630653784,4.546122335619071,2.1190694261753515,2.573911024303836
2024-04-15,57.07207612273163,7.242231141573951,12.895638570880644,3.3677647394080585,5.78707727181048,0.0,4.398740634097631,4.543247801397187,2.1191792712906192,2.574044446809801
