date,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD,CMB INTERNATIONAL SECURITIES LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,REALINK FINANCIAL TRADE LTD,EAST ASIA SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832381573747794,0.0,0.832381573747794
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8321997913556237,0.0,0.8321997913556237
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.832381573747794,0.0,1.5316984364269302
2024-03-12,17.78844523310533,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.832381573747794,0.0,19.320143669532264
2024-03-13,17.79298979290959,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8358354391990296,0.0,19.328142094787758
2024-03-14,17.79298979290959,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8356536568068593,0.0,19.327960312395586
2024-03-21,17.79298979290959,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8356536568068593,0.35829309496765716,19.686253407363242
2024-03-22,17.79280801051742,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8229288893549385,0.3873782777149048,19.702432040266398
2024-03-25,17.79262622812525,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8229288893549385,0.3873782777149048,19.70225025787423
2024-03-26,17.79262622812525,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8227471069627682,0.3873782777149048,19.702068475482058
2024-03-27,17.79262622812525,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8225653245705979,0.3873782777149048,19.701886693089886
2024-03-28,17.79244444573308,0.0,0.0,0.0,0.0,0.0,0.699316862679136,0.0,0.8225653245705979,0.3873782777149048,19.701704910697718
2024-04-02,17.79244444573308,0.0,0.0,0.0,0.0,0.0,0.7102238062093539,0.9125476086948954,0.8338358328851565,0.3873782777149048,20.63642997123739
2024-04-03,17.79244444573308,0.0,0.0,0.0,2.4302820671024796,0.0,0.7102238062093539,0.9125476086948954,0.8320180089634535,0.3873782777149048,23.064894214418167
2024-04-10,17.79226266334091,0.0,0.0,0.0,2.4302820671024796,0.0,0.7102238062093539,0.9125476086948954,0.8320180089634535,0.3873782777149048,23.064712432025996
2024-04-17,17.79208088094874,4.645390679764076,0.0,0.0,2.4302820671024796,0.0,0.7102238062093539,0.9125476086948954,0.7174951018961657,0.4553648923865962,27.663385037002307
2024-04-18,17.790263057027037,4.645390679764076,0.0,0.0,2.4246468129452006,0.0,0.7102238062093539,0.9125476086948954,0.6951358676592192,0.4964477130170835,27.674655545316863
2024-04-19,17.789535927458356,4.671385561844429,0.0,0.0,2.413558087022812,0.0,0.7087695470719915,0.9125476086948954,0.6869556600115557,0.4964477130170835,27.679200105121122
2024-04-22,17.789535927458356,4.671385561844429,0.0,0.0,2.413558087022812,0.0,0.7085877646798211,0.9125476086948954,0.6869556600115557,0.4964477130170835,27.67901832272895
2024-04-23,17.789535927458356,4.671385561844429,0.0,0.0,2.413558087022812,0.0,0.7084059822876508,0.9125476086948954,0.6869556600115557,0.4964477130170835,27.678836540336782
2024-04-24,17.789535927458356,4.671385561844429,0.0,0.0,2.216324191518039,0.0,0.7084059822876508,0.9125476086948954,0.6871374424037261,0.4964477130170835,27.481784427224177
2024-05-02,17.789535927458356,4.671385561844429,0.0,0.0,2.2130521084589736,0.0,0.7084059822876508,0.9125476086948954,0.6844107065211715,0.5146259522341133,27.493963847499586
2024-05-03,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.713314106876249,0.9125476086948954,0.6705952447162289,0.5146259522341133,27.503598314284616
2024-05-06,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7129505420919083,0.9125476086948954,0.671867721461421,0.5146259522341133,27.504507226245465
2024-05-07,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.715859060366633,0.7771197265280235,0.6807750586777656,0.5964280287107474,27.4626972760463
2024-05-08,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7160408427588033,0.7771197265280235,0.6796843643247439,0.5964280287107474,27.461788364085443
2024-05-09,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7160408427588033,0.7771197265280235,0.6804114938934249,0.5964280287107474,27.462515493654127
2024-05-16,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7160408427588033,0.7673034773508274,0.6804114938934249,0.5964280287107474,27.452699244476932
2024-05-17,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7160408427588033,0.7673034773508274,0.6802297115012547,0.5964280287107474,27.452517462084757
2024-05-20,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7160408427588033,0.7491252381337976,0.6802297115012547,0.5964280287107474,27.43433922286773
2024-05-21,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7156772779744628,0.7491252381337976,0.6802297115012547,0.5973369406715988,27.434884570044243
2024-05-22,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7156772779744628,0.7491252381337976,0.6800479291090844,0.5973369406715988,27.43470278765207
2024-05-23,17.789535927458356,4.689927365845799,0.0,0.0,2.2130521084589736,0.0,0.7156772779744628,0.7491252381337976,0.6798661467169141,0.5973369406715988,27.4345210052599
